Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Добровская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	643	21	8	15	8	20	20	8	20	20	26	8	17	8	41	14	15	15	20	8	45	20	45	25	15	50	25	15	8	25	8	20	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	563	12	3	13	8	20	20	0	17	15	26	6	17	8	41	14	15	15	20	8	45	20	45	25	1	50	25	4	2	25	0	20	15	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	192	16	9	2	0	5	6	5	19	10	7	4	10	8	7	3	5	4	10	5	2	2	13	5	2	3	2	5	0	0	1	3	15	4									
14	Число погашенных неиспользованных открепительных удостоверений	80	9	5	2	0	0	0	8	3	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	11	6	0	8	0	0	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	9	0	6	0	8	3	0	2	1	2	0	0	0	0	0	1	2	1	0	0	0	0	3	1	1	0	2	0	0	1	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	243	12	4	8	5	14	13	7	9	12	10	7	16	0	8	1	12	4	7	7	8	6	3	6	6	4	6	3	2	12	1	15	3	12									
		1.99%	1.69%	3.05%	1.46%	2.20%	2.17%	1.89%	2.79%	1.76%	2.20%	7.46%	4.58%	3.71%	0.00%	1.77%	0.68%	3.09%	1.65%	1.31%	4.05%	1.22%	2.36%	0.96%	1.90%	1.71%	0.90%	1.88%	0.63%	2.38%	2.63%	0.51%	2.48%	0.85%	3.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	319	21	3	18	5	10	15	2	9	11	3	3	11	4	10	20	15	0	9	3	15	8	12	4	6	9	12	10	3	14	5	27	4	18									
		2.62%	2.95%	2.29%	3.28%	2.20%	1.55%	2.18%	0.80%	1.76%	2.01%	2.24%	1.96%	2.55%	3.39%	2.21%	13.61%	3.87%	0.00%	1.69%	1.73%	2.29%	3.15%	3.82%	1.27%	1.71%	2.03%	3.76%	2.11%	3.57%	3.07%	2.54%	4.46%	1.13%	5.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	272	37	0	16	12	29	24	0	8	14	3	6	11	2	0	0	11	2	14	6	3	10	0	1	6	6	7	1	3	17	3	8	5	7									
		2.23%	5.20%	0.00%	2.91%	5.29%	4.50%	3.48%	0.00%	1.57%	2.56%	2.24%	3.92%	2.55%	1.69%	0.00%	0.00%	2.84%	0.82%	2.62%	3.47%	0.46%	3.94%	0.00%	0.32%	1.71%	1.35%	2.19%	0.21%	3.57%	3.73%	1.52%	1.32%	1.41%	2.14%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7287	350	89	294	113	342	370	217	303	253	57	85	234	83	329	106	218	180	337	90	470	121	205	218	206	311	207	361	43	225	138	325	262	145									
		59.81%	49.16%	67.94%	53.55%	49.78%	53.11%	53.70%	86.45%	59.41%	46.34%	42.54%	55.56%	54.29%	70.34%	72.79%	72.11%	56.19%	74.07%	63.11%	52.02%	71.87%	47.64%	65.29%	68.99%	58.86%	70.05%	64.89%	76.00%	51.19%	49.34%	70.05%	53.63%	73.80%	44.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	5	1	3	1	1	3	0	0	1	0	0	1	0	0	0	4	0	1	0	0	0	2	1	0	2	1	0	0	3	0	2	0	1									
		0.27%	0.70%	0.76%	0.55%	0.44%	0.16%	0.44%	0.00%	0.00%	0.18%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	1.03%	0.00%	0.19%	0.00%	0.00%	0.00%	0.64%	0.32%	0.00%	0.45%	0.31%	0.00%	0.00%	0.66%	0.00%	0.33%	0.00%	0.31%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	0	0	0	0	2	0	0	2	2	0	0	0	0	1	0	2	0	0	0	1	2	0	2	0	2	2	0	0	0	1	6	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.39%	0.37%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.52%	0.00%	0.00%	0.00%	0.15%	0.79%	0.00%	0.63%	0.00%	0.45%	0.63%	0.00%	0.00%	0.00%	0.51%	0.99%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1479	89	8	73	39	83	90	7	51	124	25	15	63	9	47	9	48	28	61	16	55	42	30	32	56	59	27	36	10	63	18	84	36	46									
		12.14%	12.50%	6.11%	13.30%	17.18%	12.89%	13.06%	2.79%	10.00%	22.71%	18.66%	9.80%	14.62%	7.63%	10.40%	6.12%	12.37%	11.52%	11.42%	9.25%	8.41%	16.54%	9.55%	10.13%	16.00%	13.29%	8.46%	7.58%	11.90%	13.82%	9.14%	13.86%	10.14%	14.07%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	4	0	3	0	4	0	0	1	1	1	2	1	0	1	0	1	3	0	3	0	3	3	1	0	1	0	0	0	2	1	3	0	0									
		0.32%	0.56%	0.00%	0.55%	0.00%	0.62%	0.00%	0.00%	0.20%	0.18%	0.75%	1.31%	0.23%	0.00%	0.22%	0.00%	0.26%	1.23%	0.00%	1.73%	0.00%	1.18%	0.96%	0.32%	0.00%	0.23%	0.00%	0.00%	0.00%	0.44%	0.51%	0.50%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	76	8	1	2	0	5	2	0	3	5	0	4	1	0	2	0	3	1	2	0	0	1	1	2	0	1	1	1	0	13	0	6	2	9									
		0.62%	1.12%	0.76%	0.36%	0.00%	0.78%	0.29%	0.00%	0.59%	0.92%	0.00%	2.61%	0.23%	0.00%	0.44%	0.00%	0.77%	0.41%	0.37%	0.00%	0.00%	0.39%	0.32%	0.63%	0.00%	0.23%	0.31%	0.21%	0.00%	2.85%	0.00%	0.99%	0.56%	2.75%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	1	0	1									
		0.11%	0.14%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.17%	0.00%	0.31%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	96	6	2	11	5	9	7	2	11	4	0	1	6	1	2	0	4	0	7	1	0	0	0	0	1	2	0	0	0	0	0	5	5	4									
		0.79%	0.84%	1.53%	2.00%	2.20%	1.40%	1.02%	0.80%	2.16%	0.73%	0.00%	0.65%	1.39%	0.85%	0.44%	0.00%	1.03%	0.00%	1.31%	0.58%	0.00%	0.00%	0.00%	0.00%	0.29%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	1.41%	1.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1567	125	15	88	30	96	115	8	76	76	22	16	49	13	32	1	42	18	75	40	72	29	46	29	54	35	24	52	17	79	20	91	26	56									
		12.86%	17.56%	11.45%	16.03%	13.22%	14.91%	16.69%	3.19%	14.90%	13.92%	16.42%	10.46%	11.37%	11.02%	7.08%	0.68%	10.82%	7.41%	14.04%	23.12%	11.01%	11.42%	14.65%	9.18%	15.43%	7.88%	7.52%	10.95%	20.24%	17.32%	10.15%	15.02%	7.32%	17.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	4	2	0	1	0	0	3	0	1	0	0	3	0	0	5	1	2	3	2	2	1	1	0	0	0	2	0	0	2	0	0	0	1									
		0.30%	0.56%	1.53%	0.00%	0.44%	0.00%	0.00%	1.20%	0.00%	0.18%	0.00%	0.00%	0.70%	0.00%	0.00%	3.40%	0.26%	0.82%	0.56%	1.16%	0.31%	0.39%	0.32%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	377	30	2	16	4	26	24	3	15	31	10	8	22	4	20	1	15	5	11	4	14	11	5	4	8	8	4	8	4	14	3	19	8	16									
		3.09%	4.21%	1.53%	2.91%	1.76%	4.04%	3.48%	1.20%	2.94%	5.68%	7.46%	5.23%	5.10%	3.39%	4.42%	0.68%	3.87%	2.06%	2.06%	2.31%	2.14%	4.33%	1.59%	1.27%	2.29%	1.80%	1.25%	1.68%	4.76%	3.07%	1.52%	3.14%	2.25%	4.89%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
