Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Лениногорская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	133	5	10	9	2	0	0	3	1	0	2	0	2	0	6	8	1	3	1	10	9	0	3	10	3	1	5	14	2	0	3	0	10	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	144	0	4	4	0	3	1	3	3	0	14	3	2	0	7	1	0	0	0	7	9	57	5	2	3	0	2	0	4	5	3	0	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	207	5	0	11	8	10	10	7	9	10	8	10	8	10	4	2	9	7	9	0	1	0	7	0	7	9	5	6	8	10	7	10	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	11	0	4	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1									
		0.07%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.15%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	63	1	0	0	0	5	0	0	3	5	2	0	1	7	3	0	2	0	0	0	0	0	0	7	2	0	2	12	0	1	9	0	0	1									
		0.39%	0.37%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.95%	1.60%	0.29%	0.00%	0.38%	3.11%	0.43%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.55%	0.00%	0.23%	1.02%	0.00%	0.25%	2.92%	0.00%	0.00%	0.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	48	1	0	2	1	3	0	2	2	3	2	1	2	0	0	5	0	4	0	0	0	0	0	0	0	0	7	0	1	3	1	0	6	2									
		0.29%	0.37%	0.00%	0.38%	0.79%	0.57%	0.00%	0.33%	0.63%	0.96%	0.29%	0.48%	0.77%	0.00%	0.00%	1.07%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.21%	0.74%	0.32%	0.00%	0.75%	0.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15618	267	767	499	121	498	100	583	300	297	651	199	255	214	672	449	446	785	476	408	940	52	583	747	347	225	815	1148	470	389	296	84	769	766									
		95.97%	98.89%	95.16%	95.96%	95.28%	93.96%	98.04%	97.49%	94.94%	94.89%	95.04%	95.22%	97.70%	95.11%	97.25%	95.94%	98.02%	95.04%	94.82%	96.23%	97.92%	91.23%	92.98%	94.92%	96.12%	96.98%	94.99%	97.95%	96.91%	96.29%	96.10%	96.55%	96.00%	95.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	5	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.29%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	146	0	1	4	2	11	0	2	6	2	3	3	3	2	2	0	0	9	9	5	7	1	14	10	2	0	14	6	5	3	1	1	5	13									
		0.90%	0.00%	0.12%	0.77%	1.57%	2.08%	0.00%	0.33%	1.90%	0.64%	0.44%	1.44%	1.15%	0.89%	0.29%	0.00%	0.00%	1.09%	1.79%	1.18%	0.73%	1.75%	2.23%	1.27%	0.55%	0.00%	1.63%	0.51%	1.03%	0.74%	0.32%	1.15%	0.62%	1.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0									
		0.04%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	2	0	5	1	4	0	4	0	0	2	0	0	0	0	0	2									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.52%	1.75%	0.64%	0.00%	1.11%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	268	0	25	13	3	13	2	11	0	3	11	5	0	0	5	14	7	28	12	9	8	3	13	11	4	7	12	0	9	8	1	2	17	12									
		1.65%	0.00%	3.10%	2.50%	2.36%	2.45%	1.96%	1.84%	0.00%	0.96%	1.61%	2.39%	0.00%	0.00%	0.72%	2.99%	1.54%	3.39%	2.39%	2.12%	0.83%	5.26%	2.07%	1.40%	1.11%	3.02%	1.40%	0.00%	1.86%	1.98%	0.32%	2.30%	2.12%	1.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	56	0	9	2	0	0	0	0	4	0	4	1	0	0	2	0	0	0	3	2	0	0	13	4	0	0	4	1	0	0	0	0	4	3									
		0.34%	0.00%	1.12%	0.38%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.58%	0.48%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.60%	0.47%	0.00%	0.00%	2.07%	0.51%	0.00%	0.00%	0.47%	0.09%	0.00%	0.00%	0.00%	0.00%	0.50%	0.37%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
