Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Грачевская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461									
		49.25%	67.74%	75.44%	50.73%	36.21%	34.49%	34.46%	48.66%	63.25%	65.61%	59.62%	42.90%	65.00%	65.12%	48.92%	50.00%	59.20%	61.90%	62.69%	48.16%	68.22%	54.35%	82.76%	69.64%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	1	0	0	3	6	2	1	0	0	1	2	0	0	1	0	0	1	0	0	1	0	0	0									
		0.32%	0.29%	0.00%	0.00%	0.34%	0.87%	0.26%	0.38%	0.00%	0.00%	0.96%	0.66%	0.00%	0.00%	0.54%	0.00%	0.00%	0.37%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	0	1	1	1	0	1	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0									
		0.22%	0.59%	0.00%	0.29%	0.11%	0.14%	0.00%	0.38%	0.35%	0.79%	0.96%	0.66%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1321	35	4	59	239	229	221	61	49	42	18	77	20	8	33	10	37	37	16	52	14	39	2	19									
		21.97%	10.26%	7.02%	17.20%	27.13%	33.19%	28.85%	23.37%	17.31%	16.60%	17.31%	25.41%	33.33%	18.60%	17.74%	23.81%	21.26%	13.55%	23.88%	21.22%	13.08%	16.96%	3.45%	7.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	2	0	0	4	6	1	1	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.32%	0.59%	0.00%	0.00%	0.45%	0.87%	0.13%	0.38%	0.35%	0.79%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	2	0	0	12	3	13	0	1	0	1	0	0	0	3	1	0	0	0	0	1	0	1	3									
		0.68%	0.59%	0.00%	0.00%	1.36%	0.43%	1.70%	0.00%	0.35%	0.00%	0.96%	0.00%	0.00%	0.00%	1.61%	2.38%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	1.72%	1.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	2	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1									
		0.13%	0.00%	0.00%	0.58%	0.00%	0.00%	0.26%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.40%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	3	0	0	6	1	7	2	4	1	1	1	0	0	0	0	0	1	0	4	0	5	0	0									
		0.60%	0.88%	0.00%	0.00%	0.68%	0.14%	0.91%	0.77%	1.41%	0.40%	0.96%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	1.63%	0.00%	2.17%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	983	52	8	65	173	127	161	43	34	23	13	55	0	5	33	1	22	38	2	52	11	34	3	28									
		16.35%	15.25%	14.04%	18.95%	19.64%	18.41%	21.02%	16.48%	12.01%	9.09%	12.50%	18.15%	0.00%	11.63%	17.74%	2.38%	12.64%	13.92%	2.99%	21.22%	10.28%	14.78%	5.17%	11.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	0	4	5	1	2	1	2	1	0	4	0	0	0	0	0	1	2	0	0	1	0	1									
		0.42%	0.00%	0.00%	1.17%	0.57%	0.14%	0.26%	0.38%	0.71%	0.40%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	2.99%	0.00%	0.00%	0.43%	0.00%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	168	1	1	5	34	33	36	7	2	4	1	7	0	0	11	5	3	3	1	3	1	7	1	2									
		2.79%	0.29%	1.75%	1.46%	3.86%	4.78%	4.70%	2.68%	0.71%	1.58%	0.96%	2.31%	0.00%	0.00%	5.91%	11.90%	1.72%	1.10%	1.49%	1.22%	0.93%	3.04%	1.72%	0.81%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
