Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Дятьковская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК  327	УИК  328	УИК  329	УИК  330	УИК  331	УИК  332	УИК  333	УИК  334	УИК  335	УИК  336	УИК  337	УИК  338	УИК  339	УИК  340	УИК  341	УИК  342	УИК  343	УИК  344	УИК  345	УИК  346	УИК  347	УИК  348	УИК  349	УИК  350	УИК  351	УИК  352	УИК  353	УИК  354	УИК  355	УИК  356	УИК  357	УИК  358	УИК  359	УИК  360	УИК  361	УИК  362	УИК  363	УИК  364	УИК  365	УИК  366	УИК  367	УИК  368					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	228	16	11	6	2	12	25	11	0	10	2	20	21	0	5	1	6	7	2	5	3	4	1	2	0	4	0	0	0	1	8	0	0	0	6	0	0	0	7	9	5	5	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	206	10	4	10	3	7	20	3	0	12	8	6	11	2	3	0	4	7	5	2	9	5	8	1	4	7	1	5	2	0	6	4	4	0	3	3	3	1	7	2	6	4	4					
14	Число погашенных открепительных удостоверений	606	18	19	14	18	18	5	9	10	20	28	10	9	0	15	19	24	23	18	25	17	16	9	18	10	16	10	10	10	9	12	10	10	10	4	10	10	10	23	11	25	25	19					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	328	15	6	9	6	10	10	6	3	19	12	14	14	3	7	14	11	15	16	13	10	6	5	11	2	12	5	1	2	3	9	0	0	1	3	0	7	3	15	9	11	3	7					
		1.02%	1.22%	0.45%	1.24%	0.93%	0.67%	0.69%	0.69%	0.73%	1.45%	1.33%	0.88%	0.88%	1.71%	0.80%	1.64%	0.98%	1.25%	1.51%	1.18%	0.99%	0.59%	2.85%	1.70%	2.77%	1.31%	3.96%	1.58%	1.75%	2.60%	1.31%	0.0%	0.0%	1.09%	1.06%	0.0%	2.94%	1.42%	1.11%	1.10%	1.01%	0.20%	0.42%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	620	35	32	10	8	46	28	20	7	25	12	38	39	2	15	11	17	13	27	31	15	29	3	2	0	13	5	0	2	0	11	1	0	0	10	0	5	11	11	20	15	22	29					
		1.93%	2.85%	2.44%	1.38%	1.24%	3.11%	1.95%	2.31%	1.70%	1.92%	1.33%	2.41%	2.45%	1.14%	1.71%	1.28%	1.52%	1.08%	2.56%	2.81%	1.49%	2.86%	1.71%	0.30%	0.0%	1.42%	3.96%	0.0%	1.75%	0.0%	1.61%	1.47%	0.0%	0.0%	3.53%	0.0%	2.10%	5.23%	0.82%	2.44%	1.38%	1.50%	1.76%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	637	25	35	14	7	40	27	20	4	27	23	37	29	2	14	20	20	23	21	16	26	23	1	9	2	12	1	2	1	0	11	7	1	0	3	0	3	7	33	19	22	14	36					
		1.98%	2.03%	2.67%	1.93%	1.08%	2.71%	1.88%	2.31%	0.97%	2.07%	2.56%	2.34%	1.82%	1.14%	1.60%	2.34%	1.79%	1.91%	1.99%	1.45%	2.58%	2.27%	0.57%	1.39%	2.77%	1.31%	0.79%	3.17%	0.87%	0.0%	1.61%	10.29%	1.75%	0.0%	1.06%	0.0%	1.26%	3.33%	2.46%	2.32%	2.02%	0.95%	2.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	749	40	48	13	18	62	43	40	11	43	15	67	71	2	16	13	14	24	16	9	15	20	0	2	0	7	3	1	0	0	12	5	1	0	1	1	2	2	22	8	26	29	27					
		2.33%	3.25%	3.67%	1.79%	2.79%	4.20%	3.00%	4.62%	2.68%	3.30%	1.67%	4.25%	4.47%	1.14%	1.83%	1.52%	1.25%	2.00%	1.51%	0.81%	1.49%	1.97%	0.0%	0.30%	0.0%	0.76%	2.38%	1.58%	0.0%	0.0%	1.75%	7.35%	1.75%	0.0%	0.35%	2.12%	0.84%	0.95%	1.64%	0.97%	2.39%	1.97%	1.64%					
22	"5. ""За Русь Святую"""	172	9	7	10	3	5	6	11	3	4	7	5	2	0	4	5	6	6	6	6	8	5	0	2	0	4	2	3	1	0	3	1	0	0	4	1	0	1	4	1	4	11	12					
		0.53%	0.73%	0.53%	1.38%	0.46%	0.33%	0.41%	1.27%	0.73%	0.30%	0.77%	0.31%	0.12%	0.0%	0.45%	0.58%	0.53%	0.50%	0.56%	0.54%	0.79%	0.49%	0.0%	0.30%	0.0%	0.43%	1.58%	4.76%	0.87%	0.0%	0.43%	1.47%	0.0%	0.0%	1.41%	2.12%	0.0%	0.47%	0.29%	0.12%	0.36%	0.75%	0.73%					
23	"6. ""Объединенная Российская партия ""Русь"""	61	3	0	6	0	2	2	2	1	1	2	2	1	3	3	0	5	1	0	0	1	0	0	0	1	0	2	0	0	1	4	0	0	0	0	0	1	0	4	3	1	1	8					
		0.19%	0.24%	0.0%	0.82%	0.0%	0.13%	0.13%	0.23%	0.24%	0.07%	0.22%	0.12%	0.06%	1.71%	0.34%	0.0%	0.44%	0.08%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	1.38%	0.0%	1.58%	0.0%	0.0%	0.86%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.29%	0.36%	0.09%	0.06%	0.48%					
24	"7. ""Новый курс - Автомобильная Россия"""	145	11	11	3	3	5	9	1	1	11	1	2	10	0	1	1	9	2	4	3	5	8	0	4	0	3	2	0	0	0	1	0	0	0	1	0	0	1	5	5	9	7	6					
		0.45%	0.89%	0.84%	0.41%	0.46%	0.33%	0.62%	0.11%	0.24%	0.84%	0.11%	0.12%	0.63%	0.0%	0.11%	0.11%	0.80%	0.16%	0.37%	0.27%	0.49%	0.78%	0.0%	0.61%	0.0%	0.32%	1.58%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.47%	0.37%	0.61%	0.82%	0.47%	0.36%					
25	"8. ""Народно-республиканская партия России"""	38	1	3	1	1	1	2	0	1	1	0	1	2	0	0	1	3	3	1	0	2	1	0	1	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	4					
		0.11%	0.08%	0.22%	0.13%	0.15%	0.06%	0.13%	0.0%	0.24%	0.07%	0.0%	0.06%	0.12%	0.0%	0.0%	0.11%	0.26%	0.25%	0.09%	0.0%	0.19%	0.09%	0.0%	0.15%	0.0%	0.21%	0.79%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.12%	0.09%	0.06%	0.24%					
26	"9. ""Российская экологическая партия ""Зеленые"""	71	5	3	1	1	6	6	3	1	2	2	2	8	0	1	2	1	1	0	1	3	1	0	0	0	3	0	0	0	0	3	1	0	0	0	0	1	0	4	1	3	2	3					
		0.22%	0.40%	0.22%	0.13%	0.15%	0.40%	0.41%	0.34%	0.24%	0.15%	0.22%	0.12%	0.50%	0.0%	0.11%	0.23%	0.08%	0.08%	0.0%	0.09%	0.29%	0.09%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.43%	1.47%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.29%	0.12%	0.27%	0.13%	0.18%					
27	"10. ""Аграрная партия России"""	769	30	30	12	30	20	28	13	10	24	19	51	20	5	30	26	26	15	16	13	29	18	6	15	0	42	1	1	0	8	23	1	1	3	20	6	26	8	24	16	30	35	38					
		2.39%	2.44%	2.29%	1.65%	4.66%	1.35%	1.95%	1.50%	2.43%	1.84%	2.11%	3.23%	1.26%	2.85%	3.43%	3.04%	2.32%	1.25%	1.51%	1.18%	2.88%	1.77%	3.42%	2.31%	0.0%	4.59%	0.79%	1.58%	0.0%	6.95%	3.37%	1.47%	1.75%	3.29%	7.06%	12.76%	10.92%	3.80%	1.78%	1.95%	2.76%	2.38%	2.31%					
28	"11. ""Истинные патриоты России"""	27	3	1	1	1	1	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	4	0	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1					
		0.08%	0.24%	0.07%	0.13%	0.15%	0.06%	0.0%	0.0%	0.24%	0.07%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.15%	0.0%	0.32%	0.0%	1.58%	0.0%	0.0%	0.0%	0.0%	1.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.20%	0.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	426	16	17	9	3	16	15	10	11	10	14	14	18	1	10	9	25	15	23	12	10	12	3	5	2	10	1	0	1	1	7	3	1	0	2	2	4	4	28	8	17	27	30					
		1.32%	1.30%	1.30%	1.24%	0.46%	1.08%	1.04%	1.15%	2.68%	0.76%	1.55%	0.88%	1.13%	0.57%	1.14%	1.05%	2.23%	1.25%	2.18%	1.09%	0.99%	1.18%	1.71%	0.77%	2.77%	1.09%	0.79%	0.0%	0.87%	0.86%	1.02%	4.41%	1.75%	0.0%	0.70%	4.25%	1.68%	1.90%	2.08%	0.97%	1.56%	1.84%	1.82%					
30	"13. ""Демократическая партия России"""	101	8	5	2	1	2	1	3	3	7	2	5	4	1	1	2	4	3	2	2	3	1	0	2	0	2	0	1	1	0	2	1	0	0	1	0	3	1	10	0	1	7	7					
		0.31%	0.65%	0.38%	0.27%	0.15%	0.13%	0.06%	0.34%	0.73%	0.53%	0.22%	0.31%	0.25%	0.57%	0.11%	0.23%	0.35%	0.25%	0.18%	0.18%	0.29%	0.09%	0.0%	0.30%	0.0%	0.21%	0.0%	1.58%	0.87%	0.0%	0.29%	1.47%	0.0%	0.0%	0.35%	0.0%	1.26%	0.47%	0.74%	0.0%	0.09%	0.47%	0.42%					
31	"14. ""Великая Россия - Евразийский Союз"""	44	3	2	0	1	3	1	2	0	4	2	2	3	0	3	0	0	1	2	0	1	0	1	1	0	5	0	0	1	0	1	0	0	0	0	0	0	0	2	0	3	0	0					
		0.13%	0.24%	0.15%	0.0%	0.15%	0.20%	0.06%	0.23%	0.0%	0.30%	0.22%	0.12%	0.18%	0.0%	0.34%	0.0%	0.0%	0.08%	0.18%	0.0%	0.09%	0.0%	0.57%	0.15%	0.0%	0.54%	0.0%	0.0%	0.87%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.27%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	47	4	1	1	1	0	0	1	0	3	0	6	5	0	1	3	1	0	1	4	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	4	2					
		0.14%	0.32%	0.07%	0.13%	0.15%	0.0%	0.0%	0.11%	0.0%	0.23%	0.0%	0.38%	0.31%	0.0%	0.11%	0.35%	0.08%	0.0%	0.09%	0.36%	0.19%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.12%	0.0%	0.27%	0.12%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2498	91	128	53	62	140	138	65	40	126	78	131	188	5	61	32	62	78	72	67	62	58	4	35	3	43	9	8	1	5	57	0	1	1	9	4	15	11	120	57	79	164	135					
		7.78%	7.41%	9.79%	7.32%	9.64%	9.49%	9.63%	7.52%	9.75%	9.67%	8.68%	8.31%	11.85%	2.85%	6.98%	3.75%	5.55%	6.51%	6.83%	6.09%	6.16%	5.72%	2.28%	5.40%	4.16%	4.70%	7.14%	12.69%	0.87%	4.34%	8.35%	0.0%	1.75%	1.09%	3.18%	8.51%	6.30%	5.23%	8.94%	6.96%	7.28%	11.19%	8.23%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	98	2	1	2	2	4	5	3	3	2	1	2	2	1	2	4	4	0	4	1	7	4	1	6	0	4	1	0	1	0	5	0	0	1	0	3	1	0	3	4	2	8	2					
		0.30%	0.16%	0.07%	0.27%	0.31%	0.27%	0.34%	0.34%	0.73%	0.15%	0.11%	0.12%	0.12%	0.57%	0.22%	0.46%	0.35%	0.0%	0.37%	0.09%	0.69%	0.39%	0.57%	0.92%	0.0%	0.43%	0.79%	0.0%	0.87%	0.0%	0.73%	0.0%	0.0%	1.09%	0.0%	6.38%	0.42%	0.0%	0.22%	0.48%	0.18%	0.54%	0.12%					
35	"18. ""ЛДПР"""	3825	138	148	99	81	162	169	119	55	193	115	173	193	19	92	76	122	153	117	127	129	130	5	68	5	101	19	5	8	18	94	5	4	6	23	6	18	13	145	131	122	211	208					
		11.92%	11.24%	11.32%	13.67%	12.59%	10.98%	11.79%	13.77%	13.41%	14.82%	12.80%	10.98%	12.16%	10.85%	10.53%	8.90%	10.92%	12.77%	11.10%	11.54%	12.82%	12.83%	2.85%	10.51%	6.94%	11.05%	15.07%	7.93%	7.01%	15.65%	13.78%	7.35%	7.01%	6.59%	8.12%	12.76%	7.56%	6.19%	10.81%	16.01%	11.24%	14.40%	12.68%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	712	30	35	14	12	38	32	19	10	36	23	38	19	3	15	15	25	29	13	32	26	23	3	11	0	17	3	1	4	2	15	2	1	0	17	1	9	4	30	23	17	31	34					
		2.21%	2.44%	2.67%	1.93%	1.86%	2.57%	2.23%	2.19%	2.43%	2.76%	2.56%	2.41%	1.19%	1.71%	1.71%	1.75%	2.23%	2.42%	1.23%	2.90%	2.58%	2.27%	1.71%	1.70%	0.0%	1.85%	2.38%	1.58%	3.50%	1.73%	2.19%	2.94%	1.75%	0.0%	6.00%	2.12%	3.78%	1.90%	2.23%	2.81%	1.56%	2.11%	2.07%					
37	"20. ""Политическая партия ""Единая Россия"""	12785	415	468	298	258	564	536	341	146	482	316	611	575	74	378	376	557	554	410	485	379	366	62	327	48	426	47	25	75	39	255	28	19	13	88	12	63	115	517	280	455	597	705					
		39.84%	33.82%	35.80%	41.16%	40.12%	38.23%	37.40%	39.46%	35.60%	37.01%	35.18%	38.79%	36.25%	42.28%	43.29%	44.07%	49.86%	46.24%	38.89%	44.09%	37.67%	36.13%	35.42%	50.54%	66.66%	46.60%	37.30%	39.68%	65.78%	33.91%	37.39%	41.17%	33.33%	14.28%	31.09%	25.53%	26.47%	54.76%	38.55%	34.22%	41.93%	40.75%	42.98%					
38	"21. ""Российская Конституционно-демократическая партия"""	84	2	3	1	2	3	3	2	2	2	2	5	5	0	1	3	1	7	6	1	3	3	0	2	0	4	3	0	1	0	3	0	0	1	1	0	0	1	4	1	1	4	1					
		0.26%	0.16%	0.22%	0.13%	0.31%	0.20%	0.20%	0.23%	0.48%	0.15%	0.22%	0.31%	0.31%	0.0%	0.11%	0.35%	0.08%	0.58%	0.56%	0.09%	0.29%	0.29%	0.0%	0.30%	0.0%	0.43%	2.38%	0.0%	0.87%	0.0%	0.43%	0.0%	0.0%	1.09%	0.35%	0.0%	0.0%	0.47%	0.29%	0.12%	0.09%	0.27%	0.06%					
39	"22. ""Развитие предпринимательства"""	65	4	3	0	1	1	3	1	1	2	2	4	7	0	0	1	0	3	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	1	3	10	7					
		0.20%	0.32%	0.22%	0.0%	0.15%	0.06%	0.20%	0.11%	0.24%	0.15%	0.22%	0.25%	0.44%	0.0%	0.0%	0.11%	0.0%	0.25%	0.0%	0.0%	0.19%	0.19%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.14%	0.12%	0.27%	0.68%	0.42%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6066	252	263	132	114	278	304	137	72	199	195	279	269	43	180	197	157	196	228	216	206	214	73	98	6	151	12	11	13	30	132	11	26	60	93	10	73	20	286	177	191	209	253					
		18.90%	20.53%	20.12%	18.23%	17.72%	18.84%	21.21%	15.85%	17.56%	15.28%	21.71%	17.71%	16.96%	24.57%	20.61%	23.09%	14.05%	16.36%	21.63%	19.63%	20.47%	21.12%	41.71%	15.14%	8.33%	16.52%	9.52%	17.46%	11.40%	26.08%	19.35%	16.17%	45.61%	65.93%	32.86%	21.27%	30.67%	9.52%	21.32%	21.63%	17.60%	14.26%	15.42%					
																																																	
41	Против всех	1269	65	48	25	21	53	47	30	16	66	37	73	89	6	30	22	31	42	40	41	40	62	4	31	2	38	6	3	0	0	29	0	0	2	6	0	6	5	58	40	19	64	72					
		3.95%	5.29%	3.67%	3.45%	3.26%	3.59%	3.27%	3.47%	3.90%	5.06%	4.12%	4.63%	5.61%	3.42%	3.43%	2.57%	2.77%	3.50%	3.79%	3.72%	3.97%	6.12%	2.28%	4.79%	2.77%	4.15%	4.76%	4.76%	0.0%	0.0%	4.25%	0.0%	0.0%	2.19%	2.12%	0.0%	2.52%	2.38%	4.32%	4.88%	1.75%	4.36%	4.39%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
