Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Магдагачинская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919									
		0.12%	0.00%	0.00%	0.18%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.35%	0.19%	0.00%	0.00%	0.14%	0.00%	0.00%	0.60%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	3	1	3	2	5	2	1	0	3	2	3	4	0	6	0	0	3	0	1									
		0.56%	0.89%	0.30%	0.55%	0.27%	0.84%	0.53%	1.00%	0.00%	0.89%	0.69%	0.56%	1.37%	0.00%	0.83%	0.00%	0.00%	0.90%	0.00%	0.30%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1245	64	64	119	154	99	45	13	14	57	72	156	93	27	100	32	60	27	13	36									
		17.95%	18.99%	19.34%	21.88%	20.87%	16.58%	12.00%	13.00%	14.00%	16.91%	24.91%	28.89%	31.96%	17.09%	13.91%	9.50%	23.62%	8.11%	5.94%	10.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	0	0	2	4	2	0	0	0	4	1	2	0	0	2	0	0	0	1	2									
		0.29%	0.00%	0.00%	0.37%	0.54%	0.34%	0.00%	0.00%	0.00%	1.19%	0.35%	0.37%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.46%	0.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	309	24	19	30	44	25	12	3	14	8	11	11	6	4	53	12	8	11	8	6									
		4.46%	7.12%	5.74%	5.51%	5.96%	4.19%	3.20%	3.00%	14.00%	2.37%	3.81%	2.04%	2.06%	2.53%	7.37%	3.56%	3.15%	3.30%	3.65%	1.78%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
