Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																			
Дата голосования: 02.12.2007																																																																			
																																																																			
Наименование Избирательной комиссии:    Куртамышская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	391	14	22	14	9	11	23	12	11	11	10	8	5	3	3	7	14	1	10	1	1	1	15	0	1	7	5	3	5	7	3	6	3	3	5	4	3	4	13	3	5	1	14	5	5	5	4	6	5	5	10	5	3	3	7	10	3	3	3	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	287	14	22	13	9	11	23	12	10	11	9	7	5	1	1	6	14	0	7	0	0	0	15	0	0	6	0	0	0	2	0	5	0	1	5	1	1	4	13	0	3	0	12	3	5	3	3	6	0	2	7	0	0	2	7	3	0	1	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	129	16	12	10	2	7	6	3	2	6	3	1	1	0	0	4	2	1	5	2	2	0	2	2	2	0	0	1	1	0	1	1	1	0	2	2	1	3	1	1	1	0	1	1	0	1	2	1	4	2	0	1	1	1	3	0	1	2	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	104	0	0	1	0	0	0	0	1	0	1	1	0	2	2	1	0	1	3	1	1	1	0	0	1	1	5	3	5	5	3	1	3	2	0	3	2	0	0	3	2	1	2	2	0	2	1	0	5	3	3	5	3	1	0	7	3	2	2	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	1	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	1.Политическая партия «Аграрная партия России»	794	52	30	32	13	16	44	35	19	29	37	17	9	8	5	23	9	5	13	2	14	3	16	8	13	41	3	8	7	13	0	11	2	0	17	5	1	10	21	0	15	2	25	7	6	5	25	4	3	9	19	1	1	7	29	41	0	0	0	4	0					
		4.36%	4.50%	2.90%	4.94%	2.67%	2.24%	5.06%	3.13%	2.89%	3.71%	4.82%	5.12%	4.35%	6.11%	6.25%	5.19%	2.17%	4.46%	5.28%	2.17%	4.26%	3.45%	6.50%	9.88%	14.94%	9.62%	2.86%	19.51%	6.54%	4.14%	0.00%	4.28%	3.45%	0.00%	6.44%	3.21%	0.78%	7.35%	4.86%	0.00%	6.64%	3.17%	4.24%	2.66%	4.08%	2.86%	7.74%	5.00%	1.95%	2.23%	4.56%	0.58%	1.27%	9.46%	6.95%	7.37%	0.00%	0.00%	0.00%	3.48%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	72	3	4	6	3	7	3	7	3	5	2	2	0	1	0	0	3	0	2	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	4	0	0	0	0	4	0	0	0	0	0					
		0.40%	0.26%	0.39%	0.93%	0.62%	0.98%	0.34%	0.63%	0.46%	0.64%	0.26%	0.60%	0.00%	0.76%	0.00%	0.00%	0.72%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.64%	0.00%	0.78%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.25%	0.96%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.31%	0.00%	0.28%	0.00%	0.00%	0.00%	0.13%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2672	133	173	114	84	111	170	230	102	113	110	65	20	21	2	52	52	17	37	27	16	4	45	8	1	44	11	3	13	57	1	38	4	2	41	33	26	10	63	4	29	10	86	43	8	12	43	3	23	22	75	13	4	5	43	119	24	7	11	30	5					
		14.67%	11.51%	16.75%	17.59%	17.25%	15.52%	19.54%	20.57%	15.50%	14.47%	14.34%	19.58%	9.66%	16.03%	2.50%	11.74%	12.53%	15.18%	15.04%	29.35%	4.86%	4.60%	18.29%	9.88%	1.15%	10.33%	10.48%	7.32%	12.15%	18.15%	3.03%	14.79%	6.90%	4.88%	15.53%	21.15%	20.16%	7.35%	14.58%	9.09%	12.83%	15.87%	14.58%	16.35%	5.44%	6.86%	13.31%	3.75%	14.94%	5.46%	17.99%	7.56%	5.06%	6.76%	10.31%	21.40%	28.24%	8.54%	15.94%	26.09%	8.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	1	2	1	0	5	5	3	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0					
		0.15%	0.09%	0.19%	0.15%	0.00%	0.70%	0.57%	0.27%	0.30%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	24	3	0	3	1	1	2	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0					
		0.13%	0.26%	0.00%	0.46%	0.21%	0.14%	0.23%	0.18%	0.30%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.93%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.25%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1969	142	105	84	57	72	88	122	78	98	105	29	29	5	3	60	50	20	17	11	42	9	28	2	7	51	13	4	15	23	1	19	3	2	33	8	20	21	48	1	29	7	57	29	25	20	33	6	13	33	19	24	13	8	57	54	3	3	5	5	1					
		10.81%	12.28%	10.16%	12.96%	11.70%	10.07%	10.11%	10.91%	11.85%	12.55%	13.69%	8.73%	14.01%	3.82%	3.75%	13.54%	12.05%	17.86%	6.91%	11.96%	12.77%	10.34%	11.38%	2.47%	8.05%	11.97%	12.38%	9.76%	14.02%	7.32%	3.03%	7.39%	5.17%	4.88%	12.50%	5.13%	15.50%	15.44%	11.11%	2.27%	12.83%	11.11%	9.66%	11.03%	17.01%	11.43%	10.22%	7.50%	8.44%	8.19%	4.56%	13.95%	16.46%	10.81%	13.67%	9.71%	3.53%	3.66%	7.25%	4.35%	1.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	882	99	81	51	42	48	58	55	76	60	51	7	2	4	1	9	2	3	6	1	16	4	7	5	7	6	2	0	9	16	0	5	2	0	6	2	3	3	11	0	2	1	19	11	2	5	4	2	3	12	11	0	2	3	17	17	1	2	3	4	1					
		4.84%	8.56%	7.84%	7.87%	8.62%	6.71%	6.67%	4.92%	11.55%	7.68%	6.65%	2.11%	0.97%	3.05%	1.25%	2.03%	0.48%	2.68%	2.44%	1.09%	4.86%	4.60%	2.85%	6.17%	8.05%	1.41%	1.90%	0.00%	8.41%	5.10%	0.00%	1.95%	3.45%	0.00%	2.27%	1.28%	2.33%	2.21%	2.55%	0.00%	0.88%	1.59%	3.22%	4.18%	1.36%	2.86%	1.24%	2.50%	1.95%	2.98%	2.64%	0.00%	2.53%	4.05%	4.08%	3.06%	1.18%	2.44%	4.35%	3.48%	1.67%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	129	9	7	6	2	5	14	9	5	8	4	1	1	0	1	2	5	1	3	0	3	0	3	1	0	1	0	0	0	5	1	2	0	1	3	1	0	0	4	0	2	0	5	0	0	0	0	0	0	6	0	0	0	0	1	5	1	1	0	0	0					
		0.71%	0.78%	0.68%	0.93%	0.41%	0.70%	1.61%	0.81%	0.76%	1.02%	0.52%	0.30%	0.48%	0.00%	1.25%	0.45%	1.20%	0.89%	1.22%	0.00%	0.91%	0.00%	1.22%	1.23%	0.00%	0.23%	0.00%	0.00%	0.00%	1.59%	3.03%	0.78%	0.00%	2.44%	1.14%	0.64%	0.00%	0.00%	0.93%	0.00%	0.88%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.24%	0.90%	1.18%	1.22%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11504	707	621	342	281	441	479	652	364	459	452	208	144	92	67	292	292	65	167	51	232	66	146	57	59	271	76	26	61	193	30	177	47	35	161	105	78	90	283	38	148	43	391	171	105	132	214	65	110	316	285	134	59	50	267	311	56	68	48	71	53					
		63.16%	61.16%	60.12%	52.78%	57.70%	61.68%	55.06%	58.32%	55.32%	58.77%	58.93%	62.65%	69.57%	70.23%	83.75%	65.91%	70.36%	58.04%	67.89%	55.43%	70.52%	75.86%	59.35%	70.37%	67.82%	63.62%	72.38%	63.41%	57.01%	61.46%	90.91%	68.87%	81.03%	85.37%	60.98%	67.31%	60.47%	66.18%	65.51%	86.36%	65.49%	68.25%	66.27%	65.02%	71.43%	75.43%	66.25%	81.25%	71.43%	78.41%	68.35%	77.91%	74.68%	67.57%	64.03%	55.94%	65.88%	82.93%	69.57%	61.74%	88.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	42	5	5	4	0	1	3	2	4	3	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0					
		0.23%	0.43%	0.48%	0.62%	0.00%	0.14%	0.34%	0.18%	0.61%	0.38%	0.13%	0.00%	0.48%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	1.15%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.38%	0.64%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.68%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
