Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Куртамышская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	202	19	11	10	8	19	7	4	3	5	9	6	1	2	1	0	5	4	3	1	1	1	2	0	2	6	0	1	0	4	1	9	1	1	5	1	2	4	3	2	1	3	2	5	3	3	1	1	3	1	4	1	1	1	1	0	7					
14	Число погашенных неиспользованных открепительных удостоверений	186	21	21	17	10	5	1	6	20	13	12	1	0	0	4	0	0	0	0	3	0	0	0	5	4	0	0	4	0	0	0	0	0	2	0	5	0	3	0	3	0	0	4	0	8	0	0	0	0	0	7	5	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	4	0	3	1	3	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1762	123	116	59	58	68	94	110	80	81	84	31	9	19	4	42	22	8	20	4	23	10	20	5	16	30	11	8	44	31	4	22	8	10	27	64	23	60	21	6	10	24	5	12	40	60	17	5	8	30	47	2	4	6	5	5	7					
		11.51%	13.59%	13.66%	11.03%	14.18%	13.15%	14.24%	11.64%	15.15%	12.31%	13.84%	12.60%	4.89%	16.38%	6.35%	12.39%	5.68%	7.84%	9.01%	5.26%	7.88%	14.93%	9.85%	8.20%	19.75%	8.22%	17.46%	7.08%	14.57%	12.06%	7.02%	9.48%	5.84%	8.77%	20.45%	17.25%	10.36%	11.15%	11.05%	4.92%	7.25%	8.63%	7.46%	9.38%	13.07%	13.99%	10.56%	6.49%	11.59%	8.77%	9.36%	2.30%	5.41%	10.17%	4.35%	4.81%	6.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2619	151	161	106	73	86	79	189	111	129	85	35	38	16	9	73	70	28	26	18	52	10	33	9	13	56	5	19	34	25	4	37	17	18	33	38	20	107	37	33	17	54	38	26	52	63	31	18	20	61	96	10	14	5	6	3	22					
		17.11%	16.69%	18.96%	19.81%	17.85%	16.63%	11.97%	20.00%	21.02%	19.60%	14.00%	14.23%	20.65%	13.79%	14.29%	21.53%	18.09%	27.45%	11.71%	23.68%	17.81%	14.93%	16.26%	14.75%	16.05%	15.34%	7.94%	16.81%	11.26%	9.73%	7.02%	15.95%	12.41%	15.79%	25.00%	10.24%	9.01%	19.89%	19.47%	27.05%	12.32%	19.42%	56.72%	20.31%	16.99%	14.69%	19.25%	23.38%	28.99%	17.84%	19.12%	11.49%	18.92%	8.47%	5.22%	2.88%	21.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	102	10	7	2	2	7	8	10	6	7	1	2	1	0	1	2	0	1	0	0	0	2	2	0	1	3	0	1	1	1	0	2	1	0	0	0	3	5	1	0	1	0	0	0	2	2	0	0	0	0	3	0	0	0	1	2	1					
		0.67%	1.10%	0.82%	0.37%	0.49%	1.35%	1.21%	1.06%	1.14%	1.06%	0.16%	0.81%	0.54%	0.00%	1.59%	0.59%	0.00%	0.98%	0.00%	0.00%	0.00%	2.99%	0.99%	0.00%	1.23%	0.82%	0.00%	0.88%	0.33%	0.39%	0.00%	0.86%	0.73%	0.00%	0.00%	0.00%	1.35%	0.93%	0.53%	0.00%	0.72%	0.00%	0.00%	0.00%	0.65%	0.47%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.87%	1.92%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3440	188	193	127	77	117	177	251	115	128	126	84	29	34	4	81	47	31	38	24	40	4	59	16	14	122	15	23	83	59	4	78	32	18	17	102	60	112	34	18	26	57	8	22	31	90	26	6	9	79	177	33	13	27	31	3	21					
		22.48%	20.77%	22.73%	23.74%	18.83%	22.63%	26.82%	26.56%	21.78%	19.45%	20.76%	34.15%	15.76%	29.31%	6.35%	23.89%	12.14%	30.39%	17.12%	31.58%	13.70%	5.97%	29.06%	26.23%	17.28%	33.42%	23.81%	20.35%	27.48%	22.96%	7.02%	33.62%	23.36%	15.79%	12.88%	27.49%	27.03%	20.82%	17.89%	14.75%	18.84%	20.50%	11.94%	17.19%	10.13%	20.98%	16.15%	7.79%	13.04%	23.10%	35.26%	37.93%	17.57%	45.76%	26.96%	2.88%	20.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	154	16	11	11	9	3	12	6	5	10	7	2	1	0	0	1	4	1	3	0	1	0	0	1	2	1	1	1	2	3	0	2	1	0	2	4	0	4	1	0	0	1	1	3	2	6	2	1	1	0	6	0	0	0	0	2	1					
		1.01%	1.77%	1.30%	2.06%	2.20%	0.58%	1.82%	0.63%	0.95%	1.52%	1.15%	0.81%	0.54%	0.00%	0.00%	0.29%	1.03%	0.98%	1.35%	0.00%	0.34%	0.00%	0.00%	1.64%	2.47%	0.27%	1.59%	0.88%	0.66%	1.17%	0.00%	0.86%	0.73%	0.00%	1.52%	1.08%	0.00%	0.74%	0.53%	0.00%	0.00%	0.36%	1.49%	2.34%	0.65%	1.40%	1.24%	1.30%	1.45%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	1.92%	0.99%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6969	395	348	219	181	230	275	358	196	300	294	89	105	46	43	133	241	31	134	30	164	41	87	30	34	148	29	61	132	135	45	88	71	68	52	158	114	238	92	62	82	140	15	63	174	201	85	47	30	163	168	42	39	21	71	86	45					
		45.54%	43.65%	40.99%	40.93%	44.25%	44.49%	41.67%	37.88%	37.12%	45.59%	48.43%	36.18%	57.07%	39.66%	68.25%	39.23%	62.27%	30.39%	60.36%	39.47%	56.16%	61.19%	42.86%	49.18%	41.98%	40.55%	46.03%	53.98%	43.71%	52.53%	78.95%	37.93%	51.82%	59.65%	39.39%	42.59%	51.35%	44.24%	48.42%	50.82%	59.42%	50.36%	22.39%	49.22%	56.86%	46.85%	52.80%	61.04%	43.48%	47.66%	33.47%	48.28%	52.70%	35.59%	61.74%	82.69%	44.55%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	60	4	3	2	3	1	0	4	4	1	1	1	0	1	2	0	0	0	0	0	4	0	0	0	0	1	0	0	1	1	0	2	1	0	1	2	0	2	1	1	2	0	0	0	2	4	0	0	1	2	0	0	0	0	1	3	1					
		0.39%	0.44%	0.35%	0.37%	0.73%	0.19%	0.00%	0.42%	0.76%	0.15%	0.16%	0.41%	0.00%	0.86%	3.17%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.33%	0.39%	0.00%	0.86%	0.73%	0.00%	0.76%	0.54%	0.00%	0.37%	0.53%	0.82%	1.45%	0.00%	0.00%	0.00%	0.65%	0.93%	0.00%	0.00%	1.45%	0.58%	0.00%	0.00%	0.00%	0.00%	0.87%	2.88%	0.99%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
