Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Прионежская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	0	1	1	1	0	1	2	3	1	2	0	1	1	0	0	2	0	0									
		0.22%	0.17%	0.00%	0.33%	0.49%	0.12%	0.00%	0.13%	0.34%	0.31%	0.20%	2.70%	0.00%	0.30%	0.22%	0.00%	0.00%	0.56%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1590	107	7	53	31	180	77	200	121	242	98	14	120	77	66	16	12	72	49	48									
		20.79%	18.14%	19.44%	17.55%	15.20%	22.47%	25.41%	25.51%	20.86%	24.87%	19.88%	18.92%	21.20%	23.40%	14.51%	26.67%	11.88%	20.28%	12.28%	19.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	4	0	3	4	3	1	3	0	8	1	0	8	4	4	0	1	3	2	0									
		0.64%	0.68%	0.00%	0.99%	1.96%	0.37%	0.33%	0.38%	0.00%	0.82%	0.20%	0.00%	1.41%	1.22%	0.88%	0.00%	0.99%	0.85%	0.50%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	92	3	1	1	2	18	5	5	16	10	2	1	13	2	7	0	3	1	1	1									
		1.20%	0.51%	2.78%	0.33%	0.98%	2.25%	1.65%	0.64%	2.76%	1.03%	0.41%	1.35%	2.30%	0.61%	1.54%	0.00%	2.97%	0.28%	0.25%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	1	0	2	2	1	0	3	0	0	1	1	0	0	2	0	0	0									
		0.18%	0.17%	0.00%	0.33%	0.00%	0.25%	0.66%	0.13%	0.00%	0.31%	0.00%	0.00%	0.18%	0.30%	0.00%	0.00%	1.98%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	484	51	2	21	16	73	17	78	29	30	52	1	24	17	30	5	8	17	7	6									
		6.33%	8.64%	5.56%	6.95%	7.84%	9.11%	5.61%	9.95%	5.00%	3.08%	10.55%	1.35%	4.24%	5.17%	6.59%	8.33%	7.92%	4.79%	1.75%	2.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	811	74	8	39	21	86	23	74	80	81	48	6	58	40	47	4	8	37	41	36									
		10.61%	12.54%	22.22%	12.91%	10.29%	10.74%	7.59%	9.44%	13.79%	8.32%	9.74%	8.11%	10.25%	12.16%	10.33%	6.67%	7.92%	10.42%	10.28%	14.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	7	0	0	1	7	5	15	17	5	4	0	5	3	2	1	2	0	1	1									
		0.99%	1.19%	0.00%	0.00%	0.49%	0.87%	1.65%	1.91%	2.93%	0.51%	0.81%	0.00%	0.88%	0.91%	0.44%	1.67%	1.98%	0.00%	0.25%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	728	48	3	41	22	58	20	77	51	50	37	6	44	23	50	6	9	51	91	41									
		9.52%	8.14%	8.33%	13.58%	10.78%	7.24%	6.60%	9.82%	8.79%	5.14%	7.51%	8.11%	7.77%	6.99%	10.99%	10.00%	8.91%	14.37%	22.81%	16.94%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
