Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																
Дата голосования: 07.12.2003 0:00:00																
																
Наименование Избирательной комиссии:    Светлогорская																
																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																
																
		Сумма	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
		2.30%	2.19%	2.62%	1.36%	2.02%	3.23%	2.75%	1.72%	2.65%	2.44%					
37	"20. ""Политическая партия ""Единая Россия"""	2836	434	375	204	233	201	138	473	386	392					
		33.33%	32.80%	33.90%	34.93%	33.62%	38.21%	34.5%	37.03%	33.07%	27.39%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	0	2	1	1	2	1	2	0	3					
		0.14%	0.0%	0.18%	0.17%	0.14%	0.38%	0.25%	0.15%	0.0%	0.20%					
39	"22. ""Развитие предпринимательства"""	31	7	5	0	3	1	0	9	3	3					
		0.36%	0.52%	0.45%	0.0%	0.43%	0.19%	0.0%	0.70%	0.25%	0.20%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1011	152	91	72	91	87	32	141	157	188					
		11.88%	11.48%	8.22%	12.32%	13.13%	16.53%	8.0%	11.04%	13.45%	13.13%					
																
41	Против всех	545	93	61	24	26	15	26	84	91	125					
		6.40%	7.02%	5.51%	4.10%	3.75%	2.85%	6.5%	6.57%	7.79%	8.73%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
