Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Осинская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	0	1	1	0	0	0	2	2	0	3	1	5	4	3	0	0	0	0	0	0	5	6	0	3	2	0	0	0	0	2	0									
		0.56%	0.00%	1.10%	0.38%	0.00%	0.00%	0.00%	1.37%	1.59%	0.00%	0.75%	0.19%	0.69%	0.48%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	7.23%	0.00%	0.55%	0.78%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	267	1	0	11	4	2	5	7	3	6	8	26	27	37	6	10	4	9	1	11	2	6	4	1	21	17	1	8	4	2	13	10									
		3.72%	2.22%	0.00%	4.23%	4.44%	1.63%	2.48%	4.79%	2.38%	3.35%	2.01%	4.92%	3.73%	4.46%	2.08%	3.58%	4.82%	4.62%	0.72%	4.28%	3.92%	1.71%	4.82%	0.66%	3.85%	6.64%	2.63%	3.13%	5.06%	3.13%	5.12%	13.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	114	0	1	2	1	0	3	4	0	3	8	7	21	11	4	5	1	5	0	4	0	5	1	1	8	9	0	3	1	2	4	0									
		1.59%	0.00%	1.10%	0.77%	1.11%	0.00%	1.49%	2.74%	0.00%	1.68%	2.01%	1.33%	2.90%	1.33%	1.38%	1.79%	1.20%	2.56%	0.00%	1.56%	0.00%	1.43%	1.20%	0.66%	1.47%	3.52%	0.00%	1.17%	1.27%	3.13%	1.57%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3572	16	63	104	53	54	114	56	55	77	204	229	319	359	149	172	54	117	69	152	26	183	43	101	266	126	23	168	43	37	109	31									
		49.70%	35.56%	69.23%	40.00%	58.89%	43.90%	56.44%	38.36%	43.65%	43.02%	51.13%	43.37%	44.12%	43.25%	51.56%	61.65%	65.06%	60.00%	50.00%	59.14%	50.98%	52.29%	51.81%	66.89%	48.72%	49.22%	60.53%	65.63%	54.43%	57.81%	42.91%	40.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	0	1	1	2	1	2	0	0	1	4	3	5	5	2	0	0	2	0	1	0	0	0	1	0	0	1	2	0	0	1	0									
		0.49%	0.00%	1.10%	0.38%	2.22%	0.81%	0.99%	0.00%	0.00%	0.56%	1.00%	0.57%	0.69%	0.60%	0.69%	0.00%	0.00%	1.03%	0.00%	0.39%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	2.63%	0.78%	0.00%	0.00%	0.39%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	0	0	0	1	0	0	0	0	2	4	2	2	8	2	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	6	0									
		0.46%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	1.12%	1.00%	0.38%	0.28%	0.96%	0.69%	0.00%	0.00%	0.51%	0.00%	0.39%	0.00%	0.57%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	2.36%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	802	2	8	22	12	21	29	12	5	4	75	69	108	113	62	39	9	7	21	10	6	14	6	9	112	8	4	4	3	1	6	1									
		11.16%	4.44%	8.79%	8.46%	13.33%	17.07%	14.36%	8.22%	3.97%	2.23%	18.80%	13.07%	14.94%	13.61%	21.45%	13.98%	10.84%	3.59%	15.22%	3.89%	11.76%	4.00%	7.23%	5.96%	20.51%	3.13%	10.53%	1.56%	3.80%	1.56%	2.36%	1.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	0	0	1	0	0	1	0	0	3	1	5	5	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	2									
		0.33%	0.00%	0.00%	0.38%	0.00%	0.00%	0.50%	0.00%	0.00%	1.68%	0.25%	0.95%	0.69%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.55%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	2.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	0	0	1	0	1	1	1	0	1	2	1	3	5	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2									
		0.31%	0.00%	0.00%	0.38%	0.00%	0.81%	0.50%	0.68%	0.00%	0.56%	0.50%	0.19%	0.41%	0.60%	0.69%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.63%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	1	0	0	0	0	1	0	2	2	0	2	2	0	0	0	1	2	0	2	0	1	1	0	0	1	0	0	0	0									
		0.26%	0.00%	1.10%	0.38%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.50%	0.38%	0.00%	0.24%	0.69%	0.00%	0.00%	0.00%	0.72%	0.78%	0.00%	0.57%	0.00%	0.66%	0.18%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	0	0	0	0	0	0	2	0	2	0	6	10	5	1	0	1	0	0	0	0	4	0	2	0	0	0	2	0	0	1	0									
		0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	1.12%	0.00%	1.14%	1.38%	0.60%	0.35%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	1.32%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.39%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1896	25	16	109	16	38	42	53	58	78	57	140	188	227	34	41	8	46	46	64	16	125	12	29	101	84	9	59	26	19	102	28									
		26.38%	55.56%	17.58%	41.92%	17.78%	30.89%	20.79%	36.30%	46.03%	43.58%	14.29%	26.52%	26.00%	27.35%	11.76%	14.70%	9.64%	23.59%	33.33%	24.90%	31.37%	35.71%	14.46%	19.21%	18.50%	32.81%	23.68%	23.05%	32.91%	29.69%	40.16%	36.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	1	0	1	0	1	0	2	0	1	3	1	3	3	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1									
		0.31%	2.22%	0.00%	0.38%	0.00%	0.81%	0.00%	1.37%	0.00%	0.56%	0.75%	0.19%	0.41%	0.36%	0.00%	0.00%	1.20%	0.00%	0.00%	0.78%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	1.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	174	0	0	4	0	4	2	3	1	0	8	28	27	34	5	2	3	3	0	6	1	1	7	3	13	4	0	8	1	2	4	0									
		2.42%	0.00%	0.00%	1.54%	0.00%	3.25%	0.99%	2.05%	0.79%	0.00%	2.01%	5.30%	3.73%	4.10%	1.73%	0.72%	3.61%	1.54%	0.00%	2.33%	1.96%	0.29%	8.43%	1.99%	2.38%	1.56%	0.00%	3.13%	1.27%	3.13%	1.57%	0.00%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
