Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Опаpинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796									
		1.17%	0.52%	2.24%	0.96%	0.00%	0.00%	0.24%	1.83%	0.74%	0.51%	1.06%	1.39%	0.00%	1.61%	1.91%	5.97%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	90	13	11	12	0	3	16	9	2	5	2	8	1	0	4	4									
		2.92%	2.27%	2.74%	3.83%	0.00%	13.64%	3.82%	3.30%	1.47%	2.53%	2.13%	3.70%	3.57%	0.00%	2.55%	5.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	108	26	16	5	3	0	16	9	7	3	8	9	0	4	1	1									
		3.50%	4.54%	3.98%	1.60%	4.84%	0.00%	3.82%	3.30%	5.15%	1.52%	8.51%	4.17%	0.00%	3.23%	0.64%	1.49%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1245	194	157	130	24	11	155	114	55	117	43	88	9	49	72	27									
		40.37%	33.86%	39.05%	41.53%	38.71%	50.00%	36.99%	41.76%	40.44%	59.09%	45.74%	40.74%	32.14%	39.52%	45.86%	40.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	3	3	6	0	0	2	0	0	1	1	0	0	0	1	1									
		0.58%	0.52%	0.75%	1.92%	0.00%	0.00%	0.48%	0.00%	0.00%	0.51%	1.06%	0.00%	0.00%	0.00%	0.64%	1.49%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	1	2	2	0	2	0	0	1	0	1	0	0	0	0									
		0.29%	0.00%	0.25%	0.64%	3.23%	0.00%	0.48%	0.00%	0.00%	0.51%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	890	179	102	87	22	2	135	68	48	31	27	71	5	46	49	18									
		28.86%	31.24%	25.37%	27.80%	35.48%	9.09%	32.22%	24.91%	35.29%	15.66%	28.72%	32.87%	17.86%	37.10%	31.21%	26.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	1	5	1	0	0	1	0	0	1	0	0	0	0	0	0									
		0.29%	0.17%	1.24%	0.32%	0.00%	0.00%	0.24%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	12	3	2	0	0	5	4	2	3	0	1	0	1	1	1									
		1.13%	2.09%	0.75%	0.64%	0.00%	0.00%	1.19%	1.47%	1.47%	1.52%	0.00%	0.46%	0.00%	0.81%	0.64%	1.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	8	7	3	0	0	3	1	0	2	0	1	0	1	1	0									
		0.88%	1.40%	1.74%	0.96%	0.00%	0.00%	0.72%	0.37%	0.00%	1.01%	0.00%	0.46%	0.00%	0.81%	0.64%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	339	70	49	37	2	2	54	37	8	20	2	29	2	11	8	8									
		10.99%	12.22%	12.19%	11.82%	3.23%	9.09%	12.89%	13.55%	5.88%	10.10%	2.13%	13.43%	7.14%	8.87%	5.10%	11.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	1	0	1	0	0	1	1	0	2	0	1	0	1	2	0									
		0.32%	0.17%	0.00%	0.32%	0.00%	0.00%	0.24%	0.37%	0.00%	1.01%	0.00%	0.46%	0.00%	0.81%	1.27%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	193	44	31	18	6	4	20	18	8	7	6	2	11	8	8	2									
		6.26%	7.68%	7.71%	5.75%	9.68%	18.18%	4.77%	6.59%	5.88%	3.54%	6.38%	0.93%	39.29%	6.45%	5.10%	2.99%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
