Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																									
Дата голосования: 07.12.2003 0:00:00																																																																									
																																																																									
"Наименование Избирательной комиссии:    Новосибирск, Заельцовская"																																																																									
																																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																									
																																																																									
		Сумма	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1540	30	30	30	20	20	25	20	20	30	30	30	20	30	20	30	30	30	20	30	20	30	10	10	20	20	20	30	30	30	20	20	20	20	20	20	20	20	20	90	40	0	20	20	20	50	20	20	20	0	30	20	20	20	20	10	20	20	30	20	30	20	20	20	25	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	809	12	22	20	15	6	19	17	6	18	10	24	10	18	18	11	10	11	5	25	14	24	3	2	8	13	6	16	20	15	13	9	14	8	10	12	14	9	8	74	21	0	5	9	7	41	3	8	15	0	17	10	12	9	7	2	7	7	9	3	10	7	3	5	23	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	764	5	10	21	4	20	14	1	4	8	6	6	13	13	16	13	7	8	5	9	8	13	8	9	10	34	3	11	13	12	8	10	7	9	6	4	13	7	13	9	14	45	4	5	15	7	1	12	8	25	21	28	10	10	8	7	15	11	9	4	5	10	8	4	3	20	65					
14	Число погашенных открепительных удостоверений	731	18	8	10	5	14	6	3	14	12	20	6	10	12	2	19	20	19	15	5	6	6	7	8	12	7	14	14	10	15	7	11	6	12	10	8	6	11	12	16	19	0	15	11	13	9	17	12	5	0	13	10	8	11	13	8	13	13	21	17	20	13	17	15	2	10	10					
15	Число открепительных удостоверений выданных ТИК	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																									
18	"1. ""ЕДИНЕНИЕ"""	1074	15	23	17	22	7	23	20	23	16	18	16	17	22	24	28	13	23	13	17	10	16	1	1	9	21	15	24	18	13	11	20	19	27	16	18	11	13	10	5	14	0	7	14	15	8	15	26	24	1	24	19	27	8	10	14	13	14	35	16	27	5	5	33	55	6	4					
		1.83%	1.33%	1.89%	1.04%	2.02%	1.00%	2.02%	1.75%	2.16%	1.05%	1.34%	1.33%	1.84%	1.63%	2.27%	2.13%	1.16%	1.68%	1.71%	1.37%	1.20%	1.38%	0.71%	0.65%	1.12%	1.92%	2.14%	1.92%	1.31%	1.06%	1.53%	2.46%	1.71%	2.46%	1.60%	1.86%	1.23%	1.50%	1.52%	0.61%	1.25%	0.0%	1.02%	3.03%	2.80%	1.37%	3.24%	3.19%	2.78%	4.0%	1.83%	2.47%	2.79%	0.93%	1.46%	3.56%	1.49%	1.84%	2.92%	2.97%	2.36%	0.86%	0.86%	4.84%	4.32%	2.16%	1.91%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4499	141	106	174	122	66	101	102	77	141	129	113	77	137	99	110	101	105	78	82	36	103	7	4	40	109	30	86	101	59	41	73	107	83	80	59	62	49	66	85	78	4	47	25	19	41	13	49	55	0	130	59	109	56	60	5	43	59	61	12	87	41	17	13	58	14	3					
		7.68%	12.52%	8.71%	10.68%	11.25%	9.49%	8.89%	8.95%	7.23%	9.25%	9.61%	9.41%	8.35%	10.17%	9.40%	8.37%	9.03%	7.67%	10.26%	6.65%	4.35%	8.89%	4.99%	2.61%	5.01%	9.97%	4.29%	6.91%	7.36%	4.83%	5.71%	8.97%	9.65%	7.57%	8.02%	6.11%	6.96%	5.68%	10.09%	10.39%	6.97%	8.88%	6.91%	5.41%	3.55%	7.03%	2.81%	6.02%	6.38%	0.0%	9.96%	7.69%	11.28%	6.51%	8.77%	1.27%	4.95%	7.76%	5.10%	2.23%	7.61%	7.11%	2.92%	1.90%	4.56%	5.05%	1.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1549	27	29	29	27	19	15	38	23	40	20	31	32	37	35	23	38	39	24	21	36	26	6	5	19	27	23	37	47	29	16	25	36	32	26	28	16	25	17	7	17	1	14	17	24	13	8	28	16	0	27	17	14	30	26	23	24	28	40	20	34	18	19	15	32	9	5					
		2.64%	2.39%	2.38%	1.78%	2.49%	2.73%	1.32%	3.33%	2.16%	2.62%	1.49%	2.58%	3.47%	2.74%	3.32%	1.75%	3.39%	2.85%	3.15%	1.70%	4.35%	2.24%	4.28%	3.26%	2.38%	2.47%	3.29%	2.97%	3.42%	2.37%	2.22%	3.07%	3.24%	2.91%	2.60%	2.90%	1.79%	2.90%	2.59%	0.85%	1.51%	2.22%	2.05%	3.67%	4.48%	2.22%	1.73%	3.44%	1.85%	0.0%	2.06%	2.21%	1.44%	3.48%	3.80%	5.85%	2.76%	3.68%	3.34%	3.71%	2.97%	3.12%	3.27%	2.20%	2.51%	3.24%	2.39%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4257	79	101	158	107	66	111	96	89	122	93	106	78	123	72	110	97	120	62	99	57	86	6	1	47	71	45	78	112	98	66	63	86	87	79	75	79	55	65	28	56	0	26	24	32	33	15	48	40	2	94	47	95	68	43	10	57	50	84	25	64	28	23	36	58	8	18					
		7.27%	7.01%	8.30%	9.70%	9.87%	9.49%	9.77%	8.42%	8.36%	8.01%	6.93%	8.83%	8.45%	9.13%	6.83%	8.37%	8.67%	8.77%	8.15%	8.03%	6.89%	7.42%	4.28%	0.65%	5.88%	6.49%	6.44%	6.27%	8.16%	8.03%	9.19%	7.74%	7.76%	7.93%	7.92%	7.77%	8.87%	6.38%	9.93%	3.42%	5.00%	0.0%	3.82%	5.19%	5.98%	5.66%	3.24%	5.90%	4.64%	8.0%	7.20%	6.12%	9.83%	7.90%	6.28%	2.54%	6.57%	6.57%	7.02%	4.64%	5.59%	4.86%	3.95%	5.28%	4.56%	2.88%	8.61%					
22	"5. ""За Русь Святую"""	707	12	13	14	4	8	22	10	25	21	10	17	16	15	11	9	9	12	7	13	10	16	11	2	9	8	19	30	9	20	16	9	9	8	6	10	17	13	6	4	5	0	10	9	10	4	11	7	11	1	15	4	1	10	15	12	12	14	11	9	4	5	12	6	21	2	6					
		1.20%	1.06%	1.06%	0.85%	0.36%	1.15%	1.93%	0.87%	2.34%	1.37%	0.74%	1.41%	1.73%	1.11%	1.04%	0.68%	0.80%	0.87%	0.92%	1.05%	1.20%	1.38%	7.85%	1.30%	1.12%	0.73%	2.72%	2.41%	0.65%	1.63%	2.22%	1.10%	0.81%	0.72%	0.60%	1.03%	1.91%	1.50%	0.91%	0.48%	0.44%	0.0%	1.47%	1.94%	1.86%	0.68%	2.38%	0.86%	1.27%	4.0%	1.14%	0.52%	0.10%	1.16%	2.19%	3.05%	1.38%	1.84%	0.91%	1.67%	0.34%	0.86%	2.06%	0.88%	1.65%	0.72%	2.87%					
23	"6. ""Объединенная Российская партия ""Русь"""	136	1	3	4	2	1	3	0	5	5	3	2	4	3	0	2	2	1	0	1	1	3	0	0	1	2	5	0	2	3	1	3	1	5	4	3	2	5	2	1	1	0	3	2	2	0	1	1	0	0	5	3	2	3	2	5	3	2	1	1	3	3	1	1	1	3	1					
		0.23%	0.08%	0.24%	0.24%	0.18%	0.14%	0.26%	0.0%	0.46%	0.32%	0.22%	0.16%	0.43%	0.22%	0.0%	0.15%	0.17%	0.07%	0.0%	0.08%	0.12%	0.25%	0.0%	0.0%	0.12%	0.18%	0.71%	0.0%	0.14%	0.24%	0.13%	0.36%	0.09%	0.45%	0.40%	0.31%	0.22%	0.58%	0.30%	0.12%	0.08%	0.0%	0.44%	0.43%	0.37%	0.0%	0.21%	0.12%	0.0%	0.0%	0.38%	0.39%	0.20%	0.34%	0.29%	1.27%	0.34%	0.26%	0.08%	0.18%	0.26%	0.52%	0.17%	0.14%	0.07%	1.08%	0.47%					
24	"7. ""Новый курс - Автомобильная Россия"""	416	8	9	8	6	4	6	12	5	13	10	2	5	9	5	10	8	8	5	10	7	9	2	0	7	9	4	10	14	8	5	6	9	1	12	7	8	6	6	7	9	1	3	1	1	4	3	2	4	0	10	8	11	5	4	4	6	5	9	3	7	10	7	9	7	3	0					
		0.71%	0.71%	0.74%	0.49%	0.55%	0.57%	0.52%	1.05%	0.46%	0.85%	0.74%	0.16%	0.54%	0.66%	0.47%	0.76%	0.71%	0.58%	0.65%	0.81%	0.84%	0.77%	1.42%	0.0%	0.87%	0.82%	0.57%	0.80%	1.02%	0.65%	0.69%	0.73%	0.81%	0.09%	1.20%	0.72%	0.89%	0.69%	0.91%	0.85%	0.80%	2.22%	0.44%	0.21%	0.18%	0.68%	0.64%	0.24%	0.46%	0.0%	0.76%	1.04%	1.13%	0.58%	0.58%	1.01%	0.69%	0.65%	0.75%	0.55%	0.61%	1.73%	1.20%	1.32%	0.55%	1.08%	0.0%					
25	"8. ""Народно-республиканская партия России"""	89	4	3	3	0	1	1	0	1	6	0	1	2	2	1	2	2	1	1	2	1	1	0	0	1	1	1	6	3	1	1	0	0	1	3	0	1	0	0	0	3	1	2	0	0	0	1	1	0	0	3	0	1	1	0	6	1	1	1	5	0	1	4	1	1	1	0					
		0.15%	0.35%	0.24%	0.18%	0.0%	0.14%	0.08%	0.0%	0.09%	0.39%	0.0%	0.08%	0.21%	0.14%	0.09%	0.15%	0.17%	0.07%	0.13%	0.16%	0.12%	0.08%	0.0%	0.0%	0.12%	0.09%	0.14%	0.48%	0.21%	0.08%	0.13%	0.0%	0.0%	0.09%	0.30%	0.0%	0.11%	0.0%	0.0%	0.0%	0.26%	2.22%	0.29%	0.0%	0.0%	0.0%	0.21%	0.12%	0.0%	0.0%	0.22%	0.0%	0.10%	0.11%	0.0%	1.52%	0.11%	0.13%	0.08%	0.92%	0.0%	0.17%	0.68%	0.14%	0.07%	0.36%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	599	13	6	21	14	0	12	10	10	15	8	8	6	20	9	10	10	16	3	8	8	11	1	2	8	3	6	14	15	11	6	4	10	10	12	12	5	11	9	24	24	1	6	6	5	4	6	9	10	0	13	8	11	11	10	9	4	4	15	5	15	7	7	7	16	3	2					
		1.02%	1.15%	0.49%	1.28%	1.29%	0.0%	1.05%	0.87%	0.93%	0.98%	0.59%	0.66%	0.65%	1.48%	0.85%	0.76%	0.89%	1.16%	0.39%	0.64%	0.96%	0.94%	0.71%	1.30%	1.00%	0.27%	0.85%	1.12%	1.09%	0.90%	0.83%	0.49%	0.90%	0.91%	1.20%	1.24%	0.56%	1.27%	1.37%	2.93%	2.14%	2.22%	0.88%	1.29%	0.93%	0.68%	1.29%	1.10%	1.16%	0.0%	0.99%	1.04%	1.13%	1.27%	1.46%	2.29%	0.46%	0.52%	1.25%	0.92%	1.31%	1.21%	1.20%	1.02%	1.25%	1.08%	0.95%					
27	"10. ""Аграрная партия России"""	937	10	18	21	15	14	16	14	20	19	19	13	12	10	16	20	19	18	11	24	14	8	0	1	18	21	18	17	22	21	23	11	15	24	20	10	12	19	13	13	21	2	12	7	14	8	11	10	15	0	19	14	14	8	10	20	9	17	19	7	17	13	18	16	15	7	5					
		1.60%	0.88%	1.48%	1.28%	1.38%	2.01%	1.40%	1.22%	1.87%	1.24%	1.41%	1.08%	1.30%	0.74%	1.51%	1.52%	1.69%	1.31%	1.44%	1.94%	1.69%	0.69%	0.0%	0.65%	2.25%	1.92%	2.57%	1.36%	1.60%	1.72%	3.20%	1.35%	1.35%	2.18%	2.00%	1.03%	1.34%	2.20%	1.98%	1.58%	1.87%	4.44%	1.76%	1.51%	2.61%	1.37%	2.38%	1.23%	1.74%	0.0%	1.45%	1.82%	1.44%	0.93%	1.46%	5.08%	1.03%	2.23%	1.58%	1.30%	1.48%	2.25%	3.09%	2.34%	1.18%	2.52%	2.39%					
28	"11. ""Истинные патриоты России"""	49	1	2	0	1	0	0	0	1	0	0	0	0	0	1	3	11	0	0	1	0	2	0	0	2	0	2	1	0	3	1	0	0	1	1	2	0	0	0	0	5	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.08%	0.16%	0.0%	0.09%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.22%	0.98%	0.0%	0.0%	0.08%	0.0%	0.17%	0.0%	0.0%	0.25%	0.0%	0.28%	0.08%	0.0%	0.24%	0.13%	0.0%	0.0%	0.09%	0.10%	0.20%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.22%	0.0%	0.20%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	432	4	15	12	8	5	5	6	3	13	11	9	8	4	6	14	4	6	3	9	8	7	0	3	5	11	3	15	5	5	8	6	4	5	6	5	11	10	9	5	11	0	6	7	6	4	4	9	7	0	14	8	12	6	3	2	4	5	8	11	4	5	2	6	8	0	4					
		0.73%	0.35%	1.23%	0.73%	0.73%	0.71%	0.44%	0.52%	0.28%	0.85%	0.82%	0.75%	0.86%	0.29%	0.56%	1.06%	0.35%	0.43%	0.39%	0.73%	0.96%	0.60%	0.0%	1.96%	0.62%	1.00%	0.42%	1.20%	0.36%	0.40%	1.11%	0.73%	0.36%	0.45%	0.60%	0.51%	1.23%	1.16%	1.37%	0.61%	0.98%	0.0%	0.88%	1.51%	1.12%	0.68%	0.86%	1.10%	0.81%	0.0%	1.07%	1.04%	1.24%	0.69%	0.43%	0.50%	0.46%	0.65%	0.66%	2.04%	0.34%	0.86%	0.34%	0.88%	0.62%	0.0%	1.91%					
30	"13. ""Демократическая партия России"""	141	2	3	11	1	2	4	2	2	3	1	3	0	0	1	1	5	7	3	1	0	3	1	0	1	0	1	4	2	1	2	0	0	1	2	2	0	3	1	3	2	0	3	0	1	0	2	2	3	0	2	1	2	2	2	2	6	2	5	1	5	3	4	5	6	0	1					
		0.24%	0.17%	0.24%	0.67%	0.09%	0.28%	0.35%	0.17%	0.18%	0.19%	0.07%	0.25%	0.0%	0.0%	0.09%	0.07%	0.44%	0.51%	0.39%	0.08%	0.0%	0.25%	0.71%	0.0%	0.12%	0.0%	0.14%	0.32%	0.14%	0.08%	0.27%	0.0%	0.0%	0.09%	0.20%	0.20%	0.0%	0.34%	0.15%	0.36%	0.17%	0.0%	0.44%	0.0%	0.18%	0.0%	0.43%	0.24%	0.34%	0.0%	0.15%	0.13%	0.20%	0.23%	0.29%	0.50%	0.69%	0.26%	0.41%	0.18%	0.43%	0.52%	0.68%	0.73%	0.47%	0.0%	0.47%					
31	"14. ""Великая Россия - Евразийский Союз"""	134	4	1	2	0	2	2	1	0	2	14	3	0	4	4	5	1	0	0	1	3	1	0	0	1	6	1	4	4	0	3	1	2	5	1	1	3	2	1	1	6	0	2	1	0	2	1	2	3	0	3	3	2	2	0	3	1	0	3	1	8	2	0	1	1	1	0					
		0.22%	0.35%	0.08%	0.12%	0.0%	0.28%	0.17%	0.08%	0.0%	0.13%	1.04%	0.25%	0.0%	0.29%	0.37%	0.38%	0.08%	0.0%	0.0%	0.08%	0.36%	0.08%	0.0%	0.0%	0.12%	0.54%	0.14%	0.32%	0.29%	0.0%	0.41%	0.12%	0.18%	0.45%	0.10%	0.10%	0.33%	0.23%	0.15%	0.12%	0.53%	0.0%	0.29%	0.21%	0.0%	0.34%	0.21%	0.24%	0.34%	0.0%	0.22%	0.39%	0.20%	0.23%	0.0%	0.76%	0.11%	0.0%	0.25%	0.18%	0.69%	0.34%	0.0%	0.14%	0.07%	0.36%	0.0%					
32	"15. ""Партия СЛОН"""	118	5	2	4	1	0	0	2	1	4	4	2	4	2	2	2	1	3	1	5	1	2	0	0	0	2	1	3	3	2	1	4	5	5	2	3	1	1	0	4	4	0	0	3	1	2	0	3	0	0	0	4	2	1	1	1	0	0	4	0	2	0	2	1	2	0	0					
		0.20%	0.44%	0.16%	0.24%	0.09%	0.0%	0.0%	0.17%	0.09%	0.26%	0.29%	0.16%	0.43%	0.14%	0.18%	0.15%	0.08%	0.21%	0.13%	0.40%	0.12%	0.17%	0.0%	0.0%	0.0%	0.18%	0.14%	0.24%	0.21%	0.16%	0.13%	0.49%	0.45%	0.45%	0.20%	0.31%	0.11%	0.11%	0.0%	0.48%	0.35%	0.0%	0.0%	0.64%	0.18%	0.34%	0.0%	0.36%	0.0%	0.0%	0.0%	0.52%	0.20%	0.11%	0.14%	0.25%	0.0%	0.0%	0.33%	0.0%	0.17%	0.0%	0.34%	0.14%	0.15%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7054	149	165	246	181	94	144	160	134	211	189	177	139	227	145	143	171	199	107	200	89	133	9	9	53	142	84	135	149	154	54	107	138	122	112	102	135	137	99	75	57	3	64	37	44	45	37	115	104	2	137	84	126	88	66	7	80	85	173	38	109	47	61	52	135	23	16					
		12.04%	13.23%	13.56%	15.11%	16.69%	13.52%	12.67%	14.04%	12.59%	13.85%	14.09%	14.75%	15.07%	16.86%	13.77%	10.88%	15.29%	14.54%	14.07%	16.23%	10.76%	11.48%	6.42%	5.88%	6.64%	12.99%	12.03%	10.85%	10.86%	12.62%	7.52%	13.16%	12.45%	11.13%	11.23%	10.56%	15.16%	15.89%	15.13%	9.16%	5.09%	6.66%	9.41%	8.00%	8.22%	7.71%	8.00%	14.14%	12.06%	8.0%	10.49%	10.95%	13.04%	10.23%	9.64%	1.78%	9.22%	11.18%	14.46%	7.06%	9.53%	8.15%	10.49%	7.63%	10.62%	8.30%	7.65%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	123	3	3	3	1	0	2	2	2	0	1	2	3	1	0	2	1	5	0	5	3	1	0	0	4	2	1	1	1	1	0	1	2	2	2	3	2	1	0	1	7	1	1	1	2	0	0	1	0	0	0	5	1	2	5	4	2	2	5	3	1	4	4	2	4	2	0					
		0.21%	0.26%	0.24%	0.18%	0.09%	0.0%	0.17%	0.17%	0.18%	0.0%	0.07%	0.16%	0.32%	0.07%	0.0%	0.15%	0.08%	0.36%	0.0%	0.40%	0.36%	0.08%	0.0%	0.0%	0.50%	0.18%	0.14%	0.08%	0.07%	0.08%	0.0%	0.12%	0.18%	0.18%	0.20%	0.31%	0.22%	0.11%	0.0%	0.12%	0.62%	2.22%	0.14%	0.21%	0.37%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.65%	0.10%	0.23%	0.73%	1.01%	0.23%	0.26%	0.41%	0.55%	0.08%	0.69%	0.68%	0.29%	0.31%	0.72%	0.0%					
35	"18. ""ЛДПР"""	5498	100	109	169	99	38	96	81	76	130	118	99	42	84	79	123	60	116	54	122	103	103	15	26	115	97	67	137	153	133	77	72	91	82	91	66	71	75	20	87	104	1	81	50	59	103	57	74	71	6	109	86	54	98	63	19	130	69	118	89	156	62	76	65	152	39	31					
		9.39%	8.88%	8.96%	10.38%	9.13%	5.46%	8.45%	7.11%	7.14%	8.53%	8.79%	8.25%	4.55%	6.24%	7.50%	9.36%	5.36%	8.47%	7.10%	9.90%	12.45%	8.89%	10.71%	16.99%	14.41%	8.87%	9.59%	11.01%	11.15%	10.90%	10.72%	8.85%	8.21%	7.48%	9.12%	6.83%	7.97%	8.70%	3.05%	10.63%	9.29%	2.22%	11.91%	10.82%	11.02%	17.66%	12.33%	9.10%	8.23%	24.0%	8.35%	11.21%	5.59%	11.39%	9.21%	4.83%	14.99%	9.07%	9.86%	16.54%	13.64%	10.76%	13.08%	9.54%	11.95%	14.07%	14.83%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	727	8	14	26	7	8	7	16	18	22	16	14	13	12	15	20	16	23	11	19	9	12	4	2	11	20	9	16	14	22	15	7	9	11	9	12	6	10	8	10	24	1	12	7	7	1	5	15	9	1	10	14	6	13	10	5	9	14	15	2	13	9	0	8	13	3	0					
		1.24%	0.71%	1.15%	1.59%	0.64%	1.15%	0.61%	1.40%	1.69%	1.44%	1.19%	1.16%	1.40%	0.89%	1.42%	1.52%	1.43%	1.68%	1.44%	1.54%	1.08%	1.03%	2.85%	1.30%	1.37%	1.82%	1.28%	1.28%	1.02%	1.80%	2.08%	0.86%	0.81%	1.00%	0.90%	1.24%	0.67%	1.16%	1.22%	1.22%	2.14%	2.22%	1.76%	1.51%	1.30%	0.17%	1.08%	1.84%	1.04%	4.0%	0.76%	1.82%	0.62%	1.51%	1.46%	1.27%	1.03%	1.84%	1.25%	0.37%	1.13%	1.56%	0.0%	1.17%	1.02%	1.08%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	14993	301	318	360	211	164	260	267	249	356	337	302	213	334	245	366	274	343	191	324	211	312	45	57	248	250	177	311	344	330	172	203	285	244	234	242	185	210	156	320	378	9	211	103	137	172	144	158	221	4	385	236	231	238	177	72	262	183	319	147	297	154	152	166	344	77	65					
