Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Беляевская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218									
		0.75%	0.00%	1.63%	3.53%	0.00%	1.62%	0.79%	0.38%	0.00%	0.00%	0.37%	0.00%	0.87%	0.67%	0.00%	1.24%	0.74%	1.14%	1.12%	0.00%	0.47%	1.92%	0.51%	1.02%	1.14%	1.35%	0.66%	0.00%	0.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	179	4	6	0	3	17	2	4	2	2	8	0	5	17	4	5	9	1	6	5	3	2	16	11	9	5	9	13	11									
		3.05%	3.54%	1.96%	0.00%	2.54%	3.93%	1.57%	1.50%	1.38%	2.00%	2.97%	0.00%	4.35%	5.67%	5.33%	3.11%	3.35%	1.14%	6.74%	4.50%	1.40%	1.92%	8.21%	5.58%	5.11%	3.38%	1.99%	2.29%	1.84%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	91	1	6	2	1	9	1	5	0	2	3	1	1	6	0	1	2	0	1	1	4	0	1	3	1	4	11	6	18									
		1.55%	0.88%	1.96%	2.35%	0.85%	2.08%	0.79%	1.88%	0.00%	2.00%	1.12%	1.82%	0.87%	2.00%	0.00%	0.62%	0.74%	0.00%	1.12%	0.90%	1.87%	0.00%	0.51%	1.52%	0.57%	2.70%	2.43%	1.06%	3.02%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2764	46	141	40	68	178	84	116	77	57	132	39	62	127	35	86	126	56	38	64	112	64	108	81	85	76	189	232	245									
		47.04%	40.71%	46.08%	47.06%	57.63%	41.11%	66.14%	43.61%	53.10%	57.00%	49.07%	70.91%	53.91%	42.33%	46.67%	53.42%	46.84%	63.64%	42.70%	57.66%	52.34%	61.54%	55.38%	41.12%	48.30%	51.35%	41.72%	40.92%	41.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	1	1	0	0	2	6	1	0	0	2	0	0	3	0	1	1	0	0	0	0	2	0	2	0	0	4	1	5									
		0.54%	0.88%	0.33%	0.00%	0.00%	0.46%	4.72%	0.38%	0.00%	0.00%	0.74%	0.00%	0.00%	1.00%	0.00%	0.62%	0.37%	0.00%	0.00%	0.00%	0.00%	1.92%	0.00%	1.02%	0.00%	0.00%	0.88%	0.18%	0.84%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	2	1	0	0	0	0									
		0.22%	0.00%	0.00%	0.00%	0.85%	0.46%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.47%	1.92%	0.51%	1.02%	0.57%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1275	24	79	27	13	122	14	61	42	13	43	8	17	55	17	19	66	9	11	15	48	22	25	23	36	26	115	169	156									
		21.70%	21.24%	25.82%	31.76%	11.02%	28.18%	11.02%	22.93%	28.97%	13.00%	15.99%	14.55%	14.78%	18.33%	22.67%	11.80%	24.54%	10.23%	12.36%	13.51%	22.43%	21.15%	12.82%	11.68%	20.45%	17.57%	25.39%	29.81%	26.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	0	1	0	0	6	1	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	4	2									
		0.34%	0.00%	0.33%	0.00%	0.00%	1.39%	0.79%	0.38%	0.00%	0.00%	0.74%	0.00%	0.00%	0.33%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.71%	0.34%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	55	6	2	1	0	2	0	2	2	1	0	0	1	1	0	0	0	0	0	0	3	0	0	2	0	2	4	9	17									
		0.94%	5.31%	0.65%	1.18%	0.00%	0.46%	0.00%	0.75%	1.38%	1.00%	0.00%	0.00%	0.87%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	1.02%	0.00%	1.35%	0.88%	1.59%	2.85%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	1									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	0	2	0	1	2	1	1	0	0	1	0	0	0	0	1	4	1	1	0	1	0	1	0	1	0	6	3	4									
		0.53%	0.00%	0.65%	0.00%	0.85%	0.46%	0.79%	0.38%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.62%	1.49%	1.14%	1.12%	0.00%	0.47%	0.00%	0.51%	0.00%	0.57%	0.00%	1.32%	0.53%	0.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	945	16	46	8	20	77	8	58	8	14	54	6	16	56	7	34	40	10	20	15	28	6	27	40	27	26	92	97	89									
		16.08%	14.16%	15.03%	9.41%	16.95%	17.78%	6.30%	21.80%	5.52%	14.00%	20.07%	10.91%	13.91%	18.67%	9.33%	21.12%	14.87%	11.36%	22.47%	13.51%	13.08%	5.77%	13.85%	20.30%	15.34%	17.57%	20.31%	17.11%	14.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	1	1	0	0	0	4	0	2	1	0	0	1	0	0	2	0	0	0	1	0	2	3	0	0	1	3	3									
		0.43%	0.00%	0.33%	1.18%	0.00%	0.00%	0.00%	1.50%	0.00%	2.00%	0.37%	0.00%	0.00%	0.33%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.47%	0.00%	1.03%	1.52%	0.00%	0.00%	0.22%	0.53%	0.50%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	222	6	9	2	6	7	2	6	9	4	7	0	11	19	8	5	9	5	6	7	10	2	5	7	8	4	9	20	29									
		3.78%	5.31%	2.94%	2.35%	5.08%	1.62%	1.57%	2.26%	6.21%	4.00%	2.60%	0.00%	9.57%	6.33%	10.67%	3.11%	3.35%	5.68%	6.74%	6.31%	4.67%	1.92%	2.56%	3.55%	4.55%	2.70%	1.99%	3.53%	4.86%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
