Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Рыльская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949					
11	Число полученных открепительных  удостоверений	345	15	15	34	24	22	11	21	14	24	4	3	3	3	3	3	3	3	4	3	3	3	9	4	11	3	5	3	3	5	4	3	4	9	5	3	5	4	3	3	3	4	4	4	3	3	3	4	5	4	4					
12	Число выданных открепительных удостоверений	179	8	13	28	21	20	11	20	10	20	1	1	0	0	1	0	0	1	0	1	2	0	1	0	6	1	0	2	0	3	0	3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	165	4	1	4	4	4	10	2	0	7	2	3	3	1	4	1	3	2	2	4	1	2	6	1	28	4	2	5	2	3	3	3	2	2	1	3	4	3	2	3	2	1	3	1	4	1	2	2	3	2	3					
14	Число неиспользованных открепительных удостоверений	166	7	2	6	3	2	0	1	4	4	3	2	3	3	2	3	3	2	4	2	1	3	8	4	5	2	5	1	3	2	4	0	4	9	4	3	5	4	3	2	3	4	3	4	3	3	3	4	4	4	3					
15	"Число открепительных удостоверений, выданных в ТИК"	15	0	1	1	1	2	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	482	38	16	30	34	41	17	48	22	29	1	0	0	0	0	2	6	5	1	3	2	1	16	0	69	6	4	2	0	5	3	1	7	15	6	1	11	2	2	0	4	1	8	4	3	5	1	1	6	0	3					
		2.27%	4.26%	2.13%	3.51%	3.39%	5.66%	1.78%	3.82%	2.85%	3.82%	0.35%	0.00%	0.00%	0.00%	0.00%	1.17%	3.14%	1.65%	0.52%	1.29%	0.82%	0.62%	1.94%	0.00%	4.72%	2.19%	0.68%	1.06%	0.00%	0.84%	0.73%	0.56%	1.93%	2.17%	1.43%	0.98%	2.09%	0.56%	0.92%	0.00%	1.76%	0.32%	2.06%	1.35%	1.67%	2.39%	0.99%	0.31%	1.59%	0.00%	0.96%					
19	. Малышкин Олег Александрович	420	14	9	16	19	17	24	28	19	15	2	0	5	8	2	0	2	4	0	2	5	0	18	11	57	6	1	2	0	10	9	5	20	20	2	1	5	3	0	1	10	3	2	5	8	8	0	6	5	6	5					
		1.98%	1.57%	1.20%	1.87%	1.89%	2.34%	2.52%	2.23%	2.46%	1.97%	0.71%	0.00%	2.36%	4.44%	0.84%	0.00%	1.05%	1.32%	0.00%	0.86%	2.04%	0.00%	2.18%	3.96%	3.90%	2.19%	0.17%	1.06%	0.00%	1.67%	2.20%	2.78%	5.51%	2.90%	0.48%	0.98%	0.95%	0.85%	0.00%	0.98%	4.41%	0.95%	0.52%	1.68%	4.44%	3.83%	0.00%	1.83%	1.32%	2.37%	1.61%					
20	. Миронов Сергей Михайлович	172	7	1	11	16	5	14	12	7	10	0	3	0	0	1	0	0	4	3	1	2	1	4	1	22	1	1	1	0	3	5	2	3	7	3	0	5	0	0	0	1	0	0	3	1	2	0	2	5	2	0					
		0.81%	0.78%	0.13%	1.29%	1.60%	0.69%	1.47%	0.95%	0.91%	1.32%	0.00%	1.96%	0.00%	0.00%	0.42%	0.00%	0.00%	1.32%	1.55%	0.43%	0.82%	0.62%	0.48%	0.36%	1.51%	0.36%	0.17%	0.53%	0.00%	0.50%	1.22%	1.11%	0.83%	1.01%	0.71%	0.00%	0.95%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	1.01%	0.56%	0.96%	0.00%	0.61%	1.32%	0.79%	0.00%					
21	. Путин Владимир Владимирович	14455	555	434	533	632	464	678	794	437	490	251	138	171	144	181	150	140	194	157	189	192	110	593	187	981	173	501	149	77	363	322	116	198	384	338	91	300	316	182	54	152	254	275	145	111	154	87	269	237	200	212					
		68.22%	62.22%	57.79%	62.41%	63.01%	64.00%	71.07%	63.12%	56.53%	64.47%	88.69%	90.20%	80.66%	80.00%	76.37%	87.72%	73.30%	64.03%	81.35%	81.47%	78.37%	68.32%	71.79%	67.27%	67.15%	63.14%	85.79%	79.26%	80.21%	60.70%	78.54%	64.44%	54.55%	55.65%	80.48%	89.22%	56.93%	89.01%	83.87%	52.94%	66.96%	80.38%	70.88%	48.82%	61.67%	73.68%	86.14%	82.26%	62.70%	79.05%	68.17%					
22	. Хакамада Ирина Муцуовна	361	23	15	27	24	11	17	23	13	30	2	0	7	6	1	0	2	4	4	5	3	1	17	5	25	3	2	2	2	11	7	1	7	18	2	0	8	1	2	4	4	0	9	2	0	0	1	0	6	2	2					
		1.70%	2.58%	2.00%	3.16%	2.39%	1.52%	1.78%	1.83%	1.68%	3.95%	0.71%	0.00%	3.30%	3.33%	0.42%	0.00%	1.05%	1.32%	2.07%	2.16%	1.22%	0.62%	2.06%	1.80%	1.71%	1.09%	0.34%	1.06%	2.08%	1.84%	1.71%	0.56%	1.93%	2.61%	0.48%	0.00%	1.52%	0.28%	0.92%	3.92%	1.76%	0.00%	2.32%	0.67%	0.00%	0.00%	0.99%	0.00%	1.59%	0.79%	0.64%					
23	. Харитонов Николай Михайлович	4623	226	249	206	240	164	168	312	236	154	18	8	26	17	50	18	34	83	23	29	37	43	144	71	247	80	54	28	14	182	52	53	113	218	63	8	189	29	26	42	51	46	90	131	49	35	12	45	97	32	81					
		21.82%	25.34%	33.16%	24.12%	23.93%	22.62%	17.61%	24.80%	30.53%	20.26%	6.36%	5.23%	12.26%	9.44%	21.10%	10.53%	17.80%	27.39%	11.92%	12.50%	15.10%	26.71%	17.43%	25.54%	16.91%	29.20%	9.25%	14.89%	14.58%	30.43%	12.68%	29.44%	31.13%	31.59%	15.00%	7.84%	35.86%	8.17%	11.98%	41.18%	22.47%	14.56%	23.20%	44.11%	27.22%	16.75%	11.88%	13.76%	25.66%	12.65%	26.05%					
																																																									
24	Против всех	394	22	18	27	29	13	29	31	24	27	1	0	3	3	2	1	1	3	2	2	3	1	22	1	46	2	3	0	3	9	2	2	9	17	1	0	3	1	0	0	2	2	4	0	4	3	0	4	9	1	2					
		1.86%	2.47%	2.40%	3.16%	2.89%	1.79%	3.04%	2.46%	3.10%	3.55%	0.35%	0.00%	1.42%	1.67%	0.84%	0.58%	0.52%	0.99%	1.04%	0.86%	1.22%	0.62%	2.66%	0.36%	3.15%	0.73%	0.51%	0.00%	3.12%	1.51%	0.49%	1.11%	2.48%	2.46%	0.24%	0.00%	0.57%	0.28%	0.00%	0.00%	0.88%	0.63%	1.03%	0.00%	2.22%	1.44%	0.00%	1.22%	2.38%	0.40%	0.64%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
