7	Число избирательных бюллетеней в переносных ящиках для голосования	2711	17	21	9	170	0	46	13	25	43	38	24	18	6	20	29	16	16	59	29	29	25	20	22	12	26	17	32	16	27	36	39	37	33	52	51	53	30	84	26	30	8	23	23	13	25	58	30	29	29	12	7	7	19	8	18	17	40	29	33	31	14	8	15	13	20	12	18	25	6	24	36	191	10	6	8	19	25	22	2	16	21	91	22	10	9	16	13	10	16	19	21	10	10	11	15	1	8	8	15	9	15	9	7	21	16	30	8	3	5	11	6									
8	Число бюллетеней в стационарных ящиках для голосования	124055	889	804	478	184	114	1226	283	508	721	1046	1595	1366	1486	1389	1448	1332	1454	280	1252	1292	1296	911	997	501	1311	1116	1320	1000	1144	1053	1124	1198	1319	1234	1223	1144	1107	1250	1093	1289	495	1017	699	949	905	1347	1106	1145	1135	1359	1059	1135	1023	1258	1392	1276	1339	1446	1081	970	1253	1067	1303	941	1456	1028	1074	1114	920	1266	1369	1162	1273	1209	960	1124	1181	1053	340	961	1224	1329	1369	1215	306	1295	1203	870	1235	1184	1346	1398	1634	1518	1218	1079	1197	1114	1393	1487	1166	1160	1284	784	1335	953	1464	1445	1394	1055	1434									
9	Число недействительных избирательных бюллетеней	1306	22	9	3	2	3	13	0	6	5	7	12	12	20	12	17	20	14	3	15	16	8	14	8	5	7	13	8	11	11	14	12	10	12	12	8	18	17	21	9	32	5	9	11	9	7	11	14	12	12	10	9	13	10	20	10	9	15	22	8	6	11	10	32	7	15	14	9	7	6	15	12	9	12	10	7	9	10	10	5	9	8	13	14	8	7	11	5	7	6	10	14	13	10	10	14	13	91	7	9	19	14	10	8	2	18	6	8	10	18	10	11									
10	Число действительных избирательных бюллетеней	125460	884	816	484	352	111	1259	296	527	759	1077	1607	1372	1472	1397	1460	1328	1456	336	1266	1305	1313	917	1011	508	1330	1120	1344	1005	1160	1075	1151	1225	1340	1274	1266	1179	1120	1313	1110	1287	498	1031	711	953	923	1394	1122	1162	1152	1361	1057	1129	1032	1246	1400	1284	1364	1453	1106	995	1256	1065	1286	947	1461	1026	1083	1132	920	1275	1393	1344	1271	1205	961	1134	1196	1065	337	968	1237	1407	1377	1217	308	1300	1211	873	1245	1193	1353	1395	1634	1519	1219	1067	1114	1115	1399	1477	1167	1159	1283	803	1333	977	1464	1438	1381	1056	1429									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																										
13	Бабурин Сергей Николаевич	812	5	5	2	3	0	6	2	6	0	9	7	9	6	6	15	8	11	1	5	10	8	7	4	3	11	9	9	10	10	7	7	6	6	6	11	5	11	4	6	10	4	3	3	3	4	5	4	14	12	10	11	5	8	9	9	9	10	11	7	5	8	8	7	5	13	7	11	7	6	13	8	6	7	4	8	11	8	9	1	2	11	4	14	5	1	13	7	5	4	9	8	9	10	10	4	7	6	13	12	9	5	9	6	2	12	9	8	7	14	11	7									
		0.64%	0.55%	0.61%	0.41%	0.85%	0.00%	0.47%	0.68%	1.13%	0.00%	0.83%	0.43%	0.65%	0.40%	0.43%	1.02%	0.59%	0.75%	0.29%	0.39%	0.76%	0.61%	0.75%	0.39%	0.58%	0.82%	0.79%	0.67%	0.98%	0.85%	0.64%	0.60%	0.49%	0.44%	0.47%	0.86%	0.42%	0.97%	0.30%	0.54%	0.76%	0.80%	0.29%	0.42%	0.31%	0.43%	0.36%	0.35%	1.19%	1.03%	0.73%	1.03%	0.44%	0.77%	0.71%	0.64%	0.70%	0.73%	0.75%	0.63%	0.50%	0.63%	0.74%	0.53%	0.52%	0.88%	0.67%	1.01%	0.61%	0.65%	1.01%	0.57%	0.44%	0.55%	0.33%	0.83%	0.96%	0.66%	0.84%	0.29%	0.20%	0.88%	0.28%	1.01%	0.41%	0.32%	0.99%	0.58%	0.57%	0.32%	0.75%	0.59%	0.64%	0.61%	0.65%	0.32%	0.65%	0.50%	1.16%	0.85%	0.60%	0.42%	0.77%	0.46%	0.25%	0.89%	0.92%	0.54%	0.48%	1.00%	1.03%	0.49%									
14	Грудинин Павел Николаевич	15372	117	107	64	32	11	163	35	63	85	110	223	169	180	154	182	162	174	29	143	127	154	105	124	66	114	110	147	125	142	120	133	126	152	116	107	133	149	133	128	150	60	121	101	133	118	193	138	118	134	195	139	137	152	184	184	157	159	182	116	116	168	136	156	120	183	155	120	123	110	145	194	168	160	156	108	147	139	128	42	118	147	179	178	160	27	159	185	119	157	143	182	182	219	196	178	129	155	124	158	213	141	157	184	94	138	127	174	191	183	135	181									
		12.13%	12.91%	12.97%	13.14%	9.04%	9.65%	12.81%	11.82%	11.82%	11.13%	10.15%	13.77%	12.21%	12.06%	10.93%	12.32%	12.02%	11.84%	8.55%	11.16%	9.61%	11.66%	11.28%	12.17%	12.87%	8.53%	9.71%	10.87%	12.30%	12.13%	11.02%	11.44%	10.20%	11.24%	9.02%	8.40%	11.11%	13.10%	9.97%	11.44%	11.37%	11.93%	11.63%	13.99%	13.83%	12.69%	13.74%	12.15%	10.05%	11.51%	14.22%	13.04%	11.99%	14.59%	14.53%	13.05%	12.14%	11.53%	12.34%	10.41%	11.59%	13.26%	12.65%	11.84%	12.58%	12.40%	14.90%	10.99%	10.80%	11.88%	11.24%	13.81%	12.42%	12.47%	12.84%	11.16%	12.86%	11.53%	11.91%	12.28%	12.08%	11.81%	12.61%	12.80%	13.06%	8.57%	12.13%	15.21%	13.52%	12.55%	11.89%	13.31%	12.93%	13.32%	12.82%	14.44%	11.94%	12.86%	11.05%	11.22%	14.24%	11.94%	13.43%	14.25%	11.68%	10.21%	12.92%	11.82%	13.19%	13.08%	12.66%	12.57%									
15	Жириновский Владимир Вольфович	7165	37	48	27	29	3	71	14	23	56	53	70	50	62	43	65	61	64	19	70	82	65	51	72	40	80	94	82	69	89	75	85	79	85	68	97	79	67	106	92	89	48	68	52	69	57	93	72	82	65	74	67	51	66	91	75	85	83	76	57	69	77	57	78	46	64	41	52	61	49	56	93	104	77	67	60	68	77	61	32	81	71	77	67	69	30	49	41	51	95	62	55	50	84	89	53	42	48	59	74	65	36	47	43	52	85	52	57	86	82	82	100									
		5.65%	4.08%	5.82%	5.54%	8.19%	2.63%	5.58%	4.73%	4.32%	7.33%	4.89%	4.32%	3.61%	4.16%	3.05%	4.40%	4.53%	4.35%	5.60%	5.46%	6.21%	4.92%	5.48%	7.07%	7.80%	5.98%	8.30%	6.07%	6.79%	7.60%	6.89%	7.31%	6.40%	6.29%	5.29%	7.61%	6.60%	5.89%	7.95%	8.22%	6.75%	9.54%	6.54%	7.20%	7.17%	6.13%	6.62%	6.34%	6.98%	5.58%	5.40%	6.29%	4.47%	6.33%	7.19%	5.32%	6.57%	6.02%	5.15%	5.12%	6.89%	6.08%	5.30%	5.92%	4.82%	4.34%	3.94%	4.76%	5.36%	5.29%	4.34%	6.62%	7.69%	6.00%	5.51%	6.20%	5.95%	6.38%	5.67%	9.36%	8.29%	5.70%	5.42%	4.82%	5.63%	9.52%	3.74%	3.37%	5.80%	7.59%	5.15%	4.02%	3.55%	5.11%	5.82%	4.30%	3.89%	3.98%	5.26%	5.26%	4.34%	3.05%	4.02%	3.33%	6.46%	6.29%	5.29%	3.87%	5.94%	5.86%	7.69%	6.94%									
16	Путин Владимир Владимирович	95074	663	615	364	275	93	945	231	401	581	844	1155	1039	1117	1058	1093	1005	1093	281	988	1010	1026	702	753	382	1066	834	1031	743	852	811	880	960	1041	1035	1010	913	830	1015	839	975	363	808	524	715	711	1030	866	876	874	997	796	881	754	897	1056	973	1038	1105	878	767	941	804	955	717	1121	762	835	864	707	999	1028	1002	962	928	742	856	908	821	247	723	960	1078	985	903	247	979	882	651	931	926	994	1047	1196	1127	908	821	830	849	1083	1088	909	876	963	629	1040	736	1102	1080	1013	782	1079									
		74.99%	73.18%	74.55%	74.74%	77.68%	81.58%	74.29%	78.04%	75.23%	76.05%	77.86%	71.34%	75.07%	74.87%	75.09%	74.00%	74.55%	74.35%	82.89%	77.13%	76.46%	77.67%	75.40%	73.90%	74.46%	79.73%	73.61%	76.26%	73.13%	72.76%	74.47%	75.67%	77.73%	76.99%	80.48%	79.28%	76.27%	72.99%	76.09%	74.98%	73.92%	72.17%	77.69%	72.58%	74.32%	76.45%	73.31%	76.23%	74.62%	75.09%	72.72%	74.67%	77.15%	72.36%	70.85%	74.89%	75.25%	75.27%	74.92%	78.82%	76.62%	74.27%	74.79%	72.46%	75.16%	75.95%	73.27%	76.47%	75.86%	76.35%	77.44%	73.17%	74.06%	74.98%	76.38%	76.65%	74.89%	75.29%	76.37%	72.22%	74.00%	77.11%	75.92%	70.81%	73.71%	78.41%	74.68%	72.53%	73.98%	74.42%	76.97%	72.71%	74.36%	72.75%	73.71%	73.64%	76.02%	68.88%	75.67%	76.92%	72.73%	76.97%	74.94%	74.59%	78.14%	76.98%	74.87%	74.86%	74.59%	72.41%	73.36%	74.93%									
17	Собчак Ксения Анатольевна	3361	22	19	18	5	3	35	7	12	13	17	82	50	62	76	52	45	47	2	27	38	27	25	19	7	30	33	24	26	28	26	23	14	18	18	12	19	17	21	19	31	11	13	9	16	12	41	23	36	27	42	26	29	26	36	46	22	36	37	28	22	30	28	34	23	37	34	34	37	22	31	34	25	36	21	17	22	26	16	4	15	23	41	72	38	2	49	47	26	25	27	73	52	69	64	37	41	47	40	37	60	33	32	43	11	22	22	61	40	42	22	30									
		2.65%	2.43%	2.30%	3.70%	1.41%	2.63%	2.75%	2.36%	2.25%	1.70%	1.57%	5.06%	3.61%	4.16%	5.39%	3.52%	3.34%	3.20%	0.59%	2.11%	2.88%	2.04%	2.69%	1.86%	1.36%	2.24%	2.91%	1.78%	2.56%	2.39%	2.39%	1.98%	1.13%	1.33%	1.40%	0.94%	1.59%	1.50%	1.57%	1.70%	2.35%	2.19%	1.25%	1.25%	1.66%	1.29%	2.92%	2.02%	3.07%	2.32%	3.06%	2.44%	2.54%	2.50%	2.84%	3.26%	1.70%	2.61%	2.51%	2.51%	2.20%	2.37%	2.60%	2.58%	2.41%	2.51%	3.27%	3.11%	3.25%	2.38%	2.40%	2.42%	1.85%	2.81%	1.73%	1.76%	1.92%	2.16%	1.49%	1.17%	1.54%	1.85%	2.89%	5.18%	3.10%	0.63%	3.74%	3.87%	2.95%	1.99%	2.24%	5.34%	3.69%	4.20%	4.19%	3.00%	3.80%	3.90%	3.57%	2.63%	4.01%	2.79%	2.74%	3.33%	1.37%	1.63%	2.24%	4.14%	2.76%	3.00%	2.06%	2.08%									
18	Сурайкин Максим Александрович	755	6	5	0	4	0	9	1	5	6	9	11	10	10	7	7	8	8	0	5	7	2	5	10	1	11	14	11	8	13	4	5	6	9	11	10	9	8	6	4	12	4	5	6	7	6	11	4	9	14	7	6	8	4	3	4	7	8	6	7	6	7	4	11	2	12	7	5	12	5	7	4	9	7	5	4	6	11	4	7	6	8	10	8	5	0	10	3	3	13	9	2	8	10	8	9	3	6	8	7	5	5	4	8	7	9	5	9	7	4	11	7									
		0.60%	0.66%	0.61%	0.00%	1.13%	0.00%	0.71%	0.34%	0.94%	0.79%	0.83%	0.68%	0.72%	0.67%	0.50%	0.47%	0.59%	0.54%	0.00%	0.39%	0.53%	0.15%	0.54%	0.98%	0.19%	0.82%	1.24%	0.81%	0.79%	1.11%	0.37%	0.43%	0.49%	0.67%	0.86%	0.78%	0.75%	0.70%	0.45%	0.36%	0.91%	0.80%	0.48%	0.83%	0.73%	0.65%	0.78%	0.35%	0.77%	1.20%	0.51%	0.56%	0.70%	0.38%	0.24%	0.28%	0.54%	0.58%	0.41%	0.63%	0.60%	0.55%	0.37%	0.83%	0.21%	0.81%	0.67%	0.46%	1.05%	0.54%	0.54%	0.28%	0.67%	0.55%	0.41%	0.41%	0.52%	0.91%	0.37%	2.05%	0.61%	0.64%	0.70%	0.58%	0.41%	0.00%	0.76%	0.25%	0.34%	1.04%	0.75%	0.15%	0.57%	0.61%	0.52%	0.73%	0.28%	0.50%	0.71%	0.50%	0.33%	0.42%	0.34%	0.62%	0.87%	0.67%	0.51%	0.61%	0.48%	0.29%	1.03%	0.49%									
19	Титов Борис Юрьевич	1041	14	9	2	0	0	12	4	5	8	10	20	17	15	22	14	14	23	1	9	11	10	6	10	6	3	5	11	14	10	14	7	15	14	6	4	7	11	5	4	5	1	3	2	4	6	9	3	6	9	14	3	6	9	7	10	14	9	11	7	5	10	13	19	19	12	9	11	14	10	3	9	11	7	8	8	7	6	5	3	7	8	8	19	13	0	16	15	6	10	7	14	23	19	9	10	3	14	12	10	13	9	11	11	2	10	5	20	9	14	7	8									
		0.82%	1.55%	1.09%	0.41%	0.00%	0.00%	0.94%	1.35%	0.94%	1.05%	0.92%	1.24%	1.23%	1.01%	1.56%	0.95%	1.04%	1.56%	0.29%	0.70%	0.83%	0.76%	0.64%	0.98%	1.17%	0.22%	0.44%	0.81%	1.38%	0.85%	1.29%	0.60%	1.21%	1.04%	0.47%	0.31%	0.58%	0.97%	0.37%	0.36%	0.38%	0.20%	0.29%	0.28%	0.42%	0.65%	0.64%	0.26%	0.51%	0.77%	1.02%	0.28%	0.53%	0.86%	0.55%	0.71%	1.08%	0.65%	0.75%	0.63%	0.50%	0.79%	1.21%	1.44%	1.99%	0.81%	0.87%	1.01%	1.23%	1.08%	0.23%	0.64%	0.81%	0.55%	0.66%	0.83%	0.61%	0.50%	0.47%	0.88%	0.72%	0.64%	0.56%	1.37%	1.06%	0.00%	1.22%	1.23%	0.68%	0.80%	0.58%	1.02%	1.63%	1.16%	0.59%	0.81%	0.28%	1.16%	1.07%	0.71%	0.87%	0.76%	0.94%	0.85%	0.25%	0.74%	0.51%	1.36%	0.62%	1.00%	0.66%	0.56%									
20	Явлинский Григорий Алексеевич	1880	20	8	7	4	1	18	2	12	10	25	39	28	20	31	32	25	36	3	19	20	21	16	19	3	15	21	29	10	16	18	11	19	15	14	15	14	27	23	18	15	7	10	14	6	9	12	12	21	17	22	9	12	13	19	16	17	21	25	6	5	15	15	26	15	19	11	15	14	11	21	23	19	15	16	14	17	21	21	1	16	9	10	34	24	1	25	31	12	10	10	25	24	27	16	20	21	8	10	18	24	29	23	25	6	17	21	33	18	29	6	17									
		1.48%	2.21%	0.97%	1.44%	1.13%	0.88%	1.42%	0.68%	2.25%	1.31%	2.31%	2.41%	2.02%	1.34%	2.20%	2.17%	1.85%	2.45%	0.88%	1.48%	1.51%	1.59%	1.72%	1.86%	0.58%	1.12%	1.85%	2.14%	0.98%	1.37%	1.65%	0.95%	1.54%	1.11%	1.09%	1.18%	1.17%	2.37%	1.72%	1.61%	1.14%	1.39%	0.96%	1.94%	0.62%	0.97%	0.85%	1.06%	1.79%	1.46%	1.60%	0.84%	1.05%	1.25%	1.50%	1.13%	1.31%	1.52%	1.69%	0.54%	0.50%	1.18%	1.40%	1.97%	1.57%	1.29%	1.06%	1.37%	1.23%	1.19%	1.63%	1.64%	1.40%	1.17%	1.32%	1.45%	1.49%	1.74%	1.95%	0.29%	1.64%	0.72%	0.70%	2.44%	1.96%	0.32%	1.91%	2.55%	1.36%	0.80%	0.83%	1.83%	1.70%	1.64%	1.05%	1.62%	1.94%	0.66%	0.89%	1.28%	1.60%	2.46%	1.97%	1.94%	0.75%	1.26%	2.14%	2.24%	1.24%	2.07%	0.56%	1.18%									
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
