7	Число избирательных бюллетеней в переносных ящиках для голосования	2804	11	13	13	112	2	36	10	17	48	39	20	22	4	4	23	22	13	28	14	24	23	18	22	16	34	48	29	28	41	56	65	59	53	54	36	43	35	86	54	46	4	14	12	33	31	56	27	41	36	18	16	20	19	8	11	21	64	34	20	28	16	23	15	19	35	13	16	21	14	15	29	200	21	16	19	21	19	21	0	12	38	54	19	6	27	20	8	27	14	21	13	4	20	24	22	9	4	15	18	14	11	12	5	20									
8	Число бюллетеней в стационарных ящиках для голосования	119327	1019	743	794	283	182	1043	407	635	764	1250	1337	1207	1140	1128	1526	1521	1510	147	1198	1397	1400	1060	1257	934	1623	1197	1385	1442	1287	1080	1399	1301	1601	1359	1523	1543	1523	1391	1155	1358	771	945	781	1035	1091	1443	1103	1313	1327	1278	1038	1013	1062	1177	1475	1125	1277	1280	1162	1033	1279	1147	1384	974	1400	1021	1107	1165	1079	1332	1362	1327	1359	1027	1069	1156	759	1575	531	1173	1231	1555	1373	1163	288	1225	809	1106	1062	1273	1349	1294	1584	1301	1589	1089	1032	1057	1149	1213	728	943	986	924									
9	Число недействительных избирательных бюллетеней	1640	12	9	10	2	1	22	4	11	15	10	8	15	13	10	23	21	15	4	16	19	16	12	18	9	25	16	17	17	17	11	18	7	18	18	71	23	24	18	9	17	15	8	10	14	13	14	16	23	12	21	17	18	15	20	15	8	18	23	11	17	14	10	19	15	15	25	14	15	10	23	20	17	13	17	57	15	7	16	10	23	18	26	19	12	8	19	15	14	12	12	9	20	22	25	21	14	11	17	17	13	3	9	10	10									
10	Число действительных избирательных бюллетеней	120491	1018	747	797	393	183	1057	413	641	797	1279	1349	1214	1131	1122	1526	1522	1508	171	1196	1402	1407	1066	1261	941	1632	1229	1397	1453	1311	1125	1446	1353	1636	1395	1488	1563	1534	1459	1200	1387	760	951	783	1054	1109	1485	1114	1331	1351	1275	1037	1015	1066	1165	1471	1138	1323	1291	1171	1044	1281	1160	1380	978	1420	1009	1109	1171	1083	1324	1371	1510	1367	1026	1031	1162	771	1580	521	1162	1251	1583	1373	1157	307	1226	802	1119	1064	1282	1353	1278	1582	1300	1590	1084	1025	1055	1150	1214	736	946	981	934									
11	Число полученных открепительных  удостоверений	3748	30	30	30	0	0	20	10	20	30	30	50	40	30	35	45	40	50	0	30	50	50	30	30	30	40	30	30	55	45	40	40	50	50	45	48	50	40	60	30	40	40	40	30	30	38	60	34	40	50	40	28	40	30	54	60	35	35	35	30	30	30	26	50	30	40	30	34	30	30	30	40	50	20	30	30	30	38	50	25	42	50	30	40	40	25	45	30	40	30	52	40	34	36	35	60	35	45	34	30	40	20	30	30	30									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3383	26	29	30	0	0	20	10	11	27	30	47	35	30	32	36	40	32	0	18	49	44	24	30	29	40	30	30	49	30	39	34	47	44	45	44	42	33	55	29	35	33	36	21	16	37	55	30	35	36	40	23	40	30	54	60	32	35	35	30	30	29	22	50	30	32	19	32	30	29	28	36	44	20	21	29	22	38	45	23	42	47	29	33	38	15	45	23	35	30	52	32	32	33	35	59	31	45	33	30	38	17	22	25	20									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2696	33	15	66	34	29	27	35	15	18	38	32	13	49	41	22	42	14	15	14	21	35	16	17	14	8	11	18	15	27	30	24	23	58	19	20	66	21	14	44	55	27	26	19	20	32	31	36	23	33	32	26	20	24	60	23	12	20	7	22	31	27	25	30	15	8	61	32	26	19	24	30	20	28	18	10	25	12	22	22	21	10	23	16	32	16	22	38	34	13	19	45	32	42	9	22	29	14	11	34	35	34	36	17	6									
14	Число неиспользованных открепительных удостоверений	365	4	1	0	0	0	0	0	9	3	0	3	5	0	3	9	0	18	0	12	1	6	6	0	1	0	0	0	6	15	1	6	3	6	0	4	8	7	5	1	5	7	4	9	14	1	5	4	5	14	0	5	0	0	0	0	3	0	0	0	0	1	4	0	0	8	11	2	0	1	2	4	6	0	9	1	8	0	5	2	0	3	1	7	2	10	0	7	5	0	0	8	2	3	0	1	4	0	1	0	2	3	8	5	10									
15	Число открепительных удостоверений, выданных избирателям ТИК	81	1	1	0	0	0	0	1	0	0	1	0	1	2	1	1	3	1	0	4	0	2	1	1	1	0	0	0	1	0	1	1	0	0	1	0	2	3	5	1	1	0	1	0	0	0	1	3	0	0	2	0	1	1	0	1	0	0	0	0	0	1	0	1	1	2	0	2	0	0	2	1	0	1	2	0	0	2	0	0	1	1	1	2	0	0	2	0	1	0	0	0	0	0	0	2	1	2	0	0	2	2	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																			
19	Жириновский Владимир Вольфович	9784	38	56	80	31	11	89	52	28	79	88	81	70	55	69	114	92	101	19	115	122	102	90	95	118	122	100	96	164	115	104	122	114	138	96	139	109	116	129	130	130	107	93	76	106	89	136	86	88	84	101	108	81	95	142	115	103	118	108	86	69	89	97	108	66	118	108	84	90	82	86	129	153	121	101	88	112	65	161	77	112	128	127	78	88	46	69	48	97	107	118	75	81	114	108	133	80	73	74	83	60	42	58	61	79									
		8.01%	3.69%	7.41%	9.91%	7.85%	5.98%	8.25%	12.47%	4.29%	9.73%	6.83%	5.97%	5.70%	4.81%	6.10%	7.36%	5.96%	6.63%	10.86%	9.49%	8.59%	7.17%	8.35%	7.43%	12.42%	7.36%	8.03%	6.79%	11.16%	8.66%	9.15%	8.33%	8.38%	8.34%	6.79%	8.92%	6.87%	7.45%	8.73%	10.75%	9.26%	13.81%	9.70%	9.58%	9.93%	7.93%	9.07%	7.61%	6.50%	6.16%	7.79%	10.25%	7.84%	8.79%	11.98%	7.74%	8.99%	8.80%	8.22%	7.28%	6.50%	6.87%	8.29%	7.72%	6.65%	8.22%	10.44%	7.48%	7.59%	7.50%	6.38%	9.27%	10.02%	8.77%	9.68%	8.09%	9.52%	8.35%	10.09%	14.50%	9.45%	10.09%	7.89%	5.60%	7.53%	14.60%	5.54%	5.88%	8.56%	9.94%	9.12%	5.51%	6.24%	7.11%	8.15%	8.26%	7.29%	7.05%	6.90%	7.11%	4.89%	5.68%	6.07%	6.16%	8.37%									
20	Зюганов Геннадий Андреевич	21330	186	159	100	76	30	204	68	130	147	221	255	210	151	136	261	269	290	29	224	289	257	173	251	144	332	224	299	205	258	186	262	270	304	223	211	289	342	221	211	228	136	138	134	175	193	296	234	259	304	232	197	188	195	191	263	201	254	214	206	154	220	218	270	154	256	178	199	204	178	237	251	273	276	263	227	230	190	319	71	172	251	289	201	202	51	194	121	161	186	220	211	187	224	226	297	145	150	185	197	154	123	137	142	201									
		17.46%	18.06%	21.03%	12.39%	19.24%	16.30%	18.91%	16.31%	19.94%	18.10%	17.15%	18.79%	17.09%	13.20%	12.01%	16.85%	17.43%	19.04%	16.57%	18.48%	20.34%	18.06%	16.05%	19.62%	15.16%	20.04%	17.99%	21.15%	13.95%	19.43%	16.37%	17.90%	19.85%	18.38%	15.78%	13.53%	18.22%	21.95%	14.96%	17.45%	16.24%	17.55%	14.39%	16.90%	16.39%	17.20%	19.75%	20.71%	19.13%	22.30%	17.90%	18.69%	18.20%	18.04%	16.12%	17.70%	17.54%	18.94%	16.29%	17.43%	14.51%	16.99%	18.63%	19.30%	15.51%	17.84%	17.21%	17.72%	17.20%	16.29%	17.59%	18.04%	17.88%	20.00%	25.22%	20.86%	19.54%	24.42%	19.99%	13.37%	14.51%	19.78%	17.96%	14.44%	17.28%	16.19%	15.58%	14.81%	14.21%	17.29%	17.00%	15.49%	14.41%	13.97%	17.06%	18.44%	13.21%	14.48%	17.26%	16.88%	12.55%	16.64%	14.35%	14.33%	21.29%									
21	Миронов Сергей Михайлович	5247	54	32	37	16	11	50	21	37	33	55	60	42	43	31	74	89	52	3	40	78	64	45	47	29	96	58	58	47	43	39	68	52	65	53	47	64	86	60	44	61	21	37	27	33	44	76	53	51	52	69	43	42	44	31	68	56	45	70	60	39	60	59	69	40	63	55	68	70	47	55	47	68	63	44	56	49	52	71	10	48	43	59	52	60	10	61	27	53	51	58	59	56	63	64	84	53	50	38	43	47	38	42	53	44									
		4.30%	5.24%	4.23%	4.58%	4.05%	5.98%	4.63%	5.04%	5.67%	4.06%	4.27%	4.42%	3.42%	3.76%	2.74%	4.78%	5.77%	3.41%	1.71%	3.30%	5.49%	4.50%	4.17%	3.67%	3.05%	5.79%	4.66%	4.10%	3.20%	3.24%	3.43%	4.64%	3.82%	3.93%	3.75%	3.01%	4.04%	5.52%	4.06%	3.64%	4.34%	2.71%	3.86%	3.40%	3.09%	3.92%	5.07%	4.69%	3.77%	3.82%	5.32%	4.08%	4.07%	4.07%	2.62%	4.58%	4.89%	3.36%	5.33%	5.08%	3.68%	4.63%	5.04%	4.93%	4.03%	4.39%	5.32%	6.06%	5.90%	4.30%	4.08%	3.38%	4.45%	4.57%	4.22%	5.15%	4.16%	6.68%	4.45%	1.88%	4.05%	3.39%	3.67%	3.74%	5.13%	3.17%	4.90%	3.30%	4.68%	4.74%	4.48%	4.33%	4.31%	3.93%	4.83%	5.21%	4.83%	4.83%	3.54%	3.68%	3.83%	5.14%	4.40%	5.35%	4.66%									
22	Прохоров Михаил Дмитриевич	16099	208	84	126	31	11	94	55	72	86	156	272	253	266	304	285	262	280	8	141	139	196	104	159	104	180	133	157	199	122	114	137	128	149	143	152	134	155	131	101	139	84	82	68	155	102	152	136	146	135	174	144	111	136	114	208	126	158	181	110	114	199	137	201	164	212	188	164	176	158	169	145	176	162	87	84	122	67	175	37	86	131	171	345	184	9	253	192	132	109	130	313	252	289	173	268	176	174	180	179	276	147	203	210	88									
		13.18%	20.19%	11.11%	15.61%	7.85%	5.98%	8.71%	13.19%	11.04%	10.59%	12.10%	20.04%	20.59%	23.25%	26.86%	18.40%	16.98%	18.38%	4.57%	11.63%	9.78%	13.77%	9.65%	12.43%	10.95%	10.86%	10.68%	11.10%	13.54%	9.19%	10.04%	9.36%	9.41%	9.01%	10.12%	9.75%	8.45%	9.95%	8.87%	8.35%	9.90%	10.84%	8.55%	8.58%	14.51%	9.09%	10.14%	12.04%	10.78%	9.90%	13.43%	13.66%	10.75%	12.58%	9.62%	13.99%	10.99%	11.78%	13.77%	9.31%	10.74%	15.37%	11.71%	14.37%	16.52%	14.77%	18.18%	14.60%	14.84%	14.46%	12.55%	10.42%	11.53%	11.74%	8.34%	7.72%	10.37%	8.61%	10.96%	6.97%	7.26%	10.32%	10.63%	24.78%	15.74%	2.86%	20.32%	23.50%	11.65%	10.13%	10.05%	22.98%	19.41%	18.02%	13.06%	16.64%	16.03%	16.80%	16.79%	15.34%	22.49%	19.89%	21.26%	21.19%	9.32%									
23	Путин Владимир Владимирович	68031	532	416	454	239	120	620	217	374	452	759	681	639	616	582	792	810	785	112	676	774	788	654	709	546	902	714	787	838	773	682	857	789	980	880	939	967	835	918	714	829	412	601	478	585	681	825	605	787	776	699	545	593	596	687	817	652	748	718	709	668	713	649	732	554	771	480	594	631	618	777	799	840	745	531	576	649	397	854	326	744	698	937	697	623	191	649	414	676	611	756	695	702	892	729	808	630	578	578	648	677	386	506	515	522									
		55.70%	51.65%	55.03%	56.26%	60.51%	65.22%	57.46%	52.04%	57.36%	55.67%	58.88%	50.18%	51.99%	53.85%	51.41%	51.13%	52.50%	51.54%	64.00%	55.78%	54.47%	55.38%	60.67%	55.43%	57.47%	54.44%	57.35%	55.66%	57.01%	58.21%	60.04%	58.54%	58.01%	59.25%	62.28%	60.23%	60.97%	53.59%	62.15%	59.06%	59.05%	53.16%	62.67%	60.28%	54.78%	60.70%	55.04%	53.54%	58.12%	56.93%	53.94%	51.71%	57.41%	55.13%	57.97%	54.98%	56.89%	55.78%	54.64%	59.98%	62.96%	55.06%	55.47%	52.32%	55.79%	53.73%	46.42%	52.89%	53.20%	56.54%	57.68%	57.44%	55.01%	53.99%	50.91%	52.94%	55.14%	51.03%	53.51%	61.39%	62.78%	55.00%	58.23%	50.07%	53.29%	60.63%	52.13%	50.67%	59.66%	56.78%	58.42%	51.03%	54.08%	55.61%	55.02%	50.16%	57.38%	55.79%	53.92%	55.53%	55.18%	52.23%	52.98%	51.97%	55.30%									
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
																																																																																																																			
