14	Число неиспользованных открепительных удостоверений	686	9	10	0	0	0	6	22	18	4	6	9	9	17	10	2	6	2	0	21	18	15	9	11	7	0	12	7	8	4	6	8	7	0	10	4	5	10	1	4	4	6	7	6	7	4	4	7	12	7	12	14	1	12	3	5	11	1	5	12	12	7	4	8	9	5	5	17	6	10	6	0	0	9	14	11	11	5	4	2	8	7	9	13	15	10	10	14	18					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	35	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	2	1	1	0	0	3	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																															
18	Богданов Андрей Владимирович	1952	33	12	12	13	2	19	5	11	23	16	46	24	23	38	20	24	25	3	19	25	36	11	20	21	28	21	21	21	34	12	13	27	30	26	18	17	30	15	20	21	17	16	11	24	16	27	21	31	26	32	20	16	27	25	37	25	22	14	26	21	28	29	30	29	30	25	25	27	16	17	24	27	23	19	47	22	17	26	8	16	35	28	34	28	2	23	11	17					
		2.06%	3.73%	4.76%	2.09%	2.91%	1.21%	1.85%	1.30%	2.13%	2.32%	1.57%	3.30%	2.18%	3.10%	3.13%	1.84%	2.38%	1.77%	2.36%	2.28%	1.97%	2.63%	1.53%	1.59%	1.36%	2.15%	1.49%	1.53%	1.67%	2.48%	1.28%	1.05%	2.19%	2.13%	2.01%	1.28%	1.39%	2.36%	1.24%	1.74%	1.64%	1.87%	1.77%	1.66%	2.52%	2.24%	1.98%	1.58%	2.47%	1.86%	2.27%	1.63%	1.67%	2.98%	1.90%	2.41%	2.26%	1.80%	1.03%	2.16%	1.70%	1.86%	1.93%	2.83%	2.31%	2.21%	1.83%	2.69%	2.15%	2.14%	1.67%	1.63%	2.41%	2.14%	2.08%	4.50%	2.40%	1.97%	2.11%	1.21%	1.47%	2.60%	3.27%	2.92%	1.88%	0.78%	1.75%	2.14%	2.09%					
19	Жириновский Владимир Вольфович	13376	86	37	93	68	15	139	55	58	134	138	207	133	69	145	121	132	175	15	123	159	170	99	181	241	146	226	157	220	162	146	166	151	212	187	194	189	175	135	191	211	186	140	119	167	91	215	153	176	176	228	186	121	122	228	192	150	184	129	162	167	207	199	139	154	181	201	117	173	113	151	270	213	180	123	136	131	121	214	124	195	226	125	112	198	63	162	54	141					
		14.11%	9.72%	14.68%	16.17%	15.21%	9.09%	13.51%	14.32%	11.22%	13.51%	13.53%	14.87%	12.07%	9.31%	11.93%	11.11%	13.07%	12.38%	11.81%	14.75%	12.53%	12.42%	13.73%	14.43%	15.59%	11.22%	16.07%	11.46%	17.53%	11.82%	15.57%	13.46%	12.24%	15.05%	14.46%	13.77%	15.44%	13.75%	11.18%	16.65%	16.51%	20.51%	15.47%	17.92%	17.54%	12.76%	15.74%	11.55%	14.02%	12.56%	16.17%	15.15%	12.63%	13.47%	17.33%	12.48%	13.57%	15.09%	9.53%	13.46%	13.53%	13.78%	13.23%	13.10%	12.28%	13.35%	14.75%	12.61%	13.81%	15.15%	14.86%	18.34%	19.00%	16.71%	13.47%	13.01%	14.32%	14.04%	17.34%	18.82%	17.96%	16.82%	14.59%	9.61%	13.29%	24.71%	12.34%	10.53%	17.32%					
20	Зюганов Геннадий Андреевич	17420	183	24	58	90	55	216	31	127	214	229	257	168	73	184	188	175	222	28	160	232	252	160	270	323	266	247	278	199	264	149	263	271	266	271	279	289	332	186	217	247	107	171	128	148	147	320	310	229	368	215	194	151	183	183	281	192	257	176	254	241	246	292	175	227	254	219	150	223	122	191	240	204	215	172	209	151	162	263	76	152	243	160	149	224	58	225	82	138					
		18.38%	20.68%	9.52%	10.09%	20.13%	33.33%	20.99%	8.07%	24.56%	21.57%	22.45%	18.46%	15.25%	9.85%	15.14%	17.26%	17.33%	15.71%	22.05%	19.18%	18.28%	18.41%	22.19%	21.53%	20.89%	20.45%	17.57%	20.29%	15.86%	19.27%	15.88%	21.33%	21.96%	18.88%	20.96%	19.80%	23.61%	26.08%	15.41%	18.92%	19.33%	11.80%	18.90%	19.28%	15.55%	20.62%	23.43%	23.40%	18.25%	26.27%	15.25%	15.80%	15.76%	20.20%	13.91%	18.27%	17.38%	21.08%	12.99%	21.10%	19.53%	16.38%	19.41%	16.49%	18.10%	18.73%	16.07%	16.16%	17.80%	16.35%	18.80%	16.30%	18.20%	19.96%	18.84%	20.00%	16.50%	18.79%	21.31%	11.53%	13.99%	18.08%	18.67%	12.79%	15.03%	22.75%	17.14%	15.98%	16.95%					
21	Медведев Дмитрий Анатольевич	60311	562	172	400	271	89	632	290	313	606	617	866	753	568	819	732	668	981	81	521	832	891	438	763	933	830	876	886	793	884	607	769	761	873	791	871	710	718	852	697	780	581	573	401	592	447	785	819	789	799	916	799	652	561	852	999	708	728	1035	743	789	991	960	702	815	855	902	622	796	491	636	906	653	636	588	637	600	551	708	444	698	819	527	846	1018	118	873	358	497					
		63.64%	63.50%	68.25%	69.57%	60.63%	53.94%	61.42%	75.52%	60.54%	61.09%	60.49%	62.21%	68.33%	76.65%	67.41%	67.22%	66.14%	69.43%	63.78%	62.47%	65.56%	65.08%	60.75%	60.85%	60.35%	63.80%	62.30%	64.67%	63.19%	64.53%	64.71%	62.37%	61.67%	61.96%	61.18%	61.82%	58.01%	56.40%	70.59%	60.77%	61.03%	64.06%	63.31%	60.39%	62.18%	62.69%	57.47%	61.81%	62.87%	57.03%	64.96%	65.07%	68.06%	61.92%	64.74%	64.95%	64.07%	59.72%	76.44%	61.71%	63.94%	65.98%	63.83%	66.16%	64.99%	63.05%	66.18%	67.03%	63.53%	65.82%	62.60%	61.55%	58.25%	59.05%	64.40%	60.96%	65.57%	63.92%	57.37%	67.37%	64.27%	60.94%	61.49%	72.62%	68.32%	46.27%	66.49%	69.79%	61.06%					
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
