Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Мотыгинская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643					
31	"14. ""Великая Россия - Евразийский Союз"""	8	1	0	0	2	0	0	0	1	1	1	1	0	0	1	0	0	0					
		0.12%	0.26%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.25%	0.58%	0.27%	0.23%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	4	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0					
		0.06%	0.26%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.12%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	982	68	119	65	82	28	45	17	54	47	64	69	69	24	139	34	18	40					
		15.69%	18.27%	18.50%	14.31%	17.29%	18.30%	11.50%	9.60%	13.95%	27.64%	17.72%	16.54%	16.95%	9.09%	17.01%	11.64%	11.84%	12.34%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	0	2	0	3	1	3	0	1	3	1	1	0	0	1	3	2	1					
		0.35%	0.0%	0.31%	0.0%	0.63%	0.65%	0.76%	0.0%	0.25%	1.76%	0.27%	0.23%	0.0%	0.0%	0.12%	1.02%	1.31%	0.30%					
35	"18. ""ЛДПР"""	871	46	72	70	50	11	48	36	67	26	78	53	53	41	82	52	33	53					
		13.92%	12.36%	11.19%	15.41%	10.54%	7.18%	12.27%	20.33%	17.31%	15.29%	21.60%	12.70%	13.02%	15.53%	10.03%	17.80%	21.71%	16.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	106	5	11	9	3	2	8	3	8	1	5	12	5	11	7	6	1	9					
		1.69%	1.34%	1.71%	1.98%	0.63%	1.30%	2.04%	1.69%	2.06%	0.58%	1.38%	2.87%	1.22%	4.16%	0.85%	2.05%	0.65%	2.77%					
37	"20. ""Политическая партия ""Единая Россия"""	2081	124	200	141	173	50	186	50	125	35	117	142	129	71	261	100	50	127					
		33.26%	33.33%	31.10%	31.05%	36.49%	32.67%	47.57%	28.24%	32.29%	20.58%	32.40%	34.05%	31.69%	26.89%	31.94%	34.24%	32.89%	39.19%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	0	1	2	0	0	1	0	1	1	0	0	1	0	0	0	0	1					
		0.12%	0.0%	0.15%	0.44%	0.0%	0.0%	0.25%	0.0%	0.25%	0.58%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.30%					
39	"22. ""Развитие предпринимательства"""	11	2	0	0	0	1	0	0	1	0	0	1	4	0	2	0	0	0					
		0.17%	0.53%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.25%	0.0%	0.0%	0.23%	0.98%	0.0%	0.24%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1002	60	122	86	68	24	51	20	73	25	27	61	88	57	130	51	25	34					
		16.01%	16.12%	18.97%	18.94%	14.34%	15.68%	13.04%	11.29%	18.86%	14.70%	7.47%	14.62%	21.62%	21.59%	15.91%	17.46%	16.44%	10.49%					
																								
41	Против всех	391	18	29	46	24	16	5	23	22	7	27	21	13	25	79	13	7	16					
		6.25%	4.83%	4.51%	10.13%	5.06%	10.45%	1.27%	12.99%	5.68%	4.11%	7.47%	5.03%	3.19%	9.46%	9.66%	4.45%	4.60%	4.93%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
