Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Думиничская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК  111	УИК  112	УИК  113	УИК  114	УИК  115	УИК  116	УИК  117	УИК  118	УИК  119	УИК  120	УИК  121	УИК  122	УИК  123	УИК  124	УИК  125	УИК  126	УИК  127	УИК  128	УИК  129					
15	Число открепительных удостоверений выданных ТИК	9	0	3	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	85	10	10	4	5	9	1	1	4	0	1	1	11	2	3	10	1	1	4	7					
		1.25%	0.95%	0.72%	1.11%	1.58%	2.05%	0.81%	0.94%	1.93%	0.0%	0.81%	0.65%	1.62%	1.05%	1.07%	2.63%	0.57%	0.54%	2.19%	1.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	74	8	18	7	1	7	1	2	2	0	3	0	4	3	1	6	0	4	1	6					
		1.08%	0.76%	1.30%	1.94%	0.31%	1.60%	0.81%	1.88%	0.96%	0.0%	2.43%	0.0%	0.59%	1.58%	0.35%	1.58%	0.0%	2.16%	0.54%	1.67%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	128	24	29	6	6	3	1	0	3	1	1	1	15	1	9	7	4	0	5	12					
		1.88%	2.30%	2.10%	1.66%	1.90%	0.68%	0.81%	0.0%	1.44%	0.80%	0.81%	0.65%	2.21%	0.52%	3.22%	1.84%	2.28%	0.0%	2.74%	3.34%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	94	12	17	1	2	6	1	1	1	0	1	0	30	2	1	5	2	2	3	7					
		1.38%	1.15%	1.23%	0.27%	0.63%	1.37%	0.81%	0.94%	0.48%	0.0%	0.81%	0.0%	4.43%	1.05%	0.35%	1.31%	1.14%	1.08%	1.64%	1.94%					
22	"5. ""За Русь Святую"""	50	4	15	4	4	3	2	0	0	0	1	2	6	1	1	0	2	1	0	4					
		0.73%	0.38%	1.09%	1.11%	1.26%	0.68%	1.62%	0.0%	0.0%	0.0%	0.81%	1.30%	0.88%	0.52%	0.35%	0.0%	1.14%	0.54%	0.0%	1.11%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	3	8	1	6	1	1	0	0	2	0	0	1	0	3	0	2	0	0	1					
		0.42%	0.28%	0.58%	0.27%	1.90%	0.22%	0.81%	0.0%	0.0%	1.61%	0.0%	0.0%	0.14%	0.0%	1.07%	0.0%	1.14%	0.0%	0.0%	0.27%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	4	5	6	0	1	1	2	0	0	0	0	3	0	2	2	2	0	0	3					
		0.45%	0.38%	0.36%	1.66%	0.0%	0.22%	0.81%	1.88%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.71%	0.52%	1.14%	0.0%	0.0%	0.83%					
25	"8. ""Народно-республиканская партия России"""	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
		0.05%	0.09%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.54%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	1	3	0	4	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1					
		0.17%	0.09%	0.21%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.14%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.27%					
27	"10. ""Аграрная партия России"""	266	37	43	5	15	40	7	9	21	6	5	6	10	8	4	6	23	8	5	8					
		3.91%	3.55%	3.12%	1.38%	4.76%	9.15%	5.69%	8.49%	10.14%	4.83%	4.06%	3.92%	1.47%	4.23%	1.43%	1.58%	13.14%	4.32%	2.74%	2.22%					
28	"11. ""Истинные патриоты России"""	17	1	1	1	2	0	0	0	0	1	1	0	3	0	3	0	0	0	3	1					
		0.25%	0.09%	0.07%	0.27%	0.63%	0.0%	0.0%	0.0%	0.0%	0.80%	0.81%	0.0%	0.44%	0.0%	1.07%	0.0%	0.0%	0.0%	1.64%	0.27%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	53	11	11	2	2	4	1	0	3	0	1	0	4	0	3	4	1	0	1	5					
		0.78%	1.05%	0.79%	0.55%	0.63%	0.91%	0.81%	0.0%	1.44%	0.0%	0.81%	0.0%	0.59%	0.0%	1.07%	1.05%	0.57%	0.0%	0.54%	1.39%					
30	"13. ""Демократическая партия России"""	14	3	1	1	0	0	0	0	0	0	1	0	2	2	1	1	0	0	0	2					
		0.20%	0.28%	0.07%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.29%	1.05%	0.35%	0.26%	0.0%	0.0%	0.0%	0.55%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	1	1	0	1	3	2	0	0	0	0	0	2	1	0	0	0	0	0	1					
		0.17%	0.09%	0.07%	0.0%	0.31%	0.68%	1.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%					
32	"15. ""Партия СЛОН"""	9	2	2	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0					
		0.13%	0.19%	0.14%	0.0%	0.31%	0.22%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.26%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	408	69	98	25	21	22	22	1	12	3	5	6	43	8	19	14	8	9	4	19					
		6.00%	6.62%	7.12%	6.94%	6.66%	5.03%	17.88%	0.94%	5.79%	2.41%	4.06%	3.92%	6.36%	4.23%	6.81%	3.69%	4.57%	4.86%	2.19%	5.29%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	35	1	2	2	3	3	0	1	2	2	1	0	6	1	0	5	1	0	1	4					
		0.51%	0.09%	0.14%	0.55%	0.95%	0.68%	0.0%	0.94%	0.96%	1.61%	0.81%	0.0%	0.88%	0.52%	0.0%	1.31%	0.57%	0.0%	0.54%	1.11%					
35	"18. ""ЛДПР"""	717	123	163	37	23	48	7	9	18	4	7	8	91	14	11	89	11	11	11	32					
		10.55%	11.80%	11.84%	10.27%	7.30%	10.98%	5.69%	8.49%	8.69%	3.22%	5.69%	5.22%	13.46%	7.40%	3.94%	23.48%	6.28%	5.94%	6.04%	8.91%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	470	67	99	5	11	14	7	11	9	0	2	0	44	72	81	16	9	12	2	9					
		6.92%	6.42%	7.19%	1.38%	3.49%	3.20%	5.69%	10.37%	4.34%	0.0%	1.62%	0.0%	6.50%	38.09%	29.03%	4.22%	5.14%	6.48%	1.09%	2.50%					
37	"20. ""Политическая партия ""Единая Россия"""	2830	438	547	172	114	207	57	53	106	69	57	75	215	61	81	129	81	114	111	143					
		41.67%	42.03%	39.75%	47.77%	36.19%	47.36%	46.34%	50.0%	51.20%	55.64%	46.34%	49.01%	31.80%	32.27%	29.03%	34.03%	46.28%	61.62%	60.98%	39.83%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	1	3	1	3	1	0	0	0	0	0	1	6	1	0	0	0	0	0	2					
		0.27%	0.09%	0.21%	0.27%	0.95%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.88%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%					
39	"22. ""Развитие предпринимательства"""	11	0	4	0	1	2	0	0	0	0	0	0	1	0	0	2	1	0	0	0					
		0.16%	0.0%	0.29%	0.0%	0.31%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.52%	0.57%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1015	155	204	64	58	31	7	15	15	32	28	46	143	4	38	59	13	18	22	63					
		14.94%	14.87%	14.82%	17.77%	18.41%	7.09%	5.69%	14.15%	7.24%	25.80%	22.76%	30.06%	21.15%	2.11%	13.62%	15.56%	7.42%	9.72%	12.08%	17.54%					
																										
41	Против всех	237	40	67	10	18	18	1	0	7	1	4	3	21	6	5	15	3	3	5	10					
		3.49%	3.83%	4.86%	2.77%	5.71%	4.11%	0.81%	0.0%	3.38%	0.80%	3.25%	1.96%	3.10%	3.17%	1.79%	3.95%	1.71%	1.62%	2.74%	2.78%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
