Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Мелекесская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	96	9	3	8	8	12	0	10	3	0	0	4	1	0	0	4	0	0	4	3	0	7	0	1	0	2	0	1	0	5	2	0	0	0	0	0	2	0	0	0	0	0	3	0	0	3	0	0	1									
		0.57%	0.73%	0.47%	0.92%	5.33%	1.17%	0.00%	1.38%	1.11%	0.00%	0.00%	0.85%	0.39%	0.00%	0.00%	1.25%	0.00%	0.00%	0.46%	0.96%	0.00%	0.54%	0.00%	0.56%	0.00%	1.08%	0.00%	0.42%	0.00%	0.69%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.81%	0.00%	0.00%	0.85%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0	1	1	1	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.12%	0.32%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.80%	0.63%	0.00%	0.00%	0.00%	0.16%	0.00%	0.20%	0.27%	0.33%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	8	0	7	1	8	6	5	1	1	0	2	4	0	4	1	2	1	11	1	1	10	1	0	0	1	1	0	3	4	4	0	0	0	0	2	6	1	1	4	1	1	4	1	2	1	1	0	0									
		0.67%	0.65%	0.00%	0.80%	0.67%	0.78%	0.96%	0.69%	0.37%	0.70%	0.00%	0.43%	1.54%	0.00%	0.77%	0.31%	0.87%	1.18%	1.27%	0.32%	1.32%	0.78%	0.56%	0.00%	0.00%	0.54%	0.45%	0.00%	0.99%	0.55%	0.82%	0.00%	0.00%	0.00%	0.00%	1.48%	1.41%	0.93%	0.63%	1.18%	1.47%	2.63%	0.65%	1.82%	0.41%	0.27%	0.33%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3939	271	151	324	36	229	126	219	69	34	10	106	57	33	172	110	51	12	147	71	29	348	21	27	34	25	73	28	81	173	88	62	12	17	4	20	91	11	53	72	17	11	97	3	76	116	68	37	17									
		23.24%	21.98%	23.67%	37.16%	24.00%	22.28%	20.16%	30.12%	25.46%	23.94%	14.29%	22.65%	22.01%	25.78%	33.08%	34.38%	22.17%	14.12%	16.96%	22.61%	38.16%	27.08%	11.67%	15.25%	24.29%	13.44%	32.74%	11.86%	26.82%	23.83%	18.11%	15.38%	15.58%	17.71%	10.81%	14.81%	21.36%	10.28%	33.13%	21.30%	25.00%	28.95%	15.75%	5.45%	15.45%	31.27%	22.59%	25.00%	14.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	6	2	1	0	4	3	1	1	0	0	4	2	0	1	0	0	0	2	1	0	5	1	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	2	2	0	0	1	0	0	1	1	3	1									
		0.29%	0.49%	0.31%	0.11%	0.00%	0.39%	0.48%	0.14%	0.37%	0.00%	0.00%	0.85%	0.77%	0.00%	0.19%	0.00%	0.00%	0.00%	0.23%	0.32%	0.00%	0.39%	0.56%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.14%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	1.25%	0.59%	0.00%	0.00%	0.16%	0.00%	0.00%	0.27%	0.33%	2.03%	0.85%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	273	13	11	9	1	28	14	14	5	3	3	7	2	3	5	6	2	4	24	0	2	20	1	0	2	2	1	0	3	18	9	6	3	2	0	4	11	2	5	2	0	3	5	0	4	6	6	0	2									
		1.61%	1.05%	1.72%	1.03%	0.67%	2.72%	2.24%	1.93%	1.85%	2.11%	4.29%	1.50%	0.77%	2.34%	0.96%	1.88%	0.87%	4.71%	2.77%	0.00%	2.63%	1.56%	0.56%	0.00%	1.43%	1.08%	0.45%	0.00%	0.99%	2.48%	1.85%	1.49%	3.90%	2.08%	0.00%	2.96%	2.58%	1.87%	3.13%	0.59%	0.00%	7.89%	0.81%	0.00%	0.81%	1.62%	1.99%	0.00%	1.69%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
