Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Сорочинская городская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	528	8	1	4	13	16	2	3	2	3	13	18	1	5	11	2	4	9	4	16	2	8	13	15	9	3	6	1	27	1	13	6	24	27	20	18	23	19	20	14	20	16	28	18	17	25									
		3.05%	3.83%	0.94%	4.12%	3.68%	4.09%	1.65%	3.00%	0.98%	1.85%	3.92%	4.22%	1.04%	2.62%	6.25%	0.84%	1.88%	4.48%	1.38%	8.84%	2.90%	3.07%	3.50%	2.95%	13.24%	4.62%	2.74%	1.18%	5.56%	0.52%	5.02%	1.24%	2.83%	2.75%	2.48%	2.97%	3.80%	2.66%	2.55%	2.17%	2.93%	2.64%	3.31%	3.14%	2.45%	3.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	251	2	0	1	2	9	0	0	0	0	10	5	1	2	3	2	4	4	6	4	1	0	3	9	0	2	3	1	6	6	4	7	16	17	10	6	7	8	17	7	15	6	13	12	6	14									
		1.45%	0.96%	0.00%	1.03%	0.57%	2.30%	0.00%	0.00%	0.00%	0.00%	3.01%	1.17%	1.04%	1.05%	1.70%	0.84%	1.88%	1.99%	2.08%	2.21%	1.45%	0.00%	0.81%	1.77%	0.00%	3.08%	1.37%	1.18%	1.23%	3.14%	1.54%	1.45%	1.89%	1.73%	1.24%	0.99%	1.16%	1.12%	2.17%	1.09%	2.20%	0.99%	1.54%	2.09%	0.86%	1.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7777	101	77	73	125	191	75	51	98	107	160	162	45	86	86	101	113	85	124	71	51	91	188	225	34	21	73	39	192	102	137	217	381	422	338	262	272	336	351	318	297	250	344	261	307	337									
		44.87%	48.33%	72.64%	75.26%	35.41%	48.85%	61.98%	51.00%	48.04%	66.05%	48.19%	37.94%	46.88%	45.03%	48.86%	42.62%	53.05%	42.29%	42.91%	39.23%	73.91%	34.87%	50.67%	44.20%	50.00%	32.31%	33.33%	45.88%	39.51%	53.40%	52.90%	44.93%	44.98%	42.93%	41.83%	43.16%	44.96%	47.06%	44.77%	49.30%	43.55%	41.19%	40.66%	45.55%	44.17%	43.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	0	0	0	0	2	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	1	3	8	3	4	4	0	4	2	1	1	3	7	3	5	4									
		0.38%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	1.00%	0.49%	0.00%	0.30%	0.00%	1.04%	0.00%	0.00%	0.00%	0.47%	0.00%	0.35%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.62%	0.94%	0.31%	0.50%	0.66%	0.00%	0.56%	0.26%	0.16%	0.15%	0.49%	0.83%	0.52%	0.72%	0.51%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	0	0	0	1	2	0	1	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	1	0	0	0	1	2	0	0	1	3	0	0	2	4	3	1	1	3	1	3	1	0	2									
		0.23%	0.00%	0.00%	0.00%	0.28%	0.51%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.84%	0.00%	0.00%	0.35%	0.00%	0.00%	0.38%	0.27%	0.20%	0.00%	0.00%	0.00%	1.18%	0.41%	0.00%	0.00%	0.21%	0.35%	0.00%	0.00%	0.33%	0.66%	0.42%	0.13%	0.16%	0.44%	0.16%	0.35%	0.17%	0.00%	0.26%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3804	44	10	10	102	70	10	22	31	22	76	99	23	26	32	64	21	28	79	34	7	35	75	124	3	8	56	25	89	53	37	110	179	206	208	174	126	132	198	155	162	162	199	131	170	177									
		21.95%	21.05%	9.43%	10.31%	28.90%	17.90%	8.26%	22.00%	15.20%	13.58%	22.89%	23.19%	23.96%	13.61%	18.18%	27.00%	9.86%	13.93%	27.34%	18.78%	10.14%	13.41%	20.22%	24.36%	4.41%	12.31%	25.57%	29.41%	18.31%	27.75%	14.29%	22.77%	21.13%	20.96%	25.74%	28.67%	20.83%	18.49%	25.26%	24.03%	23.75%	26.69%	23.52%	22.86%	24.46%	22.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	70	0	0	0	3	0	0	1	0	0	2	2	0	0	0	1	0	2	0	3	0	2	0	0	0	0	0	0	1	0	1	2	3	4	2	2	4	1	4	3	2	1	4	8	3	9									
		0.40%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	1.00%	0.00%	0.00%	0.60%	0.47%	0.00%	0.00%	0.00%	0.42%	0.00%	0.99%	0.00%	1.66%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.39%	0.41%	0.35%	0.41%	0.25%	0.33%	0.66%	0.14%	0.51%	0.47%	0.29%	0.16%	0.47%	1.40%	0.43%	1.15%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	91	0	0	0	1	3	0	0	0	1	0	3	1	0	0	2	0	0	2	0	0	0	0	6	1	0	2	1	2	2	0	2	4	10	10	1	0	4	4	0	0	4	8	4	3	10									
		0.53%	0.00%	0.00%	0.00%	0.28%	0.77%	0.00%	0.00%	0.00%	0.62%	0.00%	0.70%	1.04%	0.00%	0.00%	0.84%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	1.18%	1.47%	0.00%	0.91%	1.18%	0.41%	1.05%	0.00%	0.41%	0.47%	1.02%	1.24%	0.16%	0.00%	0.56%	0.51%	0.00%	0.00%	0.66%	0.95%	0.70%	0.43%	1.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	2	2	0	3	1	1	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.12%	0.00%	0.17%	0.00%	0.00%	0.31%	0.29%	0.00%	0.35%	0.17%	0.14%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	99	1	0	0	5	2	1	0	0	0	1	0	0	0	0	0	1	3	1	1	0	0	2	2	0	0	2	1	4	2	1	6	6	4	8	5	2	4	4	0	3	4	8	5	0	10									
		0.57%	0.48%	0.00%	0.00%	1.42%	0.51%	0.83%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	1.49%	0.35%	0.55%	0.00%	0.00%	0.54%	0.39%	0.00%	0.00%	0.91%	1.18%	0.82%	1.05%	0.39%	1.24%	0.71%	0.41%	0.99%	0.82%	0.33%	0.56%	0.51%	0.00%	0.44%	0.66%	0.95%	0.87%	0.00%	1.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3526	48	17	6	78	81	32	18	64	21	52	114	19	63	39	53	59	56	48	43	6	96	62	104	16	24	45	14	143	16	47	97	169	193	157	105	133	130	142	104	138	124	177	92	130	151									
		20.35%	22.97%	16.04%	6.19%	22.10%	20.72%	26.45%	18.00%	31.37%	12.96%	15.66%	26.70%	19.79%	32.98%	22.16%	22.36%	27.70%	27.86%	16.61%	23.76%	8.70%	36.78%	16.71%	20.43%	23.53%	36.92%	20.55%	16.47%	29.42%	8.38%	18.15%	20.08%	19.95%	19.63%	19.43%	17.30%	21.98%	18.21%	18.11%	16.12%	20.23%	20.43%	20.92%	16.06%	18.71%	19.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	1	0	0	0	1	1	0	1	0	0	2	1	1	0	0	0	0	1	0	0	1	0	2	1	1	2	1	0	1	1	1	1	4	1	4	4	1	5	4	3	1	3	1	8	6									
		0.38%	0.48%	0.00%	0.00%	0.00%	0.26%	0.83%	0.00%	0.49%	0.00%	0.00%	0.47%	1.04%	0.52%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.38%	0.00%	0.39%	1.47%	1.54%	0.91%	1.18%	0.00%	0.52%	0.39%	0.21%	0.12%	0.41%	0.12%	0.66%	0.66%	0.14%	0.64%	0.62%	0.44%	0.16%	0.35%	0.17%	1.15%	0.77%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	463	3	1	3	5	8	0	1	3	2	6	10	4	6	3	1	4	8	11	2	2	7	11	10	2	3	22	1	2	4	5	26	34	50	23	13	12	12	17	11	12	19	26	13	20	25									
		2.67%	1.44%	0.94%	3.09%	1.42%	2.05%	0.00%	1.00%	1.47%	1.23%	1.81%	2.34%	4.17%	3.14%	1.70%	0.42%	1.88%	3.98%	3.81%	1.10%	2.90%	2.68%	2.96%	1.96%	2.94%	4.62%	10.05%	1.18%	0.41%	2.09%	1.93%	5.38%	4.01%	5.09%	2.85%	2.14%	1.98%	1.68%	2.17%	1.71%	1.76%	3.13%	3.07%	2.27%	2.88%	3.19%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
