Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Еланская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534									
		1.60%	2.43%	1.79%	1.49%	1.14%	0.71%	1.12%	3.07%	2.22%	2.85%	1.80%	3.18%	0.28%	2.37%	0.00%	0.57%	0.51%	1.78%	2.16%	1.40%	1.25%	1.91%	0.70%	2.48%	0.00%	1.55%	2.67%	2.56%	0.40%	0.00%	1.59%	0.00%	1.14%	2.35%	0.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6225	221	278	170	298	404	337	110	297	194	230	71	148	59	22	129	105	217	312	211	246	200	231	266	118	392	123	98	130	86	167	72	56	106	121									
		47.73%	41.23%	45.28%	36.17%	48.53%	57.22%	47.20%	42.15%	47.07%	36.81%	46.00%	45.22%	41.57%	34.91%	40.74%	36.65%	53.30%	55.22%	44.89%	49.07%	44.01%	38.17%	53.72%	43.97%	74.21%	60.68%	36.50%	50.26%	52.63%	71.67%	53.02%	70.59%	63.64%	62.35%	71.60%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	4	3	1	2	5	2	1	3	2	1	2	0	0	0	1	0	4	0	2	1	1	0	3	2	4	0	3	0	0	0	0	1	1	0									
		0.38%	0.75%	0.49%	0.21%	0.33%	0.71%	0.28%	0.38%	0.48%	0.38%	0.20%	1.27%	0.00%	0.00%	0.00%	0.28%	0.00%	1.02%	0.00%	0.47%	0.18%	0.19%	0.00%	0.50%	1.26%	0.62%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	1.14%	0.59%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	1	2	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	1									
		0.12%	0.00%	0.16%	0.43%	0.16%	0.14%	0.14%	0.00%	0.16%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2369	81	102	85	119	106	131	65	117	134	92	30	69	47	7	87	30	74	91	70	128	111	59	116	25	102	73	29	36	18	70	11	20	22	12									
		18.16%	15.11%	16.61%	18.09%	19.38%	15.01%	18.35%	24.90%	18.54%	25.43%	18.40%	19.11%	19.38%	27.81%	12.96%	24.72%	15.23%	18.83%	13.09%	16.28%	22.90%	21.18%	13.72%	19.17%	15.72%	15.79%	21.66%	14.87%	14.57%	15.00%	22.22%	10.78%	22.73%	12.94%	7.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	1	4	1	1	1	7	3	3	0	0	0	0	0	0	2	0	0	3	3	0	1	2	3	0	1	1	0	0	1	0	0	1	0	0									
		0.30%	0.19%	0.65%	0.21%	0.16%	0.14%	0.98%	1.15%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.43%	0.70%	0.00%	0.19%	0.47%	0.50%	0.00%	0.15%	0.30%	0.00%	0.00%	0.83%	0.00%	0.00%	1.14%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	5	5	0	4	4	6	4	1	1	6	0	1	0	0	1	1	1	1	3	2	4	0	1	0	2	0	1	0	0	0	0	0	0	0									
		0.41%	0.93%	0.81%	0.00%	0.65%	0.57%	0.84%	1.53%	0.16%	0.19%	1.20%	0.00%	0.28%	0.00%	0.00%	0.28%	0.51%	0.25%	0.14%	0.70%	0.36%	0.76%	0.00%	0.17%	0.00%	0.31%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.21%	0.00%	0.00%	0.14%	0.38%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	4	1	2	2	0	4	3	0	7	7	0	0	1	0	1	0	0	4	0	6	7	2	1	1	2	0	0	2	0	1	1	0	0	1									
		0.46%	0.75%	0.16%	0.43%	0.33%	0.00%	0.56%	1.15%	0.00%	1.33%	1.40%	0.00%	0.00%	0.59%	0.00%	0.28%	0.00%	0.00%	0.58%	0.00%	1.07%	1.34%	0.47%	0.17%	0.63%	0.31%	0.00%	0.00%	0.81%	0.00%	0.32%	0.98%	0.00%	0.00%	0.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2200	117	103	96	95	88	112	27	90	88	65	22	104	37	10	76	28	57	141	88	78	133	85	114	7	85	61	42	53	7	36	10	6	21	18									
		16.87%	21.83%	16.78%	20.43%	15.47%	12.46%	15.69%	10.34%	14.26%	16.70%	13.00%	14.01%	29.21%	21.89%	18.52%	21.59%	14.21%	14.50%	20.29%	20.47%	13.95%	25.38%	19.77%	18.84%	4.40%	13.16%	18.10%	21.54%	21.46%	5.83%	11.43%	9.80%	6.82%	12.35%	10.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	717	49	52	46	31	32	50	20	55	39	39	3	5	6	3	24	9	9	61	7	33	19	19	30	1	15	23	3	2	2	12	3	2	10	3									
		5.50%	9.14%	8.47%	9.79%	5.05%	4.53%	7.00%	7.66%	8.72%	7.40%	7.80%	1.91%	1.40%	3.55%	5.56%	6.82%	4.57%	2.29%	8.78%	1.63%	5.90%	3.63%	4.42%	4.96%	0.63%	2.32%	6.82%	1.54%	0.81%	1.67%	3.81%	2.94%	2.27%	5.88%	1.78%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	366	14	20	15	19	22	18	2	18	17	24	6	4	7	5	10	4	6	21	13	25	14	10	20	3	14	8	4	6	2	9	3	1	1	1									
		2.81%	2.61%	3.26%	3.19%	3.09%	3.12%	2.52%	0.77%	2.85%	3.23%	4.80%	3.82%	1.12%	4.14%	9.26%	2.84%	2.03%	1.53%	3.02%	3.02%	4.47%	2.67%	2.33%	3.31%	1.89%	2.17%	2.37%	2.05%	2.43%	1.67%	2.86%	2.94%	1.14%	0.59%	0.59%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
