Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Аскинская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №3459									
		1.83%	2.73%	0.53%	1.16%	1.80%	0.85%	2.40%	1.10%	4.00%	0.93%	1.83%	1.28%	0.00%	1.21%	0.89%	0.00%	0.00%	34.51%	0.00%	0.00%	0.00%	0.81%	0.00%	0.56%	1.33%	0.00%	1.31%	0.33%	1.45%	1.68%	0.00%	2.27%	1.65%	0.69%	0.35%	0.00%	0.00%	1.88%	1.63%	3.20%	2.65%	0.00%	1.43%	1.23%	2.00%	0.00%	0.00%	2.87%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	480	27	16	7	27	5	49	6	4	8	8	2	18	2	4	3	4	6	7	0	8	15	13	8	4	0	7	3	16	52	7	2	13	13	10	0	0	4	16	17	0	6	27	8	5	0	9	14									
		3.65%	3.07%	2.83%	4.05%	3.04%	1.07%	5.34%	3.30%	5.33%	7.48%	4.88%	1.28%	10.84%	1.21%	1.79%	2.42%	2.47%	2.65%	1.51%	0.00%	5.88%	6.05%	3.99%	4.47%	1.78%	0.00%	1.83%	0.99%	5.82%	9.70%	5.69%	4.55%	4.29%	4.51%	3.51%	0.00%	0.00%	1.88%	5.23%	6.80%	0.00%	4.26%	7.71%	4.94%	3.33%	0.00%	3.15%	5.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	224	20	18	5	11	3	26	1	0	1	5	1	1	0	2	2	1	6	9	0	0	5	0	6	3	0	14	3	4	15	1	0	2	4	6	0	0	8	2	5	2	0	12	3	4	0	9	4									
		1.70%	2.28%	3.19%	2.89%	1.24%	0.64%	2.84%	0.55%	0.00%	0.93%	3.05%	0.64%	0.60%	0.00%	0.89%	1.61%	0.62%	2.65%	1.94%	0.00%	0.00%	2.02%	0.00%	3.35%	1.33%	0.00%	3.66%	0.99%	1.45%	2.80%	0.81%	0.00%	0.66%	1.39%	2.11%	0.00%	0.00%	3.76%	0.65%	2.00%	0.66%	0.00%	3.43%	1.85%	2.67%	0.00%	3.15%	1.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8791	506	385	108	480	297	520	127	52	66	110	116	113	115	152	74	135	111	342	171	123	179	207	132	209	59	282	210	174	323	89	25	188	235	196	140	179	164	225	152	203	119	231	123	107	152	212	173									
		66.76%	57.57%	68.14%	62.43%	53.99%	63.46%	56.71%	69.78%	69.33%	61.68%	67.07%	74.36%	68.07%	69.70%	67.86%	59.68%	83.33%	49.12%	73.87%	77.03%	90.44%	72.18%	63.50%	73.74%	92.89%	71.08%	73.82%	69.31%	63.27%	60.26%	72.36%	56.82%	62.05%	81.60%	68.77%	58.33%	78.17%	76.99%	73.53%	60.80%	67.22%	84.40%	66.00%	75.93%	71.33%	77.16%	74.13%	62.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	6	1	1	7	0	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	4	3	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	2	2	0	1	3	0	0	0	0	1									
		0.36%	0.68%	0.18%	0.58%	0.79%	0.00%	0.22%	0.00%	0.00%	0.00%	0.61%	1.28%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.92%	1.12%	0.00%	0.00%	0.79%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.65%	0.80%	0.00%	0.71%	0.86%	0.00%	0.00%	0.00%	0.00%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	1	1	0	4	0	4	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	2	2	1	0	3	4									
		0.27%	0.11%	0.18%	0.00%	0.45%	0.00%	0.44%	0.00%	0.00%	0.93%	0.00%	0.00%	1.20%	0.00%	0.45%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.89%	0.00%	0.26%	0.00%	0.00%	0.19%	0.81%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.57%	1.23%	0.67%	0.00%	1.05%	1.43%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1469	154	88	23	133	85	119	23	15	16	14	16	10	32	45	11	11	17	43	32	3	15	25	9	1	14	43	59	22	48	11	9	6	8	41	24	15	8	27	14	59	7	20	3	14	23	13	41									
		11.16%	17.52%	15.58%	13.29%	14.96%	18.16%	12.98%	12.64%	20.00%	14.95%	8.54%	10.26%	6.02%	19.39%	20.09%	8.87%	6.79%	7.52%	9.29%	14.41%	2.21%	6.05%	7.67%	5.03%	0.44%	16.87%	11.26%	19.47%	8.00%	8.96%	8.94%	20.45%	1.98%	2.78%	14.39%	10.00%	6.55%	3.76%	8.82%	5.60%	19.54%	4.96%	5.71%	1.85%	9.33%	11.68%	4.55%	14.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	2	0	5	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0									
		0.14%	0.11%	0.35%	0.00%	0.56%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	2.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	23	1	2	0	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0									
		0.17%	0.11%	0.35%	0.00%	0.67%	0.43%	0.65%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	5	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0									
		0.17%	0.57%	0.00%	0.00%	0.34%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	2	3	1	8	2	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	1	2	1	0	0	1	0	0	0	0	0	0	1	0	0	1									
		0.27%	0.23%	0.53%	0.58%	0.90%	0.43%	0.22%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.56%	0.00%	0.00%	0.33%	0.69%	0.35%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.36%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1453	102	39	21	134	47	138	14	1	14	14	14	22	12	15	27	9	4	53	17	0	21	72	16	1	10	18	22	55	66	13	6	78	17	17	73	26	10	13	45	25	5	35	19	12	22	35	24									
		11.03%	11.60%	6.90%	12.14%	15.07%	10.04%	15.05%	7.69%	1.33%	13.08%	8.54%	8.97%	13.25%	7.27%	6.70%	21.77%	5.56%	1.77%	11.45%	7.66%	0.00%	8.47%	22.09%	8.94%	0.44%	12.05%	4.71%	7.26%	20.00%	12.31%	10.57%	13.64%	25.74%	5.90%	5.96%	30.42%	11.35%	4.69%	4.25%	18.00%	8.28%	3.55%	10.00%	11.73%	8.00%	11.17%	12.24%	8.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	4	0	0	4	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	2	0	0	0	1	0	0	2	0	0	2									
		0.21%	0.46%	0.00%	0.00%	0.45%	0.85%	0.22%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	1.33%	0.00%	0.00%	0.72%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	145	10	7	1	24	19	10	2	0	0	3	2	0	0	1	0	0	2	5	0	0	3	6	2	2	0	1	0	0	7	0	0	3	2	5	0	0	8	0	0	0	1	6	1	0	0	5	7									
		1.10%	1.14%	1.24%	0.58%	2.70%	4.06%	1.09%	1.10%	0.00%	0.00%	1.83%	1.28%	0.00%	0.00%	0.45%	0.00%	0.00%	0.88%	1.08%	0.00%	0.00%	1.21%	1.84%	1.12%	0.89%	0.00%	0.26%	0.00%	0.00%	1.31%	0.00%	0.00%	0.99%	0.69%	1.75%	0.00%	0.00%	3.76%	0.00%	0.00%	0.00%	0.71%	1.71%	0.62%	0.00%	0.00%	1.75%	2.51%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
