7	Число избирательных бюллетеней в переносных ящиках для голосования	3831	67	11	39	48	35	34	41	14	36	80	24	54	27	9	54	16	18	30	33	18	19	18	25	14	39	40	62	32	72	41	110	46	36	49	44	29	37	33	29	56	68	51	57	20	57	79	22	36	8	37	47	33	5	11	24	28	51	20	16	33	38	20	10	31	44	26	28	16	28	13	16	15	9	23	15	20	31	23	26	36	13	25	31	19	10	12	31	15	18	14	27	12	12	15	8	120	86	46	18	22	18	13	207	98	137	114									
8	Число бюллетеней в стационарных ящиках для голосования	140485	1078	850	1364	1553	1303	1483	1395	741	1500	968	662	1071	1400	1223	1505	1363	1143	1445	1466	1582	1593	1366	1285	1253	1418	1357	1166	647	1017	1136	1433	1260	1521	1349	1248	1227	1271	1313	793	1129	1261	1181	1339	864	1201	1366	1564	1395	1076	1649	1300	1582	1211	1484	1459	1525	1463	1573	1124	1382	1559	1382	1426	985	1351	1443	1510	1422	1469	1354	1495	1409	1457	1565	1321	1309	1262	1747	1624	1672	1735	1381	1738	1793	1458	1282	1457	1461	1615	1602	1606	1259	1447	1643	1765	1382	1405	1413	1326	1293	1459	1464	668	349	288	558									
9	Число недействительных избирательных бюллетеней	1708	9	7	15	25	19	12	20	4	22	14	7	13	9	7	9	22	18	9	16	17	24	10	12	9	16	17	20	6	9	17	17	15	20	15	16	17	25	20	15	18	18	15	11	11	17	14	20	24	13	17	10	12	24	17	17	14	17	18	18	15	14	14	13	8	25	13	13	18	18	12	22	23	16	14	21	13	12	36	20	18	21	19	22	18	13	11	20	19	29	19	16	17	20	17	40	23	22	20	14	11	14	12	20	5	4	5									
10	Число действительных избирательных бюллетеней	142608	1136	854	1388	1576	1319	1505	1416	751	1514	1034	679	1112	1418	1225	1550	1357	1143	1466	1483	1583	1588	1374	1298	1258	1441	1380	1208	673	1080	1160	1526	1291	1537	1383	1276	1239	1283	1326	807	1167	1311	1217	1385	873	1241	1431	1566	1407	1071	1669	1337	1603	1192	1478	1466	1539	1497	1575	1122	1400	1583	1388	1423	1008	1370	1456	1525	1420	1479	1355	1489	1401	1450	1574	1315	1316	1281	1734	1630	1690	1727	1387	1747	1794	1455	1283	1468	1457	1604	1597	1617	1254	1439	1641	1733	1479	1469	1439	1330	1304	1463	1465	855	442	421	667									
11	Число полученных открепительных  удостоверений	5407	49	46	43	44	58	55	58	25	62	42	41	41	47	47	57	59	65	36	44	77	86	64	45	48	42	47	56	31	33	48	56	54	39	70	68	37	42	48	21	56	39	47	48	25	49	61	56	64	48	46	56	52	67	54	65	48	57	43	56	58	45	68	49	48	68	53	57	49	52	50	66	66	49	57	51	51	47	66	61	45	57	61	74	58	47	45	78	47	82	54	48	34	61	70	87	35	56	56	41	75	78	39	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	5370	49	46	42	43	58	55	58	25	62	41	35	41	47	47	57	59	65	36	44	77	86	64	45	48	42	47	49	30	31	47	56	54	39	70	68	37	42	48	21	56	39	47	48	25	49	61	56	62	48	46	56	52	66	54	65	48	57	43	56	58	45	68	49	48	68	53	57	49	52	50	66	66	49	57	51	51	47	66	61	45	57	59	74	58	46	44	78	47	82	54	46	34	61	70	84	35	56	56	41	72	76	39	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	6925	75	31	67	188	172	23	36	31	147	41	20	16	33	17	81	31	34	130	127	30	45	34	28	31	24	27	22	24	36	84	59	38	251	44	48	59	101	16	11	19	80	55	78	88	71	28	102	78	45	43	37	84	32	38	40	83	47	153	31	37	122	27	90	18	48	98	164	122	16	47	42	25	83	73	52	57	15	128	156	172	118	27	72	163	28	29	37	40	32	29	53	21	55	74	47	29	21	15	45	25	53	68	243	132	93	240									
14	Число неиспользованных открепительных удостоверений	37	0	0	1	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	0	0	0	3	0	0	0	0	3	2	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	789	5	4	7	14	8	6	9	6	5	5	3	7	7	3	6	15	16	6	12	14	19	10	7	6	10	9	5	4	15	5	5	3	8	6	1	4	6	5	4	3	14	6	6	4	5	5	12	10	8	4	6	6	3	8	7	8	12	10	13	12	5	10	8	6	9	5	3	7	6	7	4	12	9	8	9	4	11	23	5	6	9	15	10	8	9	15	7	11	11	5	8	6	8	5	4	4	6	5	9	14	6	5	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																					
19	Жириновский Владимир Вольфович	8976	79	41	89	134	87	86	112	61	100	68	51	119	80	107	91	104	92	86	90	98	124	103	71	76	92	103	90	50	84	76	98	73	96	90	101	79	84	86	64	106	87	79	74	66	76	100	69	68	64	107	81	91	99	64	80	90	78	68	72	90	83	105	98	56	76	92	83	83	88	77	92	80	83	95	95	74	72	104	81	87	95	69	95	77	88	72	78	113	87	94	81	79	68	87	204	108	127	99	52	92	68	101	33	19	15	47									
		6.22%	6.90%	4.76%	6.34%	8.37%	6.50%	5.67%	7.80%	8.08%	6.51%	6.49%	7.43%	10.58%	5.61%	8.69%	5.84%	7.54%	7.92%	5.83%	6.00%	6.13%	7.69%	7.44%	5.42%	5.99%	6.31%	7.37%	7.33%	7.36%	7.71%	6.46%	6.35%	5.59%	6.17%	6.44%	7.82%	6.29%	6.42%	6.39%	7.79%	8.95%	6.55%	6.41%	5.30%	7.47%	6.04%	6.92%	4.35%	4.75%	5.90%	6.35%	6.01%	5.63%	8.14%	4.28%	5.39%	5.80%	5.15%	4.27%	6.32%	6.36%	5.20%	7.49%	6.82%	5.51%	5.45%	6.26%	5.40%	5.77%	5.88%	5.63%	6.09%	5.62%	5.66%	5.98%	7.11%	5.57%	5.57%	5.88%	4.91%	5.09%	5.43%	4.91%	5.37%	4.25%	5.99%	5.56%	5.24%	7.66%	5.33%	5.82%	4.96%	6.22%	4.66%	5.25%	11.51%	7.19%	8.52%	6.79%	3.87%	6.99%	4.60%	6.84%	3.77%	4.25%	3.53%	6.99%									
20	Зюганов Геннадий Андреевич	40467	356	204	417	462	366	492	387	213	470	307	242	274	460	372	436	402	307	413	444	528	472	442	410	397	433	429	334	227	290	332	453	402	438	445	365	331	368	366	213	300	405	315	424	226	321	367	389	382	285	481	393	409	306	359	348	501	454	466	380	430	464	422	319	319	424	431	462	416	457	421	447	382	378	432	372	401	373	483	480	474	548	480	536	550	420	343	394	402	511	407	399	322	408	429	393	359	399	367	325	298	370	380	151	52	56	171									
		28.04%	31.09%	23.69%	29.72%	28.86%	27.35%	32.43%	26.95%	28.21%	30.60%	29.29%	35.28%	24.36%	32.24%	30.19%	27.97%	29.15%	26.44%	28.00%	29.62%	33.00%	29.28%	31.94%	31.30%	31.33%	29.72%	30.71%	27.20%	33.43%	26.63%	28.21%	29.36%	30.78%	28.13%	31.83%	28.25%	26.35%	28.13%	27.19%	25.91%	25.32%	30.47%	25.57%	30.37%	25.57%	25.52%	25.40%	24.53%	26.69%	26.29%	28.53%	29.18%	25.33%	25.16%	24.01%	23.47%	32.26%	29.99%	29.25%	33.33%	30.39%	29.05%	30.10%	22.21%	31.40%	30.39%	29.34%	30.04%	28.93%	30.53%	30.80%	29.58%	26.83%	25.78%	27.20%	27.84%	30.17%	28.85%	27.29%	29.09%	27.75%	31.35%	34.14%	30.30%	30.35%	28.61%	26.51%	26.48%	27.24%	31.29%	25.19%	24.43%	25.33%	27.96%	25.87%	22.17%	23.90%	26.76%	25.15%	24.18%	22.66%	25.05%	25.73%	17.26%	11.63%	13.18%	25.45%									
21	Миронов Сергей Михайлович	6224	45	34	65	62	54	74	66	27	56	38	16	38	54	38	68	68	36	72	68	66	88	61	62	62	61	57	58	42	57	61	60	68	52	57	63	59	53	64	30	54	51	49	78	34	39	47	61	64	47	66	70	95	57	80	83	77	74	74	45	67	72	53	59	48	60	55	81	65	69	66	51	70	61	60	52	55	52	72	63	81	77	68	70	81	71	76	79	57	59	79	73	49	60	80	78	55	41	56	61	49	63	57	25	12	2	29									
		4.31%	3.93%	3.95%	4.63%	3.87%	4.04%	4.88%	4.60%	3.58%	3.65%	3.63%	2.33%	3.38%	3.78%	3.08%	4.36%	4.93%	3.10%	4.88%	4.54%	4.13%	5.46%	4.41%	4.73%	4.89%	4.19%	4.08%	4.72%	6.19%	5.23%	5.18%	3.89%	5.21%	3.34%	4.08%	4.88%	4.70%	4.05%	4.75%	3.65%	4.56%	3.84%	3.98%	5.59%	3.85%	3.10%	3.25%	3.85%	4.47%	4.34%	3.91%	5.20%	5.88%	4.69%	5.35%	5.60%	4.96%	4.89%	4.65%	3.95%	4.73%	4.51%	3.78%	4.11%	4.72%	4.30%	3.74%	5.27%	4.52%	4.61%	4.83%	3.38%	4.92%	4.16%	3.78%	3.89%	4.14%	4.02%	4.07%	3.82%	4.74%	4.41%	4.84%	3.96%	4.47%	4.84%	5.87%	5.31%	3.86%	3.61%	4.89%	4.47%	3.86%	4.11%	4.83%	4.40%	3.66%	2.75%	3.84%	4.54%	3.73%	4.27%	3.86%	2.86%	2.68%	0.47%	4.32%									
22	Прохоров Михаил Дмитриевич	13405	105	117	115	107	85	128	143	54	106	73	47	65	152	101	163	107	90	102	132	108	122	109	96	109	86	112	99	41	93	116	129	83	121	87	83	120	113	125	65	129	82	121	111	61	94	151	213	128	185	148	107	152	172	262	204	148	143	174	85	117	112	129	198	95	122	116	121	115	149	139	143	191	206	183	120	118	105	173	142	155	147	122	145	161	143	137	149	135	161	175	206	138	159	207	241	121	66	123	192	191	193	141	38	19	20	47									
		9.29%	9.17%	13.59%	8.20%	6.68%	6.35%	8.44%	9.96%	7.15%	6.90%	6.97%	6.85%	5.78%	10.65%	8.20%	10.46%	7.76%	7.75%	6.92%	8.81%	6.75%	7.57%	7.88%	7.33%	8.60%	5.90%	8.02%	8.06%	6.04%	8.54%	9.86%	8.36%	6.36%	7.77%	6.22%	6.42%	9.55%	8.64%	9.29%	7.91%	10.89%	6.17%	9.82%	7.95%	6.90%	7.47%	10.45%	13.43%	8.94%	17.07%	8.78%	7.94%	9.41%	14.14%	17.53%	13.76%	9.53%	9.45%	10.92%	7.46%	8.27%	7.01%	9.20%	13.79%	9.35%	8.75%	7.90%	7.87%	7.99%	9.95%	10.17%	9.46%	13.41%	14.05%	11.52%	8.98%	8.88%	8.12%	9.77%	8.61%	9.07%	8.41%	8.68%	8.20%	8.89%	9.74%	10.59%	10.01%	9.15%	9.86%	10.83%	12.61%	10.86%	10.90%	12.48%	13.59%	8.06%	4.43%	8.43%	14.29%	14.52%	13.07%	9.55%	4.34%	4.25%	4.71%	6.99%									
23	Путин Владимир Владимирович	73536	551	458	702	811	727	725	708	396	782	548	323	616	672	607	792	676	618	793	749	783	782	659	659	614	769	679	627	313	556	575	786	665	830	704	664	650	665	685	435	578	686	653	698	486	711	766	834	765	490	867	686	856	558	713	751	723	748	793	540	696	852	679	749	490	688	762	778	741	716	652	756	678	722	804	676	668	679	902	864	893	860	648	901	925	733	655	768	750	786	842	858	666	744	838	817	836	836	794	700	674	769	786	608	340	328	373									
		50.95%	48.12%	53.19%	50.04%	50.66%	54.33%	47.79%	49.30%	52.45%	50.91%	52.29%	47.08%	54.76%	47.09%	49.27%	50.80%	49.02%	53.23%	53.76%	49.97%	48.94%	48.51%	47.62%	50.31%	48.46%	52.78%	48.60%	51.06%	46.10%	51.06%	48.85%	50.94%	50.92%	53.31%	50.36%	51.39%	51.75%	50.84%	50.89%	52.92%	48.78%	51.62%	53.00%	50.00%	54.98%	56.52%	53.01%	52.59%	53.46%	45.20%	51.42%	50.93%	53.00%	45.89%	47.69%	50.64%	46.56%	49.41%	49.78%	47.37%	49.19%	53.35%	48.43%	52.16%	48.23%	49.32%	51.87%	50.59%	51.53%	47.83%	47.70%	50.03%	47.61%	49.25%	50.63%	50.60%	50.26%	52.51%	50.96%	52.36%	52.28%	49.20%	46.09%	50.93%	51.05%	49.93%	50.62%	51.61%	50.81%	48.13%	52.10%	52.54%	52.40%	50.99%	50.54%	46.08%	55.66%	56.07%	54.42%	52.08%	51.25%	52.06%	53.22%	69.49%	76.06%	77.18%	55.51%									
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
																																																																																																																					
