Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Чаинская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	0	0	0	0	0	3	1	2	1	1	1	2	3	0	1	1	0	0	1	0	0	1	0	3	6	3	3	0	4	7									
		1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.63%	1.35%	3.85%	2.22%	0.63%	1.16%	1.53%	0.00%	0.73%	0.64%	0.00%	0.00%	1.54%	0.00%	0.00%	1.16%	0.00%	4.29%	1.67%	1.19%	1.32%	0.00%	1.13%	2.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	107	3	6	0	2	3	8	12	3	1	2	4	3	1	10	0	0	1	2	2	1	0	1	1	1	12	1	7	6	8	6									
		2.52%	4.62%	4.38%	0.00%	4.76%	3.16%	3.56%	7.59%	2.03%	3.85%	4.44%	2.53%	1.74%	0.51%	4.39%	0.00%	0.00%	1.61%	3.39%	3.08%	1.79%	0.00%	1.16%	3.70%	1.43%	3.34%	0.40%	3.08%	2.52%	2.27%	1.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	82	0	1	1	0	2	0	2	3	0	3	7	2	0	10	3	4	0	2	2	1	2	2	0	1	3	8	5	5	8	5									
		1.93%	0.00%	0.73%	3.57%	0.00%	2.11%	0.00%	1.27%	2.03%	0.00%	6.67%	4.43%	1.16%	0.00%	4.39%	2.19%	2.55%	0.00%	3.39%	3.08%	1.79%	3.13%	2.33%	0.00%	1.43%	0.84%	3.17%	2.20%	2.10%	2.27%	1.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2102	28	79	11	31	51	114	71	86	12	29	87	110	127	106	62	105	41	17	45	27	38	33	9	30	160	117	101	103	131	141									
		49.41%	43.08%	57.66%	39.29%	73.81%	53.68%	50.67%	44.94%	58.11%	46.15%	64.44%	55.06%	63.95%	64.80%	46.49%	45.26%	66.88%	66.13%	28.81%	69.23%	48.21%	59.38%	38.37%	33.33%	42.86%	44.57%	46.43%	44.49%	43.28%	37.11%	44.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	0	2	0	0	1	0	1	2	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	1	0	4	0	2	4	3									
		0.61%	0.00%	1.46%	0.00%	0.00%	1.05%	0.00%	0.63%	1.35%	0.00%	2.22%	0.63%	0.00%	0.00%	1.32%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	1.59%	0.00%	0.84%	1.13%	0.94%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0									
		0.24%	1.54%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.22%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.56%	0.00%	0.44%	0.42%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1053	19	24	11	6	23	50	39	25	10	3	34	33	38	54	37	30	14	26	5	18	12	30	12	21	93	71	63	68	103	81									
		24.75%	29.23%	17.52%	39.29%	14.29%	24.21%	22.22%	24.68%	16.89%	38.46%	6.67%	21.52%	19.19%	19.39%	23.68%	27.01%	19.11%	22.58%	44.07%	7.69%	32.14%	18.75%	34.88%	44.44%	30.00%	25.91%	28.17%	27.75%	28.57%	29.18%	25.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	1	0	0	0	1	0	0	4	1	2	5	5	1									
		0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	1.46%	0.64%	1.61%	1.69%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	1.11%	0.40%	0.88%	2.10%	1.42%	0.31%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	0	1	1	0	1	2	3	1	0	0	1	3	0	1	1	0	0	0	0	1	0	0	1	0	4	1	4	2	4	2									
		0.80%	0.00%	0.73%	3.57%	0.00%	1.05%	0.89%	1.90%	0.68%	0.00%	0.00%	0.63%	1.74%	0.00%	0.44%	0.73%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	3.70%	0.00%	1.11%	0.40%	1.76%	0.84%	1.13%	0.63%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	1	1	0									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.84%	0.00%	0.00%	0.42%	0.28%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	1	2	0	0	0	1	1	0	0	0	3	1	1	0	1	2	0	0	0	0	0	2	1	1	3	4	3	3	6	3									
		0.92%	1.54%	1.46%	0.00%	0.00%	0.00%	0.44%	0.63%	0.00%	0.00%	0.00%	1.90%	0.58%	0.51%	0.00%	0.73%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	3.70%	1.43%	0.84%	1.59%	1.32%	1.26%	1.70%	0.94%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	399	4	14	1	2	9	30	19	13	2	4	14	8	16	23	17	3	1	6	7	2	7	9	2	8	41	21	15	24	42	35									
		9.38%	6.15%	10.22%	3.57%	4.76%	9.47%	13.33%	12.03%	8.78%	7.69%	8.89%	8.86%	4.65%	8.16%	10.09%	12.41%	1.91%	1.61%	10.17%	10.77%	3.57%	10.94%	10.47%	7.41%	11.43%	11.42%	8.33%	6.61%	10.08%	11.90%	10.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	1	0									
		0.21%	1.54%	0.00%	3.57%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	2.86%	0.00%	0.40%	0.00%	0.00%	0.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	193	6	3	1	0	3	11	6	11	0	0	3	5	5	9	11	6	2	2	1	1	2	4	1	2	21	11	15	9	21	21									
		4.54%	9.23%	2.19%	3.57%	0.00%	3.16%	4.89%	3.80%	7.43%	0.00%	0.00%	1.90%	2.91%	2.55%	3.95%	8.03%	3.82%	3.23%	3.39%	1.54%	1.79%	3.13%	4.65%	3.70%	2.86%	5.85%	4.37%	6.61%	3.78%	5.95%	6.58%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
