Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Первомайская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	175	25	16	39	21	3	5	4	6	6	2	4	3	1	5	8	0	2	0	1	2	4	1	6	5	3	3									
		1.30%	2.32%	1.82%	3.74%	2.14%	0.45%	0.75%	1.18%	1.32%	1.26%	0.42%	2.00%	1.12%	0.57%	1.04%	1.06%	0.00%	2.04%	0.00%	0.23%	0.43%	0.79%	0.71%	1.21%	1.71%	2.10%	0.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	249	16	19	4	20	2	6	2	3	1	2	3	6	0	3	9	68	0	0	5	34	2	2	5	4	19	14									
		1.86%	1.49%	2.17%	0.38%	2.04%	0.30%	0.89%	0.59%	0.66%	0.21%	0.42%	1.50%	2.23%	0.00%	0.62%	1.19%	5.39%	0.00%	0.00%	1.15%	7.39%	0.40%	1.43%	1.01%	1.37%	13.29%	2.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	103	14	19	12	8	0	3	3	3	2	3	2	6	0	0	6	8	0	0	1	2	2	0	1	3	0	5									
		0.77%	1.30%	2.17%	1.15%	0.82%	0.00%	0.45%	0.88%	0.66%	0.42%	0.63%	1.00%	2.23%	0.00%	0.00%	0.79%	0.63%	0.00%	0.00%	0.23%	0.43%	0.40%	0.00%	0.20%	1.03%	0.00%	1.02%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10003	708	490	605	610	587	579	259	357	393	398	137	204	125	386	534	1087	85	105	374	374	433	124	398	226	84	341									
		74.59%	65.74%	55.87%	58.06%	62.18%	88.40%	86.29%	76.18%	78.46%	82.74%	83.26%	68.50%	75.84%	71.02%	79.92%	70.45%	86.13%	86.73%	74.47%	85.98%	81.30%	85.74%	88.57%	80.24%	77.40%	58.74%	69.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	2	3	6	5	0	0	8	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	0	0									
		0.27%	0.19%	0.34%	0.58%	0.51%	0.00%	0.00%	2.35%	0.44%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.60%	1.37%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	1	0	0	0	3	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0									
		0.07%	0.09%	0.00%	0.00%	0.00%	0.45%	0.00%	0.29%	0.00%	0.21%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.20%	0.34%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	879	98	87	56	84	10	29	17	36	17	23	30	15	13	33	75	68	6	17	25	14	21	5	32	15	8	45									
		6.55%	9.10%	9.92%	5.37%	8.56%	1.51%	4.32%	5.00%	7.91%	3.58%	4.81%	15.00%	5.58%	7.39%	6.83%	9.89%	5.39%	6.12%	12.06%	5.75%	3.04%	4.16%	3.57%	6.45%	5.14%	5.59%	9.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	3	1	1	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1									
		0.10%	0.28%	0.11%	0.10%	0.00%	0.15%	0.15%	0.29%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	4	8	6	2	0	0	2	0	0	0	1	0	0	1	2	0	0	0	1	1	0	0	1	0	0	1									
		0.22%	0.37%	0.91%	0.58%	0.20%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.21%	0.26%	0.00%	0.00%	0.00%	0.23%	0.22%	0.00%	0.00%	0.20%	0.00%	0.00%	0.20%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	0	1	1	0	0	1	0	0	0	1	2	2	1	0	0	1	0	0	0	1	0	1	1	1	0									
		0.11%	0.09%	0.00%	0.10%	0.10%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.50%	0.74%	1.14%	0.21%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.20%	0.00%	0.20%	0.34%	0.70%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	2	8	7	5	0	1	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0									
		0.22%	0.19%	0.91%	0.67%	0.51%	0.00%	0.15%	0.29%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.71%	0.00%	0.22%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1314	153	147	230	194	36	34	23	34	46	31	15	9	22	41	75	0	4	11	17	20	37	5	36	28	3	63									
		9.80%	14.21%	16.76%	22.07%	19.78%	5.42%	5.07%	6.76%	7.47%	9.68%	6.49%	7.50%	3.35%	12.50%	8.49%	9.89%	0.00%	4.08%	7.80%	3.91%	4.35%	7.33%	3.57%	7.26%	9.59%	2.10%	12.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	2	2	5	2	0	2	1	0	0	1	0	1	0	0	2	0	0	0	4	1	0	0	2	0	0	4									
		0.22%	0.19%	0.23%	0.48%	0.20%	0.00%	0.30%	0.29%	0.00%	0.00%	0.21%	0.00%	0.37%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.92%	0.22%	0.00%	0.00%	0.40%	0.00%	0.00%	0.81%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	353	28	49	51	19	19	6	10	7	4	0	2	18	9	11	31	25	0	6	5	8	4	0	7	4	22	8									
		2.63%	2.60%	5.59%	4.89%	1.94%	2.86%	0.89%	2.94%	1.54%	0.84%	0.00%	1.00%	6.69%	5.11%	2.28%	4.09%	1.98%	0.00%	4.26%	1.15%	1.74%	0.79%	0.00%	1.41%	1.37%	15.38%	1.63%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
