Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Холм-Жирковская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739									
14	Число погашенных неиспользованных открепительных удостоверений	109	0	7	5	9	8	4	10	6	3	9	1	5	9	6	10	10	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	2	4	3	1	0	0	0	9	1	0	0	2	0	6	2	0	5									
		0.74%	0.47%	0.94%	0.52%	0.44%	0.00%	0.00%	0.00%	1.10%	0.54%	0.00%	0.00%	1.54%	0.00%	3.06%	1.32%	0.00%	1.78%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	74	11	12	4	0	2	0	1	23	7	1	1	2	3	3	1	1	2									
		1.57%	2.56%	2.82%	0.70%	0.00%	1.71%	0.00%	0.68%	2.82%	3.80%	0.56%	0.42%	1.54%	2.10%	1.53%	0.66%	0.55%	0.71%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	82	9	7	3	0	1	4	6	23	1	4	2	3	4	5	0	4	6									
		1.74%	2.09%	1.65%	0.52%	0.00%	0.85%	1.35%	4.11%	2.82%	0.54%	2.23%	0.84%	2.31%	2.80%	2.55%	0.00%	2.19%	2.14%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2673	192	230	285	175	52	136	98	424	120	143	169	75	93	108	99	107	167									
		56.66%	44.65%	54.12%	49.65%	76.75%	44.44%	45.79%	67.12%	51.90%	65.22%	79.89%	71.31%	57.69%	65.03%	55.10%	65.56%	58.47%	59.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	2	5	6	2	0	3	0	3	1	0	0	0	0	0	0	0	0									
		0.47%	0.47%	1.18%	1.05%	0.88%	0.00%	1.01%	0.00%	0.37%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	1	0	3	2	0	0	1	2	1	0	0	1	0	0	0	1	1									
		0.28%	0.23%	0.00%	0.52%	0.88%	0.00%	0.00%	0.68%	0.24%	0.54%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.55%	0.36%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1121	144	97	158	27	29	114	32	201	31	15	48	34	21	49	24	40	57									
		23.76%	33.49%	22.82%	27.53%	11.84%	24.79%	38.38%	21.92%	24.60%	16.85%	8.38%	20.25%	26.15%	14.69%	25.00%	15.89%	21.86%	20.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	2	1	2	0	0	1	0	7	1	0	1	1	0	0	0	1	1									
		0.38%	0.47%	0.24%	0.35%	0.00%	0.00%	0.34%	0.00%	0.86%	0.54%	0.00%	0.42%	0.77%	0.00%	0.00%	0.00%	0.55%	0.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	3	3	1	0	1	1	0	4	1	2	1	0	0	0	0	0	0									
		0.36%	0.70%	0.71%	0.17%	0.00%	0.85%	0.34%	0.00%	0.49%	0.54%	1.12%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1									
		0.06%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.36%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	2	1	4	0	0	3	0	4	1	0	1	0	0	0	1	0	0									
		0.36%	0.47%	0.24%	0.70%	0.00%	0.00%	1.01%	0.00%	0.49%	0.54%	0.00%	0.42%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	494	41	47	71	13	28	26	6	99	15	11	11	7	18	21	20	26	34									
		10.47%	9.53%	11.06%	12.37%	5.70%	23.93%	8.75%	4.11%	12.12%	8.15%	6.15%	4.64%	5.38%	12.59%	10.71%	13.25%	14.21%	12.10%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	3	4	6	1	0	2	0	3	0	0	0	0	1	1	0	1	0									
		0.47%	0.70%	0.94%	1.05%	0.44%	0.00%	0.67%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.70%	0.51%	0.00%	0.55%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	69	9	12	12	3	2	4	2	8	1	2	3	1	3	1	2	2	2									
		1.46%	2.09%	2.82%	2.09%	1.32%	1.71%	1.35%	1.37%	0.98%	0.54%	1.12%	1.27%	0.77%	2.10%	0.51%	1.32%	1.09%	0.71%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
