Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Труновская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	220	3	17	37	12	12	13	13	3	10	18	8	8	4	10	10	6	12	2	3	2	2	12	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	187	1	15	37	12	12	13	13	1	10	18	8	2	0	0	4	6	12	2	2	2	2	12	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	101	3	7	8	10	10	7	17	2	1	8	2	1	1	2	4	2	2	1	3	3	2	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	33	2	2	0	0	0	0	0	2	0	0	0	6	4	10	6	0	0	0	1	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	4	2	4	3	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	98	1	6	11	6	11	7	10	0	1	10	2	2	1	2	8	2	8	0	1	1	0	8	0									
		0.80%	0.46%	0.55%	0.86%	0.99%	1.26%	1.10%	1.27%	0.00%	0.19%	0.98%	0.47%	0.49%	0.51%	0.30%	0.97%	0.55%	1.12%	0.00%	0.52%	0.68%	0.00%	1.39%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	404	3	48	46	27	35	4	24	3	27	36	16	8	2	23	27	7	21	4	2	3	5	21	12									
		3.30%	1.38%	4.43%	3.59%	4.49%	4.00%	0.63%	3.06%	2.19%	5.24%	3.52%	3.77%	1.94%	1.02%	3.40%	3.26%	1.93%	2.95%	3.28%	1.04%	2.03%	3.82%	3.65%	4.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	180	3	24	23	8	24	5	21	2	4	10	5	7	2	9	5	3	12	0	1	0	2	6	4									
		1.47%	1.38%	2.21%	1.80%	1.33%	2.74%	0.79%	2.68%	1.46%	0.78%	0.98%	1.18%	1.70%	1.02%	1.33%	0.60%	0.83%	1.69%	0.00%	0.52%	0.00%	1.53%	1.04%	1.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6042	160	556	604	302	387	324	352	69	193	421	174	256	132	378	399	222	366	84	102	112	81	222	146									
		49.42%	73.73%	51.29%	47.19%	50.25%	44.23%	51.10%	44.84%	50.36%	37.48%	41.11%	41.04%	62.14%	67.01%	55.92%	48.25%	61.16%	51.40%	68.85%	52.85%	75.68%	61.83%	38.61%	49.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	0	5	8	4	10	2	2	8	0	7	0	1	1	1	4	1	7	0	0	0	2	2	0									
		0.53%	0.00%	0.46%	0.63%	0.67%	1.14%	0.32%	0.25%	5.84%	0.00%	0.68%	0.00%	0.24%	0.51%	0.15%	0.48%	0.28%	0.98%	0.00%	0.00%	0.00%	1.53%	0.35%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	3	0	0	1	1	2	2	0	1	1	0	1	0	2	0	1	0	0	0	0	3	1									
		0.16%	0.00%	0.28%	0.00%	0.00%	0.11%	0.16%	0.25%	1.46%	0.00%	0.10%	0.24%	0.00%	0.51%	0.00%	0.24%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.52%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2232	14	216	266	124	156	140	151	12	83	204	75	47	26	105	130	47	132	17	40	15	14	144	74									
		18.25%	6.45%	19.93%	20.78%	20.63%	17.83%	22.08%	19.24%	8.76%	16.12%	19.92%	17.69%	11.41%	13.20%	15.53%	15.72%	12.95%	18.54%	13.93%	20.73%	10.14%	10.69%	25.04%	25.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	0	3	5	0	2	1	3	1	2	1	0	1	0	0	3	1	4	0	0	0	0	0	2									
		0.24%	0.00%	0.28%	0.39%	0.00%	0.23%	0.16%	0.38%	0.73%	0.39%	0.10%	0.00%	0.24%	0.00%	0.00%	0.36%	0.28%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	0	5	8	4	4	2	6	0	1	3	1	0	0	1	6	2	4	0	0	0	0	8	2									
		0.47%	0.00%	0.46%	0.63%	0.67%	0.46%	0.32%	0.76%	0.00%	0.19%	0.29%	0.24%	0.00%	0.00%	0.15%	0.73%	0.55%	0.56%	0.00%	0.00%	0.00%	0.00%	1.39%	0.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	3	1	1	1	1	0	2	0	3	3	0	2	0	0	1	3	1	2	1	0	0	0	0									
		0.20%	1.38%	0.09%	0.08%	0.17%	0.11%	0.00%	0.25%	0.00%	0.58%	0.29%	0.00%	0.49%	0.00%	0.00%	0.12%	0.83%	0.14%	1.64%	0.52%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	0	3	10	5	7	14	1	1	2	4	5	2	0	0	4	1	0	0	1	0	0	5	3									
		0.56%	0.00%	0.28%	0.78%	0.83%	0.80%	2.21%	0.13%	0.73%	0.39%	0.39%	1.18%	0.49%	0.00%	0.00%	0.48%	0.28%	0.00%	0.00%	0.52%	0.00%	0.00%	0.87%	1.02%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2135	8	132	222	75	168	90	105	25	154	252	115	55	27	101	194	55	114	11	33	10	18	131	40									
		17.46%	3.69%	12.18%	17.34%	12.48%	19.20%	14.20%	13.38%	18.25%	29.90%	24.61%	27.12%	13.35%	13.71%	14.94%	23.46%	15.15%	16.01%	9.02%	17.10%	6.76%	13.74%	22.78%	13.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	3	3	4	3	7	3	1	0	2	3	2	0	0	0	1	0	1	0	1	0	1	0	1									
		0.29%	1.38%	0.28%	0.31%	0.50%	0.80%	0.47%	0.13%	0.00%	0.39%	0.29%	0.47%	0.00%	0.00%	0.00%	0.12%	0.00%	0.14%	0.00%	0.52%	0.00%	0.76%	0.00%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	393	5	45	50	16	36	31	29	1	11	22	9	18	5	29	27	6	24	2	5	2	2	12	6									
		3.21%	2.30%	4.15%	3.91%	2.66%	4.11%	4.89%	3.69%	0.73%	2.14%	2.15%	2.12%	4.37%	2.54%	4.29%	3.26%	1.65%	3.37%	1.64%	2.59%	1.35%	1.53%	2.09%	2.03%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
