Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																		
Дата голосования: 04.12.2011																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Тюмень, Центральная"																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1540	20	20	20	25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	25	20	30	20	20	25	20	25	20	20	20	20	20	20	20	20	25	20	30	20	20	25	20	20	20	20	20	20	30	20	20	20	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	929	13	14	16	24	10	13	9	17	11	17	3	11	14	11	5	20	18	4	2	2	8	9	18	10	11	19	15	7	12	15	3	14	16	9	5	6	2	10	14	18	15	19	14	25	10	12	18	13	21	7	13	9	10	16	6	10	17	21	7	24	7	13	22	12	15	4	12	12	18	20	17	15	7	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1902	19	7	13	18	30	20	28	31	28	17	4	37	32	66	24	26	20	31	21	11	3	10	35	35	13	5	58	17	19	20	15	28	22	8	8	32	23	16	49	12	38	74	28	28	35	17	44	17	27	7	24	15	26	35	68	0	37	27	26	17	13	17	24	28	10	52	32	31	30	22	55	11	39	24	13					
14	Число погашенных неиспользованных открепительных удостоверений	611	7	6	4	1	10	7	11	3	9	3	17	9	6	9	15	0	2	16	18	18	12	11	2	10	9	1	5	13	8	5	17	6	4	11	15	14	18	10	6	2	5	6	6	5	10	8	7	7	4	13	7	11	10	4	14	10	3	4	13	6	13	7	3	8	5	16	8	8	2	10	3	5	13	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11215	151	212	222	206	136	119	199	150	159	109	103	124	77	80	94	130	132	116	60	104	69	115	218	156	129	178	147	127	151	209	118	205	109	76	64	41	60	88	201	211	181	229	202	238	148	260	177	140	194	164	136	84	183	174	66	158	211	187	160	197	118	218	185	145	206	102	171	202	230	163	195	120	177	108	31					
		12.62%	11.04%	14.72%	14.65%	12.54%	11.19%	11.29%	13.66%	14.03%	11.75%	10.65%	9.37%	10.90%	7.56%	11.78%	10.92%	9.25%	10.21%	11.37%	8.57%	10.98%	10.19%	11.73%	13.21%	13.81%	10.67%	14.91%	11.57%	12.35%	11.40%	13.24%	12.69%	13.33%	9.81%	8.56%	8.86%	6.07%	9.45%	8.92%	13.45%	11.53%	13.73%	13.62%	12.39%	14.40%	11.38%	13.66%	9.65%	11.35%	13.64%	12.46%	12.50%	13.46%	14.04%	10.50%	14.38%	14.54%	15.04%	14.35%	14.57%	15.55%	8.82%	16.40%	14.50%	15.15%	17.02%	15.60%	14.44%	15.98%	17.80%	15.08%	14.20%	13.17%	15.30%	12.07%	13.54%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	19847	330	377	334	444	337	289	359	161	410	266	298	171	141	188	262	373	250	242	148	194	114	197	418	278	298	305	291	257	355	414	217	379	231	243	117	158	175	280	370	431	324	353	362	430	345	409	415	252	356	282	227	137	259	263	89	187	240	249	208	253	289	281	273	205	209	131	220	266	201	224	237	173	196	156	44					
		22.33%	24.12%	26.18%	22.05%	27.02%	27.74%	27.42%	24.64%	15.06%	30.30%	26.00%	27.12%	15.03%	13.85%	27.69%	30.43%	26.55%	19.33%	23.73%	21.14%	20.49%	16.84%	20.10%	25.33%	24.60%	24.65%	25.54%	22.91%	25.00%	26.79%	26.24%	23.33%	24.64%	20.79%	27.36%	16.20%	23.37%	27.56%	28.37%	24.77%	23.55%	24.58%	20.99%	22.21%	26.01%	26.54%	21.48%	22.62%	20.44%	25.04%	21.43%	20.86%	21.96%	19.88%	15.87%	19.39%	17.20%	17.11%	19.11%	18.94%	19.97%	21.60%	21.14%	21.39%	21.42%	17.27%	20.03%	18.58%	21.04%	15.56%	20.72%	17.26%	18.99%	16.94%	17.43%	19.21%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1212	15	19	15	17	22	20	19	10	12	12	16	2	12	11	6	12	17	17	16	10	9	4	17	14	21	17	12	15	11	31	12	31	49	15	3	5	12	7	19	29	28	22	21	30	17	28	31	20	20	16	14	7	18	13	9	7	19	11	11	30	15	23	11	21	13	8	11	21	17	15	24	22	13	11	2					
		1.36%	1.10%	1.32%	0.99%	1.03%	1.81%	1.90%	1.30%	0.94%	0.89%	1.17%	1.46%	0.18%	1.18%	1.62%	0.70%	0.85%	1.31%	1.67%	2.29%	1.06%	1.33%	0.41%	1.03%	1.24%	1.74%	1.42%	0.94%	1.46%	0.83%	1.96%	1.29%	2.02%	4.41%	1.69%	0.42%	0.74%	1.89%	0.71%	1.27%	1.58%	2.12%	1.31%	1.29%	1.81%	1.31%	1.47%	1.69%	1.62%	1.41%	1.22%	1.29%	1.12%	1.38%	0.78%	1.96%	0.64%	1.35%	0.84%	1.00%	2.37%	1.12%	1.73%	0.86%	2.19%	1.07%	1.22%	0.93%	1.66%	1.32%	1.39%	1.75%	2.41%	1.12%	1.23%	0.87%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	17355	227	276	305	344	217	202	267	182	223	166	165	132	154	113	163	231	216	191	129	208	130	208	307	252	227	190	164	223	204	303	181	337	189	142	99	116	117	111	349	383	304	343	305	353	195	412	397	232	298	240	224	103	291	291	88	245	313	264	267	289	237	274	264	187	223	142	343	291	314	234	317	200	292	204	36					
		19.53%	16.59%	19.17%	20.13%	20.94%	17.86%	19.17%	18.33%	17.03%	16.48%	16.23%	15.01%	11.60%	15.13%	16.64%	18.93%	16.44%	16.71%	18.73%	18.43%	21.96%	19.20%	21.22%	18.61%	22.30%	18.78%	15.91%	12.91%	21.69%	15.40%	19.20%	19.46%	21.91%	17.01%	15.99%	13.71%	17.16%	18.43%	11.25%	23.36%	20.93%	23.07%	20.40%	18.71%	21.36%	15.00%	21.64%	21.63%	18.82%	20.96%	18.24%	20.59%	16.51%	22.33%	17.56%	19.17%	22.54%	22.31%	20.26%	24.32%	22.81%	17.71%	20.62%	20.69%	19.54%	18.43%	21.71%	28.97%	23.02%	24.30%	21.65%	23.09%	21.95%	25.24%	22.79%	15.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4371	42	51	54	61	24	24	71	35	41	36	17	5	18	16	20	35	40	33	20	18	21	23	68	45	52	71	59	53	51	49	36	70	37	19	18	14	13	18	66	95	53	108	58	78	70	106	100	81	70	80	73	47	83	84	24	71	113	77	77	92	59	102	99	90	97	58	83	82	126	82	126	87	97	96	3					
		4.92%	3.07%	3.54%	3.56%	3.71%	1.98%	2.28%	4.87%	3.27%	3.03%	3.52%	1.55%	0.44%	1.77%	2.36%	2.32%	2.49%	3.09%	3.24%	2.86%	1.90%	3.10%	2.35%	4.12%	3.98%	4.30%	5.95%	4.65%	5.16%	3.85%	3.11%	3.87%	4.55%	3.33%	2.14%	2.49%	2.07%	2.05%	1.82%	4.42%	5.19%	4.02%	6.42%	3.56%	4.72%	5.38%	5.57%	5.45%	6.57%	4.92%	6.08%	6.71%	7.53%	6.37%	5.07%	5.23%	6.53%	8.05%	5.91%	7.01%	7.26%	4.41%	7.67%	7.76%	9.40%	8.02%	8.87%	7.01%	6.49%	9.75%	7.59%	9.18%	9.55%	8.38%	10.73%	1.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	32235	562	457	552	524	436	364	513	469	470	402	467	691	584	255	299	597	595	402	295	392	316	378	553	364	449	399	554	337	518	523	339	469	432	363	398	331	242	455	430	635	382	562	635	477	491	623	630	474	445	497	376	231	432	807	166	389	470	468	331	372	591	390	420	273	435	185	329	370	367	332	431	286	354	294	109					
		36.27%	41.08%	31.74%	36.44%	31.89%	35.88%	34.54%	35.21%	43.87%	34.74%	39.30%	42.49%	60.72%	57.37%	37.56%	34.73%	42.49%	46.02%	39.41%	42.14%	41.39%	46.68%	38.57%	33.52%	32.21%	37.14%	33.42%	43.62%	32.78%	39.09%	33.14%	36.45%	30.49%	38.88%	40.88%	55.12%	48.96%	38.11%	46.10%	28.78%	34.70%	28.98%	33.43%	38.96%	28.86%	37.77%	32.72%	34.33%	38.44%	31.29%	37.77%	34.56%	37.02%	33.15%	48.70%	36.17%	35.79%	33.50%	35.92%	30.15%	29.36%	44.17%	29.35%	32.92%	28.53%	35.95%	28.29%	27.79%	29.27%	28.41%	30.71%	31.39%	31.39%	30.60%	32.85%	47.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	939	19	10	15	22	14	11	6	10	13	10	10	2	7	5	4	7	7	5	5	3	4	10	24	5	17	15	16	3	19	15	9	13	31	3	6	6	4	9	20	19	14	23	15	21	13	19	27	14	17	16	18	6	20	14	4	7	14	14	19	19	11	20	12	21	15	13	8	12	12	11	19	10	12	14	2					
		1.06%	1.39%	0.69%	0.99%	1.34%	1.15%	1.04%	0.41%	0.94%	0.96%	0.98%	0.91%	0.18%	0.69%	0.74%	0.46%	0.50%	0.54%	0.49%	0.71%	0.32%	0.59%	1.02%	1.45%	0.44%	1.41%	1.26%	1.26%	0.29%	1.43%	0.95%	0.97%	0.85%	2.79%	0.34%	0.83%	0.89%	0.63%	0.91%	1.34%	1.04%	1.06%	1.37%	0.92%	1.27%	1.00%	0.99%	1.47%	1.14%	1.20%	1.22%	1.65%	0.96%	1.53%	0.84%	0.87%	0.64%	0.99%	1.07%	1.73%	1.50%	0.82%	1.50%	0.94%	2.19%	1.24%	1.99%	0.68%	0.95%	0.93%	1.02%	1.38%	1.10%	1.04%	1.56%	0.87%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
