Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Пушкинская N20																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2129	85	65	65	55	55	50	65	65	55	65	65	45	35	65	25	55	64	61	40	70	60	55	125	55	55	25	50	65	55	45	9	55	65	55	55	30	35	40	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1583	85	34	33	32	30	43	31	44	49	58	37	34	28	63	24	34	49	55	24	62	52	41	105	23	49	17	50	65	47	33	8	53	45	38	36	22	19	6	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1178	25	18	27	14	25	24	31	5	20	21	80	18	28	68	16	31	15	34	40	27	15	25	94	37	47	43	30	36	33	16	33	53	15	39	17	4	17	32	25					
14	Число погашенных неиспользованных открепительных удостоверений	546	0	31	32	23	25	7	34	21	6	7	28	11	7	2	1	21	15	6	16	8	8	14	20	32	6	8	0	0	8	12	1	2	20	17	19	8	16	34	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	71	1	1	2	1	2	3	1	2	0	4	2	3	4	1	0	3	3	0	0	0	13	2	4	4	0	0	1	4	3	0	0	1	1	0	0	0	2	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	1501	43	47	47	51	34	44	62	54	52	34	27	67	39	26	33	31	28	24	24	20	40	34	86	24	54	24	33	43	32	21	9	50	58	46	47	18	55	16	24					
		3.00%	3.25%	2.99%	3.15%	4.05%	2.79%	3.47%	3.92%	3.26%	3.62%	2.16%	1.67%	3.59%	2.60%	2.08%	2.96%	2.37%	1.87%	1.92%	2.53%	3.13%	2.77%	2.67%	4.93%	1.69%	3.46%	2.66%	2.98%	2.63%	2.41%	2.13%	4.76%	3.71%	4.12%	3.29%	3.55%	2.81%	3.79%	2.46%	2.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	833	21	25	19	10	18	18	24	51	13	31	31	25	34	32	30	33	19	29	8	11	20	22	44	29	40	30	25	19	12	6	1	13	13	15	15	4	6	18	19					
		1.67%	1.59%	1.59%	1.28%	0.79%	1.48%	1.42%	1.52%	3.08%	0.90%	1.97%	1.92%	1.34%	2.27%	2.55%	2.69%	2.52%	1.27%	2.32%	0.84%	1.72%	1.39%	1.73%	2.52%	2.04%	2.57%	3.33%	2.26%	1.16%	0.90%	0.61%	0.53%	0.96%	0.92%	1.07%	1.13%	0.63%	0.41%	2.76%	2.31%					
20	3.Политическая партия «Демократическая партия России»	74	1	2	1	1	6	3	1	5	0	3	2	2	3	3	3	3	2	1	1	0	3	4	7	3	2	0	3	1	0	1	1	4	0	1	0	0	0	1	0					
		0.15%	0.08%	0.13%	0.07%	0.08%	0.49%	0.24%	0.06%	0.30%	0.00%	0.19%	0.12%	0.11%	0.20%	0.24%	0.27%	0.23%	0.13%	0.08%	0.11%	0.00%	0.21%	0.31%	0.40%	0.21%	0.13%	0.00%	0.27%	0.06%	0.00%	0.10%	0.53%	0.30%	0.00%	0.07%	0.00%	0.00%	0.00%	0.15%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6303	172	257	200	191	162	174	225	210	201	180	184	239	151	170	167	154	172	183	133	83	245	157	192	195	217	85	132	251	220	73	9	151	164	129	114	46	132	69	114					
		12.61%	13.00%	16.38%	13.42%	15.16%	13.30%	13.73%	14.24%	12.68%	13.99%	11.43%	11.39%	12.82%	10.07%	13.57%	14.98%	11.78%	11.46%	14.64%	14.03%	13.01%	16.99%	12.32%	11.02%	13.71%	13.92%	9.43%	11.91%	15.36%	16.57%	7.40%	4.76%	11.19%	11.66%	9.23%	8.62%	7.19%	9.09%	10.60%	13.83%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	807	21	29	23	19	22	16	26	50	16	27	19	33	25	25	27	28	17	26	19	5	11	18	48	49	34	33	15	18	12	3	0	7	8	14	9	3	20	22	10					
		1.61%	1.59%	1.85%	1.54%	1.51%	1.81%	1.26%	1.65%	3.02%	1.11%	1.71%	1.18%	1.77%	1.67%	1.99%	2.42%	2.14%	1.13%	2.08%	2.00%	0.78%	0.76%	1.41%	2.75%	3.45%	2.18%	3.66%	1.35%	1.10%	0.90%	0.30%	0.00%	0.52%	0.57%	1.00%	0.68%	0.47%	1.38%	3.38%	1.21%					
23	6.Политическая партия «Партия социальной справедливости»	121	8	3	4	3	4	4	4	5	0	8	3	6	1	2	3	5	3	2	1	2	3	4	7	3	7	2	2	3	3	0	3	1	3	3	1	0	2	1	2					
		0.24%	0.60%	0.19%	0.27%	0.24%	0.33%	0.32%	0.25%	0.30%	0.00%	0.51%	0.19%	0.32%	0.07%	0.16%	0.27%	0.38%	0.20%	0.16%	0.11%	0.31%	0.21%	0.31%	0.40%	0.21%	0.45%	0.22%	0.18%	0.18%	0.23%	0.00%	1.59%	0.07%	0.21%	0.21%	0.08%	0.00%	0.14%	0.15%	0.24%					
24	7.Политическая партия «Либерально-демократическая партия России»	3918	99	110	119	79	75	93	99	107	102	125	115	113	95	104	98	111	122	72	56	76	168	98	183	87	118	65	56	160	77	97	11	112	137	123	95	55	185	51	70					
		7.84%	7.48%	7.01%	7.99%	6.27%	6.16%	7.34%	6.27%	6.46%	7.10%	7.94%	7.12%	6.06%	6.33%	8.30%	8.79%	8.49%	8.13%	5.76%	5.91%	11.91%	11.65%	7.69%	10.50%	6.12%	7.57%	7.21%	5.05%	9.79%	5.80%	9.84%	5.82%	8.30%	9.74%	8.80%	7.18%	8.59%	12.74%	7.83%	8.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7607	247	222	210	194	190	216	284	301	288	238	214	344	235	230	159	225	240	236	191	76	152	229	239	216	241	149	171	227	254	108	22	145	130	167	146	69	187	102	113					
		15.22%	18.67%	14.15%	14.09%	15.40%	15.60%	17.05%	17.97%	18.18%	20.04%	15.11%	13.25%	18.45%	15.67%	18.36%	14.26%	17.21%	15.99%	18.88%	20.15%	11.91%	10.54%	17.97%	13.71%	15.19%	15.46%	16.54%	15.43%	13.89%	19.13%	10.95%	11.64%	10.75%	9.24%	11.95%	11.04%	10.78%	12.88%	15.67%	13.71%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	516	14	10	13	11	12	15	16	23	11	11	23	18	12	16	13	13	15	17	14	11	26	13	23	8	10	16	13	13	14	6	2	19	14	12	11	4	10	4	10					
		1.03%	1.06%	0.64%	0.87%	0.87%	0.99%	1.18%	1.01%	1.39%	0.77%	0.70%	1.42%	0.97%	0.80%	1.28%	1.17%	0.99%	0.99%	1.36%	1.48%	1.72%	1.80%	1.02%	1.32%	0.56%	0.64%	1.78%	1.17%	0.80%	1.05%	0.61%	1.06%	1.41%	0.99%	0.86%	0.83%	0.63%	0.69%	0.61%	1.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26220	636	808	798	661	631	620	765	756	678	844	929	948	859	579	521	625	839	608	450	323	711	637	819	744	760	440	596	834	653	655	113	816	849	857	854	416	824	328	436					
		52.44%	48.07%	51.50%	53.56%	52.46%	51.81%	48.93%	48.42%	45.65%	47.18%	53.59%	57.52%	50.86%	57.27%	46.21%	46.73%	47.82%	55.90%	48.64%	47.47%	50.63%	49.31%	50.00%	46.99%	52.32%	48.75%	48.83%	53.79%	51.04%	49.17%	66.43%	59.79%	60.49%	60.34%	61.30%	64.55%	65.00%	56.75%	50.38%	52.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1653	48	44	42	33	54	51	63	83	56	64	54	55	36	58	53	60	36	47	40	19	36	37	74	56	55	50	54	51	41	12	5	21	20	23	23	20	24	34	21					
		3.31%	3.63%	2.80%	2.82%	2.62%	4.43%	4.03%	3.99%	5.01%	3.90%	4.06%	3.34%	2.95%	2.40%	4.63%	4.75%	4.59%	2.40%	3.76%	4.22%	2.98%	2.50%	2.90%	4.25%	3.94%	3.53%	5.55%	4.87%	3.12%	3.09%	1.22%	2.65%	1.56%	1.42%	1.65%	1.74%	3.13%	1.65%	5.22%	2.55%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
