Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
"Наименование Избирательной комиссии:    Барнаул, Железнодорожная"																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №1902									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	858	19	34	7	20	33	6	23	13	17	12	9	15	10	25	10	16	36	23	29	20	31	23	17	11	26	18	22	17	11	25	21	39	25	21	16	16	0	17	25	29	21	28	19	3									
		2.74%	3.28%	3.64%	0.99%	1.83%	3.37%	1.67%	2.47%	2.55%	2.49%	1.68%	2.43%	2.72%	2.16%	2.94%	1.83%	3.25%	4.39%	2.77%	2.84%	2.86%	2.88%	3.95%	2.21%	2.00%	3.82%	2.60%	3.09%	2.30%	1.87%	5.61%	3.25%	3.99%	2.57%	2.92%	2.05%	2.36%	0.00%	2.20%	2.60%	3.52%	2.63%	4.93%	2.55%	3.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	590	3	16	11	30	17	14	21	10	15	21	5	15	10	21	6	8	17	11	24	13	20	6	8	9	12	15	11	11	8	7	14	22	25	8	21	11	11	15	21	13	12	9	11	2									
		1.89%	0.52%	1.71%	1.56%	2.74%	1.73%	3.89%	2.25%	1.96%	2.20%	2.95%	1.35%	2.72%	2.16%	2.47%	1.10%	1.62%	2.07%	1.32%	2.35%	1.86%	1.86%	1.03%	1.04%	1.64%	1.76%	2.17%	1.55%	1.49%	1.36%	1.57%	2.16%	2.25%	2.57%	1.11%	2.69%	1.62%	1.46%	1.94%	2.19%	1.58%	1.50%	1.58%	1.47%	2.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9975	219	290	225	345	332	122	329	150	209	208	114	167	133	236	178	132	244	271	335	201	357	202	228	169	258	226	200	225	208	142	190	279	364	196	215	181	257	226	300	301	330	182	244	55									
		31.91%	37.76%	31.05%	32.01%	31.51%	33.88%	33.89%	35.26%	29.47%	30.60%	29.17%	30.81%	30.25%	28.73%	27.76%	32.54%	26.77%	29.76%	32.61%	32.84%	28.76%	33.15%	34.65%	29.65%	30.78%	37.89%	32.66%	28.13%	30.49%	35.37%	31.84%	29.37%	28.59%	37.37%	27.22%	27.56%	26.74%	34.18%	29.20%	31.25%	36.57%	41.35%	32.04%	32.71%	55.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	353	2	24	11	18	17	3	10	5	7	9	6	8	4	11	4	6	8	9	18	12	13	4	6	2	5	5	5	6	9	6	7	9	2	7	7	5	5	7	15	6	15	4	11	0									
		1.13%	0.34%	2.57%	1.56%	1.64%	1.73%	0.83%	1.07%	0.98%	1.02%	1.26%	1.62%	1.45%	0.86%	1.29%	0.73%	1.22%	0.98%	1.08%	1.76%	1.72%	1.21%	0.69%	0.78%	0.36%	0.73%	0.72%	0.70%	0.81%	1.53%	1.35%	1.08%	0.92%	0.21%	0.97%	0.90%	0.74%	0.66%	0.90%	1.56%	0.73%	1.88%	0.70%	1.47%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	69	1	2	3	1	3	1	3	1	4	4	0	0	0	1	2	2	0	0	5	0	3	1	1	1	1	4	1	0	0	3	0	4	1	1	2	2	2	2	4	1	0	1	1	0									
		0.22%	0.17%	0.21%	0.43%	0.09%	0.31%	0.28%	0.32%	0.20%	0.59%	0.56%	0.00%	0.00%	0.00%	0.12%	0.37%	0.41%	0.00%	0.00%	0.49%	0.00%	0.28%	0.17%	0.13%	0.18%	0.15%	0.58%	0.14%	0.00%	0.00%	0.67%	0.00%	0.41%	0.10%	0.14%	0.26%	0.30%	0.27%	0.26%	0.42%	0.12%	0.00%	0.18%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6441	142	135	131	160	153	67	145	86	97	106	64	88	107	157	100	119	135	215	166	151	179	177	235	140	138	182	173	169	135	97	168	193	184	196	219	208	179	165	185	149	152	129	150	15									
		20.60%	24.48%	14.45%	18.63%	14.61%	15.61%	18.61%	15.54%	16.90%	14.20%	14.87%	17.30%	15.94%	23.11%	18.47%	18.28%	24.14%	16.46%	25.87%	16.27%	21.60%	16.62%	30.36%	30.56%	25.50%	20.26%	26.30%	24.33%	22.90%	22.96%	21.75%	25.97%	19.77%	18.89%	27.22%	28.08%	30.72%	23.80%	21.32%	19.27%	18.10%	19.05%	22.71%	20.11%	15.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	271	2	9	4	9	8	5	8	6	7	9	7	5	3	0	5	4	10	7	3	7	9	5	6	6	9	9	1	9	2	3	10	9	6	5	8	2	5	5	8	6	9	5	16	0									
		0.87%	0.34%	0.96%	0.57%	0.82%	0.82%	1.39%	0.86%	1.18%	1.02%	1.26%	1.89%	0.91%	0.65%	0.00%	0.91%	0.81%	1.22%	0.84%	0.29%	1.00%	0.84%	0.86%	0.78%	1.09%	1.32%	1.30%	0.14%	1.22%	0.34%	0.67%	1.55%	0.92%	0.62%	0.69%	1.03%	0.30%	0.66%	0.65%	0.83%	0.73%	1.13%	0.88%	2.14%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	460	8	16	16	25	21	7	13	10	15	11	9	10	5	15	16	6	14	8	22	13	16	5	4	10	7	14	9	12	2	4	5	15	12	9	9	6	5	8	10	9	9	4	15	1									
		1.47%	1.38%	1.71%	2.28%	2.28%	2.14%	1.94%	1.39%	1.96%	2.20%	1.54%	2.43%	1.81%	1.08%	1.76%	2.93%	1.22%	1.71%	0.96%	2.16%	1.86%	1.49%	0.86%	0.52%	1.82%	1.03%	2.02%	1.27%	1.63%	0.34%	0.90%	0.77%	1.54%	1.23%	1.25%	1.15%	0.89%	0.66%	1.03%	1.04%	1.09%	1.13%	0.70%	2.01%	1.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	2	4	2	2	0	1	2	1	1	1	1	2	2	0	0	1	0	1	2	1	1	0									
		0.13%	0.00%	0.11%	0.00%	0.09%	0.10%	0.28%	0.00%	0.00%	0.15%	0.00%	0.27%	0.00%	0.00%	0.12%	0.18%	0.20%	0.12%	0.12%	0.10%	0.00%	0.09%	0.00%	0.26%	0.73%	0.29%	0.29%	0.00%	0.14%	0.34%	0.22%	0.15%	0.10%	0.10%	0.28%	0.26%	0.00%	0.00%	0.13%	0.00%	0.12%	0.25%	0.18%	0.13%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1286	21	53	50	74	66	26	49	37	45	53	31	31	21	66	33	25	38	15	35	34	49	8	21	8	18	18	20	25	22	11	27	26	26	20	22	15	18	23	32	18	11	15	28	2									
		4.11%	3.62%	5.67%	7.11%	6.76%	6.73%	7.22%	5.25%	7.27%	6.59%	7.43%	8.38%	5.62%	4.54%	7.76%	6.03%	5.07%	4.63%	1.81%	3.43%	4.86%	4.55%	1.37%	2.73%	1.46%	2.64%	2.60%	2.81%	3.39%	3.74%	2.47%	4.17%	2.66%	2.67%	2.78%	2.82%	2.22%	2.39%	2.97%	3.33%	2.19%	1.38%	2.64%	3.75%	2.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5063	77	191	115	206	189	65	153	78	141	152	61	102	61	123	75	82	151	114	194	118	177	58	119	78	76	95	141	128	84	74	91	194	144	119	98	86	125	120	155	137	110	89	109	8									
		16.19%	13.28%	20.45%	16.36%	18.81%	19.29%	18.06%	16.40%	15.32%	20.64%	21.32%	16.49%	18.48%	13.17%	14.47%	13.71%	16.63%	18.41%	13.72%	19.02%	16.88%	16.43%	9.95%	15.47%	14.21%	11.16%	13.73%	19.83%	17.34%	14.29%	16.59%	14.06%	19.88%	14.78%	16.53%	12.56%	12.70%	16.62%	15.50%	16.15%	16.65%	13.78%	15.67%	14.61%	8.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	106	4	2	3	4	4	3	5	2	1	4	0	2	1	4	0	0	1	4	4	3	4	3	1	3	1	2	0	6	3	0	0	3	4	4	3	2	1	4	2	2	3	1	2	1									
		0.34%	0.69%	0.21%	0.43%	0.37%	0.41%	0.83%	0.54%	0.39%	0.15%	0.56%	0.00%	0.36%	0.22%	0.47%	0.00%	0.00%	0.12%	0.48%	0.39%	0.43%	0.37%	0.51%	0.13%	0.55%	0.15%	0.29%	0.00%	0.81%	0.51%	0.00%	0.00%	0.31%	0.41%	0.56%	0.38%	0.30%	0.13%	0.52%	0.21%	0.24%	0.38%	0.18%	0.27%	1.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4525	56	129	101	164	101	34	132	92	93	96	54	96	84	159	93	68	135	125	143	93	181	67	93	81	103	80	105	109	80	54	77	130	143	108	127	110	117	137	151	116	97	88	115	8									
		14.47%	9.66%	13.81%	14.37%	14.98%	10.31%	9.44%	14.15%	18.07%	13.62%	13.46%	14.59%	17.39%	18.14%	18.71%	17.00%	13.79%	16.46%	15.04%	14.02%	13.30%	16.81%	11.49%	12.09%	14.75%	15.12%	11.56%	14.77%	14.77%	13.61%	12.11%	11.90%	13.32%	14.68%	15.00%	16.28%	16.25%	15.56%	17.70%	15.73%	14.09%	12.16%	15.49%	15.42%	8.00%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
