Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Муромцевская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	92	5	0	6	1	4	4	1	0	3	2	2	1	5	2	0	2	1	2	2	0	0	5	1	1	7	0	1	3	1	1	0	7	1	0	2	1	4	2	0	0	0	2	8	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	159	5	4	6	4	3	2	5	5	3	5	4	7	7	4	5	2	2	2	6	4	4	1	1	2	5	2	2	2	5	2	2	4	2	1	5	2	2	6	8	3	2	1	6	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	2	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	79	3	3	2	1	0	0	19	3	1	1	0	4	4	0	1	2	0	0	2	0	2	3	0	0	2	3	0	0	2	0	2	0	0	2	0	0	5	2	1	2	1	2	4	0	0									
		0.95%	0.81%	1.81%	0.97%	0.58%	0.00%	0.00%	5.41%	1.52%	1.01%	0.70%	0.00%	2.96%	1.20%	0.00%	0.47%	2.08%	0.00%	0.00%	0.84%	0.00%	0.99%	2.26%	0.00%	0.00%	0.86%	2.94%	0.00%	0.00%	1.80%	0.00%	5.00%	0.00%	0.00%	2.90%	0.00%	0.00%	0.60%	0.29%	0.28%	0.49%	0.56%	0.41%	0.77%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	441	16	5	14	11	3	0	24	8	4	7	2	5	9	5	15	4	3	1	13	5	11	9	0	4	14	0	4	1	8	2	2	15	9	4	10	2	53	30	13	24	10	32	20	5	5									
		5.30%	4.30%	3.01%	6.76%	6.40%	4.23%	0.00%	6.84%	4.06%	4.04%	4.93%	4.55%	3.70%	2.69%	4.81%	7.11%	4.17%	5.56%	3.03%	5.44%	5.43%	5.47%	6.77%	0.00%	7.41%	6.01%	0.00%	9.30%	1.35%	7.21%	4.76%	5.00%	8.82%	20.00%	5.80%	7.69%	5.88%	6.33%	4.36%	3.67%	5.84%	5.59%	6.60%	3.85%	8.77%	7.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	106	3	2	0	5	2	0	8	3	3	3	0	1	8	1	4	2	0	0	2	1	6	1	0	2	2	0	0	0	1	1	0	1	1	1	3	0	8	14	3	5	0	4	4	0	1									
		1.27%	0.81%	1.20%	0.00%	2.91%	2.82%	0.00%	2.28%	1.52%	3.03%	2.11%	0.00%	0.74%	2.40%	0.96%	1.90%	2.08%	0.00%	0.00%	0.84%	1.09%	2.99%	0.75%	0.00%	3.70%	0.86%	0.00%	0.00%	0.00%	0.90%	2.38%	0.00%	0.59%	2.22%	1.45%	2.31%	0.00%	0.96%	2.03%	0.85%	1.22%	0.00%	0.82%	0.77%	0.00%	1.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3497	186	84	81	72	36	37	136	94	62	84	23	72	156	69	80	57	26	14	110	48	84	44	24	20	109	60	19	41	51	19	18	78	27	36	58	15	283	229	117	136	53	178	222	22	27									
		41.99%	50.00%	50.60%	39.13%	41.86%	50.70%	37.00%	38.75%	47.72%	62.63%	59.15%	52.27%	53.33%	46.71%	66.35%	37.91%	59.38%	48.15%	42.42%	46.03%	52.17%	41.79%	33.08%	72.73%	37.04%	46.78%	58.82%	44.19%	55.41%	45.95%	45.24%	45.00%	45.88%	60.00%	52.17%	44.62%	44.12%	33.81%	33.28%	33.05%	33.09%	29.61%	36.70%	42.69%	38.60%	42.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	1	0	0	0	1	0	1	0	0	1	0	3	1	1	0	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	3	2	2	5	0	0									
		0.38%	0.27%	0.00%	0.00%	0.00%	1.41%	0.00%	0.28%	0.00%	0.00%	0.70%	0.00%	2.22%	0.30%	0.96%	0.00%	0.00%	0.00%	0.00%	0.84%	2.17%	0.00%	1.50%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	2.50%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.28%	0.73%	1.12%	0.41%	0.96%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0									
		0.17%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.01%	0.00%	2.27%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	1.45%	0.00%	2.94%	0.12%	0.00%	0.28%	0.00%	0.00%	0.21%	0.19%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1363	60	40	33	32	6	36	59	33	11	22	7	18	51	9	22	14	9	4	61	15	27	29	4	4	32	10	1	1	12	3	3	24	2	7	20	7	127	130	56	84	30	112	66	16	14									
		16.37%	16.13%	24.10%	15.94%	18.60%	8.45%	36.00%	16.81%	16.75%	11.11%	15.49%	15.91%	13.33%	15.27%	8.65%	10.43%	14.58%	16.67%	12.12%	25.52%	16.30%	13.43%	21.80%	12.12%	7.41%	13.73%	9.80%	2.33%	1.35%	10.81%	7.14%	7.50%	14.12%	4.44%	10.14%	15.38%	20.59%	15.17%	18.90%	15.82%	20.44%	16.76%	23.09%	12.69%	28.07%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	1	0	0	0	0	0	2	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	4	7	1	2	1	2	0	1									
		0.38%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.51%	0.00%	0.00%	0.00%	0.74%	0.30%	0.96%	0.00%	1.04%	0.00%	0.00%	0.42%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	2.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.58%	1.98%	0.24%	1.12%	0.21%	0.38%	0.00%	1.59%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	5	0	3	0	1	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	8	0	0	2	4	4	1	0									
		0.56%	1.34%	0.00%	1.45%	0.00%	1.41%	0.00%	0.85%	0.51%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.99%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	1.08%	1.16%	0.00%	0.00%	1.12%	0.82%	0.77%	1.75%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	1	0	1	1	0	0	0	1	1	0	1	1	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0									
		0.24%	0.00%	0.00%	0.48%	0.00%	1.41%	1.00%	0.00%	0.00%	0.00%	0.70%	2.27%	0.00%	0.30%	0.96%	0.95%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.24%	0.00%	0.41%	0.19%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	2	1	0	0	1	0	4	1	1	0	2	1	4	2	3	0	8	2	1	2	3	2	0	1	2	0	2	0	1	0	0	2	1	3	0	0	11	7	0	2	0	0	5	0	0									
		0.92%	0.54%	0.60%	0.00%	0.00%	1.41%	0.00%	1.14%	0.51%	1.01%	0.00%	4.55%	0.74%	1.20%	1.92%	1.42%	0.00%	14.81%	6.06%	0.42%	2.17%	1.49%	1.50%	0.00%	1.85%	0.86%	0.00%	4.65%	0.00%	0.90%	0.00%	0.00%	1.18%	2.22%	4.35%	0.00%	0.00%	1.31%	1.02%	0.00%	0.49%	0.00%	0.00%	0.96%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2195	81	20	63	44	14	23	89	47	14	17	5	26	75	13	72	10	0	10	42	13	56	31	5	15	61	25	16	31	33	17	11	34	3	12	35	7	287	228	124	134	67	134	127	11	13									
		26.36%	21.77%	12.05%	30.43%	25.58%	19.72%	23.00%	25.36%	23.86%	14.14%	11.97%	11.36%	19.26%	22.46%	12.50%	34.12%	10.42%	0.00%	30.30%	17.57%	14.13%	27.86%	23.31%	15.15%	27.78%	26.18%	24.51%	37.21%	41.89%	29.73%	40.48%	27.50%	20.00%	6.67%	17.39%	26.92%	20.59%	34.29%	33.14%	35.03%	32.60%	37.43%	27.63%	24.42%	19.30%	20.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	1	2	0	1									
		0.18%	0.27%	0.00%	0.00%	0.58%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.94%	0.24%	0.29%	0.00%	0.00%	0.00%	0.21%	0.38%	0.00%	1.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	182	7	4	1	0	3	1	5	1	1	1	0	3	14	0	5	3	0	1	3	3	4	4	0	6	5	2	1	0	2	0	0	4	2	2	0	1	21	13	11	6	4	4	32	1	1									
		2.19%	1.88%	2.41%	0.48%	0.00%	4.23%	1.00%	1.42%	0.51%	1.01%	0.70%	0.00%	2.22%	4.19%	0.00%	2.37%	3.13%	0.00%	3.03%	1.26%	3.26%	1.99%	3.01%	0.00%	11.11%	2.15%	1.96%	2.33%	0.00%	1.80%	0.00%	0.00%	2.35%	4.44%	2.90%	0.00%	2.94%	2.51%	1.89%	3.11%	1.46%	2.23%	0.82%	6.15%	1.75%	1.59%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
