7	Число избирательных бюллетеней в переносных ящиках для голосования	2886	48	15	0	22	80	69	52	84	21	81	64	55	37	36	26	9	78	102	19	16	16	34	5	15	13	150	96	97	11	24	46	29	20	46	39	18	21	57	20	50	40	97	69	66	29	10	5	6	72	26	51	7	109	12	12	25	18	14	7	25	12	0	56	33	5	64	0	21	11	29	59	28	12	88	9	38	0					
8	Число бюллетеней в стационарных ящиках для голосования	48824	751	248	139	124	1129	671	206	722	141	820	401	1388	1560	583	338	140	2119	886	185	1011	1039	594	102	314	153	1253	885	1020	703	187	1220	1304	982	1015	649	431	485	960	326	1219	528	991	258	1709	607	178	150	268	952	128	1022	235	886	104	99	232	138	155	125	800	176	216	1115	322	156	1527	144	965	921	1036	1710	233	153	895	319	848	120					
9	Число недействительных избирательных бюллетеней	710	18	0	1	1	6	8	3	12	0	11	5	18	25	4	2	0	20	19	3	11	6	10	2	3	1	14	10	11	13	0	25	24	10	20	12	9	7	13	3	28	6	27	2	29	12	2	1	4	13	0	31	0	32	0	0	3	0	2	1	17	1	3	16	3	1	19	0	9	13	11	28	0	8	16	3	6	3					
10	Число действительных избирательных бюллетеней	51000	781	263	138	145	1203	732	255	794	162	890	460	1425	1572	615	362	149	2177	969	201	1016	1049	618	105	326	165	1389	971	1106	701	211	1241	1309	992	1041	676	440	499	1004	343	1241	562	1061	325	1746	624	186	154	270	1011	154	1042	242	963	116	111	254	156	167	131	808	187	213	1155	352	160	1572	144	977	919	1054	1741	261	157	967	325	880	117					
11	Число полученных открепительных  удостоверений	973	18	5	5	5	20	15	5	15	5	11	5	25	25	25	5	5	30	20	10	10	10	17	5	5	5	20	20	20	10	0	25	15	13	12	10	5	15	15	10	20	20	30	0	40	15	5	5	5	10	5	12	3	15	5	5	5	10	5	5	12	8	5	25	10	5	35	0	19	19	24	35	5	5	10	10	28	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	888	18	2	0	0	20	13	4	15	1	11	3	25	25	25	5	5	29	20	10	10	10	16	4	4	4	20	16	20	10	0	24	15	13	12	9	4	15	15	10	20	20	29	0	39	15	1	5	1	10	4	12	1	15	1	5	4	3	2	5	9	7	2	22	5	2	35	0	19	19	24	35	5	3	10	7	28	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	861	8	2	0	2	9	5	7	21	7	9	5	22	43	6	3	4	10	9	3	4	11	4	0	4	1	9	25	10	109	5	15	9	13	19	4	6	1	15	6	14	2	14	8	15	18	2	3	3	12	4	11	3	15	1	0	5	1	0	3	5	4	3	7	1	2	28	2	4	5	33	7	3	0	18	22	136	2					
14	Число неиспользованных открепительных удостоверений	85	0	3	5	5	0	2	1	0	4	0	2	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	4	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	4	0	4	0	1	0	2	0	4	0	1	7	3	0	3	1	3	3	5	3	0	0	0	0	0	0	0	2	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	25	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	1	1	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																				
18	Богданов Андрей Владимирович	669	16	4	0	2	27	6	2	7	2	9	6	23	18	5	3	0	23	13	1	13	25	14	2	2	1	12	12	17	8	1	22	17	13	16	13	2	14	17	11	15	4	11	5	24	6	1	2	0	12	3	13	1	13	0	1	5	5	2	4	3	2	0	21	5	1	15	0	14	17	11	22	3	0	9	6	14	0					
		1.29%	2.00%	1.52%	0.00%	1.37%	2.23%	0.81%	0.78%	0.87%	1.23%	0.99%	1.29%	1.59%	1.13%	0.81%	0.82%	0.00%	1.05%	1.32%	0.49%	1.27%	2.37%	2.23%	1.87%	0.61%	0.60%	0.86%	1.22%	1.52%	1.12%	0.47%	1.74%	1.28%	1.30%	1.51%	1.89%	0.45%	2.77%	1.67%	3.18%	1.18%	0.70%	1.01%	1.53%	1.35%	0.94%	0.53%	1.29%	0.00%	1.17%	1.95%	1.21%	0.41%	1.31%	0.00%	0.90%	1.95%	3.21%	1.18%	3.03%	0.36%	1.06%	0.00%	1.79%	1.41%	0.62%	0.94%	0.00%	1.42%	1.82%	1.03%	1.24%	1.15%	0.00%	0.92%	1.83%	1.58%	0.00%					
19	Жириновский Владимир Вольфович	7278	127	25	13	14	118	88	34	153	19	79	84	223	248	97	43	19	300	106	40	141	166	83	16	43	32	173	145	154	139	30	187	261	194	167	102	95	67	118	50	200	97	142	39	294	67	31	33	18	132	30	168	51	103	12	28	30	12	8	13	69	18	9	186	38	8	112	12	144	145	162	275	35	32	157	43	107	25					
		14.07%	15.89%	9.51%	9.35%	9.59%	9.76%	11.89%	13.18%	18.98%	11.73%	8.77%	18.06%	15.45%	15.53%	15.67%	11.81%	12.75%	13.65%	10.73%	19.61%	13.73%	15.73%	13.22%	14.95%	13.07%	19.28%	12.33%	14.78%	13.79%	19.47%	14.22%	14.77%	19.58%	19.36%	15.74%	14.83%	21.16%	13.24%	11.60%	14.45%	15.76%	17.08%	13.05%	11.93%	16.56%	10.53%	16.49%	21.29%	6.57%	12.89%	19.48%	15.66%	21.07%	10.35%	10.34%	25.23%	11.67%	7.69%	4.73%	9.85%	8.36%	9.57%	4.17%	15.88%	10.70%	4.97%	7.04%	8.33%	14.60%	15.56%	15.21%	15.55%	13.41%	19.39%	15.97%	13.11%	12.08%	20.83%					
20	Зюганов Геннадий Андреевич	11305	106	16	12	22	170	133	39	134	27	172	78	361	471	117	61	37	489	256	27	278	315	118	30	74	22	267	287	347	162	56	342	304	253	256	124	108	110	214	52	353	147	194	30	382	165	18	17	42	191	32	225	39	236	22	37	58	20	15	18	205	17	33	201	52	6	282	12	323	262	338	346	58	33	190	68	180	11					
		21.86%	13.27%	6.08%	8.63%	15.07%	14.06%	17.97%	15.12%	16.63%	16.67%	19.09%	16.77%	25.02%	29.49%	18.90%	16.76%	24.83%	22.26%	25.91%	13.24%	27.07%	29.86%	18.79%	28.04%	22.49%	13.25%	19.03%	29.26%	31.07%	22.69%	26.54%	27.01%	22.81%	25.25%	24.13%	18.02%	24.05%	21.74%	21.04%	15.03%	27.82%	25.88%	17.83%	9.17%	21.52%	25.94%	9.57%	10.97%	15.33%	18.65%	20.78%	20.97%	16.12%	23.72%	18.97%	33.33%	22.57%	12.82%	8.88%	13.64%	24.85%	9.04%	15.28%	17.16%	14.65%	3.73%	17.72%	8.33%	32.76%	28.11%	31.74%	19.56%	22.22%	20.00%	19.33%	20.73%	20.32%	9.17%					
21	Медведев Дмитрий Анатольевич	31748	532	218	113	107	888	505	180	500	114	630	292	818	835	396	255	93	1365	594	133	584	543	403	57	207	110	937	527	588	392	124	690	727	532	602	437	235	308	655	230	673	314	714	251	1046	386	136	102	210	676	89	636	151	611	82	45	161	119	142	96	531	150	171	747	257	145	1163	120	496	495	543	1098	165	92	611	208	579	81					
		61.40%	66.58%	82.89%	81.29%	73.29%	73.45%	68.24%	69.77%	62.03%	70.37%	69.92%	62.80%	56.69%	52.29%	63.97%	70.05%	62.42%	62.13%	60.12%	65.20%	56.86%	51.47%	64.17%	53.27%	62.92%	66.27%	66.79%	53.72%	52.64%	54.90%	58.77%	54.50%	54.54%	53.09%	56.74%	63.52%	52.34%	60.87%	64.41%	66.47%	53.03%	55.28%	65.63%	76.76%	58.93%	60.69%	72.34%	65.81%	76.64%	66.02%	57.79%	59.27%	62.40%	61.41%	70.69%	40.54%	62.65%	76.28%	84.02%	72.73%	64.36%	79.79%	79.17%	63.79%	72.39%	90.06%	73.10%	83.33%	50.30%	53.11%	50.99%	62.07%	63.22%	55.76%	62.16%	63.41%	65.35%	67.50%					
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
