Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Гайнская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №4801	УИК №4802	УИК №4803	УИК №4804	УИК №4805	УИК №4806	УИК №4807	УИК №4808	УИК №4809	УИК №4810	УИК №4811	УИК №4812	УИК №4813	УИК №4814	УИК №4815	УИК №4816	УИК №4817	УИК №4818	УИК №4819	УИК №4820	УИК №4821	УИК №4822	УИК №4823	УИК №4824	УИК №4825	УИК №4826	УИК №4827									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	51	5	5	1	1	8	0	0	3	1	2	1	2	0	0	4	0	0	3	0	1	1	4	0	0	5	1	3									
		1.18%	1.58%	1.49%	0.31%	0.53%	2.80%	0.00%	0.00%	5.17%	1.19%	1.59%	1.49%	0.66%	0.00%	0.00%	2.16%	0.00%	0.00%	1.26%	0.00%	1.67%	2.33%	1.66%	0.00%	0.00%	1.82%	0.32%	1.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	145	10	9	12	3	4	0	4	0	4	3	6	9	1	6	9	0	0	8	0	0	0	10	5	4	12	16	10									
		3.36%	3.15%	2.69%	3.74%	1.58%	1.40%	0.00%	13.33%	0.00%	4.76%	2.38%	8.96%	2.95%	2.00%	4.44%	4.86%	0.00%	0.00%	3.36%	0.00%	0.00%	0.00%	4.15%	6.17%	2.55%	4.38%	5.14%	4.81%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	68	10	6	2	3	4	0	0	0	3	1	0	3	1	0	4	0	0	4	1	2	0	7	4	0	4	4	5									
		1.57%	3.15%	1.79%	0.62%	1.58%	1.40%	0.00%	0.00%	0.00%	3.57%	0.79%	0.00%	0.98%	2.00%	0.00%	2.16%	0.00%	0.00%	1.68%	2.27%	3.33%	0.00%	2.90%	4.94%	0.00%	1.46%	1.29%	2.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1898	140	135	139	85	142	32	14	23	44	64	25	127	21	71	86	40	41	118	14	41	23	83	26	64	86	148	66									
		43.93%	44.16%	40.30%	43.30%	44.74%	49.65%	51.61%	46.67%	39.66%	52.38%	50.79%	37.31%	41.64%	42.00%	52.59%	46.49%	78.43%	66.13%	49.58%	31.82%	68.33%	53.49%	34.44%	32.10%	40.76%	31.39%	47.59%	31.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	1	4	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	1	2	0									
		0.39%	0.32%	1.19%	0.00%	0.53%	0.35%	1.61%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	2.00%	0.74%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.36%	0.64%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1									
		0.25%	0.00%	0.30%	0.00%	0.53%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	2.00%	0.74%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	2.33%	0.41%	1.23%	0.00%	0.00%	0.00%	0.48%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	666	74	48	69	25	47	9	6	11	6	8	4	27	11	18	14	4	10	28	6	6	2	42	11	19	50	56	55									
		15.41%	23.34%	14.33%	21.50%	13.16%	16.43%	14.52%	20.00%	18.97%	7.14%	6.35%	5.97%	8.85%	22.00%	13.33%	7.57%	7.84%	16.13%	11.76%	13.64%	10.00%	4.65%	17.43%	13.58%	12.10%	18.25%	18.01%	26.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	3	0	0	1	0	0	0	0	0	1	2	0	0	1	0	1	1	0	0	0	2	0	1	0	0	1									
		0.32%	0.00%	0.90%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.66%	0.00%	0.00%	0.54%	0.00%	1.61%	0.42%	0.00%	0.00%	0.00%	0.83%	0.00%	0.64%	0.00%	0.00%	0.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	3	0									
		0.44%	0.95%	0.60%	0.62%	0.53%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	2.47%	0.64%	0.73%	0.96%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0									
		0.14%	0.00%	0.30%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	1.23%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	6	7	5	1	1	0	0	1	0	1	0	5	0	2	3	0	0	2	1	0	1	2	0	1	4	4	0									
		1.09%	1.89%	2.09%	1.56%	0.53%	0.35%	0.00%	0.00%	1.72%	0.00%	0.79%	0.00%	1.64%	0.00%	1.48%	1.62%	0.00%	0.00%	0.84%	2.27%	0.00%	2.33%	0.83%	0.00%	0.64%	1.46%	1.29%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	938	49	70	67	40	45	11	1	9	21	38	21	109	5	25	47	4	8	51	21	6	10	69	28	54	58	27	44									
		21.71%	15.46%	20.90%	20.87%	21.05%	15.73%	17.74%	3.33%	15.52%	25.00%	30.16%	31.34%	35.74%	10.00%	18.52%	25.41%	7.84%	12.90%	21.43%	47.73%	10.00%	23.26%	28.63%	34.57%	34.39%	21.17%	8.68%	21.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	3	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0									
		0.28%	0.00%	0.90%	0.31%	0.00%	0.35%	1.61%	0.00%	1.72%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.54%	1.96%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	225	14	23	18	15	6	3	4	7	3	3	7	9	3	3	7	0	0	8	1	3	1	13	3	6	37	19	9									
		5.21%	4.42%	6.87%	5.61%	7.89%	2.10%	4.84%	13.33%	12.07%	3.57%	2.38%	10.45%	2.95%	6.00%	2.22%	3.78%	0.00%	0.00%	3.36%	2.27%	5.00%	2.33%	5.39%	3.70%	3.82%	13.50%	6.11%	4.33%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
