Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Орловская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944					
20	3.Политическая партия «Демократическая партия России»	6	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0					
		0.07%	0.11%	0.00%	0.12%	0.13%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	878	118	125	105	90	110	32	53	20	23	11	12	12	35	14	2	5	48	51	12					
		10.04%	12.62%	14.42%	12.98%	11.52%	13.11%	6.64%	7.36%	14.93%	6.76%	4.58%	5.41%	6.63%	10.14%	7.07%	2.53%	5.26%	7.28%	9.79%	4.07%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	4	3	3	1	3	1	1	1	2	0	1	1	0	2	0	1	1	1	1					
		0.31%	0.43%	0.35%	0.37%	0.13%	0.36%	0.21%	0.14%	0.75%	0.59%	0.00%	0.45%	0.55%	0.00%	1.01%	0.00%	1.05%	0.15%	0.19%	0.34%					
23	6.Политическая партия «Партия социальной справедливости»	12	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0					
		0.14%	0.32%	0.12%	0.12%	0.13%	0.12%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.38%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1045	107	116	112	103	121	42	123	12	35	24	16	18	36	9	14	16	56	54	31					
		11.95%	11.44%	13.38%	13.84%	13.19%	14.42%	8.71%	17.08%	8.96%	10.29%	10.00%	7.21%	9.94%	10.43%	4.55%	17.72%	16.84%	8.50%	10.36%	10.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	462	81	42	48	39	53	27	38	4	5	11	22	4	10	7	4	7	26	25	9					
		5.28%	8.66%	4.84%	5.93%	4.99%	6.32%	5.60%	5.28%	2.99%	1.47%	4.58%	9.91%	2.21%	2.90%	3.54%	5.06%	7.37%	3.95%	4.80%	3.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	90	17	17	14	8	6	4	9	0	1	2	0	1	3	0	0	1	5	2	0					
		1.03%	1.82%	1.96%	1.73%	1.02%	0.72%	0.83%	1.25%	0.00%	0.29%	0.83%	0.00%	0.55%	0.87%	0.00%	0.00%	1.05%	0.76%	0.38%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5345	527	490	460	490	474	325	429	86	208	166	144	137	213	154	56	51	421	322	192					
		61.14%	56.36%	56.52%	56.86%	62.74%	56.50%	67.43%	59.58%	64.18%	61.18%	69.17%	64.86%	75.69%	61.74%	77.78%	70.89%	53.68%	63.88%	61.80%	65.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	43	9	7	8	2	3	2	3	1	0	0	1	0	0	1	1	0	4	0	1					
		0.49%	0.96%	0.81%	0.99%	0.26%	0.36%	0.41%	0.42%	0.75%	0.00%	0.00%	0.45%	0.00%	0.00%	0.51%	1.27%	0.00%	0.61%	0.00%	0.34%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
