Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Спасская																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957					
		1.46%	3.15%	0.58%	1.54%	1.76%	2.41%	2.29%	1.72%	3.66%	0.00%	2.28%	1.63%	0.00%	2.17%	0.36%	1.66%	1.29%	2.20%	1.22%	2.29%	0.41%	0.76%	1.65%	1.31%	1.14%	2.62%	0.84%	1.09%	1.15%	1.58%	0.00%	0.00%	1.12%	1.62%	1.15%	0.00%	1.28%	1.15%	1.42%	0.83%	0.37%	0.41%	2.34%	1.28%	4.19%	0.00%	2.74%	0.70%	1.96%	0.53%	0.36%	1.32%	1.77%	1.12%	1.87%	0.83%	0.82%	2.41%					
20	. Миронов Сергей Михайлович	102	0	2	1	0	2	0	0	1	0	5	1	2	0	3	2	4	3	2	4	0	1	1	6	0	4	3	0	2	2	1	2	2	1	1	2	0	0	1	2	0	3	0	3	1	2	3	0	2	0	1	0	2	5	4	4	3	6					
		0.57%	0.00%	1.16%	1.54%	0.00%	2.41%	0.00%	0.00%	0.52%	0.00%	1.90%	0.54%	1.26%	0.00%	1.09%	0.55%	0.74%	0.44%	0.61%	0.83%	0.00%	0.25%	0.55%	0.87%	0.00%	1.50%	0.84%	0.00%	1.15%	0.45%	1.72%	1.27%	1.12%	0.40%	0.38%	2.90%	0.00%	0.00%	0.20%	1.65%	0.00%	1.24%	0.00%	0.96%	0.30%	1.00%	4.11%	0.00%	0.36%	0.00%	0.36%	0.00%	0.44%	0.56%	0.50%	0.83%	0.41%	0.72%					
21	. Путин Владимир Владимирович	13448	99	133	54	282	61	213	250	144	61	213	127	119	97	224	298	386	441	214	329	174	310	124	516	276	202	207	194	124	327	39	129	140	129	200	50	61	63	383	100	201	183	94	229	263	144	53	200	421	143	206	556	375	690	616	352	605	624					
		75.12%	77.95%	76.88%	83.08%	82.70%	73.49%	81.30%	86.21%	75.39%	68.54%	80.99%	69.02%	74.84%	70.29%	81.75%	82.55%	71.22%	64.66%	65.24%	68.54%	71.60%	78.48%	68.13%	75.22%	78.86%	75.66%	57.82%	70.55%	71.26%	73.81%	67.24%	82.17%	78.21%	52.23%	76.63%	72.46%	78.21%	72.41%	77.53%	82.64%	74.72%	75.93%	73.44%	73.40%	78.74%	71.64%	72.60%	70.42%	75.04%	75.66%	74.10%	81.76%	82.78%	77.35%	76.71%	72.73%	82.43%	75.27%					
22	. Хакамада Ирина Муцуовна	301	1	1	0	3	1	3	5	1	1	7	3	4	4	2	4	3	13	4	5	3	1	7	17	8	5	9	0	0	4	0	10	4	2	6	0	1	0	6	2	9	1	3	11	6	3	1	4	9	1	6	19	5	12	11	12	18	20					
		1.68%	0.79%	0.58%	0.00%	0.88%	1.20%	1.15%	1.72%	0.52%	1.12%	2.66%	1.63%	2.52%	2.90%	0.73%	1.11%	0.55%	1.91%	1.22%	1.04%	1.23%	0.25%	3.85%	2.48%	2.29%	1.87%	2.51%	0.00%	0.00%	0.90%	0.00%	6.37%	2.23%	0.81%	2.30%	0.00%	1.28%	0.00%	1.21%	1.65%	3.35%	0.41%	2.34%	3.53%	1.80%	1.49%	1.37%	1.41%	1.60%	0.53%	2.16%	2.79%	1.10%	1.35%	1.37%	2.48%	2.45%	2.41%					
23	. Харитонов Николай Михайлович	2797	20	31	6	41	11	20	14	25	25	23	39	28	25	34	38	120	169	84	102	54	60	31	87	35	22	111	53	34	72	11	8	24	97	39	12	9	21	81	11	34	40	22	46	39	46	9	69	100	34	47	67	33	115	118	76	68	107					
		15.62%	15.75%	17.92%	9.23%	12.02%	13.25%	7.63%	4.83%	13.09%	28.09%	8.75%	21.20%	17.61%	18.12%	12.41%	10.53%	22.14%	24.78%	25.61%	21.25%	22.22%	15.19%	17.03%	12.68%	10.00%	8.24%	31.01%	19.27%	19.54%	16.25%	18.97%	5.10%	13.41%	39.27%	14.94%	17.39%	11.54%	24.14%	16.40%	9.09%	12.64%	16.60%	17.19%	14.74%	11.68%	22.89%	12.33%	24.30%	17.83%	17.99%	16.91%	9.85%	7.28%	12.89%	14.69%	15.70%	9.26%	12.91%					
																																																																
24	Против всех	298	2	2	1	7	3	7	6	3	1	6	2	5	3	1	1	6	13	7	8	3	6	4	10	2	6	8	5	6	6	0	3	1	5	5	1	0	0	6	0	7	1	0	6	6	1	1	2	8	3	3	10	10	19	18	11	13	18					
		1.66%	1.57%	1.16%	1.54%	2.05%	3.61%	2.67%	2.07%	1.57%	1.12%	2.28%	1.09%	3.14%	2.17%	0.36%	0.28%	1.11%	1.91%	2.13%	1.67%	1.23%	1.52%	2.20%	1.46%	0.57%	2.25%	2.23%	1.82%	3.45%	1.35%	0.00%	1.91%	0.56%	2.02%	1.92%	1.45%	0.00%	0.00%	1.21%	0.00%	2.60%	0.41%	0.00%	1.92%	1.80%	0.50%	1.37%	0.70%	1.43%	1.59%	1.08%	1.47%	2.21%	2.13%	2.24%	2.27%	1.77%	2.17%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
