Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Шатровская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022					
		0.26%	0.51%	0.82%	0.55%	0.48%	0.73%	0.00%	0.00%	0.00%	1.87%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.88%	0.00%	0.00%	0.26%	0.00%	0.20%	0.00%	0.00%	1.60%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1					
		0.10%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.36%	0.00%	1.22%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.40%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1310	134	155	52	46	55	13	60	10	14	26	30	11	10	36	30	4	30	7	17	59	14	91	18	13	15	44	64	35	65	9	3	9	21	5	30	6	8	21	40					
		11.40%	17.16%	18.11%	9.47%	10.98%	13.35%	8.72%	7.55%	5.59%	13.08%	14.44%	7.61%	10.78%	8.13%	8.65%	6.58%	6.15%	8.26%	6.03%	7.98%	17.77%	6.51%	10.68%	6.43%	11.40%	18.29%	57.14%	16.71%	13.11%	12.75%	10.23%	2.36%	7.20%	7.64%	11.63%	7.71%	7.50%	8.79%	8.75%	16.19%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	1	1					
		0.15%	0.00%	0.12%	0.18%	0.24%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.48%	0.00%	0.00%	0.28%	0.00%	0.47%	0.00%	0.00%	0.12%	0.00%	0.00%	2.44%	0.00%	0.00%	0.37%	0.20%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.40%					
23	6.Политическая партия «Партия социальной справедливости»	22	1	2	1	1	2	2	2	0	1	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2					
		0.19%	0.13%	0.23%	0.18%	0.24%	0.49%	1.34%	0.25%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.96%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%					
24	7.Политическая партия «Либерально-демократическая партия России»	1079	74	68	59	62	45	24	79	11	2	20	44	13	14	24	52	4	19	7	33	7	17	76	22	14	13	7	42	17	43	21	13	11	27	2	34	9	8	29	13					
		9.39%	9.48%	7.94%	10.75%	14.80%	10.92%	16.11%	9.94%	6.15%	1.87%	11.11%	11.17%	12.75%	11.38%	5.77%	11.40%	6.15%	5.23%	6.03%	15.49%	2.11%	7.91%	8.92%	7.86%	12.28%	15.85%	9.09%	10.97%	6.37%	8.43%	23.86%	10.24%	8.80%	9.82%	4.65%	8.74%	11.25%	8.79%	12.08%	5.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	382	32	44	24	17	13	10	24	3	3	1	24	1	0	7	13	1	22	7	4	2	12	30	1	8	1	1	15	7	9	5	2	0	7	2	14	0	0	10	6					
		3.32%	4.10%	5.14%	4.37%	4.06%	3.16%	6.71%	3.02%	1.68%	2.80%	0.56%	6.09%	0.98%	0.00%	1.68%	2.85%	1.54%	6.06%	6.03%	1.88%	0.60%	5.58%	3.52%	0.36%	7.02%	1.22%	1.30%	3.92%	2.62%	1.76%	5.68%	1.57%	0.00%	2.55%	4.65%	3.60%	0.00%	0.00%	4.17%	2.43%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	99	8	7	6	4	8	0	7	1	1	2	1	0	0	0	2	0	0	1	3	1	1	14	3	3	1	1	5	2	5	1	1	0	3	0	3	0	0	1	3					
		0.86%	1.02%	0.82%	1.09%	0.95%	1.94%	0.00%	0.88%	0.56%	0.93%	1.11%	0.25%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.86%	1.41%	0.30%	0.47%	1.64%	1.07%	2.63%	1.22%	1.30%	1.31%	0.75%	0.98%	1.14%	0.79%	0.00%	1.09%	0.00%	0.77%	0.00%	0.00%	0.42%	1.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7985	498	529	378	271	270	90	594	148	73	126	276	69	89	313	341	53	284	91	148	250	163	586	221	73	44	20	226	197	363	49	98	95	182	31	289	61	67	159	170					
		69.48%	63.76%	61.80%	68.85%	64.68%	65.53%	60.40%	74.72%	82.68%	68.22%	70.00%	70.05%	67.65%	72.36%	75.24%	74.78%	81.54%	78.24%	78.45%	69.48%	75.30%	75.81%	68.78%	78.93%	64.04%	53.66%	25.97%	59.01%	73.78%	71.18%	55.68%	77.17%	76.00%	66.18%	72.09%	74.29%	76.25%	73.63%	66.25%	68.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	0	1	1	2	0	0	0	0	0	0	4	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1					
		0.12%	0.00%	0.12%	0.18%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.22%	1.54%	0.00%	0.00%	0.47%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.40%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
