Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    район Нагатинский затон																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №3733									
		47.21%	55.96%	49.74%	28.28%	52.52%	31.47%	52.11%	37.70%	52.30%	49.00%	55.57%	39.51%	37.41%	56.97%	50.42%	45.89%	69.25%	40.12%	30.75%	37.52%	48.00%	32.16%	50.16%	45.45%	48.11%	36.91%	37.40%	44.46%	62.87%	60.45%	33.75%	34.08%	48.69%	46.20%	68.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	407	15	8	1	17	4	16	13	13	19	17	18	3	8	10	11	6	11	14	15	23	14	10	20	4	13	9	12	9	5	16	13	16	24	0									
		1.53%	2.01%	1.05%	1.01%	2.09%	1.18%	1.32%	1.42%	1.49%	2.23%	1.72%	2.11%	0.73%	1.09%	1.39%	1.16%	0.45%	1.34%	1.90%	2.42%	2.62%	1.76%	1.03%	2.36%	0.47%	1.39%	1.03%	1.64%	0.96%	0.56%	2.51%	1.93%	3.22%	1.84%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	64	2	5	2	2	0	2	2	2	1	1	0	1	0	3	1	0	2	3	1	0	4	2	0	2	1	4	3	0	8	2	2	2	4	0									
		0.24%	0.27%	0.65%	2.02%	0.25%	0.00%	0.17%	0.22%	0.23%	0.12%	0.10%	0.00%	0.24%	0.00%	0.42%	0.11%	0.00%	0.24%	0.41%	0.16%	0.00%	0.50%	0.21%	0.00%	0.24%	0.11%	0.46%	0.41%	0.00%	0.89%	0.31%	0.30%	0.40%	0.31%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3108	46	74	11	91	55	128	150	85	89	109	91	40	56	65	144	115	105	142	105	91	104	108	114	88	136	125	90	90	100	90	94	32	137	8									
		11.68%	6.16%	9.69%	11.11%	11.19%	16.18%	10.59%	16.39%	9.77%	10.46%	11.03%	10.67%	9.78%	7.65%	9.03%	15.19%	8.67%	12.80%	19.32%	16.91%	10.38%	13.07%	11.17%	13.46%	10.40%	14.59%	14.25%	12.31%	9.57%	11.17%	14.13%	13.99%	6.44%	10.53%	22.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	580	10	22	3	15	9	21	25	22	16	11	25	9	16	10	19	21	14	22	21	28	21	17	15	24	23	24	16	9	7	25	20	18	22	0									
		2.18%	1.34%	2.88%	3.03%	1.85%	2.65%	1.74%	2.73%	2.53%	1.88%	1.11%	2.93%	2.20%	2.19%	1.39%	2.00%	1.58%	1.71%	2.99%	3.38%	3.19%	2.64%	1.76%	1.77%	2.84%	2.47%	2.74%	2.19%	0.96%	0.78%	3.92%	2.98%	3.62%	1.69%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	646	27	21	1	15	10	27	32	28	16	9	37	10	11	22	19	9	16	19	16	18	21	20	25	16	33	16	21	15	9	17	22	19	49	0									
		2.43%	3.61%	2.75%	1.01%	1.85%	2.94%	2.23%	3.50%	3.22%	1.88%	0.91%	4.34%	2.44%	1.50%	3.06%	2.00%	0.68%	1.95%	2.59%	2.58%	2.05%	2.64%	2.07%	2.95%	1.89%	3.54%	1.82%	2.87%	1.60%	1.01%	2.67%	3.27%	3.82%	3.77%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	50	0	0	0	0	1	0	1	2	20	1	3	1	2	2	2	0	1	0	0	0	2	1	0	0	0	0	0	2	5	1	0	1	2	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.11%	0.23%	2.35%	0.10%	0.35%	0.24%	0.27%	0.28%	0.21%	0.00%	0.12%	0.00%	0.00%	0.00%	0.25%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.56%	0.16%	0.00%	0.20%	0.15%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1867	65	53	7	53	34	77	61	59	51	66	93	43	41	36	39	43	71	51	46	65	63	72	50	46	93	52	52	56	22	71	60	55	121	0									
		7.02%	8.70%	6.94%	7.07%	6.52%	10.00%	6.37%	6.67%	6.78%	5.99%	6.68%	10.90%	10.51%	5.60%	5.00%	4.11%	3.24%	8.66%	6.94%	7.41%	7.41%	7.91%	7.45%	5.90%	5.44%	9.98%	5.93%	7.11%	5.96%	2.46%	11.15%	8.93%	11.07%	9.30%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3171	79	88	17	98	56	128	133	88	85	100	112	66	76	100	129	95	115	107	78	75	133	109	105	101	115	133	98	89	101	74	90	44	154	0									
		11.92%	10.58%	11.52%	17.17%	12.05%	16.47%	10.59%	14.54%	10.11%	9.99%	10.12%	13.13%	16.14%	10.38%	13.89%	13.61%	7.16%	14.02%	14.56%	12.56%	8.55%	16.71%	11.27%	12.40%	11.94%	12.34%	15.17%	13.41%	9.47%	11.28%	11.62%	13.39%	8.85%	11.84%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	177	3	2	0	1	4	7	5	4	6	4	3	6	5	4	6	7	6	6	4	7	3	6	8	7	11	8	4	7	15	2	4	0	12	0									
		0.67%	0.40%	0.26%	0.00%	0.12%	1.18%	0.58%	0.55%	0.46%	0.71%	0.40%	0.35%	1.47%	0.68%	0.56%	0.63%	0.53%	0.73%	0.82%	0.64%	0.80%	0.38%	0.62%	0.94%	0.83%	1.18%	0.91%	0.55%	0.74%	1.68%	0.31%	0.60%	0.00%	0.92%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1683	31	57	15	39	21	62	38	54	56	61	52	43	38	49	70	63	49	43	37	37	86	61	57	77	92	95	43	29	36	53	53	24	61	1									
		6.32%	4.15%	7.46%	15.15%	4.80%	6.18%	5.13%	4.15%	6.21%	6.58%	6.17%	6.10%	10.51%	5.19%	6.81%	7.38%	4.75%	5.98%	5.85%	5.96%	4.22%	10.80%	6.31%	6.73%	9.10%	9.87%	10.83%	5.88%	3.09%	4.02%	8.32%	7.89%	4.83%	4.69%	2.86%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
