Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Александровск-Сахалинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15					
		16.83%	7.18%	19.03%	17.14%	17.44%	12.15%	18.02%	10.69%	17.74%	18.70%	19.02%	16.22%	17.47%	17.78%	19.62%	16.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	121	1	8	0	2	12	2	5	3	8	20	18	15	17	10	0					
		1.66%	0.65%	2.03%	0.0%	2.32%	1.50%	0.85%	2.05%	2.41%	3.05%	3.25%	2.16%	1.20%	1.24%	1.44%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	2123	63	98	41	40	206	96	105	43	73	152	234	350	416	194	12					
		29.20%	41.17%	24.87%	23.42%	46.51%	25.81%	41.20%	43.20%	34.67%	27.86%	24.71%	28.12%	28.18%	30.45%	27.99%	22.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	1	0	0	0	4	0	1	0	1	0	2	2	1	1	0					
		0.17%	0.65%	0.0%	0.0%	0.0%	0.50%	0.0%	0.41%	0.0%	0.38%	0.0%	0.24%	0.16%	0.07%	0.14%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	0	1	0	0	0	1	0	0	0	5	1	3	6	1	2					
		0.27%	0.0%	0.25%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.81%	0.12%	0.24%	0.43%	0.14%	3.70%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1129	21	104	45	11	197	36	36	19	28	96	110	140	172	103	11					
		15.52%	13.72%	26.39%	25.71%	12.79%	24.68%	15.45%	14.81%	15.32%	10.68%	15.60%	13.22%	11.27%	12.59%	14.86%	20.37%					
																						
41	Против всех	391	10	15	15	2	50	8	13	7	12	28	56	77	64	30	4					
		5.37%	6.53%	3.80%	8.57%	2.32%	6.26%	3.43%	5.34%	5.64%	4.58%	4.55%	6.73%	6.19%	4.68%	4.32%	7.40%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
