Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Черемховская городская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	527	1	5	12	5	7	7	13	12	7	26	18	11	9	5	15	17	10	11	15	8	12	22	5	8	6	2	14	10	4	6	5	20	9	5	17	19	24	14	27	5	0	39	6	14	6	2	2	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	351	9	7	6	7	3	6	5	14	8	15	12	1	4	8	5	8	13	9	13	4	9	2	3	7	4	13	9	5	10	9	12	2	11	4	5	5	9	12	11	5	9	5	4	9	3	4	6	7									
14	Число погашенных неиспользованных открепительных удостоверений	733	19	15	18	10	8	13	12	8	13	4	22	9	11	15	15	23	15	19	15	17	28	8	10	12	14	18	6	20	16	14	10	0	21	15	13	31	16	16	13	15	20	41	14	16	14	18	18	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	0	0	0	0	0	1	0	1	0	2	1	2	2	1	1	2	1	2	2	1	3	2	0	1	1	0	0	0	2	0	2	0	4	0	2	2	0	0	2	0	2	1	0	2	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	143	4	4	2	1	0	4	3	2	3	3	3	8	3	2	2	5	2	2	4	1	4	5	4	13	1	1	4	0	2	2	3	1	3	0	7	5	4	1	3	0	0	4	4	8	2	0	2	2									
		0.93%	2.23%	1.97%	0.50%	0.34%	0.00%	1.47%	0.80%	0.43%	1.10%	0.93%	0.57%	1.98%	1.04%	0.57%	0.45%	0.88%	0.57%	0.43%	0.97%	0.29%	0.85%	1.42%	2.21%	3.26%	0.41%	0.36%	1.02%	0.00%	0.97%	0.84%	1.24%	0.88%	0.57%	0.00%	2.00%	1.12%	0.77%	0.34%	0.46%	0.00%	0.00%	0.85%	1.73%	1.29%	1.12%	0.00%	1.45%	0.74%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	362	4	4	13	6	5	6	6	13	0	7	10	12	12	12	10	16	11	6	9	22	8	6	3	14	5	12	4	0	4	8	3	0	11	4	8	9	18	6	12	2	0	14	6	13	2	1	1	4									
		2.35%	2.23%	1.97%	3.25%	2.05%	3.70%	2.21%	1.60%	2.77%	0.00%	2.18%	1.91%	2.96%	4.15%	3.45%	2.26%	2.83%	3.13%	1.30%	2.18%	6.47%	1.69%	1.71%	1.66%	3.51%	2.06%	4.29%	1.02%	0.00%	1.94%	3.38%	1.24%	0.00%	2.10%	2.96%	2.29%	2.02%	3.45%	2.06%	1.83%	2.22%	0.00%	2.99%	2.60%	2.10%	1.12%	0.95%	0.72%	1.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	330	2	1	4	6	5	4	7	15	5	9	13	5	6	6	8	10	11	15	9	8	3	11	6	10	7	2	9	7	4	3	2	2	17	1	6	10	13	5	13	2	2	5	7	9	5	2	6	12									
		2.14%	1.12%	0.49%	1.00%	2.05%	3.70%	1.47%	1.87%	3.20%	1.83%	2.80%	2.49%	1.23%	2.08%	1.72%	1.81%	1.77%	3.13%	3.25%	2.18%	2.35%	0.64%	3.13%	3.31%	2.51%	2.88%	0.71%	2.30%	6.54%	1.94%	1.27%	0.83%	1.77%	3.24%	0.74%	1.71%	2.24%	2.50%	1.72%	1.98%	2.22%	1.63%	1.07%	3.03%	1.45%	2.79%	1.90%	4.35%	4.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7722	85	106	209	130	55	127	206	221	146	154	264	185	141	162	217	271	169	239	205	155	228	168	99	165	106	134	206	68	113	119	144	76	262	84	157	240	276	141	338	50	78	249	123	315	98	47	56	135									
		50.06%	47.49%	52.22%	52.25%	44.52%	40.74%	46.69%	54.93%	47.12%	53.48%	47.98%	50.48%	45.68%	48.79%	46.55%	48.98%	47.96%	48.01%	51.73%	49.64%	45.59%	48.31%	47.86%	54.70%	41.35%	43.62%	47.86%	52.55%	63.55%	54.85%	50.21%	59.75%	67.26%	49.90%	62.22%	44.86%	53.81%	52.98%	48.45%	51.52%	55.56%	63.41%	53.21%	53.25%	50.89%	54.75%	44.76%	40.58%	50.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	103	0	1	4	2	3	1	2	6	1	2	6	5	3	2	1	3	6	6	0	1	0	3	0	2	2	2	4	0	3	2	0	2	2	1	0	3	1	2	2	1	0	0	2	8	0	1	3	2									
		0.67%	0.00%	0.49%	1.00%	0.68%	2.22%	0.37%	0.53%	1.28%	0.37%	0.62%	1.15%	1.23%	1.04%	0.57%	0.23%	0.53%	1.70%	1.30%	0.00%	0.29%	0.00%	0.85%	0.00%	0.50%	0.82%	0.71%	1.02%	0.00%	1.46%	0.84%	0.00%	1.77%	0.38%	0.74%	0.00%	0.67%	0.19%	0.69%	0.30%	1.11%	0.00%	0.00%	0.87%	1.29%	0.00%	0.95%	2.17%	0.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	0	0	1	0	0	3	1	0	2	0	0	0	2	1	0	0	1	1	2	0	0	0	1	2	2	1	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	1	0	0	2									
		0.20%	0.56%	0.00%	0.00%	0.34%	0.00%	0.00%	0.80%	0.21%	0.00%	0.62%	0.00%	0.00%	0.00%	0.57%	0.23%	0.00%	0.00%	0.22%	0.24%	0.59%	0.00%	0.00%	0.00%	0.25%	0.82%	0.71%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.34%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.74%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3323	36	50	94	89	27	71	74	97	54	85	113	95	60	70	100	109	56	82	98	60	95	65	45	108	76	62	90	16	42	56	48	22	137	21	71	86	102	68	129	17	23	106	48	130	42	30	29	39									
		21.54%	20.11%	24.63%	23.50%	30.48%	20.00%	26.10%	19.73%	20.68%	19.78%	26.48%	21.61%	23.46%	20.76%	20.11%	22.57%	19.29%	15.91%	17.75%	23.73%	17.65%	20.13%	18.52%	24.86%	27.07%	31.28%	22.14%	22.96%	14.95%	20.39%	23.63%	19.92%	19.47%	26.10%	15.56%	20.29%	19.28%	19.58%	23.37%	19.66%	18.89%	18.70%	22.65%	20.78%	21.00%	23.46%	28.57%	21.01%	14.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	48	2	2	0	0	0	0	1	1	5	2	3	0	0	2	0	3	1	2	1	1	5	1	0	1	2	0	0	0	1	0	0	0	1	0	3	0	2	1	2	0	0	0	0	1	0	1	1	0									
		0.31%	1.12%	0.99%	0.00%	0.00%	0.00%	0.00%	0.27%	0.21%	1.83%	0.62%	0.57%	0.00%	0.00%	0.57%	0.00%	0.53%	0.28%	0.43%	0.24%	0.29%	1.06%	0.28%	0.00%	0.25%	0.82%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.19%	0.00%	0.86%	0.00%	0.38%	0.34%	0.30%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.95%	0.72%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	171	2	1	3	1	1	4	7	5	4	5	4	2	0	4	8	8	3	4	4	2	6	1	4	2	5	1	4	1	1	4	3	0	7	0	7	4	7	2	12	1	2	3	6	11	1	2	0	2									
		1.11%	1.12%	0.49%	0.75%	0.34%	0.74%	1.47%	1.87%	1.07%	1.47%	1.56%	0.76%	0.49%	0.00%	1.15%	1.81%	1.42%	0.85%	0.87%	0.97%	0.59%	1.27%	0.28%	2.21%	0.50%	2.06%	0.36%	1.02%	0.93%	0.49%	1.69%	1.24%	0.00%	1.33%	0.00%	2.00%	0.90%	1.34%	0.69%	1.83%	1.11%	1.63%	0.64%	2.60%	1.78%	0.56%	1.90%	0.00%	0.74%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	3	0	0	0	0	0	0	1	0	0	0	0									
		0.09%	0.00%	0.49%	0.25%	0.34%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.19%	0.74%	0.57%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	94	3	1	3	1	1	1	0	3	1	1	1	3	0	4	5	4	3	5	1	6	1	5	2	2	1	2	2	1	0	1	1	0	1	0	2	2	5	1	5	0	0	2	0	4	2	1	0	4									
		0.61%	1.68%	0.49%	0.75%	0.34%	0.74%	0.37%	0.00%	0.64%	0.37%	0.31%	0.19%	0.74%	0.00%	1.15%	1.13%	0.71%	0.85%	1.08%	0.24%	1.76%	0.21%	1.42%	1.10%	0.50%	0.41%	0.71%	0.51%	0.93%	0.00%	0.42%	0.41%	0.00%	0.19%	0.00%	0.57%	0.45%	0.96%	0.34%	0.76%	0.00%	0.00%	0.43%	0.00%	0.65%	1.12%	0.95%	0.00%	1.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2162	27	28	49	33	27	36	43	71	40	31	73	59	49	57	72	98	67	69	54	58	82	59	14	64	26	41	50	9	21	30	28	8	51	14	60	56	66	40	97	12	12	55	28	82	20	16	33	47									
		14.01%	15.08%	13.79%	12.25%	11.30%	20.00%	13.24%	11.47%	15.14%	14.65%	9.66%	13.96%	14.57%	16.96%	16.38%	16.25%	17.35%	19.03%	14.94%	13.08%	17.06%	17.37%	16.81%	7.73%	16.04%	10.70%	14.64%	12.76%	8.41%	10.19%	12.66%	11.62%	7.08%	9.71%	10.37%	17.14%	12.56%	12.67%	13.75%	14.79%	13.33%	9.76%	11.75%	12.12%	13.25%	11.17%	15.24%	23.91%	17.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	1	0	0	1	0	2	4	2	1	3	3	5	1	2	2	3	3	1	1	1	0	7	0	0	2	0	1	1	0	2	2	1	2	0	2	2	1	2	1	1	0	4	0	1	0	2	0	2									
		0.47%	0.56%	0.00%	0.00%	0.34%	0.00%	0.74%	1.07%	0.43%	0.37%	0.93%	0.57%	1.23%	0.35%	0.57%	0.45%	0.53%	0.85%	0.22%	0.24%	0.29%	0.00%	1.99%	0.00%	0.00%	0.82%	0.00%	0.26%	0.93%	0.00%	0.84%	0.83%	0.88%	0.38%	0.00%	0.57%	0.45%	0.19%	0.69%	0.15%	1.11%	0.00%	0.85%	0.00%	0.16%	0.00%	1.90%	0.00%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	484	8	1	7	14	6	8	7	24	7	7	19	14	12	15	11	17	10	20	15	13	27	11	2	13	6	9	7	1	6	5	2	1	13	8	13	13	16	14	18	2	2	21	4	18	4	2	2	9									
		3.14%	4.47%	0.49%	1.75%	4.79%	4.44%	2.94%	1.87%	5.12%	2.56%	2.18%	3.63%	3.46%	4.15%	4.31%	2.48%	3.01%	2.84%	4.33%	3.63%	3.82%	5.72%	3.13%	1.10%	3.26%	2.47%	3.21%	1.79%	0.93%	2.91%	2.11%	0.83%	0.88%	2.48%	5.93%	3.71%	2.91%	3.07%	4.81%	2.74%	2.22%	1.63%	4.49%	1.73%	2.91%	2.23%	1.90%	1.45%	3.35%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
