Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    ТИК Чайковского МР																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035	УИК №4036	УИК №4037	УИК №4038	УИК №4039	УИК №4040	УИК №4041	УИК №4042	УИК №4043	УИК №4044	УИК №4045	УИК №4046	УИК №4047	УИК №4048					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1882	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	20	20	20	0	50	50	50	50	25	40	20	20	55	30	17	40	40	20	20	20	30	20	35	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	703	15	17	24	30	24	27	18	18	21	8	13	14	19	10	27	22	28	23	13	27	30	16	21	5	0	0	0	21	20	17	13	0	17	4	9	52	17	3	10	8	2	6	2	15	0	10	1	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	388	9	16	17	15	7	14	10	13	32	9	11	8	9	4	14	16	16	11	7	4	4	5	10	0	1	1	10	7	28	10	12	0	3	2	4	13	6	1	6	5	1	4	3	3	0	3	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	1179	35	33	26	20	26	23	32	32	29	42	37	36	31	40	23	28	22	27	37	23	20	34	29	15	20	20	0	29	30	33	37	25	23	16	11	3	13	14	30	32	18	14	18	15	20	25	19	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	1583	42	27	47	52	46	49	29	61	47	21	66	22	72	62	39	58	37	42	52	35	41	37	47	18	5	13	12	43	28	25	43	6	24	6	12	35	24	8	48	42	8	4	27	66	11	25	5	14					
		3.40%	2.97%	1.88%	3.04%	3.33%	3.34%	2.94%	2.55%	5.63%	3.74%	3.41%	5.03%	2.92%	4.91%	4.35%	3.26%	3.99%	2.49%	2.83%	4.22%	2.69%	3.27%	2.98%	3.14%	4.05%	2.78%	3.19%	4.04%	2.84%	2.43%	1.85%	3.13%	2.65%	3.85%	1.40%	3.18%	1.79%	3.84%	3.09%	5.34%	4.19%	3.20%	2.03%	4.91%	9.47%	3.27%	4.15%	1.74%	4.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	342	11	16	8	17	11	18	6	9	11	6	10	5	10	8	7	26	6	13	11	15	13	10	8	2	1	1	4	14	14	7	8	0	4	1	1	15	2	1	6	0	0	0	4	0	0	2	0	0					
		0.74%	0.78%	1.11%	0.52%	1.09%	0.80%	1.08%	0.53%	0.83%	0.87%	0.97%	0.76%	0.66%	0.68%	0.56%	0.58%	1.79%	0.40%	0.88%	0.89%	1.15%	1.04%	0.81%	0.53%	0.45%	0.56%	0.25%	1.35%	0.92%	1.22%	0.52%	0.58%	0.00%	0.64%	0.23%	0.27%	0.77%	0.32%	0.39%	0.67%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.33%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	53	1	1	0	1	4	3	2	0	1	0	1	1	2	2	0	3	2	1	4	1	0	1	0	1	0	0	1	1	0	1	3	4	1	0	0	0	1	0	1	1	0	0	1	0	0	4	2	0					
		0.11%	0.07%	0.07%	0.00%	0.06%	0.29%	0.18%	0.18%	0.00%	0.08%	0.00%	0.08%	0.13%	0.14%	0.14%	0.00%	0.21%	0.13%	0.07%	0.32%	0.08%	0.00%	0.08%	0.00%	0.23%	0.00%	0.00%	0.34%	0.07%	0.00%	0.07%	0.22%	1.77%	0.16%	0.00%	0.00%	0.00%	0.16%	0.00%	0.11%	0.10%	0.00%	0.00%	0.18%	0.00%	0.00%	0.66%	0.69%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3970	118	111	141	154	139	119	93	116	161	47	155	43	154	149	111	177	133	134	129	86	105	105	115	23	17	29	33	119	99	99	99	10	42	19	15	173	32	15	84	89	9	20	22	30	13	35	20	29					
		8.53%	8.35%	7.71%	9.11%	9.87%	10.09%	7.14%	8.18%	10.70%	12.80%	7.63%	11.81%	5.71%	10.50%	10.45%	9.27%	12.17%	8.96%	9.02%	10.47%	6.60%	8.39%	8.47%	7.67%	5.18%	9.44%	7.13%	11.11%	7.85%	8.61%	7.33%	7.21%	4.42%	6.73%	4.42%	3.98%	8.87%	5.12%	5.79%	9.34%	8.88%	3.60%	10.15%	4.00%	4.30%	3.87%	5.81%	6.94%	10.21%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	474	17	13	13	21	11	25	8	9	18	6	8	4	14	15	14	28	14	26	15	17	19	25	22	1	0	2	3	15	12	18	14	2	13	1	3	6	2	0	5	8	2	1	3	0	0	0	1	0					
		1.02%	1.20%	0.90%	0.84%	1.35%	0.80%	1.50%	0.70%	0.83%	1.43%	0.97%	0.61%	0.53%	0.95%	1.05%	1.17%	1.93%	0.94%	1.75%	1.22%	1.30%	1.52%	2.02%	1.47%	0.23%	0.00%	0.49%	1.01%	0.99%	1.04%	1.33%	1.02%	0.88%	2.08%	0.23%	0.80%	0.31%	0.32%	0.00%	0.56%	0.80%	0.80%	0.51%	0.55%	0.00%	0.00%	0.00%	0.35%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	92	3	3	1	1	0	4	4	4	4	2	2	0	3	1	2	5	1	4	4	4	5	1	5	1	0	1	0	3	4	2	3	1	3	2	0	3	2	0	0	1	0	1	0	1	1	0	0	0					
		0.20%	0.21%	0.21%	0.06%	0.06%	0.00%	0.24%	0.35%	0.37%	0.32%	0.32%	0.15%	0.00%	0.20%	0.07%	0.17%	0.34%	0.07%	0.27%	0.32%	0.31%	0.40%	0.08%	0.33%	0.23%	0.00%	0.25%	0.00%	0.20%	0.35%	0.15%	0.22%	0.44%	0.48%	0.47%	0.00%	0.15%	0.32%	0.00%	0.00%	0.10%	0.00%	0.51%	0.00%	0.14%	0.30%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6078	236	241	232	194	187	200	156	113	140	71	152	91	171	170	141	162	171	181	189	169	162	180	212	50	10	38	46	232	134	155	194	13	83	86	58	256	73	24	120	138	41	20	91	96	46	68	49	36					
		13.07%	16.70%	16.74%	14.99%	12.43%	13.57%	12.00%	13.72%	10.42%	11.13%	11.53%	11.59%	12.08%	11.66%	11.92%	11.77%	11.14%	11.52%	12.19%	15.34%	12.97%	12.94%	14.52%	14.14%	11.26%	5.56%	9.34%	15.49%	15.30%	11.65%	11.48%	14.12%	5.75%	13.30%	20.00%	15.38%	13.12%	11.68%	9.27%	13.35%	13.77%	16.40%	10.15%	16.55%	13.77%	13.69%	11.30%	17.01%	12.68%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4556	140	170	166	183	157	162	106	103	109	71	143	70	150	171	152	198	209	204	145	126	127	128	135	27	10	26	19	153	119	143	152	8	65	23	26	109	57	20	54	54	19	7	32	26	11	40	16	15					
		9.79%	9.91%	11.81%	10.73%	11.72%	11.39%	9.72%	9.32%	9.50%	8.66%	11.53%	10.90%	9.30%	10.23%	11.99%	12.69%	13.62%	14.08%	13.74%	11.77%	9.67%	10.14%	10.32%	9.01%	6.08%	5.56%	6.39%	6.40%	10.09%	10.35%	10.59%	11.06%	3.54%	10.42%	5.35%	6.90%	5.59%	9.12%	7.72%	6.01%	5.39%	7.60%	3.55%	5.82%	3.73%	3.27%	6.64%	5.56%	5.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	293	8	7	20	12	8	11	9	6	13	6	14	1	11	6	8	5	8	13	7	8	5	5	7	6	2	3	1	6	7	7	11	3	6	1	0	11	7	0	4	4	1	3	2	0	2	3	1	4					
		0.63%	0.57%	0.49%	1.29%	0.77%	0.58%	0.66%	0.79%	0.55%	1.03%	0.97%	1.07%	0.13%	0.75%	0.42%	0.67%	0.34%	0.54%	0.88%	0.57%	0.61%	0.40%	0.40%	0.47%	1.35%	1.11%	0.74%	0.34%	0.40%	0.61%	0.52%	0.80%	1.33%	0.96%	0.23%	0.00%	0.56%	1.12%	0.00%	0.44%	0.40%	0.40%	1.52%	0.36%	0.00%	0.60%	0.50%	0.35%	1.41%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28278	814	831	894	899	799	1035	710	642	739	377	742	488	860	807	694	767	869	849	656	811	746	725	922	308	134	292	175	911	707	859	824	171	367	287	256	1308	420	187	564	645	167	135	362	475	250	421	192	185					
		60.79%	57.61%	57.71%	57.79%	57.59%	57.98%	62.12%	62.45%	59.23%	58.74%	61.20%	56.55%	64.81%	58.66%	56.59%	57.93%	52.75%	58.56%	57.17%	53.25%	62.24%	59.58%	58.47%	61.51%	69.37%	74.44%	71.74%	58.92%	60.09%	61.48%	63.63%	59.97%	75.66%	58.81%	66.74%	67.90%	67.04%	67.20%	72.20%	62.74%	64.37%	66.80%	68.53%	65.82%	68.15%	74.40%	69.93%	66.67%	65.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	471	9	14	17	16	10	27	9	13	10	7	14	16	11	23	16	19	16	9	14	22	19	15	10	5	0	1	1	13	10	18	16	2	13	1	3	24	2	0	3	8	2	5	3	1	2	1	1	0					
		1.01%	0.64%	0.97%	1.10%	1.02%	0.73%	1.62%	0.79%	1.20%	0.79%	1.14%	1.07%	2.12%	0.75%	1.61%	1.34%	1.31%	1.08%	0.61%	1.14%	1.69%	1.52%	1.21%	0.67%	1.13%	0.00%	0.25%	0.34%	0.86%	0.87%	1.33%	1.16%	0.88%	2.08%	0.23%	0.80%	1.23%	0.32%	0.00%	0.33%	0.80%	0.80%	2.54%	0.55%	0.14%	0.60%	0.17%	0.35%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
