Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Викуловская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634									
24	"6. Политическая партия ""Гражданская Платформа"""	25	0	0	1	2	1	0	4	4	0	0	1	1	0	0	0	6	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0									
		0.28%	0.00%	0.00%	0.88%	0.90%	0.42%	0.00%	0.58%	0.50%	0.00%	0.00%	0.45%	0.30%	0.00%	0.00%	0.00%	1.55%	0.00%	0.00%	0.40%	0.00%	0.00%	1.25%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1693	79	14	26	51	39	195	177	196	222	63	34	27	10	6	67	61	21	10	59	7	69	7	88	14	9	9	9	27	10	4	5	43	16	19									
		19.24%	21.58%	14.74%	22.81%	22.87%	16.53%	19.70%	25.50%	24.41%	25.28%	33.33%	15.38%	8.21%	13.51%	13.04%	13.65%	15.80%	25.30%	10.20%	23.41%	8.97%	14.35%	8.75%	30.03%	16.28%	18.37%	7.63%	12.33%	10.31%	13.16%	4.71%	4.20%	16.80%	21.92%	18.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	0	0	3	0	7	2	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0									
		0.26%	0.00%	0.00%	0.00%	1.35%	0.00%	0.71%	0.29%	0.00%	0.11%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	2.63%	0.00%	0.00%	0.78%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	0	0	1	0	0	12	7	3	3	0	0	0	0	0	1	1	0	0	2	0	1	0	4	0	0	0	1	2	0	0	0	2	0	0									
		0.45%	0.00%	0.00%	0.88%	0.00%	0.00%	1.21%	1.01%	0.37%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.26%	0.00%	0.00%	0.79%	0.00%	0.21%	0.00%	1.37%	0.00%	0.00%	0.00%	1.37%	0.76%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	2	0	0	0	1	2	0	3	4	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0									
		0.22%	0.55%	0.00%	0.00%	0.00%	0.42%	0.20%	0.00%	0.37%	0.46%	0.00%	0.45%	0.00%	0.00%	0.00%	0.20%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.38%	0.00%	0.00%	0.00%	0.39%	1.37%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	0	1	0	0	0	12	5	3	8	0	0	1	0	0	1	6	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	2									
		0.51%	0.00%	1.05%	0.00%	0.00%	0.00%	1.21%	0.72%	0.37%	0.91%	0.00%	0.00%	0.30%	0.00%	0.00%	0.20%	1.55%	0.00%	0.00%	0.40%	0.00%	0.00%	1.25%	0.34%	0.00%	2.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	1.37%	1.98%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1148	48	22	34	17	17	145	92	122	126	17	43	27	9	6	49	43	11	11	38	3	30	14	43	11	9	41	10	27	6	3	19	34	13	8									
		13.05%	13.11%	23.16%	29.82%	7.62%	7.20%	14.65%	13.26%	15.19%	14.35%	8.99%	19.46%	8.21%	12.16%	13.04%	9.98%	11.14%	13.25%	11.22%	15.08%	3.85%	6.24%	17.50%	14.68%	12.79%	18.37%	34.75%	13.70%	10.31%	7.89%	3.53%	15.97%	13.28%	17.81%	7.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	2	1	0	4	1	2	3	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0									
		0.24%	0.00%	0.00%	1.75%	0.45%	0.00%	0.40%	0.14%	0.25%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.26%	1.20%	0.00%	0.40%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.78%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	419	12	1	1	8	3	71	53	55	91	3	6	15	3	2	23	20	0	0	7	0	11	0	12	4	0	1	2	4	0	1	2	4	1	3									
		4.76%	3.28%	1.05%	0.88%	3.59%	1.27%	7.17%	7.64%	6.85%	10.36%	1.59%	2.71%	4.56%	4.05%	4.35%	4.68%	5.18%	0.00%	0.00%	2.78%	0.00%	2.29%	0.00%	4.10%	4.65%	0.00%	0.85%	2.74%	1.53%	0.00%	1.18%	1.68%	1.56%	1.37%	2.97%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
