Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
"Наименование Избирательной комиссии:    Нижний Тагил, Тагилстроевская"																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290					
15	Число открепительных удостоверений выданных ТИК	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	395	7	11	3	9	2	5	9	1	10	12	6	3	12	9	7	5	1	9	13	6	7	11	4	4	5	3	7	5	12	8	8	7	13	8	13	16	7	9	3	5	9	11	10	5	11	8	4	8	7	6	16	5					
		0.88%	0.86%	1.38%	0.53%	1.12%	0.28%	0.57%	1.19%	0.14%	1.07%	1.34%	0.71%	0.49%	1.26%	1.05%	0.78%	3.44%	0.26%	1.86%	1.17%	0.76%	1.68%	1.09%	0.59%	0.61%	0.70%	0.41%	0.92%	0.69%	1.58%	0.71%	0.76%	0.55%	1.10%	0.77%	1.28%	1.44%	0.62%	0.82%	0.30%	0.44%	0.76%	1.10%	0.87%	0.42%	0.99%	0.81%	0.38%	0.69%	0.66%	1.84%	5.36%	0.51%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2134	15	25	20	28	27	38	22	20	27	28	25	18	29	21	39	8	5	20	59	50	60	65	54	54	26	30	36	25	48	35	29	46	44	46	68	43	65	67	59	85	53	65	51	50	55	62	63	61	66	5	22	72					
		4.76%	1.86%	3.14%	3.58%	3.48%	3.81%	4.34%	2.91%	2.93%	2.91%	3.14%	2.97%	2.96%	3.04%	2.46%	4.39%	5.51%	1.31%	4.14%	5.32%	6.40%	14.45%	6.44%	7.98%	8.28%	3.65%	4.18%	4.77%	3.48%	6.32%	3.12%	2.76%	3.65%	3.74%	4.48%	6.69%	3.87%	5.79%	6.14%	6.00%	7.48%	4.47%	6.50%	4.44%	4.25%	4.99%	6.30%	6.05%	5.31%	6.22%	1.53%	7.38%	7.47%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2533	47	53	36	60	36	56	52	28	58	59	68	19	53	45	35	6	18	25	68	32	11	77	38	37	50	35	63	34	37	71	70	60	98	46	72	58	89	66	69	54	62	46	70	50	44	68	70	32	48	13	2	39					
		5.66%	5.83%	6.66%	6.45%	7.47%	5.09%	6.4%	6.89%	4.11%	6.26%	6.62%	8.08%	3.13%	5.57%	5.28%	3.94%	4.13%	4.74%	5.18%	6.13%	4.09%	2.65%	7.63%	5.62%	5.67%	7.02%	4.88%	8.35%	4.73%	4.87%	6.34%	6.67%	4.76%	8.34%	4.48%	7.09%	5.22%	7.93%	6.04%	7.01%	4.75%	5.23%	4.60%	6.09%	4.25%	3.99%	6.91%	6.72%	2.78%	4.52%	4.0%	0.67%	4.04%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2919	44	27	35	36	36	35	31	32	37	41	57	35	33	40	32	9	19	18	61	42	14	59	74	57	45	44	58	35	46	69	57	89	53	76	50	63	79	87	104	105	97	104	103	103	99	87	95	87	69	23	11	77					
		6.52%	5.46%	3.39%	6.27%	4.48%	5.09%	4.0%	4.11%	4.69%	3.99%	4.60%	6.77%	5.76%	3.47%	4.69%	3.60%	6.20%	5.01%	3.73%	5.50%	5.37%	3.37%	5.85%	10.94%	8.74%	6.32%	6.14%	7.69%	4.87%	6.06%	6.16%	5.43%	7.06%	4.51%	7.40%	4.92%	5.67%	7.04%	7.97%	10.57%	9.25%	8.19%	10.41%	8.97%	8.77%	8.99%	8.85%	9.12%	7.58%	6.50%	7.07%	3.69%	7.99%					
22	"5. ""За Русь Святую"""	441	6	8	4	4	4	3	0	5	6	16	6	4	6	7	13	0	3	3	10	6	1	3	9	4	5	7	9	2	8	10	17	12	12	16	12	10	7	13	15	11	19	10	20	21	16	10	12	10	9	2	4	11					
		0.98%	0.74%	1.00%	0.71%	0.49%	0.56%	0.34%	0.0%	0.73%	0.64%	1.79%	0.71%	0.65%	0.63%	0.82%	1.46%	0.0%	0.79%	0.62%	0.90%	0.76%	0.24%	0.29%	1.33%	0.61%	0.70%	0.97%	1.19%	0.27%	1.05%	0.89%	1.62%	0.95%	1.02%	1.55%	1.18%	0.90%	0.62%	1.19%	1.52%	0.96%	1.60%	1.00%	1.74%	1.78%	1.45%	1.01%	1.15%	0.87%	0.84%	0.61%	1.34%	1.14%					
23	"6. ""Объединенная Российская партия ""Русь"""	108	1	3	2	1	2	1	1	6	3	1	2	2	0	1	1	0	0	0	1	2	4	4	0	1	2	3	0	1	1	0	2	2	2	3	9	3	3	4	1	4	1	0	1	1	1	3	6	5	4	2	3	2					
		0.24%	0.12%	0.37%	0.35%	0.12%	0.28%	0.11%	0.13%	0.88%	0.32%	0.11%	0.23%	0.32%	0.0%	0.11%	0.11%	0.0%	0.0%	0.0%	0.09%	0.25%	0.96%	0.39%	0.0%	0.15%	0.28%	0.41%	0.0%	0.13%	0.13%	0.0%	0.19%	0.15%	0.17%	0.29%	0.88%	0.27%	0.26%	0.36%	0.10%	0.35%	0.08%	0.0%	0.08%	0.08%	0.09%	0.30%	0.57%	0.43%	0.37%	0.61%	1.00%	0.20%					
24	"7. ""Новый курс - Автомобильная Россия"""	294	5	3	3	6	7	3	2	4	6	2	4	5	5	3	11	1	3	7	9	8	2	10	2	8	2	5	5	6	10	5	5	9	7	9	7	8	6	4	14	5	7	2	9	9	6	4	5	7	4	2	4	9					
		0.65%	0.62%	0.37%	0.53%	0.74%	0.99%	0.34%	0.26%	0.58%	0.64%	0.22%	0.47%	0.82%	0.52%	0.35%	1.23%	0.68%	0.79%	1.45%	0.81%	1.02%	0.48%	0.99%	0.29%	1.22%	0.28%	0.69%	0.66%	0.83%	1.31%	0.44%	0.47%	0.71%	0.59%	0.87%	0.68%	0.72%	0.53%	0.36%	1.42%	0.44%	0.59%	0.20%	0.78%	0.76%	0.54%	0.40%	0.48%	0.61%	0.37%	0.61%	1.34%	0.93%					
25	"8. ""Народно-республиканская партия России"""	56	3	1	3	3	1	1	0	0	0	0	3	0	1	0	0	0	1	3	2	2	0	0	0	1	1	1	0	4	3	1	1	2	0	0	0	3	1	0	1	1	1	0	0	2	0	0	0	1	3	3	2	0					
		0.12%	0.37%	0.12%	0.53%	0.37%	0.14%	0.11%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.10%	0.0%	0.0%	0.0%	0.26%	0.62%	0.18%	0.25%	0.0%	0.0%	0.0%	0.15%	0.14%	0.13%	0.0%	0.55%	0.39%	0.08%	0.09%	0.15%	0.0%	0.0%	0.0%	0.27%	0.08%	0.0%	0.10%	0.08%	0.08%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.08%	0.28%	0.92%	0.67%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	233	3	3	3	3	7	3	2	4	4	6	6	1	4	3	7	0	2	3	11	7	7	7	2	2	5	1	4	3	1	7	6	6	11	6	6	6	5	1	7	4	5	8	1	4	5	9	1	9	5	2	2	3					
		0.52%	0.37%	0.37%	0.53%	0.37%	0.99%	0.34%	0.26%	0.58%	0.43%	0.67%	0.71%	0.16%	0.42%	0.35%	0.78%	0.0%	0.52%	0.62%	0.99%	0.89%	1.68%	0.69%	0.29%	0.30%	0.70%	0.13%	0.53%	0.41%	0.13%	0.62%	0.57%	0.47%	0.93%	0.58%	0.59%	0.54%	0.44%	0.09%	0.71%	0.35%	0.42%	0.80%	0.08%	0.34%	0.45%	0.91%	0.09%	0.78%	0.47%	0.61%	0.67%	0.31%					
27	"10. ""Аграрная партия России"""	727	10	22	17	21	9	8	20	9	8	10	16	9	12	10	11	6	12	8	12	14	8	23	10	11	20	15	12	11	15	16	14	14	17	24	14	25	21	15	14	14	18	21	22	14	20	9	19	10	14	1	2	20					
		1.62%	1.24%	2.76%	3.04%	2.61%	1.27%	0.91%	2.65%	1.32%	0.86%	1.12%	1.90%	1.48%	1.26%	1.17%	1.23%	4.13%	3.16%	1.65%	1.08%	1.79%	1.92%	2.28%	1.47%	1.68%	2.80%	2.09%	1.59%	1.53%	1.97%	1.42%	1.33%	1.11%	1.44%	2.33%	1.37%	2.25%	1.87%	1.37%	1.42%	1.23%	1.52%	2.10%	1.91%	1.19%	1.81%	0.91%	1.82%	0.87%	1.32%	0.30%	0.67%	2.07%					
28	"11. ""Истинные патриоты России"""	44	0	1	0	1	1	1	2	1	1	0	1	2	1	2	1	0	0	0	1	0	3	0	0	1	0	0	1	1	0	2	1	3	0	2	0	1	0	1	1	0	0	1	1	0	2	1	0	0	2	0	2	2					
		0.09%	0.0%	0.12%	0.0%	0.12%	0.14%	0.11%	0.26%	0.14%	0.10%	0.0%	0.11%	0.32%	0.10%	0.23%	0.11%	0.0%	0.0%	0.0%	0.09%	0.0%	0.72%	0.0%	0.0%	0.15%	0.0%	0.0%	0.13%	0.13%	0.0%	0.17%	0.09%	0.23%	0.0%	0.19%	0.0%	0.09%	0.0%	0.09%	0.10%	0.0%	0.0%	0.10%	0.08%	0.0%	0.18%	0.10%	0.0%	0.0%	0.18%	0.0%	0.67%	0.20%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	530	15	16	6	11	7	17	7	8	12	13	14	5	8	13	11	2	6	4	16	16	6	6	4	2	7	9	11	14	7	7	26	12	13	11	9	11	12	12	9	15	9	8	17	12	14	12	13	13	7	6	1	8					
		1.18%	1.86%	2.01%	1.07%	1.36%	0.99%	1.94%	0.92%	1.17%	1.29%	1.46%	1.66%	0.82%	0.84%	1.52%	1.23%	1.37%	1.58%	0.82%	1.44%	2.04%	1.44%	0.59%	0.59%	0.30%	0.98%	1.25%	1.45%	1.94%	0.92%	0.62%	2.48%	0.95%	1.10%	1.07%	0.88%	0.99%	1.06%	1.09%	0.91%	1.32%	0.76%	0.80%	1.48%	1.02%	1.27%	1.22%	1.24%	1.13%	0.66%	1.84%	0.33%	0.83%					
30	"13. ""Демократическая партия России"""	99	1	3	1	2	0	4	2	4	1	1	2	0	1	1	1	0	1	3	2	2	1	1	0	1	2	2	2	2	0	3	1	4	5	5	1	5	2	3	4	4	3	4	3	2	0	0	1	1	1	2	1	1					
		0.22%	0.12%	0.37%	0.17%	0.24%	0.0%	0.45%	0.26%	0.58%	0.10%	0.11%	0.23%	0.0%	0.10%	0.11%	0.11%	0.0%	0.26%	0.62%	0.18%	0.25%	0.24%	0.09%	0.0%	0.15%	0.28%	0.27%	0.26%	0.27%	0.0%	0.26%	0.09%	0.31%	0.42%	0.48%	0.09%	0.45%	0.17%	0.27%	0.40%	0.35%	0.25%	0.40%	0.26%	0.17%	0.0%	0.0%	0.09%	0.08%	0.09%	0.61%	0.33%	0.10%					
31	"14. ""Великая Россия - Евразийский Союз"""	75	0	2	2	0	3	0	1	0	4	1	0	1	1	1	1	0	0	0	3	1	0	4	1	0	2	3	0	3	0	0	2	3	3	1	0	3	1	4	3	1	0	2	1	0	4	1	1	6	2	0	1	2					
		0.16%	0.0%	0.25%	0.35%	0.0%	0.42%	0.0%	0.13%	0.0%	0.43%	0.11%	0.0%	0.16%	0.10%	0.11%	0.11%	0.0%	0.0%	0.0%	0.27%	0.12%	0.0%	0.39%	0.14%	0.0%	0.28%	0.41%	0.0%	0.41%	0.0%	0.0%	0.19%	0.23%	0.25%	0.09%	0.0%	0.27%	0.08%	0.36%	0.30%	0.08%	0.0%	0.20%	0.08%	0.0%	0.36%	0.10%	0.09%	0.52%	0.18%	0.0%	0.33%	0.20%					
32	"15. ""Партия СЛОН"""	66	1	0	0	0	0	3	1	1	14	0	2	0	0	2	1	0	0	0	1	0	2	1	1	1	0	1	1	1	1	0	2	2	2	0	2	0	5	0	0	2	0	1	1	2	4	0	1	1	2	0	2	2					
		0.14%	0.12%	0.0%	0.0%	0.0%	0.0%	0.34%	0.13%	0.14%	1.51%	0.0%	0.23%	0.0%	0.0%	0.23%	0.11%	0.0%	0.0%	0.0%	0.09%	0.0%	0.48%	0.09%	0.14%	0.15%	0.0%	0.13%	0.13%	0.13%	0.13%	0.0%	0.19%	0.15%	0.17%	0.0%	0.19%	0.0%	0.44%	0.0%	0.0%	0.17%	0.0%	0.10%	0.08%	0.17%	0.36%	0.0%	0.09%	0.08%	0.18%	0.0%	0.67%	0.20%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2480	33	35	25	35	50	42	18	35	21	27	50	17	40	54	33	5	15	31	69	40	8	75	42	40	28	41	55	48	49	83	64	63	65	62	45	63	80	81	63	75	62	67	79	76	84	41	80	81	47	2	4	52					
		5.54%	4.09%	4.40%	4.48%	4.35%	7.07%	4.8%	2.38%	5.13%	2.26%	3.03%	5.94%	2.80%	4.20%	6.33%	3.71%	3.44%	3.95%	6.43%	6.22%	5.12%	1.92%	7.44%	6.21%	6.13%	3.93%	5.72%	7.29%	6.68%	6.45%	7.41%	6.10%	5.0%	5.53%	6.04%	4.43%	5.67%	7.13%	7.42%	6.40%	6.60%	5.23%	6.70%	6.88%	6.47%	7.62%	4.17%	7.68%	7.06%	4.43%	0.61%	1.34%	5.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	108	2	0	0	1	2	3	3	0	31	1	1	3	2	1	2	0	2	2	3	1	1	1	1	0	1	1	2	1	4	4	3	1	2	2	2	2	1	2	2	0	0	4	1	1	0	0	2	0	4	1	1	1					
		0.24%	0.24%	0.0%	0.0%	0.12%	0.28%	0.34%	0.39%	0.0%	3.34%	0.11%	0.11%	0.49%	0.21%	0.11%	0.22%	0.0%	0.52%	0.41%	0.27%	0.12%	0.24%	0.09%	0.14%	0.0%	0.14%	0.13%	0.26%	0.13%	0.52%	0.35%	0.28%	0.07%	0.17%	0.19%	0.19%	0.18%	0.08%	0.18%	0.20%	0.0%	0.0%	0.40%	0.08%	0.08%	0.0%	0.0%	0.19%	0.0%	0.37%	0.30%	0.33%	0.10%					
35	"18. ""ЛДПР"""	6737	147	133	95	140	142	153	147	123	145	139	115	105	145	143	152	18	65	74	141	141	56	123	79	75	109	96	93	101	104	126	156	168	175	149	168	205	153	153	131	131	210	135	169	191	127	145	139	172	193	18	58	166					
		15.05%	18.26%	16.72%	17.02%	17.43%	20.08%	17.48%	19.49%	18.06%	15.65%	15.61%	13.67%	17.29%	15.24%	16.78%	17.11%	12.41%	17.15%	15.35%	12.72%	18.05%	13.49%	12.20%	11.68%	11.50%	15.30%	13.40%	12.33%	14.06%	13.70%	11.26%	14.88%	13.33%	14.89%	14.52%	16.55%	18.45%	13.63%	14.02%	13.32%	11.54%	17.73%	13.51%	14.72%	16.26%	11.53%	14.75%	13.35%	14.99%	18.20%	5.53%	19.46%	17.23%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	806	17	18	17	25	20	25	13	10	20	18	17	16	22	22	25	8	11	10	12	13	5	18	10	11	10	22	18	16	10	21	17	27	27	0	18	26	17	15	12	14	5	10	17	23	17	13	14	20	10	15	0	9					
		1.80%	2.11%	2.26%	3.04%	3.11%	2.82%	2.85%	1.72%	1.46%	2.15%	2.02%	2.02%	2.63%	2.31%	2.58%	2.81%	5.51%	2.90%	2.07%	1.08%	1.66%	1.20%	1.78%	1.47%	1.68%	1.40%	3.07%	2.38%	2.22%	1.31%	1.87%	1.62%	2.14%	2.29%	0.0%	1.77%	2.34%	1.51%	1.37%	1.22%	1.23%	0.42%	1.00%	1.48%	1.95%	1.54%	1.32%	1.34%	1.74%	0.94%	4.61%	0.0%	0.93%					
37	"20. ""Политическая партия ""Единая Россия"""	17023	294	283	187	272	264	342	294	279	378	385	339	265	424	351	367	58	153	173	389	267	157	331	237	249	279	249	266	282	303	445	404	519	468	388	390	394	419	422	330	440	433	356	398	436	440	358	368	471	422	172	91	342					
		38.04%	36.52%	35.59%	33.51%	33.87%	37.34%	39.08%	38.99%	40.96%	40.82%	43.25%	40.30%	43.65%	44.58%	41.19%	41.32%	40.0%	40.36%	35.89%	35.10%	34.18%	37.83%	32.83%	35.05%	38.19%	39.18%	34.77%	35.27%	39.27%	39.92%	39.76%	38.54%	41.19%	39.82%	37.81%	38.42%	35.46%	37.34%	38.68%	33.57%	38.76%	36.57%	35.63%	34.66%	37.13%	39.96%	36.41%	35.35%	41.06%	39.81%	52.92%	30.53%	35.51%					
38	"21. ""Российская Конституционно-демократическая партия"""	74	0	3	0	4	1	3	1	3	0	3	1	0	3	1	3	0	0	1	2	0	1	0	0	1	1	1	2	0	0	0	4	0	5	2	3	1	0	1	2	1	2	0	4	2	0	0	0	3	2	5	2	0					
		0.16%	0.0%	0.37%	0.0%	0.49%	0.14%	0.34%	0.13%	0.44%	0.0%	0.33%	0.11%	0.0%	0.31%	0.11%	0.33%	0.0%	0.0%	0.20%	0.18%	0.0%	0.24%	0.0%	0.0%	0.15%	0.14%	0.13%	0.26%	0.0%	0.0%	0.0%	0.38%	0.0%	0.42%	0.19%	0.29%	0.09%	0.0%	0.09%	0.20%	0.08%	0.16%	0.0%	0.34%	0.17%	0.0%	0.0%	0.0%	0.26%	0.18%	1.53%	0.67%	0.0%					
39	"22. ""Развитие предпринимательства"""	133	5	2	2	3	1	2	0	2	0	2	1	1	2	2	6	0	0	0	0	0	0	6	2	3	2	4	4	3	1	3	2	2	4	2	2	4	5	0	2	1	6	3	5	8	3	5	1	4	11	1	2	1					
		0.29%	0.62%	0.25%	0.35%	0.37%	0.14%	0.22%	0.0%	0.29%	0.0%	0.22%	0.11%	0.16%	0.21%	0.23%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.29%	0.46%	0.28%	0.55%	0.53%	0.41%	0.13%	0.26%	0.19%	0.15%	0.34%	0.19%	0.19%	0.36%	0.44%	0.0%	0.20%	0.08%	0.50%	0.30%	0.43%	0.68%	0.27%	0.50%	0.09%	0.34%	1.03%	0.30%	0.67%	0.10%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3543	75	73	57	73	40	61	72	53	72	68	60	48	66	56	69	10	30	54	140	75	18	114	61	42	66	78	68	69	55	119	89	116	92	83	74	92	62	63	82	85	93	49	82	84	66	74	69	72	52	17	32	73					
		7.91%	9.31%	9.18%	10.21%	9.09%	5.65%	6.97%	9.54%	7.78%	7.77%	7.64%	7.13%	7.90%	6.94%	6.57%	7.77%	6.89%	7.91%	11.20%	12.63%	9.60%	4.33%	11.30%	9.02%	6.44%	9.26%	10.89%	9.01%	9.61%	7.24%	10.63%	8.49%	9.20%	7.82%	8.08%	7.29%	8.28%	5.52%	5.77%	8.34%	7.48%	7.85%	4.90%	7.14%	7.15%	5.99%	7.52%	6.62%	6.27%	4.90%	5.23%	10.73%	7.58%					
																																																											
41	Против всех	2418	44	37	30	47	25	41	40	36	49	37	24	39	54	42	47	5	28	20	62	43	40	59	40	36	40	42	27	32	26	66	56	82	46	63	47	53	57	55	46	65	74	75	65	66	72	59	61	59	69	5	30	55					
		5.40%	5.46%	4.65%	5.37%	5.85%	3.53%	4.68%	5.30%	5.28%	5.29%	4.15%	2.85%	6.42%	5.67%	4.92%	5.29%	3.44%	7.38%	4.14%	5.59%	5.50%	9.63%	5.85%	5.91%	5.52%	5.61%	5.86%	3.58%	4.45%	3.42%	5.89%	5.34%	6.50%	3.91%	6.14%	4.63%	4.77%	5.08%	5.04%	4.67%	5.72%	6.25%	7.50%	5.66%	5.62%	6.53%	6.00%	5.85%	5.14%	6.50%	1.53%	10.06%	5.71%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
