Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Хворостянская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №4101	УИК №4102	УИК №4103	УИК №4104	УИК №4105	УИК №4106	УИК №4107	УИК №4108	УИК №4109	УИК №4110	УИК №4111	УИК №4112	УИК №4113	УИК №4114	УИК №4115	УИК №4116	УИК №4117	УИК №4118	УИК №4119	УИК №4120	УИК №4121	УИК №4122									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	789	58	28	3	78	5	8	41	0	12	29	52	65	21	4	3	9	4	50	7	82	100	130									
		7.79%	15.34%	4.55%	1.16%	8.22%	2.58%	6.96%	9.05%	0.00%	4.46%	8.17%	7.90%	8.33%	10.24%	0.94%	2.94%	5.11%	4.21%	10.10%	4.19%	7.03%	9.91%	12.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	2	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	7									
		0.19%	0.00%	0.33%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.20%	0.69%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	0	1	0	1	0	0	0	0	1	0	0	5	0	0	0	2	2	0	0	5	2	7									
		0.26%	0.00%	0.16%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	1.14%	2.11%	0.00%	0.00%	0.43%	0.20%	0.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0									
		0.05%	0.26%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	0	2	0	4	0	0	0	0	1	1	3	5	0	0	0	0	0	0	0	4	5	0									
		0.25%	0.00%	0.33%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.37%	0.28%	0.46%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.50%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	581	35	24	4	48	1	2	54	3	13	16	41	63	13	6	1	5	14	24	11	60	79	64									
		5.74%	9.26%	3.90%	1.54%	5.06%	0.52%	1.74%	11.92%	1.23%	4.83%	4.51%	6.23%	8.08%	6.34%	1.41%	0.98%	2.84%	14.74%	4.85%	6.59%	5.14%	7.83%	6.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	2	5	1	3	0	0	0	0	0	1	2	0	2	0	0	2	0	0	3	5	2	3									
		0.31%	0.53%	0.81%	0.39%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.30%	0.00%	0.98%	0.00%	0.00%	1.14%	0.00%	0.00%	1.80%	0.43%	0.20%	0.29%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	187	5	8	1	17	1	0	17	0	1	9	12	22	3	0	1	1	5	7	2	24	31	20									
		1.85%	1.32%	1.30%	0.39%	1.79%	0.52%	0.00%	3.75%	0.00%	0.37%	2.54%	1.82%	2.82%	1.46%	0.00%	0.98%	0.57%	5.26%	1.41%	1.20%	2.06%	3.07%	1.97%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
