Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Верхнеуслонская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1279	УИК №1280	УИК №1282	УИК №1284									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	199	5	8	4	23	13	10	38	3	5	11	5	3	1	1	1	9	15	2	1	2	0	5	6	0	0	2	2	1	0	4	6	5	0	1	3	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	298	11	8	12	10	2	4	9	1	12	55	21	7	3	3	2	9	7	1	2	0	3	3	12	2	2	5	1	5	0	3	23	0	6	3	3	17	31									
14	Число погашенных неиспользованных открепительных удостоверений	204	4	1	4	0	5	2	0	5	10	11	7	9	5	11	9	3	0	5	7	6	8	0	2	5	6	6	5	8	8	4	6	5	6	5	3	11	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	3	0	0	1	1	4	2	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	60	2	2	1	2	5	2	5	0	0	2	5	0	1	0	2	3	3	0	1	4	0	0	1	0	1	0	0	0	0	0	8	0	0	2	0	5	3									
		0.47%	0.69%	0.69%	0.37%	0.38%	0.86%	0.57%	0.80%	0.00%	0.00%	0.26%	1.04%	0.00%	0.97%	0.00%	0.49%	0.61%	0.48%	0.00%	0.64%	1.92%	0.00%	0.00%	0.26%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	1.63%	0.00%	0.00%	0.84%	0.00%	0.83%	0.68%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	106	4	2	3	5	1	3	12	6	6	2	5	0	0	0	3	6	4	1	2	2	0	0	5	0	2	0	0	0	0	10	14	0	0	0	0	6	2									
		0.83%	1.37%	0.69%	1.10%	0.94%	0.17%	0.85%	1.92%	2.45%	1.05%	0.26%	1.04%	0.00%	0.00%	0.00%	0.73%	1.21%	0.63%	0.72%	1.28%	0.96%	0.00%	0.00%	1.31%	0.00%	2.04%	0.00%	0.00%	0.00%	0.00%	4.08%	2.86%	0.00%	0.00%	0.00%	0.00%	1.00%	0.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	68	5	5	3	5	4	2	5	0	4	5	5	0	0	0	2	9	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3									
		0.53%	1.72%	1.72%	1.10%	0.94%	0.68%	0.57%	0.80%	0.00%	0.70%	0.64%	1.04%	0.00%	0.00%	0.00%	0.49%	1.82%	0.63%	0.00%	0.00%	0.96%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11438	250	248	235	451	503	307	531	208	502	692	374	458	91	463	377	452	577	130	142	194	145	69	352	65	95	247	204	335	234	227	447	388	159	213	159	527	387									
		89.29%	85.91%	85.52%	86.08%	85.09%	86.13%	86.97%	84.82%	84.90%	87.92%	89.18%	77.92%	92.90%	88.35%	91.14%	91.50%	91.31%	91.59%	93.53%	91.03%	93.27%	94.16%	97.18%	92.39%	95.59%	96.94%	91.48%	92.73%	93.06%	92.49%	92.65%	91.22%	93.49%	92.98%	89.87%	91.91%	87.98%	87.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	2	2	0	1	1	0	1	0	2	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1									
		0.14%	0.69%	0.69%	0.00%	0.19%	0.17%	0.00%	0.16%	0.00%	0.35%	0.13%	1.04%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	2	0	0	2	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0									
		0.11%	0.00%	0.34%	0.00%	0.38%	0.00%	0.00%	0.32%	0.00%	0.00%	0.39%	0.21%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	414	11	11	10	23	19	19	20	17	26	30	18	16	4	14	7	6	23	4	3	0	5	1	11	0	0	9	5	13	4	8	10	13	7	4	6	22	15									
		3.23%	3.78%	3.79%	3.66%	4.34%	3.25%	5.38%	3.19%	6.94%	4.55%	3.87%	3.75%	3.25%	3.88%	2.76%	1.70%	1.21%	3.65%	2.88%	1.92%	0.00%	3.25%	1.41%	2.89%	0.00%	0.00%	3.33%	2.27%	3.61%	1.58%	3.27%	2.04%	3.13%	4.09%	1.69%	3.47%	3.67%	3.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	0	0	0	3	3	2	5	0	4	2	10	0	0	0	0	1	6	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1									
		0.34%	0.00%	0.00%	0.00%	0.57%	0.51%	0.57%	0.80%	0.00%	0.70%	0.26%	2.08%	0.00%	0.00%	0.00%	0.00%	0.20%	0.95%	0.00%	0.64%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.33%	0.23%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	2	0	2	1	4	1	5	1	2	1	15	0	0	0	1	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	4									
		0.37%	0.69%	0.00%	0.73%	0.19%	0.68%	0.28%	0.80%	0.41%	0.35%	0.13%	3.13%	0.00%	0.00%	0.00%	0.24%	0.61%	0.00%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	2	2	0	2	4	5	8	1	3	5	17	0	0	0	0	2	2	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	7	1									
		0.53%	0.69%	0.69%	0.00%	0.38%	0.68%	1.42%	1.28%	0.41%	0.53%	0.64%	3.54%	0.00%	0.00%	0.00%	0.00%	0.40%	0.32%	0.00%	0.64%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	1.73%	1.17%	0.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	322	7	12	16	20	10	9	14	7	14	24	15	15	4	20	9	8	3	2	3	5	1	1	6	2	0	9	7	10	6	0	3	14	5	8	5	15	13									
		2.51%	2.41%	4.14%	5.86%	3.77%	1.71%	2.55%	2.24%	2.86%	2.45%	3.09%	3.13%	3.04%	3.88%	3.94%	2.18%	1.62%	0.48%	1.44%	1.92%	2.40%	0.65%	1.41%	1.57%	2.94%	0.00%	3.33%	3.18%	2.78%	2.37%	0.00%	0.61%	3.37%	2.92%	3.38%	2.89%	2.50%	2.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	2	0	0	1	5	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1									
		0.11%	0.69%	0.00%	0.00%	0.19%	0.86%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	92	2	5	3	3	4	3	9	1	7	5	8	0	0	3	2	2	4	0	0	0	3	0	2	1	0	0	3	2	3	0	2	0	0	4	0	6	5									
		0.72%	0.69%	1.72%	1.10%	0.57%	0.68%	0.85%	1.44%	0.41%	1.23%	0.64%	1.67%	0.00%	0.00%	0.59%	0.49%	0.40%	0.63%	0.00%	0.00%	0.00%	1.95%	0.00%	0.52%	1.47%	0.00%	0.00%	1.36%	0.56%	1.19%	0.00%	0.41%	0.00%	0.00%	1.69%	0.00%	1.00%	1.13%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
