8	Число бюллетеней в стационарных ящиках для голосования	29768	300	128	108	210	316	820	978	884	876	788	826	898	788	953	813	705	863	798	290	97	157	224	361	1112	229	905	488	919	343	374	353	60	759	366	281	284	74	100	161	340	89	54	88	312	152	77	773	125	174	94	269	89	44	78	292	56	55	77	655	1509	272	331	131	144	524	66	404	100	203	654	162	96	322	135	57	95	82	310	59	147	83									
9	Число недействительных избирательных бюллетеней	524	5	1	1	7	10	13	20	14	13	19	17	9	5	10	8	24	13	19	5	1	10	8	10	20	3	27	13	16	4	10	3	0	8	7	6	6	0	0	4	7	1	0	1	5	0	0	8	2	0	1	3	3	1	0	0	2	0	0	26	26	3	7	5	1	7	1	7	0	2	13	3	1	7	1	0	0	1	5	0	0	5									
10	Число действительных избирательных бюллетеней	30885	311	133	113	214	316	836	979	881	879	801	990	908	805	957	825	720	880	803	301	100	160	224	369	1179	243	918	503	927	358	397	366	64	779	384	285	298	78	102	174	382	91	60	92	336	167	77	819	134	183	98	285	94	47	86	325	60	64	94	676	1520	286	348	130	145	556	71	443	107	214	685	164	106	346	147	58	100	87	324	63	164	91									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																												
13	Бабурин Сергей Николаевич	153	2	2	1	0	2	3	6	3	1	5	5	7	9	7	5	4	4	2	0	0	0	3	2	5	0	2	4	5	0	1	0	0	4	2	1	3	1	2	0	3	2	0	0	2	1	0	2	2	0	3	3	1	0	0	1	0	0	0	3	7	1	1	1	0	4	0	4	0	0	1	1	0	1	1	0	1	1	1	0	2	0									
		0.49%	0.63%	1.49%	0.88%	0.00%	0.61%	0.35%	0.60%	0.34%	0.11%	0.61%	0.50%	0.76%	1.11%	0.72%	0.60%	0.54%	0.45%	0.24%	0.00%	0.00%	0.00%	1.29%	0.53%	0.42%	0.00%	0.21%	0.78%	0.53%	0.00%	0.25%	0.00%	0.00%	0.51%	0.51%	0.34%	0.99%	1.28%	1.96%	0.00%	0.77%	2.17%	0.00%	0.00%	0.59%	0.60%	0.00%	0.24%	1.47%	0.00%	3.03%	1.04%	1.03%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.43%	0.45%	0.35%	0.28%	0.74%	0.00%	0.71%	0.00%	0.89%	0.00%	0.00%	0.14%	0.60%	0.00%	0.28%	0.68%	0.00%	1.00%	1.14%	0.30%	0.00%	1.22%	0.00%									
14	Грудинин Павел Николаевич	4718	33	21	16	22	34	129	171	170	152	128	157	154	140	157	139	122	145	174	22	10	14	32	65	222	33	157	82	162	55	57	34	6	134	86	55	38	22	10	15	43	9	6	20	58	11	8	92	12	23	3	36	5	1	18	29	3	0	11	93	302	42	34	21	20	92	10	57	9	50	76	11	15	45	19	0	6	7	20	7	15	4									
		15.02%	10.44%	15.67%	14.04%	9.95%	10.43%	15.19%	17.12%	18.99%	17.04%	15.61%	15.59%	16.79%	17.28%	16.24%	16.69%	16.40%	16.24%	21.17%	7.19%	9.90%	8.24%	13.79%	17.15%	18.52%	13.41%	16.61%	15.89%	17.18%	15.19%	14.00%	9.21%	9.38%	17.03%	21.99%	18.90%	12.50%	28.21%	9.80%	8.43%	11.05%	9.78%	10.00%	21.51%	17.01%	6.59%	10.39%	11.12%	8.82%	12.57%	3.03%	12.50%	5.15%	2.08%	20.93%	8.92%	4.84%	0.00%	11.70%	13.25%	19.53%	14.53%	9.58%	15.56%	13.70%	16.34%	13.89%	12.67%	8.41%	23.15%	10.89%	6.59%	14.02%	12.75%	12.84%	0.00%	6.00%	7.95%	6.08%	11.11%	9.15%	4.17%									
15	Жириновский Владимир Вольфович	2608	15	8	11	13	32	97	92	69	82	91	123	74	78	79	68	81	73	32	18	7	24	13	31	117	20	84	42	68	43	25	31	7	60	38	14	20	4	14	23	42	14	7	14	29	11	2	47	10	25	13	39	9	6	4	19	3	3	6	50	104	11	27	4	12	30	10	32	4	6	56	20	9	28	6	8	7	4	33	3	13	7									
		8.30%	4.75%	5.97%	9.65%	5.88%	9.82%	11.43%	9.21%	7.71%	9.19%	11.10%	12.21%	8.07%	9.63%	8.17%	8.16%	10.89%	8.17%	3.89%	5.88%	6.93%	14.12%	5.60%	8.18%	9.76%	8.13%	8.89%	8.14%	7.21%	11.88%	6.14%	8.40%	10.94%	7.62%	9.72%	4.81%	6.58%	5.13%	13.73%	12.92%	10.80%	15.22%	11.67%	15.05%	8.50%	6.59%	2.60%	5.68%	7.35%	13.66%	13.13%	13.54%	9.28%	12.50%	4.65%	5.85%	4.84%	4.69%	6.38%	7.12%	6.73%	3.81%	7.61%	2.96%	8.22%	5.33%	13.89%	7.11%	3.74%	2.78%	8.02%	11.98%	8.41%	7.93%	4.05%	13.79%	7.00%	4.55%	10.03%	4.76%	7.93%	7.29%									
16	Путин Владимир Владимирович	22757	252	100	82	177	243	591	685	609	614	557	681	652	562	687	594	495	637	575	255	82	122	171	267	815	186	662	367	674	256	309	294	47	559	248	210	227	47	74	136	286	65	45	54	242	143	67	672	107	133	74	207	74	40	60	270	53	60	76	507	1074	228	276	100	113	420	51	345	91	154	541	125	80	266	121	49	85	75	266	53	129	79									
		72.45%	79.75%	74.63%	71.93%	80.09%	74.54%	69.61%	68.57%	68.04%	68.83%	67.93%	67.63%	71.10%	69.38%	71.04%	71.31%	66.53%	71.33%	69.95%	83.33%	81.19%	71.76%	73.71%	70.45%	67.97%	75.61%	70.05%	71.12%	71.47%	70.72%	75.92%	79.67%	73.44%	71.03%	63.43%	72.16%	74.67%	60.26%	72.55%	76.40%	73.52%	70.65%	75.00%	58.06%	70.97%	85.63%	87.01%	81.26%	78.68%	72.68%	74.75%	71.88%	76.29%	83.33%	69.77%	83.08%	85.48%	93.75%	80.85%	72.22%	69.47%	78.89%	77.75%	74.07%	77.40%	74.60%	70.83%	76.67%	85.05%	71.30%	77.51%	74.85%	74.77%	75.35%	81.76%	84.48%	85.00%	85.23%	80.85%	84.13%	78.66%	82.29%									
17	Собчак Ксения Анатольевна	241	2	0	0	0	3	4	7	10	13	8	14	9	6	12	7	6	8	6	2	0	0	2	3	9	0	5	4	7	1	2	3	1	14	4	2	4	0	0	0	1	0	0	1	1	0	0	2	2	0	2	0	0	0	2	1	1	1	1	10	10	1	3	3	0	6	0	2	2	1	1	3	0	1	0	0	0	0	0	0	5	0									
		0.77%	0.63%	0.00%	0.00%	0.00%	0.92%	0.47%	0.70%	1.12%	1.46%	0.98%	1.39%	0.98%	0.74%	1.24%	0.84%	0.81%	0.90%	0.73%	0.65%	0.00%	0.00%	0.86%	0.79%	0.75%	0.00%	0.53%	0.78%	0.74%	0.28%	0.49%	0.81%	1.56%	1.78%	1.02%	0.69%	1.32%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	1.08%	0.29%	0.00%	0.00%	0.24%	1.47%	0.00%	2.02%	0.00%	0.00%	0.00%	2.33%	0.31%	1.61%	1.56%	1.06%	1.42%	0.65%	0.35%	0.85%	2.22%	0.00%	1.07%	0.00%	0.44%	1.87%	0.46%	0.14%	1.80%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.05%	0.00%									
18	Сурайкин Максим Александрович	156	3	1	0	0	1	6	11	7	8	6	5	5	6	5	6	4	3	4	2	0	0	1	1	5	1	1	2	6	1	1	2	0	2	2	0	0	0	0	0	3	1	1	2	1	1	0	0	1	1	2	0	5	0	1	1	0	0	0	3	8	0	1	0	0	1	0	1	1	1	2	3	2	2	0	1	1	0	1	0	0	0									
		0.50%	0.95%	0.75%	0.00%	0.00%	0.31%	0.71%	1.10%	0.78%	0.90%	0.73%	0.50%	0.55%	0.74%	0.52%	0.72%	0.54%	0.34%	0.49%	0.65%	0.00%	0.00%	0.43%	0.26%	0.42%	0.41%	0.11%	0.39%	0.64%	0.28%	0.25%	0.54%	0.00%	0.25%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	1.09%	1.67%	2.15%	0.29%	0.60%	0.00%	0.00%	0.74%	0.55%	2.02%	0.00%	5.15%	0.00%	1.16%	0.31%	0.00%	0.00%	0.00%	0.43%	0.52%	0.00%	0.28%	0.00%	0.00%	0.18%	0.00%	0.22%	0.93%	0.46%	0.29%	1.80%	1.87%	0.57%	0.00%	1.72%	1.00%	0.00%	0.30%	0.00%	0.00%	0.00%									
19	Титов Борис Юрьевич	127	2	0	2	1	0	4	5	7	6	4	2	3	3	3	5	4	6	6	2	0	0	2	0	4	1	6	1	4	1	0	1	1	2	1	1	1	1	0	0	3	0	1	0	1	0	0	3	0	1	0	0	0	0	1	2	0	0	0	3	6	2	0	1	0	1	0	2	0	0	4	1	0	1	0	0	0	0	2	0	0	0									
		0.40%	0.63%	0.00%	1.75%	0.45%	0.00%	0.47%	0.50%	0.78%	0.67%	0.49%	0.20%	0.33%	0.37%	0.31%	0.60%	0.54%	0.67%	0.73%	0.65%	0.00%	0.00%	0.86%	0.00%	0.33%	0.41%	0.63%	0.19%	0.42%	0.28%	0.00%	0.27%	1.56%	0.25%	0.26%	0.34%	0.33%	1.28%	0.00%	0.00%	0.77%	0.00%	1.67%	0.00%	0.29%	0.00%	0.00%	0.36%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	1.16%	0.62%	0.00%	0.00%	0.00%	0.43%	0.39%	0.69%	0.00%	0.74%	0.00%	0.18%	0.00%	0.44%	0.00%	0.00%	0.57%	0.60%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	125	2	1	1	1	1	2	2	6	3	2	3	4	1	7	1	4	4	4	0	1	0	0	0	2	2	1	1	1	1	2	1	2	4	3	2	5	3	2	0	1	0	0	1	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	7	9	1	6	0	0	2	0	0	0	2	4	0	0	2	0	0	0	0	1	0	0	1									
		0.40%	0.63%	0.75%	0.88%	0.45%	0.31%	0.24%	0.20%	0.67%	0.34%	0.24%	0.30%	0.44%	0.12%	0.72%	0.12%	0.54%	0.45%	0.49%	0.00%	0.99%	0.00%	0.00%	0.00%	0.17%	0.81%	0.11%	0.19%	0.11%	0.28%	0.49%	0.27%	3.13%	0.51%	0.77%	0.69%	1.64%	3.85%	1.96%	0.00%	0.26%	0.00%	0.00%	1.08%	0.59%	0.00%	0.00%	0.12%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.99%	0.58%	0.35%	1.69%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.93%	0.57%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	1.04%									
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
