Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Алапаевская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1	УИК №2	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	301	4	8	3	12	19	32	24	7	28	9	6	11	9	6	14	2	2	1	9	7	1	7	3	2	1	2	3	14	3	1	10	17	3	3	18									
		2.93%	1.31%	5.93%	8.11%	2.82%	2.94%	4.23%	3.14%	2.08%	3.88%	3.88%	2.61%	2.56%	2.87%	1.81%	3.45%	2.08%	2.74%	1.61%	1.79%	2.33%	1.16%	1.37%	3.53%	1.20%	0.89%	2.67%	1.55%	3.34%	3.53%	1.30%	2.42%	5.67%	2.29%	1.54%	5.44%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4265	137	77	14	157	249	259	285	104	292	126	123	202	125	142	140	41	38	34	223	146	40	194	52	68	64	43	120	164	26	42	197	99	52	64	126									
		41.46%	44.92%	57.04%	37.84%	36.85%	38.54%	34.21%	37.30%	30.95%	40.44%	54.31%	53.48%	46.98%	39.81%	42.77%	34.48%	42.71%	52.05%	54.84%	44.33%	48.50%	46.51%	38.04%	61.18%	40.72%	57.14%	57.33%	62.18%	39.14%	30.59%	54.55%	47.70%	33.00%	39.69%	32.82%	38.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	86	0	1	0	4	8	10	11	7	3	1	5	2	1	5	1	0	0	0	2	3	1	3	0	1	0	0	1	2	0	2	4	0	3	2	3									
		0.84%	0.00%	0.74%	0.00%	0.94%	1.24%	1.32%	1.44%	2.08%	0.42%	0.43%	2.17%	0.47%	0.32%	1.51%	0.25%	0.00%	0.00%	0.00%	0.40%	0.99%	1.16%	0.59%	0.00%	0.60%	0.00%	0.00%	0.52%	0.48%	0.00%	2.60%	0.97%	0.00%	2.29%	1.03%	0.91%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	2	1	0	2	0	1	2	3	1	0	1	3	1	4	2	0	0	0	2	6	1	3	0	3	1	0	1	3	1	0	7	1	2	1	0									
		0.53%	0.66%	0.74%	0.00%	0.47%	0.00%	0.13%	0.26%	0.89%	0.14%	0.00%	0.43%	0.70%	0.32%	1.20%	0.49%	0.00%	0.00%	0.00%	0.40%	1.99%	1.16%	0.59%	0.00%	1.80%	0.89%	0.00%	0.52%	0.72%	1.18%	0.00%	1.69%	0.33%	1.53%	0.51%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2100	85	14	6	102	128	150	103	88	169	49	37	87	83	54	83	25	11	7	92	62	21	109	16	53	22	12	26	93	20	15	82	61	31	30	74									
		20.42%	27.87%	10.37%	16.22%	23.94%	19.81%	19.82%	13.48%	26.19%	23.41%	21.12%	16.09%	20.23%	26.43%	16.27%	20.44%	26.04%	15.07%	11.29%	18.29%	20.60%	24.42%	21.37%	18.82%	31.74%	19.64%	16.00%	13.47%	22.20%	23.53%	19.48%	19.85%	20.33%	23.66%	15.38%	22.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	0	0	0	0	2	3	0	3	2	0	0	1	0	0	1	0	0	0	1	1	0	3	0	2	0	0	0	3	0	0	1	0	0	0	1									
		0.23%	0.00%	0.00%	0.00%	0.00%	0.31%	0.40%	0.00%	0.89%	0.28%	0.00%	0.00%	0.23%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.20%	0.33%	0.00%	0.59%	0.00%	1.20%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.30%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	119	1	0	0	3	5	9	3	2	3	1	0	6	3	0	0	1	1	0	5	2	0	47	3	5	2	1	0	4	0	0	2	4	1	1	4									
		1.16%	0.33%	0.00%	0.00%	0.70%	0.77%	1.19%	0.39%	0.60%	0.42%	0.43%	0.00%	1.40%	0.96%	0.00%	0.00%	1.04%	1.37%	0.00%	0.99%	0.66%	0.00%	9.22%	3.53%	2.99%	1.79%	1.33%	0.00%	0.95%	0.00%	0.00%	0.48%	1.33%	0.76%	0.51%	1.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	3	0	4	0	0	1	0	0	1	3	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.70%	0.00%	0.53%	0.00%	0.00%	0.14%	0.00%	0.00%	0.23%	0.96%	0.00%	0.25%	1.04%	0.00%	0.00%	0.20%	0.00%	1.16%	0.20%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	1	1	0	1	7	7	13	3	7	4	1	6	1	2	2	1	0	0	2	1	2	2	1	1	1	0	2	1	3	1	3	2	0	4	3									
		0.84%	0.33%	0.74%	0.00%	0.23%	1.08%	0.92%	1.70%	0.89%	0.97%	1.72%	0.43%	1.40%	0.32%	0.60%	0.49%	1.04%	0.00%	0.00%	0.40%	0.33%	2.33%	0.39%	1.18%	0.60%	0.89%	0.00%	1.04%	0.24%	3.53%	1.30%	0.73%	0.67%	0.00%	2.05%	0.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1365	30	16	5	57	77	100	116	55	111	19	21	43	34	54	80	9	15	9	54	36	9	69	3	11	3	5	20	87	16	8	41	44	10	57	41									
		13.27%	9.84%	11.85%	13.51%	13.38%	11.92%	13.21%	15.18%	16.37%	15.37%	8.19%	9.13%	10.00%	10.83%	16.27%	19.70%	9.38%	20.55%	14.52%	10.74%	11.96%	10.47%	13.53%	3.53%	6.59%	2.68%	6.67%	10.36%	20.76%	18.82%	10.39%	9.93%	14.67%	7.63%	29.23%	12.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	1	0	0	5	4	1	3	1	4	2	1	2	2	1	0	0	0	1	2	2	0	3	0	2	0	0	0	2	0	0	2	1	0	0	0									
		0.41%	0.33%	0.00%	0.00%	1.17%	0.62%	0.13%	0.39%	0.30%	0.55%	0.86%	0.43%	0.47%	0.64%	0.30%	0.00%	0.00%	0.00%	1.61%	0.40%	0.66%	0.00%	0.59%	0.00%	1.20%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.48%	0.33%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1003	12	5	7	47	81	91	134	31	68	5	20	37	32	33	45	9	5	5	64	17	4	25	4	10	9	7	12	19	3	0	35	46	21	16	44									
		9.75%	3.93%	3.70%	18.92%	11.03%	12.54%	12.02%	17.54%	9.23%	9.42%	2.16%	8.70%	8.60%	10.19%	9.94%	11.08%	9.38%	6.85%	8.06%	12.72%	5.65%	4.65%	4.90%	4.71%	5.99%	8.04%	9.33%	6.22%	4.53%	3.53%	0.00%	8.47%	15.33%	16.03%	8.21%	13.29%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
