8	Число бюллетеней в стационарных ящиках для голосования	61441	1908	2311	2053	2186	1939	1318	1260	2026	2107	1804	1461	1596	1801	1851	1882	1785	1722	1966	2023	1536	1565	1409	1675	1866	1676	2197	2096	1820	2106	2353	1955	1840	2066	282					
9	Число недействительных избирательных бюллетеней	971	45	41	44	43	51	4	5	5	38	8	27	34	40	0	34	4	38	8	100	22	10	16	47	16	16	0	67	43	36	41	74	0	10	4					
10	Число действительных избирательных бюллетеней	61700	1908	2307	2042	2162	1911	1324	1282	2053	2107	1846	1458	1577	1788	1892	1886	1821	1710	2001	1973	1542	1584	1421	1645	1876	1752	2223	2137	1815	2143	2329	1908	1890	2109	278					
11	Число полученных открепительных  удостоверений	2054	50	60	70	70	50	50	50	65	85	75	65	70	70	70	50	50	50	70	55	50	60	50	50	50	50	69	60	65	65	80	60	70	90	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1785	47	57	69	56	42	39	33	57	69	67	52	55	51	63	41	43	38	61	51	38	57	42	43	50	50	68	60	54	61	80	60	61	70	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1719	33	37	39	96	56	48	23	143	20	7	39	38	42	40	47	44	93	13	33	14	23	42	36	22	33	100	49	129	120	24	74	35	25	102					
14	Число неиспользованных открепительных удостоверений	269	3	3	1	14	8	11	17	8	16	8	13	15	19	7	9	7	12	9	4	12	3	8	7	0	0	1	0	11	4	0	0	9	20	10					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	573	28	22	42	17	9	5	9	27	13	13	10	28	13	13	12	11	15	20	18	11	6	15	18	12	17	34	17	15	24	18	23	17	21	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	Богданов Андрей Владимирович	795	32	35	16	40	29	2	8	10	36	19	36	42	22	26	24	7	44	26	50	24	15	12	22	26	19	14	38	5	20	38	34	3	18	3					
		1.27%	1.64%	1.49%	0.77%	1.81%	1.48%	0.15%	0.62%	0.49%	1.68%	1.02%	2.42%	2.61%	1.20%	1.37%	1.25%	0.38%	2.52%	1.29%	2.41%	1.53%	0.94%	0.84%	1.30%	1.37%	1.07%	0.63%	1.72%	0.27%	0.92%	1.60%	1.72%	0.16%	0.85%	1.06%					
19	Жириновский Владимир Вольфович	3158	151	156	112	129	103	24	69	70	140	42	126	108	104	128	110	60	105	65	90	79	25	78	80	105	42	100	109	38	98	136	102	95	172	7					
		5.04%	7.73%	6.64%	5.37%	5.85%	5.25%	1.81%	5.36%	3.40%	6.53%	2.27%	8.48%	6.70%	5.69%	6.77%	5.73%	3.29%	6.01%	3.24%	4.34%	5.05%	1.57%	5.43%	4.73%	5.55%	2.38%	4.50%	4.95%	2.05%	4.50%	5.74%	5.15%	5.03%	8.12%	2.48%					
20	Зюганов Геннадий Андреевич	8213	260	294	576	423	268	146	93	198	239	264	236	262	203	225	188	205	236	212	311	180	181	94	249	225	247	434	354	229	289	297	222	112	250	11					
		13.10%	13.31%	12.52%	27.61%	19.18%	13.66%	10.99%	7.23%	9.62%	11.14%	14.24%	15.89%	16.26%	11.11%	11.89%	9.79%	11.23%	13.50%	10.55%	15.00%	11.51%	11.36%	6.54%	14.72%	11.89%	13.97%	19.52%	16.06%	12.33%	13.26%	12.53%	11.20%	5.93%	11.80%	3.90%					
21	Медведев Дмитрий Анатольевич	49534	1465	1822	1338	1570	1511	1152	1112	1775	1692	1521	1060	1165	1459	1513	1564	1549	1325	1698	1522	1259	1363	1237	1294	1520	1444	1675	1636	1543	1736	1858	1550	1680	1669	257					
		79.04%	75.01%	77.60%	64.14%	71.20%	77.01%	86.75%	86.40%	86.25%	78.88%	82.04%	71.38%	72.32%	79.81%	79.97%	81.46%	84.88%	75.80%	84.52%	73.42%	80.50%	85.51%	86.08%	76.48%	80.34%	81.67%	75.35%	74.23%	83.05%	79.67%	78.40%	78.20%	88.89%	78.76%	91.13%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
