Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Кавказская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК  1501	УИК  1502	УИК  1503	УИК  1504	УИК  1505	УИК  1506	УИК  1507	УИК  1508	УИК  1509	УИК  1510	УИК  1511	УИК  1512	УИК  1513	УИК  1514	УИК  1515	УИК  1516	УИК  1517	УИК  1518	УИК  1519	УИК  1520	УИК  1521	УИК  1522	УИК  1523					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	355	30	30	30	20	20	5	5	10	5	30	10	5	10	5	5	5	5	5	20	30	30	30	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	64	2	4	8	9	4	0	0	5	0	3	0	0	0	0	3	1	0	0	3	5	5	2	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	1	13	6	4	2	0	1	1	0	0	1	0	0	1	0	0	1	0	1	2	0	1	5					
14	Число погашенных открепительных удостоверений	291	28	26	22	11	16	5	5	5	5	27	10	5	10	5	2	4	5	5	17	25	25	28	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	220	22	11	8	11	17	0	2	13	8	20	5	3	6	1	1	1	1	4	15	17	7	40	7					
		1.12%	1.60%	0.75%	0.69%	0.98%	1.18%	0.0%	0.75%	1.27%	2.48%	1.22%	0.50%	0.63%	0.75%	0.57%	0.69%	0.92%	0.50%	1.55%	1.10%	1.18%	0.53%	2.97%	0.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	182	8	9	19	7	11	0	0	5	3	10	2	2	9	3	1	1	0	0	20	13	14	18	27					
		0.92%	0.58%	0.61%	1.64%	0.62%	0.76%	0.0%	0.0%	0.49%	0.93%	0.61%	0.20%	0.42%	1.12%	1.73%	0.69%	0.92%	0.0%	0.0%	1.47%	0.90%	1.06%	1.33%	2.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	269	15	26	8	16	31	0	0	13	7	28	12	0	15	4	7	1	3	6	14	29	17	6	11					
		1.37%	1.09%	1.79%	0.69%	1.42%	2.16%	0.0%	0.0%	1.27%	2.17%	1.72%	1.20%	0.0%	1.87%	2.31%	4.86%	0.92%	1.52%	2.33%	1.03%	2.02%	1.28%	0.44%	0.99%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	263	17	24	41	30	21	0	1	10	3	13	7	4	9	2	1	0	1	5	10	15	11	15	23					
		1.33%	1.23%	1.65%	3.55%	2.67%	1.46%	0.0%	0.37%	0.98%	0.93%	0.79%	0.70%	0.84%	1.12%	1.15%	0.69%	0.0%	0.50%	1.94%	0.73%	1.04%	0.83%	1.11%	2.07%					
22	"5. ""За Русь Святую"""	92	3	14	9	5	7	1	0	6	4	10	1	3	1	0	2	0	3	1	8	5	2	4	3					
		0.46%	0.21%	0.96%	0.77%	0.44%	0.48%	0.61%	0.0%	0.58%	1.24%	0.61%	0.10%	0.63%	0.12%	0.0%	1.38%	0.0%	1.52%	0.38%	0.59%	0.34%	0.15%	0.29%	0.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	0	14	1	2	3	0	0	0	0	2	0	3	6	0	0	1	1	3	3	2	3	2	4					
		0.25%	0.0%	0.96%	0.08%	0.17%	0.20%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.63%	0.75%	0.0%	0.0%	0.92%	0.50%	1.16%	0.22%	0.13%	0.22%	0.14%	0.36%					
24	"7. ""Новый курс - Автомобильная Россия"""	92	11	5	6	3	8	0	0	0	1	5	4	2	7	0	0	0	0	0	5	7	4	6	18					
		0.46%	0.80%	0.34%	0.51%	0.26%	0.55%	0.0%	0.0%	0.0%	0.31%	0.30%	0.40%	0.42%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.48%	0.30%	0.44%	1.62%					
25	"8. ""Народно-республиканская партия России"""	26	2	0	2	1	0	0	0	0	1	2	2	1	1	0	1	0	2	1	3	2	2	2	1					
		0.13%	0.14%	0.0%	0.17%	0.08%	0.0%	0.0%	0.0%	0.0%	0.31%	0.12%	0.20%	0.21%	0.12%	0.0%	0.69%	0.0%	1.01%	0.38%	0.22%	0.13%	0.15%	0.14%	0.09%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	0	14	0	0	1	0	0	3	1	2	0	0	0	1	0	0	2	0	2	4	3	1	1					
		0.17%	0.0%	0.96%	0.0%	0.0%	0.06%	0.0%	0.0%	0.29%	0.31%	0.12%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	1.01%	0.0%	0.14%	0.27%	0.22%	0.07%	0.09%					
27	"10. ""Аграрная партия России"""	933	43	51	31	64	127	1	26	64	21	159	57	32	55	7	4	3	3	10	45	47	44	14	25					
		4.75%	3.13%	3.51%	2.68%	5.70%	8.88%	0.61%	9.84%	6.27%	6.52%	9.77%	5.72%	6.76%	6.89%	4.04%	2.77%	2.77%	1.52%	3.89%	3.32%	3.28%	3.33%	1.04%	2.25%					
28	"11. ""Истинные патриоты России"""	28	3	11	2	1	2	0	0	0	1	1	0	5	0	0	1	0	0	0	0	0	0	0	1					
		0.14%	0.21%	0.75%	0.17%	0.08%	0.13%	0.0%	0.0%	0.0%	0.31%	0.06%	0.0%	1.05%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	191	11	22	8	14	13	1	0	12	0	8	14	5	9	0	0	1	2	1	11	12	13	19	15					
		0.97%	0.80%	1.51%	0.69%	1.24%	0.90%	0.61%	0.0%	1.17%	0.0%	0.49%	1.40%	1.05%	1.12%	0.0%	0.0%	0.92%	1.01%	0.38%	0.81%	0.83%	0.98%	1.41%	1.35%					
30	"13. ""Демократическая партия России"""	46	5	2	3	0	3	0	0	2	2	6	4	0	2	0	1	0	0	1	3	0	3	7	2					
		0.23%	0.36%	0.13%	0.25%	0.0%	0.20%	0.0%	0.0%	0.19%	0.62%	0.36%	0.40%	0.0%	0.25%	0.0%	0.69%	0.0%	0.0%	0.38%	0.22%	0.0%	0.22%	0.52%	0.18%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	3	1	1	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	3	3	5					
		0.13%	0.21%	0.06%	0.08%	0.08%	0.06%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.22%	0.22%	0.45%					
32	"15. ""Партия СЛОН"""	9	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	2	0	1					
		0.04%	0.0%	0.06%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.14%	0.0%	0.15%	0.0%	0.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1578	161	142	135	144	125	16	11	55	12	97	55	33	39	12	9	11	14	20	89	152	106	65	75					
		8.03%	11.73%	9.77%	11.69%	12.83%	8.74%	9.87%	4.16%	5.39%	3.72%	5.96%	5.52%	6.97%	4.88%	6.93%	6.25%	10.18%	7.10%	7.78%	6.57%	10.61%	8.04%	4.83%	6.75%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	79	1	1	4	0	2	0	1	2	1	7	2	2	5	0	0	0	4	0	8	3	6	20	10					
		0.40%	0.07%	0.06%	0.34%	0.0%	0.13%	0.0%	0.37%	0.19%	0.31%	0.43%	0.20%	0.42%	0.62%	0.0%	0.0%	0.0%	2.03%	0.0%	0.59%	0.20%	0.45%	1.48%	0.90%					
35	"18. ""ЛДПР"""	3358	266	254	172	161	210	53	48	177	61	194	152	95	188	35	26	19	30	50	202	270	259	191	245					
		17.10%	19.38%	17.49%	14.90%	14.34%	14.69%	32.71%	18.18%	17.35%	18.94%	11.92%	15.27%	20.08%	23.55%	20.23%	18.05%	17.59%	15.22%	19.45%	14.92%	18.85%	19.65%	14.20%	22.05%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	246	16	9	17	9	18	1	0	11	2	26	10	3	21	0	4	2	2	0	14	20	23	23	15					
		1.25%	1.16%	0.61%	1.47%	0.80%	1.25%	0.61%	0.0%	1.07%	0.62%	1.59%	1.00%	0.63%	2.63%	0.0%	2.77%	1.85%	1.01%	0.0%	1.03%	1.39%	1.74%	1.71%	1.35%					
37	"20. ""Политическая партия ""Единая Россия"""	7039	460	509	407	371	539	37	68	266	121	671	347	127	290	59	65	58	45	104	548	483	453	589	422					
		35.86%	33.52%	35.05%	35.26%	33.06%	37.71%	22.83%	25.75%	26.07%	37.57%	41.24%	34.87%	26.84%	36.34%	34.10%	45.13%	53.70%	22.84%	40.46%	40.50%	33.72%	34.37%	43.79%	37.98%					
38	"21. ""Российская Конституционно-демократическая партия"""	43	3	1	2	3	3	1	0	1	1	3	1	0	2	1	0	0	9	1	5	0	1	3	2					
		0.21%	0.21%	0.06%	0.17%	0.26%	0.20%	0.61%	0.0%	0.09%	0.31%	0.18%	0.10%	0.0%	0.25%	0.57%	0.0%	0.0%	4.56%	0.38%	0.36%	0.0%	0.07%	0.22%	0.18%					
39	"22. ""Развитие предпринимательства"""	43	0	4	3	3	0	1	2	2	1	3	1	1	2	0	0	0	4	0	2	4	2	3	5					
		0.21%	0.0%	0.27%	0.25%	0.26%	0.0%	0.61%	0.75%	0.19%	0.31%	0.18%	0.10%	0.21%	0.25%	0.0%	0.0%	0.0%	2.03%	0.0%	0.14%	0.27%	0.15%	0.22%	0.45%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3805	214	247	200	213	235	38	100	322	52	301	256	124	96	40	9	7	61	43	266	289	288	271	133					
		19.38%	15.59%	17.01%	17.33%	18.98%	16.44%	23.45%	37.87%	31.56%	16.14%	18.50%	25.72%	26.21%	12.03%	23.12%	6.25%	6.48%	30.96%	16.73%	19.66%	20.18%	21.85%	20.14%	11.97%					
																														
41	Против всех	705	58	68	58	45	45	11	2	41	10	25	41	25	32	3	12	3	5	1	58	40	38	43	41					
		3.59%	4.22%	4.68%	5.02%	4.01%	3.14%	6.79%	0.75%	4.01%	3.10%	1.53%	4.12%	5.28%	4.01%	1.73%	8.33%	2.77%	2.53%	0.38%	4.28%	2.79%	2.88%	3.19%	3.69%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
