Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
"Наименование Избирательной комиссии:    Кемерово, Заводская"																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	628	0	5	3	1	4	9	8	26	20	20	8	4	18	10	16	18	15	29	41	14	14	23	21	7	14	23	12	12	14	35	18	24	0	0	0	61	4	6	11	7	13	11	2	5	5	5	0	10	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	691	6	5	4	3	3	7	1	25	6	13	10	5	9	22	23	14	7	13	6	10	12	15	21	9	9	7	8	10	7	10	11	13	4	23	7	3	7	5	256	16	8	7	4	10	3	5	1	2	6					
14	Число погашенных открепительных удостоверений	165	0	5	5	9	5	5	5	4	5	5	4	11	7	0	4	11	0	2	3	0	0	0	3	7	1	0	0	0	0	0	0	0	2	0	0	9	1	6	2	0	2	1	9	11	2	4	9	1	5					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	470	2	11	1	13	5	9	8	9	18	7	10	5	12	6	6	3	10	16	8	10	9	11	5	8	11	7	14	8	9	8	21	5	1	35	2	17	2	11	14	10	6	13	6	10	7	13	5	19	14					
		0.96%	0.53%	1.51%	0.17%	1.94%	0.59%	0.84%	0.70%	0.65%	1.36%	0.57%	0.93%	0.34%	0.93%	0.56%	0.62%	0.21%	0.68%	1.45%	0.79%	0.84%	0.77%	1.00%	0.40%	0.87%	0.95%	0.53%	1.14%	0.65%	0.68%	0.56%	1.23%	0.37%	0.47%	3.83%	2.77%	1.50%	0.56%	1.24%	1.10%	1.90%	0.63%	1.37%	0.83%	1.83%	1.12%	1.66%	0.73%	1.72%	2.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2175	0	6	7	19	24	24	36	36	44	52	41	50	56	64	72	78	56	72	50	45	73	72	66	37	41	108	97	78	113	123	158	91	3	31	2	38	7	23	29	17	22	16	41	5	11	16	7	9	9					
		4.47%	0.0%	0.82%	1.23%	2.83%	2.84%	2.26%	3.16%	2.62%	3.34%	4.28%	3.81%	3.42%	4.37%	6.06%	7.47%	5.60%	3.84%	6.54%	4.95%	3.81%	6.32%	6.58%	5.30%	4.04%	3.56%	8.18%	7.91%	6.39%	8.55%	8.70%	9.31%	6.86%	1.42%	3.39%	2.77%	3.37%	1.97%	2.60%	2.28%	3.24%	2.32%	1.68%	5.70%	0.91%	1.77%	2.04%	1.02%	0.81%	1.51%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	954	0	9	17	14	18	17	33	27	19	26	21	26	23	26	11	39	53	16	20	34	35	21	22	18	26	17	21	21	12	20	23	29	4	7	2	3	4	30	22	16	18	22	14	16	10	15	12	33	12					
		1.96%	0.0%	1.23%	2.99%	2.08%	2.13%	1.60%	2.89%	1.96%	1.44%	2.14%	1.95%	1.78%	1.79%	2.46%	1.14%	2.80%	3.63%	1.45%	1.98%	2.87%	3.03%	1.92%	1.76%	1.96%	2.26%	1.28%	1.71%	1.72%	0.90%	1.41%	1.35%	2.18%	1.89%	0.76%	2.77%	0.26%	1.12%	3.40%	1.73%	3.05%	1.90%	2.32%	1.94%	2.93%	1.61%	1.92%	1.76%	3.00%	2.02%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2832	0	31	25	41	53	54	58	112	56	61	60	99	72	78	89	84	96	80	66	73	65	58	90	69	49	108	117	101	108	112	156	121	7	18	2	32	6	37	43	15	38	35	17	19	15	33	28	34	11					
		5.82%	0.0%	4.25%	4.40%	6.11%	6.27%	5.09%	5.09%	8.15%	4.26%	5.02%	5.58%	6.78%	5.62%	7.38%	9.24%	6.03%	6.58%	7.27%	6.54%	6.18%	5.62%	5.30%	7.23%	7.54%	4.26%	8.18%	9.54%	8.27%	8.17%	7.92%	9.19%	9.12%	3.31%	1.97%	2.77%	2.84%	1.69%	4.19%	3.39%	2.86%	4.01%	3.69%	2.36%	3.48%	2.41%	4.22%	4.11%	3.09%	1.85%					
22	"5. ""За Русь Святую"""	232	2	4	5	8	4	5	3	5	4	4	5	8	6	7	9	5	6	2	6	4	4	9	7	1	7	4	4	3	5	11	4	3	1	4	3	5	1	7	6	1	7	3	3	2	1	2	4	13	5					
		0.47%	0.53%	0.54%	0.88%	1.19%	0.47%	0.47%	0.26%	0.36%	0.30%	0.32%	0.46%	0.54%	0.46%	0.66%	0.93%	0.35%	0.41%	0.18%	0.59%	0.33%	0.34%	0.82%	0.56%	0.10%	0.60%	0.30%	0.32%	0.24%	0.37%	0.77%	0.23%	0.22%	0.47%	0.43%	4.16%	0.44%	0.28%	0.79%	0.47%	0.19%	0.73%	0.31%	0.41%	0.36%	0.16%	0.25%	0.58%	1.18%	0.84%					
23	"6. ""Объединенная Российская партия ""Русь"""	106	0	0	0	1	1	4	0	4	2	3	0	1	8	4	1	5	2	5	1	4	2	2	2	2	0	4	1	2	4	3	1	1	1	3	0	5	2	3	3	3	3	1	0	4	0	1	0	5	2					
		0.21%	0.0%	0.0%	0.0%	0.14%	0.11%	0.37%	0.0%	0.29%	0.15%	0.24%	0.0%	0.06%	0.62%	0.37%	0.10%	0.35%	0.13%	0.45%	0.09%	0.33%	0.17%	0.18%	0.16%	0.21%	0.0%	0.30%	0.08%	0.16%	0.30%	0.21%	0.05%	0.07%	0.47%	0.32%	0.0%	0.44%	0.56%	0.34%	0.23%	0.57%	0.31%	0.10%	0.0%	0.73%	0.0%	0.12%	0.0%	0.45%	0.33%					
24	"7. ""Новый курс - Автомобильная Россия"""	544	0	5	4	4	9	12	5	19	21	15	10	26	20	10	4	16	16	9	13	10	8	9	22	10	19	14	13	15	14	19	23	24	1	7	0	15	3	10	8	8	14	2	12	9	8	6	4	13	6					
		1.11%	0.0%	0.68%	0.70%	0.59%	1.06%	1.13%	0.43%	1.38%	1.59%	1.23%	0.93%	1.78%	1.56%	0.94%	0.41%	1.15%	1.09%	0.81%	1.28%	0.84%	0.69%	0.82%	1.76%	1.09%	1.65%	1.06%	1.06%	1.22%	1.05%	1.34%	1.35%	1.80%	0.47%	0.76%	0.0%	1.33%	0.84%	1.13%	0.63%	1.52%	1.47%	0.21%	1.66%	1.65%	1.29%	0.76%	0.58%	1.18%	1.01%					
25	"8. ""Народно-республиканская партия России"""	30	0	0	0	1	0	0	1	1	2	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	2	1	0	0	0	0	1	0	0	3	0	0	0	3	0	1	2	1	1	0	0	0	0	3	2					
		0.06%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.08%	0.07%	0.15%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.09%	0.09%	0.0%	0.08%	0.0%	0.0%	0.0%	0.17%	0.07%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.34%	0.0%	0.19%	0.21%	0.10%	0.13%	0.0%	0.0%	0.0%	0.0%	0.27%	0.33%					
26	"9. ""Российская экологическая партия ""Зеленые"""	247	0	0	2	3	2	1	11	8	3	10	3	12	8	1	4	6	6	14	11	5	7	4	8	4	3	8	6	16	15	9	5	12	0	2	0	3	1	4	8	4	4	0	1	2	3	5	0	2	1					
		0.50%	0.0%	0.0%	0.35%	0.44%	0.23%	0.09%	0.96%	0.58%	0.22%	0.82%	0.27%	0.82%	0.62%	0.09%	0.41%	0.43%	0.41%	1.27%	1.09%	0.42%	0.60%	0.36%	0.64%	0.43%	0.26%	0.60%	0.48%	1.31%	1.13%	0.63%	0.29%	0.90%	0.0%	0.21%	0.0%	0.26%	0.28%	0.45%	0.63%	0.76%	0.42%	0.0%	0.13%	0.36%	0.48%	0.64%	0.0%	0.18%	0.16%					
27	"10. ""Аграрная партия России"""	903	0	18	10	13	12	19	26	22	9	19	17	36	30	19	32	23	35	22	25	20	27	30	25	18	24	26	12	28	25	21	25	24	8	4	0	4	11	9	22	13	34	13	20	12	12	15	5	21	8					
		1.85%	0.0%	2.47%	1.76%	1.94%	1.42%	1.79%	2.28%	1.60%	0.68%	1.56%	1.58%	2.46%	2.34%	1.79%	3.32%	1.65%	2.40%	2.0%	2.47%	1.69%	2.33%	2.74%	2.00%	1.96%	2.08%	1.96%	0.97%	2.29%	1.89%	1.48%	1.47%	1.80%	3.79%	0.43%	0.0%	0.35%	3.10%	1.02%	1.73%	2.48%	3.59%	1.37%	2.78%	2.20%	1.93%	1.92%	0.73%	1.91%	1.34%					
28	"11. ""Истинные патриоты России"""	41	1	0	0	0	2	0	0	2	10	1	0	1	0	1	0	0	2	2	2	1	1	1	0	0	2	0	0	0	1	0	0	0	0	4	0	3	0	0	1	0	1	0	0	0	1	0	0	1	0					
		0.08%	0.26%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.14%	0.76%	0.08%	0.0%	0.06%	0.0%	0.09%	0.0%	0.0%	0.13%	0.18%	0.19%	0.08%	0.08%	0.09%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.26%	0.0%	0.0%	0.07%	0.0%	0.10%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.09%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	234	0	4	1	5	9	5	6	5	4	2	6	7	3	3	6	4	8	5	9	4	7	5	6	3	7	6	6	2	12	6	13	9	1	4	0	6	0	2	2	2	7	3	1	3	4	3	3	9	6					
		0.48%	0.0%	0.54%	0.17%	0.74%	1.06%	0.47%	0.52%	0.36%	0.30%	0.16%	0.55%	0.47%	0.23%	0.28%	0.62%	0.28%	0.54%	0.45%	0.89%	0.33%	0.60%	0.45%	0.48%	0.32%	0.60%	0.45%	0.48%	0.16%	0.90%	0.42%	0.76%	0.67%	0.47%	0.43%	0.0%	0.53%	0.0%	0.22%	0.15%	0.38%	0.73%	0.31%	0.13%	0.55%	0.64%	0.38%	0.44%	0.81%	1.01%					
30	"13. ""Демократическая партия России"""	94	0	0	1	1	0	5	1	2	2	4	3	2	3	2	1	0	6	0	3	5	1	1	0	2	2	3	2	7	0	2	5	2	0	0	0	1	0	0	4	1	1	1	3	2	2	1	4	6	0					
		0.19%	0.0%	0.0%	0.17%	0.14%	0.0%	0.47%	0.08%	0.14%	0.15%	0.32%	0.27%	0.13%	0.23%	0.18%	0.10%	0.0%	0.41%	0.0%	0.29%	0.42%	0.08%	0.09%	0.0%	0.21%	0.17%	0.22%	0.16%	0.57%	0.0%	0.14%	0.29%	0.15%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.31%	0.19%	0.10%	0.10%	0.41%	0.36%	0.32%	0.12%	0.58%	0.54%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	75	0	1	0	1	2	0	1	0	3	18	0	3	1	1	5	0	3	2	2	0	1	1	2	2	2	1	1	4	0	1	1	1	0	3	0	0	0	0	0	2	3	1	1	0	1	0	0	4	0					
		0.15%	0.0%	0.13%	0.0%	0.14%	0.23%	0.0%	0.08%	0.0%	0.22%	1.48%	0.0%	0.20%	0.07%	0.09%	0.51%	0.0%	0.20%	0.18%	0.19%	0.0%	0.08%	0.09%	0.16%	0.21%	0.17%	0.07%	0.08%	0.32%	0.0%	0.07%	0.05%	0.07%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.31%	0.10%	0.13%	0.0%	0.16%	0.0%	0.0%	0.36%	0.0%					
32	"15. ""Партия СЛОН"""	109	0	1	1	1	2	3	0	2	2	3	2	2	3	2	2	0	3	3	2	1	3	2	3	2	3	5	4	7	6	2	8	6	0	2	0	5	1	1	3	1	1	2	1	0	0	1	0	3	2					
		0.22%	0.0%	0.13%	0.17%	0.14%	0.23%	0.28%	0.0%	0.14%	0.15%	0.24%	0.18%	0.13%	0.23%	0.18%	0.20%	0.0%	0.20%	0.27%	0.19%	0.08%	0.25%	0.18%	0.24%	0.21%	0.26%	0.37%	0.32%	0.57%	0.45%	0.14%	0.47%	0.45%	0.0%	0.21%	0.0%	0.44%	0.28%	0.11%	0.23%	0.19%	0.10%	0.21%	0.13%	0.0%	0.0%	0.12%	0.0%	0.27%	0.33%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3262	4	49	25	27	45	58	79	87	57	102	64	95	116	98	100	125	132	83	48	87	84	99	79	73	47	141	116	104	126	126	160	104	13	3	8	33	12	44	84	20	47	37	32	15	10	37	42	65	20					
		6.71%	1.07%	6.73%	4.40%	4.02%	5.32%	5.47%	6.94%	6.33%	4.33%	8.40%	5.95%	6.50%	9.06%	9.28%	10.38%	8.98%	9.05%	7.54%	4.75%	7.36%	7.27%	9.05%	6.35%	7.97%	4.08%	10.68%	9.46%	8.52%	9.53%	8.91%	9.42%	7.84%	6.16%	0.32%	11.11%	2.93%	3.38%	4.98%	6.62%	3.81%	4.96%	3.90%	4.45%	2.75%	1.61%	4.73%	6.17%	5.91%	3.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	99	2	1	1	4	2	3	3	3	5	1	3	1	1	3	0	0	1	3	1	3	0	2	3	1	4	2	1	1	0	1	5	5	1	7	0	4	1	2	3	0	3	0	2	0	1	1	1	3	4					
		0.20%	0.53%	0.13%	0.17%	0.59%	0.23%	0.28%	0.26%	0.21%	0.38%	0.08%	0.27%	0.06%	0.07%	0.28%	0.0%	0.0%	0.06%	0.27%	0.09%	0.25%	0.0%	0.18%	0.24%	0.10%	0.34%	0.15%	0.08%	0.08%	0.0%	0.07%	0.29%	0.37%	0.47%	0.76%	0.0%	0.35%	0.28%	0.22%	0.23%	0.0%	0.31%	0.0%	0.27%	0.0%	0.16%	0.12%	0.14%	0.27%	0.67%					
35	"18. ""ЛДПР"""	6185	3	113	81	80	103	154	148	200	213	152	121	194	162	98	93	158	149	138	144	185	146	114	171	109	157	127	140	164	182	159	191	169	34	114	6	143	48	117	221	69	145	119	97	58	84	107	84	136	85					
		12.72%	0.80%	15.52%	14.26%	11.94%	12.18%	14.54%	13.00%	14.55%	16.21%	12.53%	11.26%	13.28%	12.66%	9.28%	9.65%	11.35%	10.21%	12.54%	14.27%	15.66%	12.64%	10.43%	13.74%	11.91%	13.65%	9.62%	11.41%	13.44%	13.77%	11.25%	11.25%	12.74%	16.11%	12.48%	8.33%	12.69%	13.55%	13.26%	17.42%	13.16%	15.31%	12.55%	13.49%	10.64%	13.54%	13.70%	12.35%	12.37%	14.30%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	718	3	12	12	5	7	20	18	21	16	12	30	24	17	20	14	21	20	17	20	22	19	11	20	10	26	18	29	12	18	23	23	16	5	8	1	6	4	13	17	6	17	21	4	15	7	7	13	13	5					
		1.47%	0.80%	1.64%	2.11%	0.74%	0.82%	1.88%	1.58%	1.52%	1.21%	0.98%	2.79%	1.64%	1.32%	1.89%	1.45%	1.50%	1.37%	1.54%	1.98%	1.86%	1.64%	1.00%	1.60%	1.09%	2.26%	1.36%	2.36%	0.98%	1.36%	1.62%	1.35%	1.20%	2.36%	0.87%	1.38%	0.53%	1.12%	1.47%	1.34%	1.14%	1.79%	2.21%	0.55%	2.75%	1.12%	0.89%	1.91%	1.18%	0.84%					
37	"20. ""Политическая партия ""Единая Россия"""	20866	323	334	282	310	407	507	523	549	615	533	466	601	506	398	334	534	562	437	388	429	468	425	504	397	526	474	454	457	430	501	596	474	100	574	34	699	186	380	561	234	420	530	318	289	334	376	344	491	252					
		42.92%	87.06%	45.87%	49.64%	46.26%	48.16%	47.87%	45.95%	39.95%	46.80%	43.94%	43.38%	41.16%	39.56%	37.68%	34.68%	38.38%	38.54%	39.72%	38.45%	36.32%	40.51%	38.88%	40.51%	43.38%	45.73%	35.90%	37.03%	37.45%	32.55%	35.45%	35.12%	35.74%	47.39%	62.86%	47.22%	62.07%	52.54%	43.08%	44.24%	44.65%	44.35%	55.90%	44.22%	53.02%	53.87%	48.14%	50.58%	44.67%	42.42%					
38	"21. ""Российская Конституционно-демократическая партия"""	151	3	8	2	1	2	1	2	5	4	6	6	1	2	2	4	0	2	2	0	7	1	2	8	1	5	9	2	3	8	6	9	9	0	8	0	0	0	1	3	2	0	2	1	3	1	2	0	4	1					
		0.31%	0.80%	1.09%	0.35%	0.14%	0.23%	0.09%	0.17%	0.36%	0.30%	0.49%	0.55%	0.06%	0.15%	0.18%	0.41%	0.0%	0.13%	0.18%	0.0%	0.59%	0.08%	0.18%	0.64%	0.10%	0.43%	0.68%	0.16%	0.24%	0.60%	0.42%	0.53%	0.67%	0.0%	0.87%	0.0%	0.0%	0.0%	0.11%	0.23%	0.38%	0.0%	0.21%	0.13%	0.55%	0.16%	0.25%	0.0%	0.36%	0.16%					
39	"22. ""Развитие предпринимательства"""	141	1	0	1	1	0	0	4	2	2	1	3	4	6	4	3	9	0	2	3	0	4	4	9	4	0	5	8	4	4	7	11	5	0	2	0	0	1	0	4	0	1	2	2	2	1	7	1	6	1					
		0.29%	0.26%	0.0%	0.17%	0.14%	0.0%	0.0%	0.35%	0.14%	0.15%	0.08%	0.27%	0.27%	0.46%	0.37%	0.31%	0.64%	0.0%	0.18%	0.29%	0.0%	0.34%	0.36%	0.72%	0.43%	0.0%	0.37%	0.65%	0.32%	0.30%	0.49%	0.64%	0.37%	0.0%	0.21%	0.0%	0.0%	0.28%	0.0%	0.31%	0.0%	0.10%	0.21%	0.27%	0.36%	0.16%	0.89%	0.14%	0.54%	0.16%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4825	4	78	48	78	99	101	92	157	104	110	131	135	139	144	113	181	190	109	84	141	111	163	115	89	102	136	106	93	126	141	141	112	9	7	5	58	49	117	96	55	85	80	96	58	58	83	73	143	80					
		9.92%	1.07%	10.71%	8.45%	11.64%	11.71%	9.53%	8.08%	11.42%	7.91%	9.06%	12.19%	9.24%	10.86%	13.63%	11.73%	13.01%	13.03%	9.90%	8.32%	11.93%	9.61%	14.91%	9.24%	9.72%	8.86%	10.30%	8.64%	7.62%	9.53%	9.97%	8.30%	8.44%	4.26%	0.76%	6.94%	5.15%	13.84%	13.26%	7.57%	10.49%	8.97%	8.43%	13.35%	10.64%	9.35%	10.62%	10.73%	13.01%	13.46%					
																																																								
41	Против всех	2549	9	27	27	17	22	46	54	85	69	58	46	72	73	50	52	63	77	56	92	58	62	34	65	43	53	76	72	82	92	106	110	93	11	31	6	41	11	38	93	24	48	44	37	19	36	39	34	56	40					
		5.24%	2.42%	3.70%	4.75%	2.53%	2.60%	4.34%	4.74%	6.18%	5.25%	4.78%	4.28%	4.93%	5.70%	4.73%	5.39%	4.52%	5.28%	5.09%	9.11%	4.91%	5.36%	3.11%	5.22%	4.69%	4.60%	5.75%	5.87%	6.72%	6.96%	7.50%	6.48%	7.01%	5.21%	3.39%	8.33%	3.64%	3.10%	4.30%	7.33%	4.58%	5.06%	4.64%	5.14%	3.48%	5.80%	4.99%	5.0%	5.09%	6.73%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
