Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Усть-Пристанская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771									
24	"6. Политическая партия ""Гражданская Платформа"""	21	2	1	1	0	0	1	1	1	0	5	1	1	1	1	3	2	0	0	0									
		0.44%	2.33%	0.30%	0.37%	0.00%	0.00%	0.16%	0.32%	0.14%	0.00%	1.92%	1.22%	0.34%	0.85%	0.34%	0.83%	0.69%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	837	8	35	46	33	34	114	64	118	5	45	19	43	17	42	59	65	39	20	31									
		17.37%	9.30%	10.51%	16.91%	39.29%	18.28%	17.84%	20.65%	17.08%	16.67%	17.24%	23.17%	14.68%	14.53%	14.43%	16.30%	22.49%	18.66%	22.73%	15.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	1	1	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.14%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.55%	0.35%	0.48%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	1	1	2	1	0	1	2	1	0	3	0	1	2	1	1	1	1	0	1									
		0.42%	1.16%	0.30%	0.74%	1.19%	0.00%	0.16%	0.65%	0.14%	0.00%	1.15%	0.00%	0.34%	1.71%	0.34%	0.28%	0.35%	0.48%	0.00%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	2	0	1	1	0	0	0	1	1	3	0	1	2	0	1	0	0									
		0.27%	0.00%	0.00%	0.74%	0.00%	0.54%	0.16%	0.00%	0.00%	0.00%	0.38%	1.22%	1.02%	0.00%	0.34%	0.55%	0.00%	0.48%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	1	6	1	4	4	17	5	7	0	2	1	3	0	0	8	3	3	0	1									
		1.37%	1.16%	1.80%	0.37%	4.76%	2.15%	2.66%	1.61%	1.01%	0.00%	0.77%	1.22%	1.02%	0.00%	0.00%	2.21%	1.04%	1.44%	0.00%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	659	6	38	16	7	16	110	41	117	2	24	9	44	8	41	79	51	30	2	18									
		13.68%	6.98%	11.41%	5.88%	8.33%	8.60%	17.21%	13.23%	16.93%	6.67%	9.20%	10.98%	15.02%	6.84%	14.09%	21.82%	17.65%	14.35%	2.27%	9.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	2	0	0	3	2	2	1	0	2	0	0	1	1	0	1	0	1	0									
		0.33%	0.00%	0.60%	0.00%	0.00%	1.61%	0.31%	0.65%	0.14%	0.00%	0.77%	0.00%	0.00%	0.85%	0.34%	0.00%	0.35%	0.00%	1.14%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	757	7	44	43	6	29	130	61	148	4	27	5	47	6	45	56	30	35	6	28									
		15.71%	8.14%	13.21%	15.81%	7.14%	15.59%	20.34%	19.68%	21.42%	13.33%	10.34%	6.10%	16.04%	5.13%	15.46%	15.47%	10.38%	16.75%	6.82%	14.29%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
