Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Тальменская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	432	11	5	5	5	5	11	5	7	5	15	5	5	11	5	5	5	15	15	5	15	15	15	14	10	10	17	10	10	5	5	15	15	13	15	15	11	11	11	11	15	11	11	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	202	9	4	0	1	2	1	0	6	0	5	1	0	5	1	0	2	7	2	2	8	5	15	11	4	0	16	0	1	2	2	8	9	9	9	4	7	9	3	8	7	6	8	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	142	5	3	1	5	4	4	0	2	2	18	1	3	1	0	3	2	2	3	1	4	1	5	7	5	3	9	1	2	2	7	6	5	2	4	2	8	1	1	1	0	3	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	230	2	1	5	4	3	10	5	1	5	10	4	5	6	4	5	3	8	13	3	7	10	0	3	6	10	1	10	9	3	3	7	6	4	6	11	4	2	8	3	8	5	3	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	0	0	0	0	0	0	1	3	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	2	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	174	2	1	4	4	2	0	0	6	0	8	1	2	4	0	1	1	6	1	0	10	12	1	6	23	0	8	3	1	2	3	7	4	6	4	4	9	2	3	6	2	2	5	8									
		1.12%	0.47%	0.74%	2.78%	1.37%	1.35%	0.00%	0.00%	1.82%	0.00%	0.68%	1.18%	1.83%	0.98%	0.00%	0.68%	1.37%	0.99%	0.38%	0.00%	1.72%	1.75%	0.19%	1.02%	6.59%	0.00%	0.99%	1.10%	0.40%	1.23%	2.86%	1.33%	0.88%	1.19%	0.78%	0.89%	1.77%	0.51%	0.64%	1.47%	0.51%	0.49%	1.30%	1.76%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	530	18	4	4	4	3	9	1	8	4	21	3	0	20	6	6	2	20	16	11	23	25	13	27	15	8	28	8	11	7	4	16	17	20	20	13	12	15	16	12	14	13	19	14									
		3.40%	4.19%	2.96%	2.78%	1.37%	2.03%	2.61%	0.74%	2.42%	2.56%	1.78%	3.53%	0.00%	4.88%	3.90%	4.11%	2.74%	3.29%	6.06%	7.38%	3.95%	3.64%	2.44%	4.58%	4.30%	7.69%	3.48%	2.94%	4.35%	4.29%	3.81%	3.04%	3.76%	3.98%	3.92%	2.89%	2.36%	3.81%	3.39%	2.93%	3.57%	3.20%	4.92%	3.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	312	6	6	0	4	0	5	2	7	4	11	2	0	11	9	5	4	14	10	3	7	17	10	5	10	2	17	7	6	3	2	14	11	8	7	18	14	5	4	10	5	9	9	9									
		2.00%	1.40%	4.44%	0.00%	1.37%	0.00%	1.45%	1.48%	2.12%	2.56%	0.93%	2.35%	0.00%	2.68%	5.84%	3.42%	5.48%	2.30%	3.79%	2.01%	1.20%	2.48%	1.88%	0.85%	2.87%	1.92%	2.11%	2.57%	2.37%	1.84%	1.90%	2.66%	2.43%	1.59%	1.37%	4.00%	2.76%	1.27%	0.85%	2.44%	1.28%	2.22%	2.33%	1.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5650	152	40	64	119	82	136	49	155	88	640	47	84	145	70	38	17	213	105	30	217	210	193	209	122	44	264	131	95	58	41	163	111	147	165	154	141	110	154	131	116	128	123	149									
		36.22%	35.35%	29.63%	44.44%	40.61%	55.41%	39.42%	36.30%	46.97%	56.41%	54.24%	55.29%	77.06%	35.37%	45.45%	26.03%	23.29%	35.03%	39.77%	20.13%	37.29%	30.61%	36.21%	35.42%	34.96%	42.31%	32.84%	48.16%	37.55%	35.58%	39.05%	30.93%	24.56%	29.22%	32.35%	34.22%	27.76%	27.92%	32.63%	32.03%	29.59%	31.53%	31.87%	32.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	97	3	1	0	1	0	6	0	0	0	6	1	0	3	0	3	0	2	1	0	3	5	5	1	15	2	1	5	4	0	0	1	5	4	2	1	2	3	0	1	2	4	2	2									
		0.62%	0.70%	0.74%	0.00%	0.34%	0.00%	1.74%	0.00%	0.00%	0.00%	0.51%	1.18%	0.00%	0.73%	0.00%	2.05%	0.00%	0.33%	0.38%	0.00%	0.52%	0.73%	0.94%	0.17%	4.30%	1.92%	0.12%	1.84%	1.58%	0.00%	0.00%	0.19%	1.11%	0.80%	0.39%	0.22%	0.39%	0.76%	0.00%	0.24%	0.51%	0.99%	0.52%	0.44%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	8	0	0	1	0	0	0	0	1	1	0	0	2	1	2	0	0	1	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.38%	0.00%	0.17%	0.00%	0.00%	0.00%	2.29%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.22%	0.20%	0.00%	0.00%	0.39%	0.25%	0.42%	0.00%	0.00%	0.25%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3269	104	23	34	71	31	74	32	63	37	198	17	6	77	26	19	9	117	58	46	99	115	139	103	39	7	178	39	46	39	19	112	125	102	127	110	136	84	112	82	120	114	82	98									
		20.96%	24.19%	17.04%	23.61%	24.23%	20.95%	21.45%	23.70%	19.09%	23.72%	16.78%	20.00%	5.50%	18.78%	16.88%	13.01%	12.33%	19.24%	21.97%	30.87%	17.01%	16.76%	26.08%	17.46%	11.17%	6.73%	22.14%	14.34%	18.18%	23.93%	18.10%	21.25%	27.65%	20.28%	24.90%	24.44%	26.77%	21.32%	23.73%	20.05%	30.61%	28.08%	21.24%	21.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	0	0	0	1	0	1	0	1	0	2	0	0	2	0	1	0	5	1	0	2	1	1	1	9	0	2	0	1	0	1	4	0	5	2	2	5	0	2	1	1	0	1	4									
		0.38%	0.00%	0.00%	0.00%	0.34%	0.00%	0.29%	0.00%	0.30%	0.00%	0.17%	0.00%	0.00%	0.49%	0.00%	0.68%	0.00%	0.82%	0.38%	0.00%	0.34%	0.15%	0.19%	0.17%	2.58%	0.00%	0.25%	0.00%	0.40%	0.00%	0.95%	0.76%	0.00%	0.99%	0.39%	0.44%	0.98%	0.00%	0.42%	0.24%	0.26%	0.00%	0.26%	0.88%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	99	0	1	0	5	0	0	2	4	0	5	0	0	2	0	0	2	2	1	0	5	5	5	1	10	1	3	0	0	0	1	1	1	8	9	0	5	2	3	0	3	10	0	2									
		0.63%	0.00%	0.74%	0.00%	1.71%	0.00%	0.00%	1.48%	1.21%	0.00%	0.42%	0.00%	0.00%	0.49%	0.00%	0.00%	2.74%	0.33%	0.38%	0.00%	0.86%	0.73%	0.94%	0.17%	2.87%	0.96%	0.37%	0.00%	0.00%	0.00%	0.95%	0.19%	0.22%	1.59%	1.76%	0.00%	0.98%	0.51%	0.64%	0.00%	0.77%	2.46%	0.00%	0.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	0	0	0	0	0	2	2	0	1	2	0	0	1	0	0	0	1	0	0	1	0	1	1	2	0	0	0	0	1	0	0	1	1	3	1	1	0	1	0	2	1	0	1									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	1.48%	0.00%	0.64%	0.17%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.17%	0.00%	0.19%	0.17%	0.57%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.22%	0.20%	0.59%	0.22%	0.20%	0.00%	0.21%	0.00%	0.51%	0.25%	0.00%	0.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	150	5	0	0	1	0	6	1	2	3	4	0	1	5	1	0	0	7	0	0	9	9	3	9	7	0	13	0	2	3	3	8	7	3	1	7	7	4	1	4	10	0	0	4									
		0.96%	1.16%	0.00%	0.00%	0.34%	0.00%	1.74%	0.74%	0.61%	1.92%	0.34%	0.00%	0.92%	1.22%	0.65%	0.00%	0.00%	1.15%	0.00%	0.00%	1.55%	1.31%	0.56%	1.53%	2.01%	0.00%	1.62%	0.00%	0.79%	1.84%	2.86%	1.52%	1.55%	0.60%	0.20%	1.56%	1.38%	1.02%	0.21%	0.98%	2.55%	0.00%	0.00%	0.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2398	55	26	19	33	9	36	14	50	6	97	0	5	68	26	30	6	88	32	25	96	154	74	127	29	26	112	41	36	24	8	124	92	99	79	56	76	83	93	74	59	55	67	89									
		15.37%	12.79%	19.26%	13.19%	11.26%	6.08%	10.43%	10.37%	15.15%	3.85%	8.22%	0.00%	4.59%	16.59%	16.88%	20.55%	8.22%	14.47%	12.12%	16.78%	16.49%	22.45%	13.88%	21.53%	8.31%	25.00%	13.93%	15.07%	14.23%	14.72%	7.62%	23.53%	20.35%	19.68%	15.49%	12.44%	14.96%	21.07%	19.70%	18.09%	15.05%	13.55%	17.36%	19.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	2	0	0	0	2	1	0	0	1	6	1	0	0	1	0	1	2	1	1	1	1	2	1	0	0	2	0	1	0	1	0	2	1	1	1	3	0	3	3	1	1	2	1									
		0.30%	0.47%	0.00%	0.00%	0.00%	1.35%	0.29%	0.00%	0.00%	0.64%	0.51%	1.18%	0.00%	0.00%	0.65%	0.00%	1.37%	0.33%	0.38%	0.67%	0.17%	0.15%	0.38%	0.17%	0.00%	0.00%	0.25%	0.00%	0.40%	0.00%	0.95%	0.00%	0.44%	0.20%	0.20%	0.22%	0.59%	0.00%	0.64%	0.73%	0.26%	0.25%	0.52%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2312	70	21	17	42	14	58	20	25	9	150	9	5	66	12	37	30	116	33	27	91	112	71	86	29	9	158	29	38	25	21	60	66	88	77	67	80	80	67	73	46	52	67	59									
		14.82%	16.28%	15.56%	11.81%	14.33%	9.46%	16.81%	14.81%	7.58%	5.77%	12.71%	10.59%	4.59%	16.10%	7.79%	25.34%	41.10%	19.08%	12.50%	18.12%	15.64%	16.33%	13.32%	14.58%	8.31%	8.65%	19.65%	10.66%	15.02%	15.34%	20.00%	11.39%	14.60%	17.50%	15.10%	14.89%	15.75%	20.30%	14.19%	17.85%	11.73%	12.81%	17.36%	12.99%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
