Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Ершовская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332					
		0.86%	2.07%	1.08%	1.17%	1.39%	1.39%	1.45%	2.43%	1.15%	2.63%	1.79%	1.06%	2.63%	0.46%	2.28%	0.25%	0.0%	0.21%	0.0%	0.90%	0.47%	0.0%	0.0%	0.39%	0.0%	0.0%	9.61%	0.0%	0.0%	0.0%	0.0%	0.0%	3.47%	0.0%	0.0%	0.30%	0.0%	0.0%	0.41%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.27%	0.0%	0.24%	0.33%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	59	7	5	3	2	3	6	3	7	6	0	1	0	0	0	1	1	0	0	1	1	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0					
		0.23%	0.66%	0.41%	0.50%	0.34%	0.19%	0.54%	0.26%	0.44%	0.49%	0.0%	0.17%	0.0%	0.0%	0.0%	0.12%	0.40%	0.0%	0.0%	0.90%	0.15%	0.0%	0.0%	0.0%	1.48%	0.0%	1.92%	0.0%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.45%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	2	2	3	1	3	2	2	2	0	1	3	0	0	1	1	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	1	0	0	0	1	0	0	0					
		0.14%	0.18%	0.16%	0.50%	0.17%	0.19%	0.18%	0.17%	0.12%	0.0%	0.29%	0.53%	0.0%	0.0%	0.45%	0.12%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	1.89%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.65%	0.27%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	57	4	4	2	3	5	4	2	4	8	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	1	0	0	3	1	2	0	1	0	1	0	0	0					
		0.22%	0.37%	0.33%	0.33%	0.52%	0.33%	0.36%	0.17%	0.25%	0.65%	0.29%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	1.26%	0.38%	0.0%	0.0%	0.67%	0.21%	0.55%	0.0%	0.24%	0.0%	0.32%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	19	0	3	1	1	0	2	1	0	2	0	0	1	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0					
		0.07%	0.0%	0.24%	0.16%	0.17%	0.0%	0.18%	0.08%	0.0%	0.16%	0.0%	0.0%	0.43%	0.46%	0.45%	0.12%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	28	0	2	1	0	2	0	3	6	2	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0					
		0.11%	0.0%	0.16%	0.16%	0.0%	0.13%	0.0%	0.26%	0.38%	0.16%	0.29%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	1.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.22%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	659	35	26	10	23	32	21	20	32	24	30	26	13	2	25	33	19	25	0	2	4	5	2	0	15	0	0	0	3	6	35	0	1	0	16	4	4	0	0	0	5	17	0	9	0	3	48	2	29	0	22	3	5	2	12	1	1	7					
		2.60%	3.30%	2.16%	1.67%	4.02%	2.12%	1.91%	1.73%	2.05%	1.97%	8.98%	4.63%	5.70%	0.92%	11.41%	4.24%	7.75%	5.35%	0.0%	1.80%	0.63%	2.29%	1.26%	0.0%	4.45%	0.0%	0.0%	0.0%	0.58%	6.0%	5.52%	0.0%	0.86%	0.0%	4.81%	1.20%	1.30%	0.0%	0.0%	0.0%	1.37%	3.71%	0.0%	3.37%	0.0%	1.14%	7.84%	0.57%	6.56%	0.0%	6.07%	0.98%	1.21%	0.66%	3.84%	0.97%	0.35%	7.07%					
28	"11. ""Истинные патриоты России"""	24	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	0	0	2	0	0	0	0					
		0.09%	0.18%	0.0%	0.16%	0.0%	0.0%	0.0%	0.08%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.31%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.87%	1.10%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	122	12	13	5	8	15	6	7	11	11	0	1	0	3	1	1	3	0	0	0	2	0	0	0	9	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0	0	1	2	0	0	0					
		0.48%	1.13%	1.08%	0.83%	1.39%	0.99%	0.54%	0.60%	0.70%	0.90%	0.0%	0.17%	0.0%	1.38%	0.45%	0.12%	1.22%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	2.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	1.09%	0.0%	0.0%	0.0%	0.33%	0.64%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	20	0	2	0	0	3	1	0	5	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1					
		0.07%	0.0%	0.16%	0.0%	0.0%	0.19%	0.09%	0.0%	0.32%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.66%	0.32%	0.0%	0.0%	1.01%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	2	1	2	0	0	2	3	2	2	0	1	0	2	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0					
		0.10%	0.18%	0.08%	0.33%	0.0%	0.0%	0.18%	0.26%	0.12%	0.16%	0.0%	0.17%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.45%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	18	1	0	0	0	1	2	1	2	3	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.07%	0.09%	0.0%	0.0%	0.0%	0.06%	0.18%	0.08%	0.12%	0.24%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	679	44	42	34	31	86	36	65	81	72	18	17	4	8	12	12	5	7	0	2	6	0	2	4	8	0	0	0	3	2	14	4	0	0	0	1	0	2	2	0	4	6	0	2	0	4	0	5	6	0	10	0	2	2	6	5	0	3					
		2.68%	4.15%	3.49%	5.69%	5.41%	5.70%	3.27%	5.65%	5.20%	5.92%	5.38%	3.03%	1.75%	3.70%	5.47%	1.54%	2.04%	1.49%	0.0%	1.80%	0.95%	0.0%	1.26%	1.57%	2.37%	0.0%	0.0%	0.0%	0.58%	2.0%	2.21%	1.99%	0.0%	0.0%	0.0%	0.30%	0.0%	2.59%	0.41%	0.0%	1.10%	1.31%	0.0%	0.74%	0.0%	1.52%	0.0%	1.43%	1.35%	0.0%	2.76%	0.0%	0.48%	0.66%	1.92%	4.85%	0.0%	3.03%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	67	3	1	0	5	4	0	1	0	6	0	3	3	0	0	1	3	4	0	0	3	0	0	0	5	0	0	0	0	2	2	1	1	0	0	1	0	0	0	0	0	3	0	2	1	1	0	0	1	5	0	0	3	0	2	0	0	0					
		0.26%	0.28%	0.08%	0.0%	0.87%	0.26%	0.0%	0.08%	0.0%	0.49%	0.0%	0.53%	1.31%	0.0%	0.0%	0.12%	1.22%	0.85%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	1.48%	0.0%	0.0%	0.0%	0.0%	2.0%	0.31%	0.49%	0.86%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.74%	1.26%	0.38%	0.0%	0.0%	0.22%	1.09%	0.0%	0.0%	0.72%	0.0%	0.64%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1699	146	157	71	87	201	32	134	207	120	38	36	29	25	20	31	20	34	0	3	10	8	3	7	18	5	0	0	5	6	54	18	11	1	2	31	4	2	4	0	7	16	2	7	2	12	23	3	14	0	20	0	2	2	4	2	2	1					
		6.70%	13.77%	13.06%	11.89%	15.20%	13.32%	2.91%	11.65%	13.29%	9.86%	11.37%	6.41%	12.71%	11.57%	9.13%	3.98%	8.16%	7.28%	0.0%	2.70%	1.59%	3.66%	1.89%	2.75%	5.34%	2.27%	0.0%	0.0%	0.97%	6.0%	8.53%	8.95%	9.56%	0.95%	0.60%	9.36%	1.30%	2.59%	0.82%	0.0%	1.92%	3.50%	1.73%	2.62%	2.53%	4.56%	3.75%	0.86%	3.16%	0.0%	5.52%	0.0%	0.48%	0.66%	1.28%	1.94%	0.70%	1.01%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	202	13	13	0	11	29	15	26	12	11	7	5	2	1	2	9	3	1	0	0	9	0	1	1	2	0	1	0	0	2	8	1	1	0	0	2	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0	0	3	1	2	0	0	1					
		0.79%	1.22%	1.08%	0.0%	1.92%	1.92%	1.36%	2.26%	0.77%	0.90%	2.09%	0.89%	0.87%	0.46%	0.91%	1.15%	1.22%	0.21%	0.0%	0.0%	1.43%	0.0%	0.63%	0.39%	0.59%	0.0%	1.92%	0.0%	0.0%	2.0%	1.26%	0.49%	0.86%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.72%	0.33%	0.64%	0.0%	0.0%	1.01%					
37	"20. ""Политическая партия ""Единая Россия"""	15895	475	550	262	254	653	690	517	734	583	147	274	126	117	106	464	114	295	461	91	439	143	113	209	205	189	40	538	436	52	406	94	68	86	290	226	278	46	424	418	279	345	96	214	75	205	439	298	284	371	230	260	336	230	236	80	233	71					
		62.76%	44.81%	45.75%	43.88%	44.40%	43.30%	62.84%	44.95%	47.14%	47.94%	44.01%	48.84%	55.26%	54.16%	48.40%	59.71%	46.53%	63.16%	91.83%	81.98%	69.90%	65.59%	71.51%	82.28%	60.83%	85.90%	76.92%	99.07%	84.99%	52.0%	64.13%	46.76%	59.13%	81.90%	87.34%	68.27%	90.84%	59.74%	87.78%	80.38%	76.85%	75.49%	83.47%	80.14%	94.93%	77.94%	71.73%	85.63%	64.25%	81.00%	63.53%	85.24%	81.75%	76.41%	75.64%	77.66%	82.33%	71.71%					
38	"21. ""Российская Конституционно-демократическая партия"""	29	0	3	0	5	2	1	3	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0					
		0.11%	0.0%	0.24%	0.0%	0.87%	0.13%	0.09%	0.26%	0.12%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	32	1	4	0	2	3	1	2	2	2	1	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0					
		0.12%	0.09%	0.33%	0.0%	0.34%	0.19%	0.09%	0.17%	0.12%	0.16%	0.29%	0.35%	0.0%	0.46%	0.0%	0.12%	0.40%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.82%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4002	194	258	119	97	340	197	246	296	251	46	149	21	43	26	139	48	80	41	10	106	49	26	28	54	26	2	5	64	24	63	55	15	13	21	32	15	15	48	101	61	34	12	18	0	24	81	32	64	37	40	37	51	52	29	15	45	7					
		15.80%	18.30%	21.46%	19.93%	16.95%	22.54%	17.94%	21.39%	19.01%	20.64%	13.77%	26.55%	9.21%	19.90%	11.87%	17.88%	19.59%	17.13%	8.16%	9.00%	16.87%	22.47%	16.45%	11.02%	16.02%	11.81%	3.84%	0.92%	12.47%	24.0%	9.95%	27.36%	13.04%	12.38%	6.32%	9.66%	4.90%	19.48%	9.93%	19.42%	16.80%	7.43%	10.43%	6.74%	0.0%	9.12%	13.23%	9.19%	14.47%	8.07%	11.04%	12.13%	12.40%	17.27%	9.29%	14.56%	15.90%	7.07%					
																																																																
41	Против всех	464	38	33	21	12	26	24	27	43	33	19	14	5	2	7	28	6	4	0	0	9	5	4	3	0	0	0	0	2	2	10	10	3	2	3	0	2	0	0	0	4	5	0	0	0	2	14	2	7	5	8	5	2	1	8	0	0	4					
		1.83%	3.58%	2.74%	3.51%	2.09%	1.72%	2.18%	2.34%	2.76%	2.71%	5.68%	2.49%	2.19%	0.92%	3.19%	3.60%	2.44%	0.85%	0.0%	0.0%	1.43%	2.29%	2.53%	1.18%	0.0%	0.0%	0.0%	0.0%	0.38%	2.0%	1.57%	4.97%	2.60%	1.90%	0.90%	0.0%	0.65%	0.0%	0.0%	0.0%	1.10%	1.09%	0.0%	0.0%	0.0%	0.76%	2.28%	0.57%	1.58%	1.09%	2.20%	1.63%	0.48%	0.33%	2.56%	0.0%	0.0%	4.04%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
