Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
"Наименование Избирательной комиссии:    г. Грозный, Заводская"																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	5	5	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	7	7	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2	2	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	21898	2061	2144	1897	1973	2469	1808	977	1175	1296	1836	2136	2126					
		88.65%	85.05%	87.68%	82.08%	90.09%	89.45%	92.71%	93.85%	95.37%	94.59%	93.72%	87.39%	82.53%					
38	"21. ""Российская Конституционно-демократическая партия"""	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	25	16	0	0	0	0	0	0	0	0	0	9	0					
		0.10%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%					
																			
41	Против всех	3	3	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
