Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																
Дата голосования: 07.12.2003 0:00:00																																																																																
																																																																																
"Наименование Избирательной комиссии:    Воронеж, Советская"																																																																																
																																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																
																																																																																
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373					
		2.76%	2.25%	2.51%	1.94%	2.64%	2.23%	2.94%	2.46%	2.78%	2.15%	2.15%	3.25%	3.86%	2.60%	3.15%	3.89%	2.71%	3.32%	3.43%	3.46%	3.55%	0.0%	2.76%	1.48%	1.56%	3.20%	3.37%	3.06%	3.52%	4.55%	2.63%	3.25%	2.90%	1.77%	2.43%	4.95%	2.57%	2.68%	3.29%	2.73%	2.05%	2.97%	2.79%	5.0%	3.07%	2.42%	2.86%	3.21%	3.44%	1.77%	1.99%	3.05%	2.70%	2.34%	0.95%	3.88%	3.27%	2.38%	2.15%	2.89%	2.00%	1.36%	1.84%	2.77%	1.80%	3.58%	1.95%	2.37%	2.90%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3326	34	39	56	47	28	35	42	39	36	38	63	64	59	26	45	60	26	42	95	50	0	46	33	68	52	71	71	56	59	47	44	53	53	84	87	81	8	67	93	90	44	43	0	75	83	65	63	30	30	38	80	43	81	31	56	53	51	44	49	64	21	31	17	41	10	58	20	18	0	0	0	0	0					
		4.53%	2.73%	3.27%	3.88%	3.45%	2.60%	2.71%	4.92%	3.18%	3.88%	3.27%	5.12%	4.66%	5.13%	3.15%	3.72%	5.42%	3.76%	4.37%	6.71%	4.44%	0.0%	4.23%	3.75%	6.26%	3.97%	5.21%	4.82%	4.48%	5.60%	3.54%	4.94%	5.69%	4.47%	5.85%	6.15%	5.07%	3.06%	5.25%	7.07%	6.37%	4.68%	4.79%	0.0%	6.98%	6.10%	5.03%	4.60%	3.97%	4.43%	3.15%	5.55%	3.14%	7.03%	4.94%	4.94%	4.33%	4.20%	3.79%	5.90%	5.34%	2.38%	3.37%	2.61%	3.70%	1.79%	4.53%	2.16%	2.61%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	429	4	7	1	8	8	6	10	8	7	6	6	2	6	5	7	12	8	5	7	4	0	7	2	4	11	5	19	5	6	13	11	6	5	11	6	6	1	5	2	4	5	9	0	4	11	5	14	4	3	13	11	8	8	4	5	8	5	4	2	3	4	6	5	12	3	6	4	5	0	0	0	0	2					
		0.58%	0.32%	0.58%	0.06%	0.58%	0.74%	0.46%	1.17%	0.65%	0.75%	0.51%	0.48%	0.14%	0.52%	0.60%	0.57%	1.08%	1.15%	0.52%	0.49%	0.35%	0.0%	0.64%	0.22%	0.36%	0.84%	0.36%	1.29%	0.40%	0.56%	0.98%	1.23%	0.64%	0.42%	0.76%	0.42%	0.37%	0.38%	0.39%	0.15%	0.28%	0.53%	1.00%	0.0%	0.37%	0.80%	0.38%	1.02%	0.53%	0.44%	1.07%	0.76%	0.58%	0.69%	0.63%	0.44%	0.65%	0.41%	0.34%	0.24%	0.25%	0.45%	0.65%	0.77%	1.08%	0.53%	0.46%	0.43%	0.72%	0.0%	0.0%	0.0%	0.0%	2.98%					
23	"6. ""Объединенная Российская партия ""Русь"""	133	9	6	2	2	7	0	7	2	0	0	2	3	1	2	1	3	0	1	1	0	0	2	1	4	2	6	2	1	1	5	2	0	0	4	1	2	0	0	4	1	5	1	0	3	1	0	1	0	0	0	0	3	2	0	2	2	2	3	1	3	1	0	0	4	2	3	3	2	1	0	0	0	1					
		0.18%	0.72%	0.50%	0.13%	0.14%	0.65%	0.0%	0.82%	0.16%	0.0%	0.0%	0.16%	0.21%	0.08%	0.24%	0.08%	0.27%	0.0%	0.10%	0.07%	0.0%	0.0%	0.18%	0.11%	0.36%	0.15%	0.44%	0.13%	0.08%	0.09%	0.37%	0.22%	0.0%	0.0%	0.27%	0.07%	0.12%	0.0%	0.0%	0.30%	0.07%	0.53%	0.11%	0.0%	0.27%	0.07%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.21%	0.17%	0.0%	0.17%	0.16%	0.16%	0.25%	0.12%	0.25%	0.11%	0.0%	0.0%	0.36%	0.35%	0.23%	0.32%	0.29%	20.0%	0.0%	0.0%	0.0%	1.49%					
24	"7. ""Новый курс - Автомобильная Россия"""	925	15	15	17	13	10	19	10	10	23	12	21	16	8	6	11	16	6	11	18	18	0	14	4	14	17	16	20	16	18	11	8	10	17	28	22	16	6	18	15	18	9	12	0	11	25	10	12	10	9	14	22	22	11	10	15	13	12	16	11	14	9	5	10	19	10	23	17	10	0	0	1	0	0					
		1.25%	1.20%	1.25%	1.17%	0.95%	0.93%	1.47%	1.17%	0.81%	2.48%	1.03%	1.70%	1.16%	0.69%	0.72%	0.91%	1.44%	0.86%	1.14%	1.27%	1.59%	0.0%	1.29%	0.45%	1.28%	1.29%	1.17%	1.36%	1.28%	1.70%	0.82%	0.89%	1.07%	1.43%	1.95%	1.55%	1.00%	2.29%	1.41%	1.14%	1.27%	0.95%	1.33%	0.0%	1.02%	1.83%	0.77%	0.87%	1.32%	1.33%	1.16%	1.52%	1.61%	0.95%	1.59%	1.32%	1.06%	0.98%	1.38%	1.32%	1.16%	1.02%	0.54%	1.54%	1.71%	1.79%	1.79%	1.83%	1.45%	0.0%	0.0%	5.26%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	56	1	1	3	0	1	1	0	2	0	0	0	0	0	2	0	2	0	1	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	2	2	4	0	0	0	2	0	2	1	1	0	3	0	0	1	1	0	0	2	0	2	0	1	1	2	1	1	4	0	0	0	0	0	0					
		0.07%	0.08%	0.08%	0.20%	0.0%	0.09%	0.07%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.18%	0.0%	0.10%	0.0%	0.0%	0.0%	0.27%	0.11%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.06%	0.07%	0.06%	0.0%	0.0%	0.15%	0.14%	0.42%	0.0%	0.0%	0.0%	0.14%	0.0%	0.14%	0.13%	0.14%	0.0%	0.20%	0.0%	0.0%	0.15%	0.08%	0.0%	0.0%	0.17%	0.0%	0.16%	0.0%	0.10%	0.15%	0.18%	0.17%	0.07%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	384	8	11	9	8	5	3	5	12	3	12	8	9	4	3	10	7	12	1	13	4	0	3	3	5	9	8	10	6	5	4	5	1	8	8	4	10	0	7	9	6	5	5	0	10	7	1	6	2	1	3	3	8	8	7	5	7	3	10	5	7	4	1	2	7	1	4	4	0	0	0	0	0	0					
		0.52%	0.64%	0.92%	0.62%	0.58%	0.46%	0.23%	0.58%	0.98%	0.32%	1.03%	0.65%	0.65%	0.34%	0.36%	0.82%	0.63%	1.73%	0.10%	0.91%	0.35%	0.0%	0.27%	0.34%	0.46%	0.68%	0.58%	0.68%	0.48%	0.47%	0.30%	0.56%	0.10%	0.67%	0.55%	0.28%	0.62%	0.0%	0.54%	0.68%	0.42%	0.53%	0.55%	0.0%	0.93%	0.51%	0.07%	0.43%	0.26%	0.14%	0.24%	0.20%	0.58%	0.69%	1.11%	0.44%	0.57%	0.24%	0.86%	0.60%	0.58%	0.45%	0.10%	0.30%	0.63%	0.17%	0.31%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1499	38	35	39	26	42	24	14	18	21	38	28	25	16	18	18	13	9	17	23	25	0	17	15	23	20	25	35	23	15	23	16	25	24	29	40	28	6	26	37	23	17	14	1	17	25	28	20	21	19	22	36	25	28	6	20	14	29	25	25	14	28	25	12	15	13	31	23	6	0	0	0	1	2					
		2.04%	3.06%	2.93%	2.70%	1.90%	3.91%	1.86%	1.64%	1.47%	2.26%	3.27%	2.27%	1.82%	1.39%	2.18%	1.49%	1.17%	1.30%	1.77%	1.62%	2.22%	0.0%	1.56%	1.70%	2.11%	1.52%	1.83%	2.38%	1.84%	1.42%	1.73%	1.79%	2.68%	2.02%	2.02%	2.83%	1.75%	2.29%	2.03%	2.81%	1.62%	1.80%	1.56%	5.0%	1.58%	1.83%	2.16%	1.46%	2.78%	2.81%	1.82%	2.49%	1.83%	2.43%	0.95%	1.76%	1.14%	2.38%	2.15%	3.01%	1.16%	3.17%	2.72%	1.84%	1.35%	2.32%	2.42%	2.48%	0.87%	0.0%	0.0%	0.0%	11.11%	2.98%					
28	"11. ""Истинные патриоты России"""	45	0	1	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	5	2	0	0	0	1	0	1	2	1	0	1	1	1	1	0	0	0	0	2	0	0	0	0	2	1	0	2	1	1	0	3	0	0	2	3	0	1	0	0	0					
		0.06%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.08%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.42%	0.13%	0.0%	0.0%	0.0%	0.07%	0.0%	0.07%	0.21%	0.11%	0.0%	0.09%	0.07%	0.07%	0.07%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.16%	0.08%	0.0%	0.16%	0.11%	0.10%	0.0%	0.27%	0.0%	0.0%	0.21%	0.43%	0.0%	8.33%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	607	7	16	17	10	13	5	7	5	5	9	8	9	11	5	8	6	6	4	9	6	0	13	5	9	8	16	7	5	6	12	12	8	11	15	16	18	3	15	19	17	2	10	0	13	13	3	3	4	6	6	16	5	15	7	8	8	11	14	7	11	7	6	8	15	4	8	9	5	1	1	0	0	0					
		0.82%	0.56%	1.34%	1.17%	0.73%	1.21%	0.38%	0.82%	0.40%	0.53%	0.77%	0.65%	0.65%	0.95%	0.60%	0.66%	0.54%	0.86%	0.41%	0.63%	0.53%	0.0%	1.19%	0.56%	0.82%	0.61%	1.17%	0.47%	0.40%	0.56%	0.90%	1.34%	0.86%	0.92%	1.04%	1.13%	1.12%	1.14%	1.17%	1.44%	1.20%	0.21%	1.11%	0.0%	1.21%	0.95%	0.23%	0.21%	0.53%	0.88%	0.49%	1.11%	0.36%	1.30%	1.11%	0.70%	0.65%	0.90%	1.20%	0.84%	0.91%	0.79%	0.65%	1.23%	1.35%	0.71%	0.62%	0.97%	0.72%	20.0%	8.33%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	107	3	2	3	1	1	2	1	1	0	3	1	2	3	1	1	0	1	2	0	4	0	0	2	3	4	1	0	2	1	0	2	1	3	2	1	1	0	2	0	2	2	1	0	1	1	2	3	1	0	3	2	3	2	1	1	3	2	2	0	1	1	4	4	1	2	2	2	0	0	0	0	0	1					
		0.14%	0.24%	0.16%	0.20%	0.07%	0.09%	0.15%	0.11%	0.08%	0.0%	0.25%	0.08%	0.14%	0.26%	0.12%	0.08%	0.0%	0.14%	0.20%	0.0%	0.35%	0.0%	0.0%	0.22%	0.27%	0.30%	0.07%	0.0%	0.16%	0.09%	0.0%	0.22%	0.10%	0.25%	0.13%	0.07%	0.06%	0.0%	0.15%	0.0%	0.14%	0.21%	0.11%	0.0%	0.09%	0.07%	0.15%	0.21%	0.13%	0.0%	0.24%	0.13%	0.21%	0.17%	0.15%	0.08%	0.24%	0.16%	0.17%	0.0%	0.08%	0.11%	0.43%	0.61%	0.09%	0.35%	0.15%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%					
31	"14. ""Великая Россия - Евразийский Союз"""	72	0	1	1	1	0	0	2	1	2	6	0	1	5	0	1	0	0	0	2	0	0	1	0	1	2	0	2	2	1	1	1	2	3	0	0	1	0	2	1	1	2	2	0	1	0	0	1	0	0	1	2	1	0	1	1	0	0	1	0	0	1	1	0	1	2	1	8	0	0	0	0	0	1					
		0.09%	0.0%	0.08%	0.06%	0.07%	0.0%	0.0%	0.23%	0.08%	0.21%	0.51%	0.0%	0.07%	0.43%	0.0%	0.08%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.09%	0.0%	0.09%	0.15%	0.0%	0.13%	0.16%	0.09%	0.07%	0.11%	0.21%	0.25%	0.0%	0.0%	0.06%	0.0%	0.15%	0.07%	0.07%	0.21%	0.22%	0.0%	0.09%	0.0%	0.0%	0.07%	0.0%	0.0%	0.08%	0.13%	0.07%	0.0%	0.15%	0.08%	0.0%	0.0%	0.08%	0.0%	0.0%	0.11%	0.10%	0.0%	0.09%	0.35%	0.07%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%					
32	"15. ""Партия СЛОН"""	118	2	0	3	2	1	3	0	1	3	2	4	4	3	1	3	1	3	4	0	1	0	2	1	2	7	2	1	3	3	2	1	4	0	0	0	0	0	1	2	1	2	2	0	2	4	1	1	0	4	1	4	2	1	0	1	3	1	2	5	2	2	1	0	1	0	0	3	0	0	0	0	0	0					
		0.16%	0.16%	0.0%	0.20%	0.14%	0.09%	0.23%	0.0%	0.08%	0.32%	0.17%	0.32%	0.29%	0.26%	0.12%	0.24%	0.09%	0.43%	0.41%	0.0%	0.08%	0.0%	0.18%	0.11%	0.18%	0.53%	0.14%	0.06%	0.24%	0.28%	0.15%	0.11%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.15%	0.07%	0.21%	0.22%	0.0%	0.18%	0.29%	0.07%	0.07%	0.0%	0.59%	0.08%	0.27%	0.14%	0.08%	0.0%	0.08%	0.24%	0.08%	0.17%	0.60%	0.16%	0.22%	0.10%	0.0%	0.09%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	15474	226	233	333	321	183	242	168	257	179	198	228	276	248	157	250	220	145	226	262	236	1	242	188	282	280	343	371	262	230	323	201	227	230	317	231	404	38	283	264	275	213	179	2	272	345	278	332	162	163	259	303	256	215	160	233	245	226	263	164	273	179	211	143	187	68	241	166	147	0	1	6	1	1					
		21.07%	18.21%	19.56%	23.09%	23.56%	17.05%	18.77%	19.69%	21.01%	19.30%	17.06%	18.55%	20.10%	21.56%	19.03%	20.71%	19.90%	20.98%	23.54%	18.51%	20.95%	50.0%	22.30%	21.41%	25.96%	21.39%	25.20%	25.23%	20.99%	21.84%	24.35%	22.58%	24.40%	19.42%	22.09%	16.34%	25.32%	14.55%	22.17%	20.09%	19.47%	22.65%	19.97%	10.0%	25.32%	25.36%	21.53%	24.26%	21.48%	24.11%	21.49%	21.02%	18.74%	18.66%	25.51%	20.58%	20.04%	18.61%	22.69%	19.75%	22.78%	20.31%	22.95%	22.03%	16.87%	12.18%	18.82%	17.94%	21.36%	0.0%	8.33%	31.57%	11.11%	1.49%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	113	5	4	3	2	1	1	1	5	1	1	3	2	1	3	1	0	0	1	1	2	0	4	1	1	1	4	1	3	1	0	0	0	0	0	2	2	0	0	0	5	1	2	0	2	1	3	2	3	0	2	0	3	2	0	3	1	1	1	0	2	5	1	1	1	0	5	5	2	0	0	0	0	1					
		0.15%	0.40%	0.33%	0.20%	0.14%	0.09%	0.07%	0.11%	0.40%	0.10%	0.08%	0.24%	0.14%	0.08%	0.36%	0.08%	0.0%	0.0%	0.10%	0.07%	0.17%	0.0%	0.36%	0.11%	0.09%	0.07%	0.29%	0.06%	0.24%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.12%	0.0%	0.0%	0.0%	0.35%	0.10%	0.22%	0.0%	0.18%	0.07%	0.23%	0.14%	0.39%	0.0%	0.16%	0.0%	0.21%	0.17%	0.0%	0.26%	0.08%	0.08%	0.08%	0.0%	0.16%	0.56%	0.10%	0.15%	0.09%	0.0%	0.39%	0.54%	0.29%	0.0%	0.0%	0.0%	0.0%	1.49%					
