Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Калининская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	418	21	8	18	4	8	2	3	16	6	6	6	4	9	24	15	17	4	3	7	4	3	7	10	2	4	6	14	8	2	8	5	3	12	5	1	9	17	4	5	8	3	2	11	7	2	5	8	0	3	0	1	1	16	9	28	1	3					
		1.77%	2.12%	5.40%	1.79%	1.06%	0.93%	0.46%	1.07%	5.29%	2.00%	3.48%	0.80%	2.77%	1.48%	3.34%	3.50%	1.36%	1.29%	1.35%	2.34%	1.23%	0.75%	1.48%	1.90%	2.85%	2.11%	1.81%	1.69%	1.58%	1.09%	2.05%	2.79%	1.23%	1.97%	1.38%	0.70%	4.09%	2.41%	1.32%	0.83%	3.10%	1.76%	0.81%	3.10%	1.67%	1.36%	3.57%	1.11%	0.0%	0.82%	0.0%	0.49%	0.96%	2.26%	5.42%	1.70%	0.62%	0.68%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	973	41	0	58	8	51	20	8	4	16	3	18	7	17	30	24	94	9	7	3	10	9	13	10	0	2	6	43	35	8	48	5	1	8	30	0	2	27	14	40	1	2	5	1	12	0	7	9	4	19	6	2	6	21	2	109	3	35					
		4.13%	4.14%	0.0%	5.77%	2.13%	5.96%	4.65%	2.86%	1.32%	5.35%	1.74%	2.40%	4.86%	2.80%	4.18%	5.60%	7.56%	2.91%	3.16%	1.00%	3.07%	2.27%	2.76%	1.90%	0.0%	1.05%	1.81%	5.21%	6.94%	4.37%	12.30%	2.79%	0.41%	1.31%	8.28%	0.0%	0.90%	3.83%	4.62%	6.70%	0.38%	1.17%	2.04%	0.28%	2.86%	0.0%	4.99%	1.25%	5.33%	5.21%	8.10%	0.98%	5.76%	2.97%	1.20%	6.64%	1.88%	7.97%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	730	37	6	44	11	34	9	9	10	5	2	27	9	22	31	13	39	15	1	6	10	5	5	21	1	1	9	10	7	6	13	4	9	22	15	3	6	34	8	22	3	6	11	15	6	2	2	15	1	11	3	8	9	25	4	44	8	16					
		3.10%	3.73%	4.05%	4.37%	2.93%	3.97%	2.09%	3.22%	3.31%	1.67%	1.16%	3.61%	6.25%	3.62%	4.32%	3.03%	3.13%	4.85%	0.45%	2.01%	3.07%	1.26%	1.06%	4.00%	1.42%	0.52%	2.72%	1.21%	1.38%	3.27%	3.33%	2.23%	3.70%	3.61%	4.14%	2.11%	2.72%	4.82%	2.64%	3.68%	1.16%	3.52%	4.50%	4.23%	1.43%	1.36%	1.42%	2.08%	1.33%	3.02%	4.05%	3.92%	8.65%	3.53%	2.40%	2.68%	5.03%	3.64%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	653	32	7	16	9	31	12	3	7	10	1	25	11	12	10	13	39	9	6	3	11	7	1	17	1	6	9	19	10	2	4	0	4	11	12	5	7	20	5	30	11	3	5	5	5	2	3	13	1	14	2	11	3	10	3	106	8	11					
		2.77%	3.23%	4.72%	1.59%	2.4%	3.62%	2.79%	1.07%	2.31%	3.34%	0.58%	3.34%	7.63%	1.97%	1.39%	3.03%	3.13%	2.91%	2.71%	1.00%	3.38%	1.77%	0.21%	3.24%	1.42%	3.17%	2.72%	2.30%	1.98%	1.09%	1.02%	0.0%	1.64%	1.80%	3.31%	3.52%	3.18%	2.84%	1.65%	5.02%	4.26%	1.76%	2.04%	1.41%	1.19%	1.36%	2.14%	1.81%	1.33%	3.84%	2.70%	5.39%	2.88%	1.41%	1.80%	6.46%	5.03%	2.50%					
22	"5. ""За Русь Святую"""	292	12	0	8	4	8	5	3	3	1	1	8	7	5	8	4	10	4	5	1	12	5	9	5	0	1	4	5	6	1	5	1	0	15	10	0	3	7	1	20	0	0	3	17	1	3	2	2	2	9	0	1	2	10	1	21	3	8					
		1.24%	1.21%	0.0%	0.79%	1.06%	0.93%	1.16%	1.07%	0.99%	0.33%	0.58%	1.07%	4.86%	0.82%	1.11%	0.93%	0.80%	1.29%	2.26%	0.33%	3.69%	1.26%	1.91%	0.95%	0.0%	0.52%	1.21%	0.60%	1.19%	0.54%	1.28%	0.55%	0.0%	2.46%	2.76%	0.0%	1.36%	0.99%	0.33%	3.35%	0.0%	0.0%	1.22%	4.80%	0.23%	2.05%	1.42%	0.27%	2.66%	2.47%	0.0%	0.49%	1.92%	1.41%	0.60%	1.28%	1.88%	1.82%					
23	"6. ""Объединенная Российская партия ""Русь"""	72	5	0	1	1	4	0	1	2	2	0	1	1	3	1	1	2	1	0	0	5	0	3	4	0	1	3	4	1	1	0	1	1	2	1	1	0	0	2	1	1	2	2	0	1	0	0	1	0	0	0	0	1	1	0	6	0	0					
		0.30%	0.50%	0.0%	0.09%	0.26%	0.46%	0.0%	0.35%	0.66%	0.66%	0.0%	0.13%	0.69%	0.49%	0.13%	0.23%	0.16%	0.32%	0.0%	0.0%	1.53%	0.0%	0.63%	0.76%	0.0%	0.52%	0.90%	0.48%	0.19%	0.54%	0.0%	0.55%	0.41%	0.32%	0.27%	0.70%	0.0%	0.0%	0.66%	0.16%	0.38%	1.17%	0.81%	0.0%	0.23%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.96%	0.14%	0.0%	0.36%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	271	12	0	7	2	15	6	2	1	2	0	6	3	7	5	6	28	10	2	4	3	1	3	10	0	3	6	12	5	4	7	1	1	8	6	0	1	4	1	12	0	1	1	3	5	0	2	7	0	7	3	4	1	5	1	22	1	2					
		1.15%	1.21%	0.0%	0.69%	0.53%	1.75%	1.39%	0.71%	0.33%	0.66%	0.0%	0.80%	2.08%	1.15%	0.69%	1.40%	2.25%	3.23%	0.90%	1.34%	0.92%	0.25%	0.63%	1.90%	0.0%	1.58%	1.81%	1.45%	0.99%	2.18%	1.79%	0.55%	0.41%	1.31%	1.65%	0.0%	0.45%	0.56%	0.33%	2.01%	0.0%	0.58%	0.40%	0.84%	1.19%	0.0%	1.42%	0.97%	0.0%	1.92%	4.05%	1.96%	0.96%	0.70%	0.60%	1.34%	0.62%	0.45%					
25	"8. ""Народно-республиканская партия России"""	46	3	0	3	0	0	1	0	2	1	0	2	2	0	1	2	0	1	0	0	3	1	1	0	0	0	0	2	0	0	2	0	1	1	0	2	0	2	1	2	0	0	0	0	0	0	1	1	0	0	0	2	2	1	1	1	0	1					
		0.19%	0.30%	0.0%	0.29%	0.0%	0.0%	0.23%	0.0%	0.66%	0.33%	0.0%	0.26%	1.38%	0.0%	0.13%	0.46%	0.0%	0.32%	0.0%	0.0%	0.92%	0.25%	0.21%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.51%	0.0%	0.41%	0.16%	0.0%	1.40%	0.0%	0.28%	0.33%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.13%	0.0%	0.0%	0.0%	0.98%	1.92%	0.14%	0.60%	0.06%	0.0%	0.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	115	3	1	6	2	6	4	1	1	2	1	5	1	3	2	3	7	2	3	2	2	2	1	2	0	1	2	0	0	0	2	0	0	2	1	0	0	7	3	2	0	0	2	0	2	0	1	1	0	5	1	4	1	3	0	9	0	4					
		0.48%	0.30%	0.67%	0.59%	0.53%	0.70%	0.93%	0.35%	0.33%	0.66%	0.58%	0.66%	0.69%	0.49%	0.27%	0.70%	0.56%	0.64%	1.35%	0.67%	0.61%	0.50%	0.21%	0.38%	0.0%	0.52%	0.60%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.32%	0.27%	0.0%	0.0%	0.99%	0.99%	0.33%	0.0%	0.0%	0.81%	0.0%	0.47%	0.0%	0.71%	0.13%	0.0%	1.37%	1.35%	1.96%	0.96%	0.42%	0.0%	0.54%	0.0%	0.91%					
27	"10. ""Аграрная партия России"""	1522	31	5	31	13	101	31	16	18	22	14	23	5	60	46	18	128	10	14	31	34	33	17	28	11	10	40	54	23	14	19	42	30	31	19	10	12	49	43	21	15	12	25	15	57	2	9	76	6	19	1	8	3	32	12	49	8	16					
		6.47%	3.13%	3.37%	3.08%	3.46%	11.81%	7.20%	5.73%	5.96%	7.35%	8.13%	3.07%	3.47%	9.88%	6.41%	4.20%	10.29%	3.23%	6.33%	10.40%	10.46%	8.35%	3.61%	5.34%	15.71%	5.29%	12.12%	6.55%	4.56%	7.65%	4.87%	23.46%	12.34%	5.09%	5.24%	7.04%	5.45%	6.96%	14.19%	3.51%	5.81%	7.05%	10.24%	4.23%	13.60%	1.36%	6.42%	10.58%	8.0%	5.21%	1.35%	3.92%	2.88%	4.52%	7.22%	2.98%	5.03%	3.64%					
28	"11. ""Истинные патриоты России"""	27	7	0	0	0	1	1	0	0	0	0	0	0	1	1	4	0	1	1	0	0	0	0	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0					
		0.11%	0.70%	0.0%	0.0%	0.0%	0.11%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.13%	0.93%	0.0%	0.32%	0.45%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.24%	0.0%	1.09%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	330	15	1	40	6	20	7	3	4	2	4	11	2	10	5	3	15	11	3	4	9	1	5	6	0	4	4	19	14	1	5	4	0	4	5	1	2	9	3	6	2	0	0	4	5	1	4	3	2	4	2	0	0	9	0	23	1	2					
		1.40%	1.51%	0.67%	3.98%	1.6%	2.33%	1.62%	1.07%	1.32%	0.66%	2.32%	1.47%	1.38%	1.64%	0.69%	0.70%	1.20%	3.55%	1.35%	1.34%	2.76%	0.25%	1.06%	1.14%	0.0%	2.11%	1.21%	2.30%	2.77%	0.54%	1.28%	2.23%	0.0%	0.65%	1.38%	0.70%	0.90%	1.27%	0.99%	1.00%	0.77%	0.0%	0.0%	1.12%	1.19%	0.68%	2.85%	0.41%	2.66%	1.09%	2.70%	0.0%	0.0%	1.27%	0.0%	1.40%	0.62%	0.45%					
30	"13. ""Демократическая партия России"""	73	3	0	4	1	1	0	0	3	0	0	5	2	1	3	1	5	2	0	5	0	0	0	2	0	0	0	0	2	1	1	2	1	2	0	1	2	4	3	2	0	2	0	1	0	0	2	0	0	1	0	0	0	2	0	5	0	1					
		0.31%	0.30%	0.0%	0.39%	0.26%	0.11%	0.0%	0.0%	0.99%	0.0%	0.0%	0.66%	1.38%	0.16%	0.41%	0.23%	0.40%	0.64%	0.0%	1.67%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.39%	0.54%	0.25%	1.11%	0.41%	0.32%	0.0%	0.70%	0.90%	0.56%	0.99%	0.33%	0.0%	1.17%	0.0%	0.28%	0.0%	0.0%	1.42%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.28%	0.0%	0.30%	0.0%	0.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	62	3	0	4	0	1	1	0	0	0	1	2	0	0	4	4	5	0	0	2	3	1	3	1	0	0	0	0	1	1	1	1	0	4	1	1	0	1	0	2	2	3	1	2	1	0	0	1	0	0	1	0	0	1	0	2	0	0					
		0.26%	0.30%	0.0%	0.39%	0.0%	0.11%	0.23%	0.0%	0.0%	0.0%	0.58%	0.26%	0.0%	0.0%	0.55%	0.93%	0.40%	0.0%	0.0%	0.67%	0.92%	0.25%	0.63%	0.19%	0.0%	0.0%	0.0%	0.0%	0.19%	0.54%	0.25%	0.55%	0.0%	0.65%	0.27%	0.70%	0.0%	0.14%	0.0%	0.33%	0.77%	1.76%	0.40%	0.56%	0.23%	0.0%	0.0%	0.13%	0.0%	0.0%	1.35%	0.0%	0.0%	0.14%	0.0%	0.12%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	51	4	1	2	1	2	0	0	0	0	0	1	0	0	1	11	3	0	0	0	0	1	1	0	0	3	2	0	0	3	1	0	1	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4	1	0					
		0.21%	0.40%	0.67%	0.19%	0.26%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.13%	2.57%	0.24%	0.0%	0.0%	0.0%	0.0%	0.25%	0.21%	0.0%	0.0%	1.58%	0.60%	0.0%	0.0%	1.63%	0.25%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.33%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.96%	0.14%	0.0%	0.24%	0.62%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1717	75	5	66	9	76	41	12	22	18	8	64	4	22	35	14	70	30	13	25	36	27	33	25	5	14	17	58	45	9	13	12	20	60	23	4	23	47	25	69	13	9	29	21	9	7	14	76	5	30	4	12	3	48	10	202	2	49					
		7.30%	7.57%	3.37%	6.56%	2.4%	8.88%	9.53%	4.30%	7.28%	6.02%	4.65%	8.56%	2.77%	3.62%	4.88%	3.27%	5.63%	9.70%	5.88%	8.38%	11.07%	6.83%	7.02%	4.77%	7.14%	7.40%	5.15%	7.03%	8.92%	4.91%	3.33%	6.70%	8.23%	9.85%	6.35%	2.81%	10.45%	6.67%	8.25%	11.55%	5.03%	5.29%	11.88%	5.93%	2.14%	4.79%	9.99%	10.58%	6.66%	8.24%	5.40%	5.88%	2.88%	6.78%	6.02%	12.31%	1.25%	11.16%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	86	3	5	4	0	5	0	3	2	3	0	1	1	4	5	5	0	1	0	2	1	1	2	4	0	0	0	0	2	0	1	1	0	2	2	0	2	1	1	0	0	0	0	1	1	2	3	3	0	0	0	0	2	4	1	5	0	0					
		0.36%	0.30%	3.37%	0.39%	0.0%	0.58%	0.0%	1.07%	0.66%	1.00%	0.0%	0.13%	0.69%	0.65%	0.69%	1.16%	0.0%	0.32%	0.0%	0.67%	0.30%	0.25%	0.42%	0.76%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.25%	0.55%	0.0%	0.32%	0.55%	0.0%	0.90%	0.14%	0.33%	0.0%	0.0%	0.0%	0.0%	0.28%	0.23%	1.36%	2.14%	0.41%	0.0%	0.0%	0.0%	0.0%	1.92%	0.56%	0.60%	0.30%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3036	94	22	134	31	82	56	12	41	43	9	89	31	103	123	72	165	31	38	35	26	48	48	57	7	37	48	90	59	20	58	12	22	64	39	20	65	99	49	64	24	13	32	70	81	17	14	83	8	41	10	31	16	163	30	174	23	63					
		12.91%	9.49%	14.86%	13.33%	8.26%	9.59%	13.02%	4.30%	13.57%	14.38%	5.23%	11.91%	21.52%	16.96%	17.15%	16.82%	13.27%	10.03%	17.19%	11.74%	8.0%	12.15%	10.21%	10.87%	9.99%	19.57%	14.54%	10.92%	11.70%	10.92%	14.87%	6.70%	9.05%	10.50%	10.77%	14.08%	29.54%	14.06%	16.17%	10.72%	9.30%	7.64%	13.11%	19.77%	19.33%	11.64%	9.99%	11.55%	10.66%	11.26%	13.51%	15.19%	15.38%	23.05%	18.07%	10.60%	14.46%	14.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	428	16	5	28	5	13	9	5	7	1	2	12	3	5	9	5	14	7	2	7	5	9	12	8	1	2	3	22	10	10	5	3	4	18	6	4	5	8	3	18	5	2	5	9	2	2	3	10	7	6	1	6	1	12	4	27	5	10					
		1.82%	1.61%	3.37%	2.78%	1.33%	1.52%	2.09%	1.79%	2.31%	0.33%	1.16%	1.60%	2.08%	0.82%	1.25%	1.16%	1.12%	2.26%	0.90%	2.34%	1.53%	2.27%	2.55%	1.52%	1.42%	1.05%	0.90%	2.66%	1.98%	5.46%	1.28%	1.67%	1.64%	2.95%	1.65%	2.81%	2.27%	1.13%	0.99%	3.01%	1.93%	1.17%	2.04%	2.54%	0.47%	1.36%	2.14%	1.39%	9.33%	1.64%	1.35%	2.94%	0.96%	1.69%	2.40%	1.64%	3.14%	2.27%					
37	"20. ""Политическая партия ""Единая Россия"""	8790	375	51	339	163	258	146	151	124	122	96	306	27	234	269	149	396	100	82	118	115	193	190	250	36	74	131	328	182	76	167	49	111	255	133	68	62	254	87	169	114	89	94	128	163	92	47	326	21	152	30	86	23	236	64	486	64	139					
		37.38%	37.87%	34.45%	33.73%	43.46%	30.17%	33.95%	54.12%	41.05%	40.80%	55.81%	40.96%	18.75%	38.55%	37.51%	34.81%	31.85%	32.36%	37.10%	39.59%	35.38%	48.86%	40.42%	47.70%	51.42%	39.15%	39.69%	39.80%	36.11%	41.53%	42.82%	27.37%	45.67%	41.87%	36.74%	47.88%	28.18%	36.07%	28.71%	28.30%	44.18%	52.35%	38.52%	36.15%	38.90%	63.01%	33.57%	45.40%	28.0%	41.75%	40.54%	42.15%	22.11%	33.38%	38.55%	29.63%	40.25%	31.66%					
38	"21. ""Российская Конституционно-демократическая партия"""	44	1	1	4	0	1	1	0	0	3	2	1	1	0	0	1	4	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	2	0	0	0	0	1	2	1	0	0	1	0	0	0	0	3	0	4	1	1					
		0.18%	0.10%	0.67%	0.39%	0.0%	0.11%	0.23%	0.0%	0.0%	1.00%	1.16%	0.13%	0.69%	0.0%	0.0%	0.23%	0.32%	0.0%	0.0%	0.33%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.51%	0.0%	0.0%	0.0%	0.27%	0.70%	0.0%	0.14%	0.66%	0.0%	0.0%	0.0%	0.0%	0.28%	0.47%	0.68%	0.0%	0.0%	1.33%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.24%	0.62%	0.22%					
39	"22. ""Развитие предпринимательства"""	55	0	0	3	0	1	0	3	0	1	1	0	1	1	3	5	5	4	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	2	1	0	5	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	4	0	2					
		0.23%	0.0%	0.0%	0.29%	0.0%	0.11%	0.0%	1.07%	0.0%	0.33%	0.58%	0.0%	0.69%	0.16%	0.41%	1.16%	0.40%	1.29%	0.45%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.55%	0.70%	0.0%	0.71%	0.33%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.27%	0.0%	0.0%	0.0%	0.56%	0.0%	0.24%	0.0%	0.45%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2391	139	27	127	85	85	57	26	24	22	21	83	7	49	64	29	98	42	26	17	19	28	78	38	5	24	22	101	57	14	22	13	17	58	25	13	10	74	37	67	44	19	15	30	28	9	9	62	15	26	8	14	21	67	10	188	22	54					
		10.16%	14.04%	18.24%	12.63%	22.66%	9.94%	13.25%	9.31%	7.94%	7.35%	12.20%	11.11%	4.86%	8.07%	8.92%	6.77%	7.88%	13.59%	11.76%	5.70%	5.84%	7.08%	16.59%	7.25%	7.14%	12.69%	6.66%	12.25%	11.30%	7.65%	5.64%	7.26%	6.99%	9.52%	6.90%	9.15%	4.54%	10.51%	12.21%	11.22%	17.05%	11.17%	6.14%	8.47%	6.68%	6.16%	6.42%	8.63%	20.0%	7.14%	10.81%	6.86%	20.19%	9.47%	6.02%	11.46%	13.83%	12.30%					
																																																																
41	Против всех	976	32	3	41	15	33	12	18	10	13	0	35	13	18	31	24	76	13	14	21	11	14	26	18	1	0	11	26	23	3	0	13	14	18	19	3	7	18	8	34	13	3	7	10	29	2	9	12	2	14	2	12	5	28	11	104	5	19					
		4.15%	3.23%	2.02%	4.07%	4.0%	3.85%	2.79%	6.45%	3.31%	4.34%	0.0%	4.68%	9.02%	2.96%	4.32%	5.60%	6.11%	4.20%	6.33%	7.04%	3.38%	3.54%	5.53%	3.43%	1.42%	0.0%	3.33%	3.15%	4.56%	1.63%	0.0%	7.26%	5.76%	2.95%	5.24%	2.11%	3.18%	2.55%	2.64%	5.69%	5.03%	1.76%	2.86%	2.82%	6.92%	1.36%	6.42%	1.67%	2.66%	3.84%	2.70%	5.88%	4.80%	3.96%	6.62%	6.34%	3.14%	4.32%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
