Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Бескудниковский район																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №3048					
		0.11%	0.11%	0.07%	0.06%	0.13%	0.21%	0.12%	0.06%	0.20%	0.33%	0.06%	0.13%	0.05%	0.19%	0.06%	0.06%	0.0%	0.0%	0.28%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	0	2	3	3	2	1	3	1	3	2	3	0	0	2	2	0	2	3	0					
		0.11%	0.0%	0.14%	0.20%	0.20%	0.14%	0.06%	0.20%	0.06%	0.20%	0.12%	0.20%	0.0%	0.0%	0.12%	0.12%	0.0%	0.13%	0.21%	0.0%					
32	"15. ""Партия СЛОН"""	59	0	2	3	7	2	1	15	0	5	5	1	2	4	1	3	3	3	2	0					
		0.21%	0.0%	0.14%	0.20%	0.47%	0.14%	0.06%	1.02%	0.0%	0.33%	0.30%	0.06%	0.11%	0.25%	0.06%	0.19%	0.19%	0.20%	0.14%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3701	236	163	195	205	180	208	202	182	221	235	177	272	248	190	207	172	179	191	38					
		13.45%	14.01%	12.12%	13.24%	13.83%	12.77%	13.48%	13.74%	12.14%	15.01%	14.37%	12.07%	16.26%	15.80%	12.05%	13.20%	11.20%	12.03%	13.38%	18.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	35	2	3	0	4	1	1	2	1	1	2	1	1	0	4	1	4	3	4	0					
		0.12%	0.11%	0.22%	0.0%	0.26%	0.07%	0.06%	0.13%	0.06%	0.06%	0.12%	0.06%	0.05%	0.0%	0.25%	0.06%	0.26%	0.20%	0.28%	0.0%					
35	"18. ""ЛДПР"""	1954	117	100	86	114	141	117	81	111	84	105	132	121	103	120	97	104	115	87	19					
		7.10%	6.94%	7.44%	5.84%	7.69%	10.00%	7.58%	5.51%	7.40%	5.70%	6.42%	9.00%	7.23%	6.56%	7.61%	6.18%	6.77%	7.73%	6.09%	9.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	236	11	13	13	7	7	13	19	13	13	16	16	12	15	11	17	11	9	17	3					
		0.85%	0.65%	0.96%	0.88%	0.47%	0.49%	0.84%	1.29%	0.86%	0.88%	0.97%	1.09%	0.71%	0.95%	0.69%	1.08%	0.71%	0.60%	1.19%	1.44%					
37	"20. ""Политическая партия ""Единая Россия"""	11368	623	574	592	581	598	631	667	680	629	650	675	583	581	682	654	682	589	609	88					
		41.31%	36.99%	42.70%	40.21%	39.20%	42.44%	40.92%	45.37%	45.39%	42.73%	39.75%	46.04%	34.86%	37.02%	43.27%	41.70%	44.42%	39.60%	42.67%	42.51%					
38	"21. ""Российская Конституционно-демократическая партия"""	41	2	3	1	4	4	0	3	2	1	5	2	3	1	3	1	1	2	3	0					
		0.14%	0.11%	0.22%	0.06%	0.26%	0.28%	0.0%	0.20%	0.13%	0.06%	0.30%	0.13%	0.17%	0.06%	0.19%	0.06%	0.06%	0.13%	0.21%	0.0%					
39	"22. ""Развитие предпринимательства"""	65	5	1	3	3	5	4	3	4	2	5	2	0	7	2	3	7	5	3	1					
		0.23%	0.29%	0.07%	0.20%	0.20%	0.35%	0.25%	0.20%	0.26%	0.13%	0.30%	0.13%	0.0%	0.44%	0.12%	0.19%	0.45%	0.33%	0.21%	0.48%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1853	92	71	119	108	78	119	103	107	91	124	88	129	133	92	106	106	80	90	17					
		6.73%	5.46%	5.28%	8.08%	7.28%	5.53%	7.71%	7.00%	7.14%	6.18%	7.58%	6.00%	7.71%	8.47%	5.83%	6.76%	6.90%	5.37%	6.30%	8.21%					
																										
41	Против всех	1545	89	89	81	78	91	99	93	72	73	83	58	112	79	87	93	79	96	89	4					
		5.61%	5.28%	6.62%	5.50%	5.26%	6.45%	6.42%	6.32%	4.80%	4.95%	5.07%	3.95%	6.69%	5.03%	5.52%	5.93%	5.14%	6.45%	6.23%	1.93%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
