Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																
Дата голосования: 07.12.2003 0:00:00																																																																																
																																																																																
Наименование Избирательной комиссии:    Учалинская																																																																																
																																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																
																																																																																
		Сумма	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	5	2	5	5	2	5	5	4	4	13	5	2	1	12	6	5	0	2	3	7	5	2	2	3	10	4	0	6	6	6	5	8	2	2	0	1	7	3	9	2	6	3	2	4	4	6	3	4	2	5	3	3	0	5	5	5	2	21	28	15	15	20	16	32	15	25	24	15	10	10	12	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	381	4	0	0	1	2	3	4	4	3	13	0	2	0	10	4	1	0	1	0	6	5	0	0	1	10	4	0	2	4	2	1	4	2	2	0	0	7	1	6	0	6	1	2	2	2	5	3	1	1	0	0	1	0	2	0	0	0	21	28	15	15	20	16	30	15	24	24	14	10	7	5	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	245	3	4	4	2	5	1	1	2	2	8	4	2	0	2	0	3	3	3	1	3	3	2	2	3	10	2	4	2	1	3	1	6	2	1	2	5	2	2	0	0	9	1	2	0	3	1	4	9	2	2	0	3	3	2	2	3	1	12	11	5	2	11	5	5	7	4	12	0	7	2	4	4	1					
14	Число погашенных открепительных удостоверений	119	1	2	5	4	0	2	1	0	1	0	5	0	1	2	2	4	0	1	3	1	0	2	2	2	0	0	0	4	2	4	4	4	0	0	0	1	0	2	3	2	0	2	0	2	2	1	0	3	1	5	3	2	0	3	5	5	2	0	0	0	0	0	0	2	0	1	0	1	0	3	7	2	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0					
17	Число не учтенных при получении бюллетеней	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	7	0	0	2	0	0	0	0	0	0					
																																																																																
18	"1. ""ЕДИНЕНИЕ"""	1088	13	9	6	8	20	21	1	4	20	31	12	10	14	26	9	7	13	9	10	14	18	3	9	0	58	15	12	14	11	8	10	16	4	6	4	3	13	17	28	4	21	41	7	25	15	11	9	11	4	2	11	17	8	4	4	2	7	24	20	32	23	40	22	34	26	32	34	12	18	8	31	10	13					
		2.74%	6.13%	6.81%	1.93%	4.18%	4.92%	7.36%	0.33%	1.29%	4.18%	2.86%	8.27%	5.0%	7.90%	3.90%	5.17%	4.11%	9.55%	2.41%	3.62%	3.73%	4.01%	1.78%	3.94%	0.0%	3.90%	6.57%	3.20%	3.29%	2.35%	1.96%	3.48%	2.81%	1.14%	1.70%	1.96%	0.92%	3.55%	2.39%	3.62%	3.2%	3.88%	9.05%	4.26%	7.16%	4.36%	3.41%	2.18%	5.18%	2.77%	2.24%	4.23%	3.76%	3.98%	4.39%	4.08%	2.63%	5.6%	1.57%	1.22%	2.11%	1.49%	2.08%	1.48%	1.89%	1.48%	1.75%	1.81%	1.6%	2.23%	2.33%	2.94%	2.99%	3.11%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	518	2	0	3	3	2	3	1	8	2	13	0	3	0	7	0	2	1	4	2	6	0	0	5	0	11	0	0	5	6	6	5	10	1	2	0	4	1	1	2	0	6	4	0	4	1	2	2	1	2	1	3	0	0	0	1	0	0	17	28	16	19	36	28	42	42	53	47	9	9	5	15	1	3					
		1.30%	0.94%	0.0%	0.96%	1.57%	0.49%	1.05%	0.33%	2.58%	0.41%	1.20%	0.0%	1.5%	0.0%	1.05%	0.0%	1.17%	0.73%	1.07%	0.72%	1.6%	0.0%	0.0%	2.19%	0.0%	0.74%	0.0%	0.0%	1.17%	1.28%	1.47%	1.74%	1.76%	0.28%	0.56%	0.0%	1.22%	0.27%	0.14%	0.25%	0.0%	1.11%	0.88%	0.0%	1.14%	0.29%	0.62%	0.48%	0.47%	1.38%	1.12%	1.15%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	1.11%	1.72%	1.05%	1.23%	1.87%	1.88%	2.33%	2.40%	2.89%	2.51%	1.2%	1.11%	1.45%	1.42%	0.29%	0.71%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1225	6	4	2	3	5	7	3	2	9	33	4	0	1	14	5	6	1	7	5	8	12	2	5	4	42	9	13	15	13	12	15	17	6	4	4	4	9	7	20	7	16	15	8	12	13	14	26	11	2	0	3	13	2	2	4	0	6	37	38	73	53	45	85	78	83	56	57	18	32	13	34	10	21					
		3.08%	2.83%	3.03%	0.64%	1.57%	1.23%	2.45%	1.01%	0.64%	1.88%	3.04%	2.75%	0.0%	0.56%	2.10%	2.87%	3.52%	0.73%	1.88%	1.81%	2.13%	2.67%	1.19%	2.19%	4.49%	2.82%	3.94%	3.47%	3.52%	2.78%	2.94%	5.22%	2.99%	1.71%	1.13%	1.96%	1.22%	2.45%	0.98%	2.59%	5.6%	2.96%	3.31%	4.87%	3.43%	3.77%	4.34%	6.31%	5.18%	1.38%	0.0%	1.15%	2.87%	0.99%	2.19%	4.08%	0.0%	4.8%	2.42%	2.33%	4.83%	3.44%	2.34%	5.72%	4.34%	4.75%	3.06%	3.04%	2.4%	3.97%	3.79%	3.23%	2.99%	5.02%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	679	2	0	2	1	1	1	0	3	3	10	1	0	0	8	3	1	0	3	3	3	1	0	4	1	10	2	1	9	4	4	5	14	5	6	2	2	0	5	5	2	9	4	2	3	1	5	5	1	1	0	4	3	2	0	0	1	0	39	39	47	33	48	41	35	40	51	85	12	9	8	11	4	9					
		1.71%	0.94%	0.0%	0.64%	0.52%	0.24%	0.35%	0.0%	0.97%	0.62%	0.92%	0.68%	0.0%	0.0%	1.20%	1.72%	0.58%	0.0%	0.80%	1.08%	0.8%	0.22%	0.0%	1.75%	1.12%	0.67%	0.87%	0.26%	2.11%	0.85%	0.98%	1.74%	2.46%	1.43%	1.70%	0.98%	0.61%	0.0%	0.70%	0.64%	1.6%	1.66%	0.88%	1.21%	0.85%	0.29%	1.55%	1.21%	0.47%	0.69%	0.0%	1.53%	0.66%	0.99%	0.0%	0.0%	1.31%	0.0%	2.55%	2.39%	3.11%	2.14%	2.50%	2.76%	1.94%	2.29%	2.78%	4.54%	1.6%	1.11%	2.33%	1.04%	1.19%	2.15%					
22	"5. ""За Русь Святую"""	104	0	0	1	0	0	0	0	0	0	3	2	0	1	1	2	0	0	1	2	0	0	0	0	0	4	2	2	0	0	0	2	0	1	1	0	6	0	2	0	0	3	1	0	3	0	0	3	2	0	0	1	0	0	1	0	0	0	2	7	8	10	1	6	3	6	5	3	2	1	0	1	2	0					
		0.26%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	1.37%	0.0%	0.56%	0.15%	1.14%	0.0%	0.0%	0.26%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.87%	0.53%	0.0%	0.0%	0.0%	0.69%	0.0%	0.28%	0.28%	0.0%	1.84%	0.0%	0.28%	0.0%	0.0%	0.55%	0.22%	0.0%	0.85%	0.0%	0.0%	0.72%	0.94%	0.0%	0.0%	0.38%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.13%	0.43%	0.52%	0.64%	0.05%	0.40%	0.16%	0.34%	0.27%	0.16%	0.26%	0.12%	0.0%	0.09%	0.59%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	154	0	0	1	1	3	0	0	1	1	11	0	4	0	3	0	0	1	2	4	1	1	0	3	1	8	3	1	2	0	4	2	3	4	1	0	2	0	1	6	1	1	2	0	3	1	1	1	0	1	0	1	3	0	0	0	0	0	0	3	4	8	4	3	8	9	1	5	8	5	0	6	0	0					
		0.38%	0.0%	0.0%	0.32%	0.52%	0.73%	0.0%	0.0%	0.32%	0.20%	1.01%	0.0%	2.0%	0.0%	0.45%	0.0%	0.0%	0.73%	0.53%	1.44%	0.26%	0.22%	0.0%	1.31%	1.12%	0.53%	1.31%	0.26%	0.47%	0.0%	0.98%	0.69%	0.52%	1.14%	0.28%	0.0%	0.61%	0.0%	0.14%	0.77%	0.8%	0.18%	0.44%	0.0%	0.85%	0.29%	0.31%	0.24%	0.0%	0.69%	0.0%	0.38%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.26%	0.51%	0.20%	0.20%	0.44%	0.51%	0.05%	0.26%	1.06%	0.62%	0.0%	0.57%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	394	0	0	0	0	2	1	1	0	5	1	0	2	0	1	1	0	1	0	1	0	1	4	0	0	9	0	0	4	7	3	2	8	2	1	0	3	2	7	2	0	3	3	0	0	1	1	5	0	0	0	1	1	0	1	1	0	0	16	27	27	12	25	16	78	20	18	20	20	14	3	3	2	5					
		0.99%	0.0%	0.0%	0.0%	0.0%	0.49%	0.35%	0.33%	0.0%	1.04%	0.09%	0.0%	1.0%	0.0%	0.15%	0.57%	0.0%	0.73%	0.0%	0.36%	0.0%	0.22%	2.38%	0.0%	0.0%	0.60%	0.0%	0.0%	0.94%	1.49%	0.73%	0.69%	1.40%	0.57%	0.28%	0.0%	0.92%	0.54%	0.98%	0.25%	0.0%	0.55%	0.66%	0.0%	0.0%	0.29%	0.31%	1.21%	0.0%	0.0%	0.0%	0.38%	0.22%	0.0%	1.09%	1.02%	0.0%	0.0%	1.04%	1.65%	1.78%	0.77%	1.30%	1.07%	4.34%	1.14%	0.98%	1.06%	2.66%	1.73%	0.87%	0.28%	0.59%	1.19%					
25	"8. ""Народно-республиканская партия России"""	103	0	0	0	0	0	1	1	2	0	0	0	0	0	3	0	0	0	7	0	2	1	0	0	1	6	3	1	3	0	1	1	1	4	0	0	0	0	4	4	0	1	2	0	1	1	3	4	1	2	0	1	2	0	0	0	0	1	1	4	3	1	1	3	4	5	2	3	0	4	0	5	2	0					
		0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.33%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	1.88%	0.0%	0.53%	0.22%	0.0%	0.0%	1.12%	0.40%	1.31%	0.26%	0.70%	0.0%	0.24%	0.34%	0.17%	1.14%	0.0%	0.0%	0.0%	0.0%	0.56%	0.51%	0.0%	0.18%	0.44%	0.0%	0.28%	0.29%	0.93%	0.97%	0.47%	1.38%	0.0%	0.38%	0.44%	0.0%	0.0%	0.0%	0.0%	0.8%	0.06%	0.24%	0.19%	0.06%	0.05%	0.20%	0.22%	0.28%	0.10%	0.16%	0.0%	0.49%	0.0%	0.47%	0.59%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	141	1	1	1	0	0	0	0	1	1	2	0	0	0	2	0	0	0	2	1	1	1	0	0	1	5	2	0	2	0	3	2	3	0	3	0	2	2	0	1	0	0	1	1	0	0	2	1	0	0	0	0	0	0	2	0	0	0	9	2	3	11	14	7	6	11	10	8	3	3	1	4	0	2					
		0.35%	0.47%	0.75%	0.32%	0.0%	0.0%	0.0%	0.0%	0.32%	0.20%	0.18%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.53%	0.36%	0.26%	0.22%	0.0%	0.0%	1.12%	0.33%	0.87%	0.0%	0.47%	0.0%	0.73%	0.69%	0.52%	0.0%	0.85%	0.0%	0.61%	0.54%	0.0%	0.12%	0.0%	0.0%	0.22%	0.60%	0.0%	0.0%	0.62%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.19%	0.0%	0.0%	0.0%	0.59%	0.12%	0.19%	0.71%	0.73%	0.47%	0.33%	0.63%	0.54%	0.42%	0.4%	0.37%	0.29%	0.38%	0.0%	0.47%					
27	"10. ""Аграрная партия России"""	2169	8	5	15	9	17	25	22	31	32	93	3	24	5	64	27	18	12	38	30	26	36	11	27	6	413	21	45	17	21	15	8	24	16	13	90	6	34	77	33	6	18	27	22	35	25	23	16	6	6	3	18	11	4	4	0	7	18	38	42	28	37	52	37	52	36	32	47	18	23	10	16	6	29					
		5.47%	3.77%	3.78%	4.83%	4.71%	4.18%	8.77%	7.43%	10.03%	6.69%	8.58%	2.06%	12.0%	2.82%	9.62%	15.51%	10.58%	8.82%	10.21%	10.86%	6.93%	8.03%	6.54%	11.84%	6.74%	27.79%	9.21%	12.03%	4.0%	4.49%	3.68%	2.78%	4.22%	4.58%	3.69%	44.11%	1.84%	9.28%	10.86%	4.27%	4.8%	3.33%	5.96%	13.41%	10.02%	7.26%	7.14%	3.88%	2.83%	4.16%	3.37%	6.92%	2.43%	1.99%	4.39%	0.0%	9.21%	14.4%	2.49%	2.58%	1.85%	2.40%	2.71%	2.49%	2.89%	2.06%	1.75%	2.51%	2.4%	2.85%	2.91%	1.52%	1.79%	6.93%					
28	"11. ""Истинные патриоты России"""	134	0	0	0	0	6	2	2	2	0	0	1	0	0	3	0	1	0	2	0	2	2	0	1	0	13	0	5	1	0	1	2	1	1	0	1	1	1	0	1	1	3	2	1	3	1	2	1	0	0	0	1	1	0	0	0	0	0	3	3	9	6	11	7	3	8	3	6	1	2	1	1	1	1					
		0.33%	0.0%	0.0%	0.0%	0.0%	1.47%	0.70%	0.67%	0.64%	0.0%	0.0%	0.68%	0.0%	0.0%	0.45%	0.0%	0.58%	0.0%	0.53%	0.0%	0.53%	0.44%	0.0%	0.43%	0.0%	0.87%	0.0%	1.33%	0.23%	0.0%	0.24%	0.69%	0.17%	0.28%	0.0%	0.49%	0.30%	0.27%	0.0%	0.12%	0.8%	0.55%	0.44%	0.60%	0.85%	0.29%	0.62%	0.24%	0.0%	0.0%	0.0%	0.38%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.18%	0.59%	0.38%	0.57%	0.47%	0.16%	0.45%	0.16%	0.32%	0.13%	0.24%	0.29%	0.09%	0.29%	0.23%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	239	1	4	2	3	0	0	2	3	1	2	0	0	1	1	3	0	1	3	4	1	0	0	3	0	9	1	3	6	1	3	2	2	1	3	2	3	3	3	6	3	3	3	4	1	1	0	1	1	1	0	1	3	1	1	1	0	3	13	7	13	13	10	4	7	14	11	8	7	4	3	6	6	2					
		0.60%	0.47%	3.03%	0.64%	1.57%	0.0%	0.0%	0.67%	0.97%	0.20%	0.18%	0.0%	0.0%	0.56%	0.15%	1.72%	0.0%	0.73%	0.80%	1.44%	0.26%	0.0%	0.0%	1.31%	0.0%	0.60%	0.43%	0.80%	1.41%	0.21%	0.73%	0.69%	0.35%	0.28%	0.85%	0.98%	0.92%	0.81%	0.42%	0.77%	2.4%	0.55%	0.66%	2.43%	0.28%	0.29%	0.0%	0.24%	0.47%	0.69%	0.0%	0.38%	0.66%	0.49%	1.09%	1.02%	0.0%	2.4%	0.85%	0.43%	0.86%	0.84%	0.52%	0.26%	0.38%	0.80%	0.60%	0.42%	0.93%	0.49%	0.87%	0.57%	1.79%	0.47%					
30	"13. ""Демократическая партия России"""	141	0	1	0	4	2	1	1	2	5	3	0	0	1	3	1	0	0	1	4	0	0	0	3	0	3	3	2	1	2	2	1	3	3	3	0	2	1	3	0	0	2	3	0	2	1	1	1	0	0	0	1	3	1	1	1	1	0	0	5	3	2	4	5	5	14	7	4	2	1	0	4	4	2					
		0.35%	0.0%	0.75%	0.0%	2.09%	0.49%	0.35%	0.33%	0.64%	1.04%	0.27%	0.0%	0.0%	0.56%	0.45%	0.57%	0.0%	0.0%	0.26%	1.44%	0.0%	0.0%	0.0%	1.31%	0.0%	0.20%	1.31%	0.53%	0.23%	0.42%	0.49%	0.34%	0.52%	0.85%	0.85%	0.0%	0.61%	0.27%	0.42%	0.0%	0.0%	0.37%	0.66%	0.0%	0.57%	0.29%	0.31%	0.24%	0.0%	0.0%	0.0%	0.38%	0.66%	0.49%	1.09%	1.02%	1.31%	0.0%	0.0%	0.30%	0.19%	0.12%	0.20%	0.33%	0.27%	0.80%	0.38%	0.21%	0.26%	0.12%	0.0%	0.38%	1.19%	0.47%					
31	"14. ""Великая Россия - Евразийский Союз"""	135	1	0	1	1	0	0	0	2	14	1	0	1	2	0	0	0	1	2	1	1	2	0	1	0	6	0	0	3	0	1	0	4	0	3	0	0	0	4	2	0	1	2	0	1	0	0	0	2	0	0	2	1	0	0	1	1	0	3	7	2	7	4	9	10	3	2	9	4	4	1	3	2	0					
		0.34%	0.47%	0.0%	0.32%	0.52%	0.0%	0.0%	0.0%	0.64%	2.92%	0.09%	0.0%	0.5%	1.12%	0.0%	0.0%	0.0%	0.73%	0.53%	0.36%	0.26%	0.44%	0.0%	0.43%	0.0%	0.40%	0.0%	0.0%	0.70%	0.0%	0.24%	0.0%	0.70%	0.0%	0.85%	0.0%	0.0%	0.0%	0.56%	0.25%	0.0%	0.18%	0.44%	0.0%	0.28%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.76%	0.22%	0.0%	0.0%	1.02%	1.31%	0.0%	0.19%	0.43%	0.13%	0.45%	0.20%	0.60%	0.55%	0.17%	0.10%	0.48%	0.53%	0.49%	0.29%	0.28%	0.59%	0.0%					
32	"15. ""Партия СЛОН"""	90	1	0	1	0	0	2	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	4	0	1	0	0	3	2	3	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	1	0	1	0	1	0	0	0	1	0	10	4	2	2	4	4	8	5	3	8	1	0	0	2	1	1					
		0.22%	0.47%	0.0%	0.32%	0.0%	0.0%	0.70%	0.0%	0.32%	0.20%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.26%	0.36%	0.0%	0.22%	0.0%	0.43%	1.12%	0.26%	0.0%	0.26%	0.0%	0.0%	0.73%	0.69%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.85%	0.29%	0.0%	0.24%	0.47%	0.0%	1.12%	0.0%	0.22%	0.0%	0.0%	0.0%	1.31%	0.0%	0.65%	0.24%	0.13%	0.12%	0.20%	0.26%	0.44%	0.28%	0.16%	0.42%	0.13%	0.0%	0.0%	0.19%	0.29%	0.23%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1410	1	2	1	5	3	3	4	4	5	26	2	1	0	8	1	4	1	6	2	7	13	5	2	0	17	10	10	7	14	14	11	8	6	12	2	10	7	15	13	0	10	2	5	5	12	5	17	6	1	0	0	4	2	1	1	2	1	63	74	66	74	108	68	116	102	116	126	29	38	20	54	13	7					
		3.55%	0.47%	1.51%	0.32%	2.61%	0.73%	1.05%	1.35%	1.29%	1.04%	2.40%	1.37%	0.5%	0.0%	1.20%	0.57%	2.35%	0.73%	1.61%	0.72%	1.86%	2.90%	2.97%	0.87%	0.0%	1.14%	4.38%	2.67%	1.64%	2.99%	3.43%	3.83%	1.40%	1.71%	3.40%	0.98%	3.06%	1.91%	2.11%	1.68%	0.0%	1.85%	0.44%	3.04%	1.43%	3.48%	1.55%	4.12%	2.83%	0.69%	0.0%	0.0%	0.88%	0.99%	1.09%	1.02%	2.63%	0.8%	4.13%	4.54%	4.36%	4.80%	5.63%	4.58%	6.46%	5.84%	6.34%	6.73%	3.86%	4.72%	5.83%	5.13%	3.89%	1.67%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	252	4	0	5	1	3	5	1	2	6	3	0	2	1	7	4	2	3	8	3	7	1	0	0	2	19	4	7	6	3	2	3	4	2	2	1	1	1	4	1	0	4	2	3	10	3	2	2	1	2	0	7	6	1	1	0	0	6	3	5	9	7	2	4	6	7	9	10	2	3	0	2	2	1					
		0.63%	1.88%	0.0%	1.61%	0.52%	0.73%	1.75%	0.33%	0.64%	1.25%	0.27%	0.0%	1.0%	0.56%	1.05%	2.29%	1.17%	2.20%	2.15%	1.08%	1.86%	0.22%	0.0%	0.0%	2.24%	1.27%	1.75%	1.87%	1.41%	0.64%	0.49%	1.04%	0.70%	0.57%	0.56%	0.49%	0.30%	0.27%	0.56%	0.12%	0.0%	0.74%	0.44%	1.82%	2.86%	0.87%	0.62%	0.48%	0.47%	1.38%	0.0%	2.69%	1.32%	0.49%	1.09%	0.0%	0.0%	4.8%	0.19%	0.30%	0.59%	0.45%	0.10%	0.26%	0.33%	0.40%	0.49%	0.53%	0.26%	0.37%	0.0%	0.19%	0.59%	0.23%					
35	"18. ""ЛДПР"""	2367	16	7	3	3	11	6	5	3	4	37	5	8	2	30	8	7	2	14	8	17	12	7	13	3	67	12	5	13	10	15	17	15	17	16	7	33	14	23	25	13	35	8	4	7	17	2	34	20	2	2	4	14	13	0	0	2	5	142	144	104	114	170	131	162	165	146	128	60	73	26	69	6	25					
