Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Новотроицкая городская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1250	20	20	20	30	25	25	25	20	25	25	25	25	30	20	25	25	30	25	30	25	25	35	25	20	20	20	20	35	20	25	20	25	35	30	25	25	25	20	10	35	15	25	20	15	10	20	15	20	10	10	25	25	25	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	91	3	0	3	10	1	3	2	2	3	2	0	2	5	1	2	4	0	3	1	0	1	4	4	1	1	1	3	0	4	0	2	1	1	1	2	2	0	1	0	3	0	0	0	0	0	1	0	2	0	3	2	2	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	0	0	0	1	0	0	1	1	1	3	0	2	0	0	0	3	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	1	2	0	0	1	2	3	7	2	0	0	4					
14	Число погашенных открепительных удостоверений	1159	17	20	17	20	24	22	23	18	22	23	25	23	25	19	23	21	30	22	29	25	24	31	21	19	19	19	17	35	16	25	18	24	34	29	23	23	25	19	10	32	15	25	20	15	10	19	15	18	10	7	23	23	25	23					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	506	6	7	6	8	11	8	7	10	7	9	13	6	15	11	15	15	13	10	11	12	7	5	10	15	10	7	14	20	9	5	11	11	10	7	7	11	5	5	2	16	2	13	9	6	9	14	7	5	1	13	7	15	7	11					
		1.12%	1.05%	1.34%	0.79%	0.77%	1.33%	0.84%	0.67%	1.13%	0.70%	0.94%	1.60%	0.75%	1.64%	1.35%	1.49%	1.43%	1.32%	0.98%	1.11%	1.17%	0.72%	0.38%	1.0%	1.80%	1.06%	0.82%	1.53%	1.41%	0.95%	0.51%	1.27%	1.17%	0.81%	0.84%	0.80%	1.29%	0.69%	0.86%	0.58%	1.33%	0.40%	1.78%	1.40%	1.19%	2.5%	1.88%	1.68%	0.68%	0.66%	4.08%	0.66%	1.73%	0.95%	1.24%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1285	15	26	19	38	18	44	53	34	21	23	26	26	21	29	30	34	17	32	39	25	35	19	17	26	27	16	35	36	33	32	31	24	48	27	25	12	21	8	12	22	6	18	16	12	4	11	19	5	1	1	45	23	19	29					
		2.85%	2.64%	5.00%	2.51%	3.68%	2.18%	4.63%	5.09%	3.85%	2.12%	2.42%	3.21%	3.27%	2.30%	3.57%	2.99%	3.26%	1.73%	3.14%	3.96%	2.45%	3.61%	1.44%	1.7%	3.12%	2.88%	1.89%	3.84%	2.54%	3.50%	3.28%	3.58%	2.55%	3.91%	3.27%	2.89%	1.41%	2.92%	1.39%	3.49%	1.83%	1.20%	2.47%	2.49%	2.39%	1.11%	1.48%	4.57%	0.68%	0.66%	0.31%	4.28%	2.66%	2.60%	3.28%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1527	26	15	34	21	32	26	23	39	44	46	36	16	23	48	38	38	34	32	37	26	39	60	49	23	36	44	22	55	29	33	25	23	31	21	20	28	31	32	8	30	21	27	16	21	10	9	14	28	3	7	34	31	15	18					
		3.39%	4.58%	2.89%	4.50%	2.03%	3.89%	2.73%	2.21%	4.41%	4.45%	4.84%	4.44%	2.01%	2.52%	5.91%	3.79%	3.64%	3.46%	3.14%	3.76%	2.55%	4.02%	4.56%	4.9%	2.76%	3.85%	5.20%	2.41%	3.88%	3.08%	3.39%	2.89%	2.44%	2.52%	2.54%	2.31%	3.29%	4.31%	5.56%	2.33%	2.50%	4.21%	3.70%	2.49%	4.18%	2.77%	1.21%	3.37%	3.85%	1.98%	2.20%	3.24%	3.58%	2.05%	2.03%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2771	46	36	57	69	73	46	88	58	57	61	67	50	66	51	87	77	0	58	56	51	42	78	60	51	66	48	84	78	60	87	58	54	101	48	56	55	29	27	14	83	29	37	18	36	8	27	11	14	3	1	81	57	52	64					
		6.15%	8.11%	6.93%	7.55%	6.69%	8.88%	4.84%	8.46%	6.56%	5.76%	6.42%	8.28%	6.29%	7.23%	6.28%	8.69%	7.38%	0.0%	5.70%	5.69%	5.00%	4.33%	5.93%	6.0%	6.12%	7.05%	5.67%	9.22%	5.50%	6.37%	8.94%	6.71%	5.75%	8.23%	5.81%	6.47%	6.46%	4.03%	4.69%	4.08%	6.92%	5.82%	5.08%	2.80%	7.17%	2.22%	3.64%	2.65%	1.92%	1.98%	0.31%	7.72%	6.59%	7.12%	7.24%					
22	"5. ""За Русь Святую"""	262	1	3	1	0	6	8	7	8	6	3	3	3	1	3	7	9	52	6	9	5	6	7	2	3	7	2	0	6	3	4	2	2	12	4	5	5	7	0	1	5	3	5	5	5	1	1	4	2	1	0	5	1	1	4					
		0.58%	0.17%	0.57%	0.13%	0.0%	0.72%	0.84%	0.67%	0.90%	0.60%	0.31%	0.37%	0.37%	0.10%	0.36%	0.69%	0.86%	5.30%	0.58%	0.91%	0.49%	0.61%	0.53%	0.2%	0.36%	0.74%	0.23%	0.0%	0.42%	0.31%	0.41%	0.23%	0.21%	0.97%	0.48%	0.57%	0.58%	0.97%	0.0%	0.29%	0.41%	0.60%	0.68%	0.78%	0.99%	0.27%	0.13%	0.96%	0.27%	0.66%	0.0%	0.47%	0.11%	0.13%	0.45%					
23	"6. ""Объединенная Российская партия ""Русь"""	132	0	0	1	1	7	3	2	3	5	2	1	5	3	3	1	5	1	2	1	0	2	4	1	4	0	2	5	3	2	3	5	4	5	3	6	1	3	1	1	5	1	0	2	2	0	6	1	2	1	1	5	1	1	3					
		0.29%	0.0%	0.0%	0.13%	0.09%	0.85%	0.31%	0.19%	0.33%	0.50%	0.21%	0.12%	0.62%	0.32%	0.36%	0.09%	0.47%	0.10%	0.19%	0.10%	0.0%	0.20%	0.30%	0.1%	0.48%	0.0%	0.23%	0.54%	0.21%	0.21%	0.30%	0.57%	0.42%	0.40%	0.36%	0.69%	0.11%	0.41%	0.17%	0.29%	0.41%	0.20%	0.0%	0.31%	0.39%	0.0%	0.80%	0.24%	0.27%	0.66%	0.31%	0.47%	0.11%	0.13%	0.33%					
24	"7. ""Новый курс - Автомобильная Россия"""	344	1	2	4	7	7	3	8	4	4	4	5	6	11	6	12	6	0	10	11	12	6	10	16	12	8	4	6	16	6	10	5	16	10	4	9	8	5	4	2	3	2	6	3	6	2	1	5	3	0	2	9	10	5	7					
		0.76%	0.17%	0.38%	0.53%	0.67%	0.85%	0.31%	0.76%	0.45%	0.40%	0.42%	0.61%	0.75%	1.20%	0.73%	1.19%	0.57%	0.0%	0.98%	1.11%	1.17%	0.61%	0.76%	1.6%	1.44%	0.85%	0.47%	0.65%	1.12%	0.63%	1.02%	0.57%	1.70%	0.81%	0.48%	1.04%	0.94%	0.69%	0.69%	0.58%	0.25%	0.40%	0.82%	0.46%	1.19%	0.55%	0.13%	1.20%	0.41%	0.0%	0.62%	0.85%	1.15%	0.68%	0.79%					
25	"8. ""Народно-республиканская партия России"""	63	2	1	1	1	1	2	1	1	1	5	0	1	1	0	0	3	1	3	0	0	1	1	2	0	2	0	0	1	0	0	1	2	2	1	0	1	1	0	1	4	1	2	2	1	1	1	3	1	0	0	2	1	0	3					
		0.13%	0.35%	0.19%	0.13%	0.09%	0.12%	0.21%	0.09%	0.11%	0.10%	0.52%	0.0%	0.12%	0.10%	0.0%	0.0%	0.28%	0.10%	0.29%	0.0%	0.0%	0.10%	0.07%	0.2%	0.0%	0.21%	0.0%	0.0%	0.07%	0.0%	0.0%	0.11%	0.21%	0.16%	0.12%	0.0%	0.11%	0.13%	0.0%	0.29%	0.33%	0.20%	0.27%	0.31%	0.19%	0.27%	0.13%	0.72%	0.13%	0.0%	0.0%	0.19%	0.11%	0.0%	0.33%					
26	"9. ""Российская экологическая партия ""Зеленые"""	169	3	1	0	3	2	2	5	7	4	5	2	7	2	1	3	1	3	6	4	5	3	6	5	3	4	0	4	7	4	6	4	1	9	2	1	4	7	1	0	3	1	3	3	0	2	4	1	0	1	0	10	2	1	1					
		0.37%	0.52%	0.19%	0.0%	0.29%	0.24%	0.21%	0.48%	0.79%	0.40%	0.52%	0.24%	0.88%	0.21%	0.12%	0.29%	0.09%	0.30%	0.58%	0.40%	0.49%	0.30%	0.45%	0.5%	0.36%	0.42%	0.0%	0.43%	0.49%	0.42%	0.61%	0.46%	0.10%	0.73%	0.24%	0.11%	0.47%	0.97%	0.17%	0.0%	0.25%	0.20%	0.41%	0.46%	0.0%	0.55%	0.53%	0.24%	0.0%	0.66%	0.0%	0.95%	0.23%	0.13%	0.11%					
27	"10. ""Аграрная партия России"""	1385	13	16	25	27	27	27	40	16	26	36	19	19	27	27	16	36	22	25	27	27	29	38	31	20	23	20	23	39	26	19	30	30	22	15	23	25	15	16	8	37	13	49	24	16	6	103	20	36	15	8	26	26	22	34					
		3.07%	2.29%	3.08%	3.31%	2.62%	3.28%	2.84%	3.84%	1.81%	2.63%	3.78%	2.34%	2.39%	2.96%	3.32%	1.59%	3.45%	2.24%	2.45%	2.74%	2.64%	2.99%	2.88%	3.1%	2.40%	2.45%	2.36%	2.52%	2.75%	2.76%	1.95%	3.47%	3.19%	1.79%	1.81%	2.65%	2.93%	2.08%	2.78%	2.33%	3.08%	2.61%	6.73%	3.74%	3.18%	1.66%	13.90%	4.81%	4.95%	9.93%	2.51%	2.47%	3.00%	3.01%	3.85%					
28	"11. ""Истинные патриоты России"""	55	0	0	2	0	0	2	0	0	1	2	2	2	1	1	2	0	2	0	0	5	0	1	0	2	0	1	2	2	0	3	2	0	0	1	2	4	0	0	1	2	0	0	1	0	0	1	0	4	1	0	1	1	0	1					
		0.12%	0.0%	0.0%	0.26%	0.0%	0.0%	0.21%	0.0%	0.0%	0.10%	0.21%	0.24%	0.25%	0.10%	0.12%	0.19%	0.0%	0.20%	0.0%	0.0%	0.49%	0.0%	0.07%	0.0%	0.24%	0.0%	0.11%	0.21%	0.14%	0.0%	0.30%	0.23%	0.0%	0.0%	0.12%	0.23%	0.47%	0.0%	0.0%	0.29%	0.16%	0.0%	0.0%	0.15%	0.0%	0.0%	0.13%	0.0%	0.55%	0.66%	0.0%	0.09%	0.11%	0.0%	0.11%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	305	7	0	4	6	2	5	8	3	6	10	5	8	4	3	7	10	6	6	9	11	2	7	6	9	9	10	6	7	6	7	2	8	9	5	9	5	6	1	2	6	1	6	4	6	1	9	4	3	5	1	7	5	5	6					
		0.67%	1.23%	0.0%	0.53%	0.58%	0.24%	0.52%	0.76%	0.33%	0.60%	1.05%	0.61%	1.00%	0.43%	0.36%	0.69%	0.95%	0.61%	0.58%	0.91%	1.07%	0.20%	0.53%	0.6%	1.08%	0.96%	1.18%	0.65%	0.49%	0.63%	0.71%	0.23%	0.85%	0.73%	0.60%	1.04%	0.58%	0.83%	0.17%	0.58%	0.50%	0.20%	0.82%	0.62%	1.19%	0.27%	1.21%	0.96%	0.41%	3.31%	0.31%	0.66%	0.57%	0.68%	0.67%					
30	"13. ""Демократическая партия России"""	127	0	1	3	4	2	4	0	2	8	5	2	5	1	3	1	5	4	3	2	4	1	2	1	1	5	1	2	3	2	3	1	5	3	2	0	2	5	3	2	5	4	3	1	0	3	0	1	2	1	0	0	2	2	0					
		0.28%	0.0%	0.19%	0.39%	0.38%	0.24%	0.42%	0.0%	0.22%	0.80%	0.52%	0.24%	0.62%	0.10%	0.36%	0.09%	0.47%	0.40%	0.29%	0.20%	0.39%	0.10%	0.15%	0.1%	0.12%	0.53%	0.11%	0.21%	0.21%	0.21%	0.30%	0.11%	0.53%	0.24%	0.24%	0.0%	0.23%	0.69%	0.52%	0.58%	0.41%	0.80%	0.41%	0.15%	0.0%	0.83%	0.0%	0.24%	0.27%	0.66%	0.0%	0.0%	0.23%	0.27%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	59	1	2	1	0	4	1	4	1	0	1	3	0	1	2	2	1	0	1	0	3	3	0	1	1	1	0	0	1	1	0	1	1	2	2	1	1	1	0	2	1	0	2	1	3	0	1	1	0	0	0	1	0	1	1					
		0.13%	0.17%	0.38%	0.13%	0.0%	0.48%	0.10%	0.38%	0.11%	0.0%	0.10%	0.37%	0.0%	0.10%	0.24%	0.19%	0.09%	0.0%	0.09%	0.0%	0.29%	0.30%	0.0%	0.1%	0.12%	0.10%	0.0%	0.0%	0.07%	0.10%	0.0%	0.11%	0.10%	0.16%	0.24%	0.11%	0.11%	0.13%	0.0%	0.58%	0.08%	0.0%	0.27%	0.15%	0.59%	0.0%	0.13%	0.24%	0.0%	0.0%	0.0%	0.09%	0.0%	0.13%	0.11%					
32	"15. ""Партия СЛОН"""	69	0	1	1	3	1	0	0	0	0	0	3	1	2	2	1	2	3	0	1	1	0	2	1	0	3	0	0	7	1	2	3	3	0	1	3	1	2	0	0	1	0	0	3	4	0	0	1	1	1	0	1	3	2	1					
		0.15%	0.0%	0.19%	0.13%	0.29%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.12%	0.21%	0.24%	0.09%	0.19%	0.30%	0.0%	0.10%	0.09%	0.0%	0.15%	0.1%	0.0%	0.32%	0.0%	0.0%	0.49%	0.10%	0.20%	0.34%	0.31%	0.0%	0.12%	0.34%	0.11%	0.27%	0.0%	0.0%	0.08%	0.0%	0.0%	0.46%	0.79%	0.0%	0.0%	0.24%	0.13%	0.66%	0.0%	0.09%	0.34%	0.27%	0.11%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3574	49	37	73	117	76	91	109	77	92	79	71	68	60	50	81	89	83	93	84	71	93	86	89	62	62	55	88	128	76	54	50	69	108	46	76	59	35	45	21	70	37	45	49	37	34	26	39	43	13	16	98	66	73	76					
		7.93%	8.64%	7.12%	9.68%	11.35%	9.24%	9.58%	10.48%	8.72%	9.31%	8.31%	8.77%	8.56%	6.57%	6.16%	8.09%	8.54%	8.46%	9.14%	8.53%	6.96%	9.59%	6.53%	8.9%	7.44%	6.63%	6.50%	9.65%	9.03%	8.07%	5.54%	5.78%	7.34%	8.80%	5.57%	8.78%	6.93%	4.87%	7.82%	6.12%	5.83%	7.42%	6.18%	7.64%	7.37%	9.44%	3.50%	9.39%	5.92%	8.60%	5.03%	9.34%	7.63%	10.0%	8.60%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	118	3	0	2	3	1	3	0	1	0	0	2	1	0	4	1	5	14	5	5	2	3	1	4	2	2	3	2	3	1	1	1	2	7	0	0	1	4	0	1	6	0	2	1	1	1	2	0	2	1	1	2	9	0	0					
		0.26%	0.52%	0.0%	0.26%	0.29%	0.12%	0.31%	0.0%	0.11%	0.0%	0.0%	0.24%	0.12%	0.0%	0.49%	0.09%	0.47%	1.42%	0.49%	0.50%	0.19%	0.30%	0.07%	0.4%	0.24%	0.21%	0.35%	0.21%	0.21%	0.10%	0.10%	0.11%	0.21%	0.57%	0.0%	0.0%	0.11%	0.55%	0.0%	0.29%	0.50%	0.0%	0.27%	0.15%	0.19%	0.27%	0.26%	0.0%	0.27%	0.66%	0.31%	0.19%	1.04%	0.0%	0.0%					
35	"18. ""ЛДПР"""	8874	107	58	124	193	139	173	147	184	159	171	167	163	150	164	199	186	200	210	185	196	180	272	232	149	180	165	192	280	178	224	167	236	291	189	194	151	154	97	64	265	103	149	141	90	87	162	83	97	14	40	192	185	170	226					
		19.70%	18.87%	11.17%	16.44%	18.73%	16.90%	18.22%	14.13%	20.83%	16.09%	18.0%	20.64%	20.52%	16.44%	20.22%	19.88%	17.85%	20.38%	20.64%	18.80%	19.23%	18.57%	20.68%	23.2%	17.88%	19.25%	19.50%	21.07%	19.76%	18.91%	23.02%	19.32%	25.13%	23.73%	22.90%	22.42%	17.74%	21.44%	16.86%	18.65%	22.10%	20.68%	20.46%	21.99%	17.92%	24.16%	21.86%	20.0%	13.36%	9.27%	12.57%	18.30%	21.41%	23.28%	25.59%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	760	6	9	15	12	19	8	19	15	18	15	12	13	18	17	11	19	21	16	22	22	14	27	12	15	15	10	15	24	19	12	13	18	18	9	12	10	16	15	4	18	16	11	15	10	7	14	5	18	4	6	13	13	9	16					
		1.68%	1.05%	1.73%	1.98%	1.16%	2.31%	0.84%	1.82%	1.69%	1.82%	1.57%	1.48%	1.63%	1.97%	2.09%	1.09%	1.82%	2.14%	1.57%	2.23%	2.15%	1.44%	2.05%	1.2%	1.80%	1.60%	1.18%	1.64%	1.69%	2.01%	1.23%	1.50%	1.91%	1.46%	1.09%	1.38%	1.17%	2.22%	2.60%	1.16%	1.50%	3.21%	1.51%	2.34%	1.99%	1.94%	1.88%	1.20%	2.47%	2.64%	1.88%	1.23%	1.50%	1.23%	1.81%					
37	"20. ""Политическая партия ""Единая Россия"""	12098	147	156	209	292	191	245	281	231	293	248	207	203	310	219	219	243	270	245	232	289	261	368	227	241	257	240	241	409	269	264	267	243	339	231	227	238	177	158	96	326	117	185	155	109	111	216	115	170	46	162	281	234	190	198					
		26.87%	25.92%	30.05%	27.71%	28.34%	23.23%	25.81%	27.01%	26.16%	29.65%	26.10%	25.58%	25.56%	33.99%	27.00%	21.87%	23.32%	27.52%	24.09%	23.57%	28.36%	26.93%	27.98%	22.7%	28.93%	27.48%	28.36%	26.45%	28.86%	28.58%	27.13%	30.90%	25.87%	27.65%	28.0%	26.24%	27.96%	24.65%	27.47%	27.98%	27.18%	23.49%	25.41%	24.18%	21.71%	30.83%	29.14%	27.71%	23.41%	30.46%	50.94%	26.78%	27.08%	26.02%	22.42%					
38	"21. ""Российская Конституционно-демократическая партия"""	96	3	3	1	0	0	2	1	2	2	4	1	2	5	0	1	4	4	1	2	2	2	2	2	0	0	3	2	2	1	0	1	3	1	2	5	3	4	0	2	3	4	0	1	2	0	1	0	3	0	0	1	1	2	3					
		0.21%	0.52%	0.57%	0.13%	0.0%	0.0%	0.21%	0.09%	0.22%	0.20%	0.42%	0.12%	0.25%	0.54%	0.0%	0.09%	0.38%	0.40%	0.09%	0.20%	0.19%	0.20%	0.15%	0.2%	0.0%	0.0%	0.35%	0.21%	0.14%	0.10%	0.0%	0.11%	0.31%	0.08%	0.24%	0.57%	0.35%	0.55%	0.0%	0.58%	0.25%	0.80%	0.0%	0.15%	0.39%	0.0%	0.13%	0.0%	0.41%	0.0%	0.0%	0.09%	0.11%	0.27%	0.33%					
39	"22. ""Развитие предпринимательства"""	139	3	1	4	3	2	4	1	1	3	0	2	1	2	0	0	3	2	0	0	3	1	7	1	4	2	1	5	9	5	0	5	4	2	5	10	2	4	1	2	0	2	6	2	3	1	0	2	1	1	0	8	4	3	1					
		0.30%	0.52%	0.19%	0.53%	0.29%	0.24%	0.42%	0.09%	0.11%	0.30%	0.0%	0.24%	0.12%	0.21%	0.0%	0.0%	0.28%	0.20%	0.0%	0.0%	0.29%	0.10%	0.53%	0.1%	0.48%	0.21%	0.11%	0.54%	0.63%	0.53%	0.0%	0.57%	0.42%	0.16%	0.60%	1.15%	0.23%	0.55%	0.17%	0.58%	0.0%	0.40%	0.82%	0.31%	0.59%	0.27%	0.0%	0.48%	0.13%	0.66%	0.0%	0.76%	0.46%	0.41%	0.11%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6986	86	103	115	179	132	167	173	119	178	152	119	128	99	108	180	176	157	167	164	176	179	215	165	125	138	132	90	164	129	125	112	124	109	115	118	158	144	117	69	221	106	103	131	107	49	88	49	192	29	44	142	112	94	113					
		15.51%	15.16%	19.84%	15.25%	17.37%	16.05%	17.59%	16.63%	13.47%	18.01%	16.0%	14.70%	16.12%	10.85%	13.31%	17.98%	16.89%	16.00%	16.42%	16.66%	17.27%	18.47%	16.34%	16.5%	15.00%	14.75%	15.60%	9.87%	11.57%	13.70%	12.84%	12.96%	13.20%	8.89%	13.93%	13.64%	18.56%	20.05%	20.34%	20.11%	18.43%	21.28%	14.14%	20.43%	21.31%	13.61%	11.87%	11.80%	26.44%	19.20%	13.83%	13.53%	12.96%	12.87%	12.79%					
																																																													
41	Против всех	2522	30	29	37	34	42	51	44	56	43	54	25	53	62	46	64	53	52	72	68	49	46	80	54	60	58	72	68	99	54	66	52	50	80	40	38	41	33	26	17	56	23	41	26	17	10	27	26	68	4	12	57	55	45	57					
		5.60%	5.29%	5.58%	4.90%	3.30%	5.10%	5.37%	4.23%	6.34%	4.35%	5.68%	3.09%	6.67%	6.79%	5.67%	6.39%	5.08%	5.30%	7.07%	6.91%	4.80%	4.74%	6.08%	5.4%	7.20%	6.20%	8.51%	7.46%	6.98%	5.73%	6.78%	6.01%	5.32%	6.52%	4.84%	4.39%	4.81%	4.59%	4.52%	4.95%	4.67%	4.61%	5.63%	4.05%	3.38%	2.77%	3.64%	6.26%	9.36%	2.64%	3.77%	5.43%	6.36%	6.16%	6.45%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
