Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
Наименование Избирательной комиссии:    Славянская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №4201	УИК №4202	УИК №4203	УИК №4204	УИК №4205	УИК №4206	УИК №4207	УИК №4208	УИК №4209	УИК №4210	УИК №4211	УИК №4212	УИК №4213	УИК №4214	УИК №4215	УИК №4216	УИК №4217	УИК №4218	УИК №4219	УИК №4220	УИК №4221	УИК №4222	УИК №4223	УИК №4224	УИК №4225	УИК №4226	УИК №4227	УИК №4228	УИК №4229	УИК №4230	УИК №4231	УИК №4232	УИК №4233	УИК №4234	УИК №4235	УИК №4236	УИК №4237	УИК №4238	УИК №4239	УИК №4240	УИК №4241	УИК №4242	УИК №4243	УИК №4244	УИК №4245	УИК №4246	УИК №4247	УИК №4248	УИК №4249	УИК №4250	УИК №4251	УИК №4252	УИК №4253	УИК №4254	УИК №4255	УИК №4256	УИК №4257	УИК №4258	УИК №4259	УИК №4260	УИК №4261	УИК №4262	УИК №4299					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8065	229	137	154	124	215	225	257	243	186	241	293	235	148	255	109	302	120	136	252	168	221	273	116	72	128	101	124	9	74	166	17	167	16	51	136	50	43	33	73	19	169	139	133	165	128	69	31	256	129	120	166	73	91	54	75	65	113	40	41	6	23	49	12					
		10.88%	14.29%	10.61%	11.73%	12.27%	12.39%	15.22%	14.29%	16.63%	16.70%	16.34%	16.20%	12.95%	13.59%	14.93%	9.53%	16.74%	13.11%	16.55%	15.01%	12.83%	13.72%	16.16%	15.22%	3.39%	8.23%	10.21%	5.36%	3.67%	7.13%	9.45%	8.46%	12.75%	2.56%	17.17%	10.69%	3.94%	7.39%	4.62%	8.11%	4.91%	9.63%	8.38%	9.73%	10.43%	9.28%	10.09%	10.69%	11.04%	9.86%	12.02%	8.83%	9.95%	9.65%	4.50%	6.92%	7.69%	9.67%	4.40%	7.36%	2.14%	6.07%	12.19%	3.04%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4330	258	104	39	15	54	227	42	252	169	190	107	112	169	82	101	292	34	62	18	7	40	25	29	75	37	172	104	5	28	10	21	70	8	24	33	59	33	19	49	29	176	75	34	9	30	8	6	58	30	176	16	113	61	29	40	32	93	30	31	16	27	12	24					
		5.84%	16.10%	8.06%	2.97%	1.48%	3.11%	15.36%	2.34%	17.25%	15.17%	12.88%	5.91%	6.17%	15.52%	4.80%	8.83%	16.19%	3.72%	7.54%	1.07%	0.53%	2.48%	1.48%	3.81%	3.53%	2.38%	17.39%	4.49%	2.04%	2.70%	0.57%	10.45%	5.34%	1.28%	8.08%	2.59%	4.65%	5.67%	2.66%	5.44%	7.49%	10.03%	4.52%	2.49%	0.57%	2.17%	1.17%	2.07%	2.50%	2.29%	17.64%	0.85%	15.40%	6.47%	2.41%	3.69%	3.79%	7.96%	3.30%	5.57%	5.69%	7.12%	2.99%	6.08%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	423	23	2	2	3	5	21	2	28	10	17	2	2	12	2	2	42	1	1	2	2	2	2	5	3	9	21	8	0	1	9	1	5	6	0	11	10	4	10	8	5	9	17	6	2	5	0	0	19	6	10	0	9	8	3	13	6	5	3	1	0	0	0	0					
		0.57%	1.44%	0.15%	0.15%	0.30%	0.29%	1.42%	0.11%	1.92%	0.90%	1.15%	0.11%	0.11%	1.10%	0.12%	0.17%	2.33%	0.11%	0.12%	0.12%	0.15%	0.12%	0.12%	0.66%	0.14%	0.58%	2.12%	0.35%	0.00%	0.10%	0.51%	0.50%	0.38%	0.96%	0.00%	0.86%	0.79%	0.69%	1.40%	0.89%	1.29%	0.51%	1.03%	0.44%	0.13%	0.36%	0.00%	0.00%	0.82%	0.46%	1.00%	0.00%	1.23%	0.85%	0.25%	1.20%	0.71%	0.43%	0.33%	0.18%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12392	321	239	190	204	147	304	417	322	213	349	392	253	207	338	198	336	109	169	373	282	371	202	144	355	256	191	409	12	133	318	17	302	87	41	201	239	49	128	77	27	311	228	216	226	211	108	48	308	190	142	380	112	128	186	137	20	164	136	39	25	43	37	75					
		16.72%	20.04%	18.51%	14.47%	20.18%	8.47%	20.57%	23.19%	22.04%	19.12%	23.66%	21.67%	13.95%	19.01%	19.79%	17.31%	18.63%	11.91%	20.56%	22.22%	21.54%	23.03%	11.96%	18.90%	16.69%	16.45%	19.31%	17.67%	4.90%	12.81%	18.11%	8.46%	23.05%	13.92%	13.80%	15.80%	18.82%	8.42%	17.90%	8.56%	6.98%	17.72%	13.75%	15.80%	14.29%	15.29%	15.79%	16.55%	13.29%	14.53%	14.23%	20.22%	15.26%	13.57%	15.49%	12.64%	2.37%	14.04%	14.95%	7.00%	8.90%	11.35%	9.20%	18.99%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	529	41	5	1	3	6	24	3	29	23	49	9	3	12	2	3	43	2	2	3	2	5	3	9	6	10	15	12	0	2	12	0	13	4	0	3	16	4	5	7	5	12	7	3	4	5	0	0	29	13	10	0	3	4	3	7	10	11	5	0	4	0	3	0					
		0.71%	2.56%	0.39%	0.08%	0.30%	0.35%	1.62%	0.17%	1.98%	2.06%	3.32%	0.50%	0.17%	1.10%	0.12%	0.26%	2.38%	0.22%	0.24%	0.18%	0.15%	0.31%	0.18%	1.18%	0.28%	0.64%	1.52%	0.52%	0.00%	0.19%	0.68%	0.00%	0.99%	0.64%	0.00%	0.24%	1.26%	0.69%	0.70%	0.78%	1.29%	0.68%	0.42%	0.22%	0.25%	0.36%	0.00%	0.00%	1.25%	0.99%	1.00%	0.00%	0.41%	0.42%	0.25%	0.65%	1.18%	0.94%	0.55%	0.00%	1.42%	0.00%	0.75%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	47608	671	801	925	659	1305	651	1073	555	487	600	1003	1203	517	1024	727	743	647	449	1027	846	969	1181	453	1612	1107	474	1649	219	797	1236	145	740	501	178	879	865	440	511	680	298	1050	1157	963	1110	983	497	203	1624	930	515	1317	414	642	905	806	709	766	662	441	229	284	271	283					
		64.22%	41.89%	62.04%	70.45%	65.18%	75.22%	44.05%	59.68%	37.99%	43.72%	40.68%	55.44%	66.32%	47.47%	59.95%	63.55%	41.19%	70.71%	54.62%	61.17%	64.63%	60.15%	69.92%	59.45%	75.79%	71.14%	47.93%	71.23%	89.39%	76.78%	70.39%	72.14%	56.49%	80.16%	59.93%	69.10%	68.11%	75.60%	71.47%	75.56%	77.00%	59.83%	69.78%	70.45%	70.16%	71.23%	72.66%	70.00%	70.06%	71.10%	51.60%	70.09%	56.40%	68.08%	75.35%	74.35%	83.91%	65.58%	72.75%	79.17%	81.49%	74.93%	67.41%	71.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	208	16	1	1	2	2	7	1	12	8	9	1	2	8	3	1	11	1	1	1	1	1	1	1	4	0	4	6	0	1	4	0	5	0	1	7	8	2	3	6	1	7	4	2	5	4	0	1	11	5	6	0	5	0	2	0	2	1	4	4	1	0	0	0					
		0.28%	0.99%	0.08%	0.08%	0.20%	0.12%	0.47%	0.06%	0.82%	0.72%	0.61%	0.06%	0.11%	0.73%	0.18%	0.09%	0.61%	0.11%	0.12%	0.06%	0.08%	0.06%	0.06%	0.13%	0.19%	0.00%	0.40%	0.26%	0.00%	0.10%	0.23%	0.00%	0.38%	0.00%	0.34%	0.55%	0.63%	0.34%	0.42%	0.67%	0.26%	0.40%	0.24%	0.15%	0.32%	0.29%	0.00%	0.34%	0.47%	0.38%	0.60%	0.00%	0.68%	0.00%	0.17%	0.00%	0.24%	0.09%	0.44%	0.72%	0.36%	0.00%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
