Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
"Наименование Избирательной комиссии:    Набережные Челны, Комсомольская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1225	20	25	25	25	20	25	25	30	30	40	25	25	30	30	30	25	40	25	30	25	30	25	25	20	25	30	30	25	25	30	30	20	25	20	30	30	20	30	30	25	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	758	9	24	21	23	5	23	11	13	18	29	19	15	24	23	15	20	33	15	22	20	9	11	17	14	8	18	16	11	15	19	15	9	21	2	21	14	5	10	26	17	20	24	16	20	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	344	4	2	10	0	3	13	11	13	10	13	15	21	14	34	6	7	26	6	8	5	5	5	13	6	7	1	2	13	1	5	3	5	0	4	2	2	4	9	7	4	0	8	3	7	7					
14	Число погашенных неиспользованных открепительных удостоверений	467	11	1	4	2	15	2	14	17	12	11	6	10	6	7	15	5	7	10	8	5	21	14	8	6	17	12	14	14	10	11	15	11	4	18	9	16	15	20	4	8	10	6	14	10	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	0	0	1	0	1	2	0	0	4	1	3	1	4	0	2	0	0	0	2	0	2	1	0	0	0	2	1	3	0	1	3	0	0	0	1	0	1	1	3	3	3	1	1	2	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5283	21	141	105	25	47	70	64	211	128	215	128	181	37	103	211	82	182	102	240	162	196	182	149	73	55	148	105	44	106	174	113	2	33	26	82	153	80	185	240	112	170	138	131	108	23					
		7.59%	2.98%	11.41%	7.17%	2.35%	11.81%	6.97%	4.69%	12.17%	7.24%	11.22%	9.64%	10.47%	1.86%	4.59%	10.47%	5.21%	8.92%	7.47%	13.80%	11.23%	11.13%	14.24%	9.81%	6.07%	3.51%	8.27%	6.52%	3.07%	6.71%	9.90%	5.77%	0.24%	2.26%	2.99%	4.36%	7.46%	11.53%	11.31%	12.47%	7.75%	9.28%	6.98%	7.19%	5.56%	1.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3018	11	123	20	3	53	10	65	9	108	171	153	155	95	95	44	47	7	12	53	204	199	134	64	55	57	118	44	12	24	8	76	1	48	1	28	37	90	118	94	18	102	79	54	104	15					
		4.34%	1.56%	9.95%	1.37%	0.28%	13.32%	0.99%	4.77%	0.52%	6.11%	8.92%	11.52%	8.97%	4.77%	4.24%	2.18%	2.99%	0.34%	0.88%	3.05%	14.14%	11.30%	10.49%	4.21%	4.58%	3.64%	6.60%	2.73%	0.84%	1.52%	0.46%	3.88%	0.12%	3.29%	0.12%	1.49%	1.80%	12.97%	7.22%	4.89%	1.24%	5.57%	3.99%	2.96%	5.35%	0.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	298	0	3	7	0	4	2	3	2	14	12	13	3	6	0	7	11	3	6	10	12	11	4	12	5	1	5	8	0	6	5	0	1	22	1	18	13	3	14	11	4	12	0	8	11	5					
		0.43%	0.00%	0.24%	0.48%	0.00%	1.01%	0.20%	0.22%	0.12%	0.79%	0.63%	0.98%	0.17%	0.30%	0.00%	0.35%	0.70%	0.15%	0.44%	0.58%	0.83%	0.62%	0.31%	0.79%	0.42%	0.06%	0.28%	0.50%	0.00%	0.38%	0.28%	0.00%	0.12%	1.51%	0.12%	0.96%	0.63%	0.43%	0.86%	0.57%	0.28%	0.66%	0.00%	0.44%	0.57%	0.30%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13046	102	288	297	141	94	212	305	415	311	492	305	330	363	239	221	415	415	287	464	390	405	382	348	183	341	347	185	197	291	364	238	89	281	111	351	330	166	450	193	297	204	217	270	290	430					
		18.74%	14.49%	23.30%	20.27%	13.24%	23.62%	21.12%	22.36%	23.93%	17.60%	25.68%	22.97%	19.10%	18.21%	10.66%	10.97%	26.37%	20.34%	21.03%	26.68%	27.03%	22.99%	29.89%	22.91%	15.22%	21.75%	19.40%	11.49%	13.76%	18.42%	20.71%	12.16%	10.80%	19.29%	12.79%	18.66%	16.10%	23.92%	27.52%	10.03%	20.54%	11.14%	10.97%	14.82%	14.93%	25.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	845	11	25	13	1	6	5	15	4	19	57	25	23	39	7	8	14	3	12	8	34	42	33	3	5	20	8	22	3	9	8	14	2	10	2	23	18	13	29	13	12	31	0	144	27	25					
		1.21%	1.56%	2.02%	0.89%	0.09%	1.51%	0.50%	1.10%	0.23%	1.08%	2.97%	1.88%	1.33%	1.96%	0.31%	0.40%	0.89%	0.15%	0.88%	0.46%	2.36%	2.39%	2.58%	0.20%	0.42%	1.28%	0.45%	1.37%	0.21%	0.57%	0.46%	0.72%	0.24%	0.69%	0.23%	1.22%	0.88%	1.87%	1.77%	0.68%	0.83%	1.69%	0.00%	7.90%	1.39%	1.50%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	45920	549	624	1001	895	178	700	902	1085	1150	912	660	985	1416	1795	1491	972	1426	937	923	579	856	500	902	870	1056	1106	1212	1167	1130	1194	1504	725	1049	707	1351	1476	309	775	1348	974	1268	1525	1189	1384	1163					
		65.98%	77.98%	50.49%	68.33%	84.04%	44.72%	69.72%	66.13%	62.57%	65.08%	47.60%	49.70%	57.00%	71.05%	80.03%	73.99%	61.75%	69.90%	68.64%	53.08%	40.12%	48.61%	39.12%	59.38%	72.38%	67.35%	61.82%	75.28%	81.49%	71.52%	67.92%	76.81%	87.99%	71.99%	81.45%	71.82%	72.00%	44.52%	47.40%	70.06%	67.36%	69.21%	77.10%	65.26%	71.23%	69.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	317	2	4	3	0	2	0	5	1	9	14	6	9	6	4	5	17	2	4	9	16	26	10	7	1	17	8	3	0	6	2	8	3	12	0	12	0	6	10	16	8	24	0	5	9	6					
		0.46%	0.28%	0.32%	0.20%	0.00%	0.50%	0.00%	0.37%	0.06%	0.51%	0.73%	0.45%	0.52%	0.30%	0.18%	0.25%	1.08%	0.10%	0.29%	0.52%	1.11%	1.48%	0.78%	0.46%	0.08%	1.08%	0.45%	0.19%	0.00%	0.38%	0.11%	0.41%	0.36%	0.82%	0.00%	0.64%	0.00%	0.86%	0.61%	0.83%	0.55%	1.31%	0.00%	0.27%	0.46%	0.36%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
