Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Федоровская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711									
		63.01%	49.13%	50.00%	65.56%	54.67%	49.71%	59.39%	48.58%	54.80%	56.78%	72.50%	64.56%	62.31%	56.73%	51.97%	73.13%	58.39%	75.21%	77.72%	67.57%	81.46%	60.76%	67.43%	80.06%	65.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	5	2	2	0	2	1	0	1	1	0	1	3	2	2	1	0	0	0	2	2	0	1	2	2									
		0.35%	0.67%	0.38%	0.33%	0.00%	0.29%	0.51%	0.00%	0.56%	0.50%	0.00%	0.30%	1.15%	0.73%	1.57%	0.31%	0.00%	0.00%	0.00%	0.42%	0.33%	0.00%	0.46%	0.28%	0.39%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2									
		0.09%	0.00%	0.38%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.29%	0.46%	0.00%	0.39%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1311	169	101	80	35	148	18	115	36	33	37	63	36	22	30	17	40	23	12	43	40	54	24	58	77									
		14.42%	22.56%	18.98%	13.31%	23.33%	21.83%	9.14%	25.16%	20.34%	16.58%	11.56%	18.92%	13.85%	8.00%	23.62%	5.31%	13.42%	6.55%	6.22%	8.94%	6.62%	15.70%	11.01%	8.15%	15.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	2	4	2	0	3	0	0	0	0	1	1	1	0	0	2	2	0	0	2	0	4	0	1	0									
		0.28%	0.27%	0.75%	0.33%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.31%	0.30%	0.38%	0.00%	0.00%	0.63%	0.67%	0.00%	0.00%	0.42%	0.00%	1.16%	0.00%	0.14%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	1	2	4	0	8	0	0	1	0	0	1	0	0	0	2	1	0	1	3	3	0	0	3	0									
		0.33%	0.13%	0.38%	0.67%	0.00%	1.18%	0.00%	0.00%	0.56%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.63%	0.34%	0.00%	0.52%	0.62%	0.50%	0.00%	0.00%	0.42%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.36%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	7	5	2	0	9	0	0	1	1	0	1	0	0	1	2	1	0	0	0	0	1	0	2	1									
		0.37%	0.93%	0.94%	0.33%	0.00%	1.33%	0.00%	0.00%	0.56%	0.50%	0.00%	0.30%	0.00%	0.00%	0.79%	0.63%	0.34%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.28%	0.19%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1254	136	82	67	21	115	41	83	19	36	31	31	37	67	18	37	50	52	22	91	31	46	28	38	75									
		13.80%	18.16%	15.41%	11.15%	14.00%	16.96%	20.81%	18.16%	10.73%	18.09%	9.69%	9.31%	14.23%	24.36%	14.17%	11.56%	16.78%	14.81%	11.40%	18.92%	5.13%	13.37%	12.84%	5.34%	14.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	1	1	1	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1									
		0.10%	0.13%	0.19%	0.17%	0.00%	0.00%	0.00%	0.00%	0.56%	0.50%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	114	21	12	7	1	17	3	4	5	0	4	1	3	1	2	0	1	0	2	3	9	6	2	8	2									
		1.25%	2.80%	2.26%	1.16%	0.67%	2.51%	1.52%	0.88%	2.82%	0.00%	1.25%	0.30%	1.15%	0.36%	1.57%	0.00%	0.34%	0.00%	1.04%	0.62%	1.49%	1.74%	0.92%	1.12%	0.39%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
