Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Ашинская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	305	6	5	7	6	5	4	3	8	3	9	5	5	3	5	2	5	5	5	7	7	3	3	4	6	8	5	9	16	10	9	7	9	8	8	9	9	8	7	6	7	7	7	6	6	5	7	2	1	1	1	1	1	2	1	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	115	5	0	1	3	2	2	2	8	1	7	1	1	1	3	0	2	0	2	1	1	0	0	2	1	5	4	4	12	4	6	0	8	0	0	8	0	3	2	0	3	0	0	0	1	2	3	0	0	0	0	1	1	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	4	1	4	3	0	1	2	1	1	0	0	1	0	0	1	1	1	1	1	2	7	0	0	1	0	4	0	5	0	2	0	2	0	1	1	0	0	0	0	0	2	0	0	1	2	1	2	0	0	0	0	3	0	0	4					
14	Число погашенных открепительных удостоверений	190	1	5	6	3	3	2	1	0	2	2	4	4	2	2	2	3	5	3	6	6	3	3	2	5	3	1	5	4	6	3	7	1	8	8	1	9	5	5	6	4	7	7	6	5	3	4	2	1	1	1	0	0	0	1	1					
15	Число открепительных удостоверений выданных ТИК	45	1	0	0	0	0	1	2	0	2	0	1	3	1	1	0	0	2	1	2	0	1	0	0	0	4	0	4	4	1	4	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0					
16	Число утраченных бюллетеней	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	"1. ""ЕДИНЕНИЕ"""	412	12	10	12	13	8	15	10	19	7	13	6	9	11	8	3	10	10	10	10	15	1	2	11	5	5	4	12	9	17	10	7	2	7	5	11	1	5	7	4	9	10	5	3	4	5	7	11	3	1	2	1	4	7	2	2					
		1.47%	1.78%	1.65%	1.45%	1.67%	1.52%	1.70%	1.45%	2.19%	1.29%	1.16%	1.96%	2.41%	3.72%	1.40%	1.15%	1.83%	1.93%	2.02%	1.58%	1.51%	0.45%	0.92%	3.42%	2.03%	0.70%	0.61%	1.43%	1.12%	2.39%	1.61%	1.98%	0.32%	1.83%	0.94%	1.13%	0.10%	1.13%	1.24%	0.75%	1.69%	2.11%	0.99%	0.96%	1.95%	1.17%	1.00%	4.01%	2.17%	1.29%	2.43%	0.55%	3.00%	1.33%	1.6%	1.88%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	620	32	26	29	26	19	21	19	28	25	26	12	9	8	10	6	9	6	7	9	22	3	2	8	3	12	15	16	28	16	7	5	17	4	5	14	15	7	11	7	11	7	2	7	2	15	6	2	1	3	0	2	3	13	2	0					
		2.22%	4.76%	4.30%	3.51%	3.34%	3.61%	2.38%	2.76%	3.23%	4.62%	2.33%	3.93%	2.41%	2.71%	1.75%	2.31%	1.65%	1.16%	1.41%	1.42%	2.22%	1.35%	0.92%	2.49%	1.21%	1.68%	2.30%	1.90%	3.50%	2.25%	1.13%	1.41%	2.78%	1.04%	0.94%	1.44%	1.62%	1.58%	1.96%	1.32%	2.07%	1.47%	0.39%	2.25%	0.97%	3.53%	0.85%	0.72%	0.72%	3.89%	0.0%	1.11%	2.25%	2.48%	1.6%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1370	37	44	38	32	32	63	33	39	24	67	21	28	21	28	11	11	36	32	27	53	12	17	10	12	33	33	51	40	32	18	13	19	19	39	33	43	10	22	28	16	22	18	16	11	23	42	13	1	9	2	10	4	14	6	2					
		4.91%	5.50%	7.28%	4.60%	4.11%	6.08%	7.15%	4.80%	4.50%	4.43%	6.01%	6.88%	7.52%	7.11%	4.91%	4.24%	2.01%	6.96%	6.46%	4.28%	5.36%	5.40%	7.83%	3.11%	4.87%	4.64%	5.06%	6.07%	5.01%	4.50%	2.90%	3.68%	3.10%	4.97%	7.35%	3.39%	4.66%	2.26%	3.92%	5.29%	3.01%	4.65%	3.58%	5.16%	5.36%	5.42%	6.00%	4.74%	0.72%	11.68%	2.43%	5.55%	3.00%	2.67%	4.8%	1.88%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1015	34	37	47	30	9	44	32	34	33	49	11	10	16	17	4	14	8	8	15	24	2	2	4	18	30	24	31	36	25	18	13	17	15	14	47	47	10	35	19	21	25	14	9	2	10	26	4	4	0	1	3	1	10	2	0					
		3.63%	5.05%	6.12%	5.69%	3.85%	1.71%	4.99%	4.65%	3.92%	6.09%	4.39%	3.60%	2.68%	5.42%	2.98%	1.54%	2.56%	1.54%	1.61%	2.38%	2.43%	0.90%	0.92%	1.24%	7.31%	4.21%	3.68%	3.69%	4.51%	3.52%	2.90%	3.68%	2.78%	3.92%	2.64%	4.83%	5.10%	2.26%	6.23%	3.59%	3.96%	5.28%	2.78%	2.90%	0.97%	2.35%	3.71%	1.45%	2.89%	0.0%	1.21%	1.66%	0.75%	1.91%	1.6%	0.0%					
22	"5. ""За Русь Святую"""	110	2	1	1	1	1	2	5	8	0	2	1	1	4	1	1	3	2	1	1	3	1	1	0	1	3	1	3	3	3	3	0	1	4	1	4	6	0	4	0	6	0	5	3	2	2	1	3	0	1	2	1	1	3	0	0					
		0.39%	0.29%	0.16%	0.12%	0.12%	0.19%	0.22%	0.72%	0.92%	0.0%	0.17%	0.32%	0.26%	1.35%	0.17%	0.38%	0.55%	0.38%	0.20%	0.15%	0.30%	0.45%	0.46%	0.0%	0.40%	0.42%	0.15%	0.35%	0.37%	0.42%	0.48%	0.0%	0.16%	1.04%	0.18%	0.41%	0.65%	0.0%	0.71%	0.0%	1.13%	0.0%	0.99%	0.96%	0.97%	0.47%	0.14%	1.09%	0.0%	1.29%	2.43%	0.55%	0.75%	0.57%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	73	4	1	1	2	1	2	2	2	1	3	2	0	1	1	0	2	2	0	2	6	0	0	3	0	1	0	0	1	2	4	0	4	0	1	1	0	3	0	3	1	1	2	0	0	0	4	3	0	1	0	1	2	0	0	0					
		0.26%	0.59%	0.16%	0.12%	0.25%	0.19%	0.22%	0.29%	0.23%	0.18%	0.26%	0.65%	0.0%	0.33%	0.17%	0.0%	0.36%	0.38%	0.0%	0.31%	0.60%	0.0%	0.0%	0.93%	0.0%	0.14%	0.0%	0.0%	0.12%	0.28%	0.64%	0.0%	0.65%	0.0%	0.18%	0.10%	0.0%	0.68%	0.0%	0.56%	0.18%	0.21%	0.39%	0.0%	0.0%	0.0%	0.57%	1.09%	0.0%	1.29%	0.0%	0.55%	1.50%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	199	8	6	8	5	3	3	4	7	3	9	4	0	0	2	0	7	8	2	5	1	3	1	5	2	5	8	6	7	7	6	4	1	3	2	7	4	3	3	4	0	4	6	0	0	6	6	3	0	1	0	1	0	4	1	1					
		0.71%	1.19%	0.99%	0.96%	0.64%	0.57%	0.34%	0.58%	0.80%	0.55%	0.80%	1.31%	0.0%	0.0%	0.35%	0.0%	1.28%	1.54%	0.40%	0.79%	0.10%	1.35%	0.46%	1.55%	0.81%	0.70%	1.22%	0.71%	0.87%	0.98%	0.96%	1.13%	0.16%	0.78%	0.37%	0.72%	0.43%	0.68%	0.53%	0.75%	0.0%	0.84%	1.19%	0.0%	0.0%	1.41%	0.85%	1.09%	0.0%	1.29%	0.0%	0.55%	0.0%	0.76%	0.8%	0.94%					
25	"8. ""Народно-республиканская партия России"""	30	0	0	1	0	0	0	1	1	0	2	0	4	0	0	1	0	0	5	2	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
		0.10%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.14%	0.11%	0.0%	0.17%	0.0%	1.07%	0.0%	0.0%	0.38%	0.0%	0.0%	1.01%	0.31%	0.10%	0.45%	0.0%	0.0%	0.0%	0.14%	0.0%	0.11%	0.12%	0.14%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.22%	0.0%	0.0%	0.18%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.19%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	77	4	0	4	0	9	3	0	3	0	2	1	0	2	1	0	1	2	0	2	3	1	0	1	2	0	1	3	4	1	1	1	2	0	2	3	5	0	2	2	1	1	1	0	0	1	1	0	1	0	0	1	0	2	0	0					
		0.27%	0.59%	0.0%	0.48%	0.0%	1.71%	0.34%	0.0%	0.34%	0.0%	0.17%	0.32%	0.0%	0.67%	0.17%	0.0%	0.18%	0.38%	0.0%	0.31%	0.30%	0.45%	0.0%	0.31%	0.81%	0.0%	0.15%	0.35%	0.50%	0.14%	0.16%	0.28%	0.32%	0.0%	0.37%	0.30%	0.54%	0.0%	0.35%	0.37%	0.18%	0.21%	0.19%	0.0%	0.0%	0.23%	0.14%	0.0%	0.72%	0.0%	0.0%	0.55%	0.0%	0.38%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	660	11	9	14	17	6	22	10	18	18	28	15	6	8	14	3	18	11	11	16	32	5	8	12	5	14	23	30	13	24	21	4	12	4	17	16	22	4	7	6	14	8	16	9	1	7	18	7	9	4	6	12	7	4	4	0					
		2.36%	1.63%	1.49%	1.69%	2.18%	1.14%	2.49%	1.45%	2.07%	3.32%	2.51%	4.91%	1.61%	2.71%	2.45%	1.15%	3.30%	2.12%	2.22%	2.53%	3.24%	2.25%	3.68%	3.73%	2.03%	1.96%	3.52%	3.57%	1.62%	3.38%	3.39%	1.13%	1.96%	1.04%	3.20%	1.64%	2.38%	0.90%	1.24%	1.13%	2.64%	1.69%	3.18%	2.90%	0.48%	1.65%	2.57%	2.55%	6.52%	5.19%	7.31%	6.66%	5.26%	0.76%	3.2%	0.0%					
28	"11. ""Истинные патриоты России"""	78	0	2	1	0	0	4	1	0	3	1	1	7	4	4	0	3	1	0	1	1	0	0	2	2	0	0	1	2	7	5	0	0	0	0	2	1	0	0	5	0	0	1	1	1	2	4	3	2	0	0	0	2	0	0	1					
		0.27%	0.0%	0.33%	0.12%	0.0%	0.0%	0.45%	0.14%	0.0%	0.55%	0.08%	0.32%	1.88%	1.35%	0.70%	0.0%	0.55%	0.19%	0.0%	0.15%	0.10%	0.0%	0.0%	0.62%	0.81%	0.0%	0.0%	0.11%	0.25%	0.98%	0.80%	0.0%	0.0%	0.0%	0.0%	0.20%	0.10%	0.0%	0.0%	0.94%	0.0%	0.0%	0.19%	0.32%	0.48%	0.47%	0.57%	1.09%	1.44%	0.0%	0.0%	0.0%	1.50%	0.0%	0.0%	0.94%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	257	4	5	9	2	8	7	7	1	6	12	1	3	3	3	2	6	6	5	7	9	0	1	1	1	9	7	10	9	10	7	3	4	2	2	3	6	14	6	5	1	5	6	8	1	1	5	1	0	1	2	4	3	10	2	1					
		0.92%	0.59%	0.82%	1.08%	0.25%	1.52%	0.79%	1.01%	0.11%	1.10%	1.07%	0.32%	0.80%	1.01%	0.52%	0.77%	1.10%	1.16%	1.01%	1.11%	0.91%	0.0%	0.46%	0.31%	0.40%	1.26%	1.07%	1.19%	1.12%	1.40%	1.13%	0.84%	0.65%	0.52%	0.37%	0.30%	0.65%	3.17%	1.06%	0.94%	0.18%	1.05%	1.19%	2.58%	0.48%	0.23%	0.71%	0.36%	0.0%	1.29%	2.43%	2.22%	2.25%	1.91%	1.6%	0.94%					
30	"13. ""Демократическая партия России"""	81	3	5	3	1	0	0	1	3	0	4	1	0	0	2	0	2	2	0	3	1	3	1	1	0	2	2	1	0	3	3	2	0	1	1	4	0	2	1	0	3	0	5	2	1	0	3	1	0	0	1	1	2	1	1	2					
		0.29%	0.44%	0.82%	0.36%	0.12%	0.0%	0.0%	0.14%	0.34%	0.0%	0.35%	0.32%	0.0%	0.0%	0.35%	0.0%	0.36%	0.38%	0.0%	0.47%	0.10%	1.35%	0.46%	0.31%	0.0%	0.28%	0.30%	0.11%	0.0%	0.42%	0.48%	0.56%	0.0%	0.26%	0.18%	0.41%	0.0%	0.45%	0.17%	0.0%	0.56%	0.0%	0.99%	0.64%	0.48%	0.0%	0.42%	0.36%	0.0%	0.0%	1.21%	0.55%	1.50%	0.19%	0.8%	1.88%					
31	"14. ""Великая Россия - Евразийский Союз"""	67	5	0	1	5	2	1	4	0	0	1	0	1	0	3	0	1	0	1	7	3	0	1	1	1	3	3	3	1	0	2	1	0	0	0	0	3	2	1	0	0	0	3	2	2	0	0	1	0	0	0	0	1	0	0	1					
		0.24%	0.74%	0.0%	0.12%	0.64%	0.38%	0.11%	0.58%	0.0%	0.0%	0.08%	0.0%	0.26%	0.0%	0.52%	0.0%	0.18%	0.0%	0.20%	1.11%	0.30%	0.0%	0.46%	0.31%	0.40%	0.42%	0.46%	0.35%	0.12%	0.0%	0.32%	0.28%	0.0%	0.0%	0.0%	0.0%	0.32%	0.45%	0.17%	0.0%	0.0%	0.0%	0.59%	0.64%	0.97%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.94%					
32	"15. ""Партия СЛОН"""	51	0	0	1	0	2	2	2	1	0	2	1	0	0	1	0	2	0	1	6	1	0	0	1	1	0	1	2	5	0	1	0	1	0	1	1	2	0	1	0	0	1	3	0	0	1	5	0	0	0	0	0	0	0	1	1					
		0.18%	0.0%	0.0%	0.12%	0.0%	0.38%	0.22%	0.29%	0.11%	0.0%	0.17%	0.32%	0.0%	0.0%	0.17%	0.0%	0.36%	0.0%	0.20%	0.95%	0.10%	0.0%	0.0%	0.31%	0.40%	0.0%	0.15%	0.23%	0.62%	0.0%	0.16%	0.0%	0.16%	0.0%	0.18%	0.10%	0.21%	0.0%	0.17%	0.0%	0.0%	0.21%	0.59%	0.0%	0.0%	0.23%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.94%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1953	62	41	50	59	42	77	55	65	34	98	13	10	13	24	11	29	34	34	35	71	14	8	7	28	48	50	42	51	42	48	41	43	35	57	109	85	47	53	38	51	33	27	16	10	20	36	7	4	7	6	6	6	18	1	2					
		7.00%	9.22%	6.78%	6.05%	7.58%	7.98%	8.74%	8.00%	7.50%	6.28%	8.79%	4.26%	2.68%	4.40%	4.21%	4.24%	5.32%	6.57%	6.86%	5.55%	7.19%	6.30%	3.68%	2.18%	11.38%	6.75%	7.66%	5.00%	6.39%	5.91%	7.75%	11.61%	7.03%	9.16%	10.75%	11.21%	9.22%	10.65%	9.44%	7.18%	9.62%	6.97%	5.37%	5.16%	4.87%	4.71%	5.15%	2.55%	2.89%	9.09%	7.31%	3.33%	4.51%	3.44%	0.8%	1.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	88	3	2	2	1	1	0	0	6	2	4	4	0	4	4	0	1	3	2	0	10	2	2	0	0	2	3	0	1	1	7	0	0	1	0	1	0	1	2	0	0	2	0	1	1	3	3	0	0	0	0	0	0	4	1	1					
		0.31%	0.44%	0.33%	0.24%	0.12%	0.19%	0.0%	0.0%	0.69%	0.36%	0.35%	1.31%	0.0%	1.35%	0.70%	0.0%	0.18%	0.58%	0.40%	0.0%	1.01%	0.90%	0.92%	0.0%	0.0%	0.28%	0.46%	0.0%	0.12%	0.14%	1.13%	0.0%	0.0%	0.26%	0.0%	0.10%	0.0%	0.22%	0.35%	0.0%	0.0%	0.42%	0.0%	0.32%	0.48%	0.70%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.8%	0.94%					
35	"18. ""ЛДПР"""	3226	66	54	91	97	53	86	63	89	53	95	36	53	43	81	33	86	76	61	72	117	43	37	44	20	81	52	82	88	81	32	49	68	40	41	122	82	50	48	62	71	55	86	31	27	62	95	35	22	17	7	43	29	80	24	15					
		11.56%	9.82%	8.94%	11.01%	12.46%	10.07%	9.76%	9.17%	10.27%	9.79%	8.52%	11.80%	14.24%	14.57%	14.21%	12.74%	15.77%	14.70%	12.32%	11.42%	11.85%	19.36%	17.05%	13.70%	8.13%	11.39%	7.97%	9.77%	11.02%	11.40%	5.16%	13.88%	11.12%	10.47%	7.73%	12.55%	8.90%	11.33%	8.55%	11.72%	13.39%	11.62%	17.13%	10.0%	13.17%	14.62%	13.59%	12.77%	15.94%	22.07%	8.53%	23.88%	21.80%	15.29%	19.2%	14.15%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	650	13	14	15	11	9	15	15	12	6	13	6	8	6	11	6	17	9	6	15	17	1	10	14	10	16	20	26	24	19	18	4	3	6	9	24	32	12	17	13	14	9	18	7	10	14	23	15	3	1	4	4	5	13	1	7					
		2.33%	1.93%	2.31%	1.81%	1.41%	1.71%	1.70%	2.18%	1.38%	1.10%	1.16%	1.96%	2.15%	2.03%	1.92%	2.31%	3.11%	1.74%	1.21%	2.38%	1.72%	0.45%	4.60%	4.36%	4.06%	2.25%	3.06%	3.09%	3.00%	2.67%	2.90%	1.13%	0.49%	1.57%	1.69%	2.46%	3.47%	2.72%	3.03%	2.45%	2.64%	1.90%	3.58%	2.25%	4.87%	3.30%	3.29%	5.47%	2.17%	1.29%	4.87%	2.22%	3.75%	2.48%	0.8%	6.60%					
37	"20. ""Политическая партия ""Единая Россия"""	11171	266	231	352	331	244	367	299	365	227	492	115	150	109	281	135	242	203	183	240	398	90	92	132	71	240	212	281	260	235	229	140	291	150	218	384	377	181	227	214	223	175	175	139	81	163	296	127	45	29	40	59	51	219	55	40					
		40.05%	39.58%	38.24%	42.61%	42.54%	46.38%	41.65%	43.52%	42.14%	41.95%	44.16%	37.70%	40.32%	36.94%	49.29%	52.12%	44.40%	39.26%	36.96%	38.09%	40.32%	40.54%	42.39%	41.12%	28.86%	33.75%	32.51%	33.49%	32.58%	33.09%	36.99%	39.66%	47.62%	39.26%	41.13%	39.50%	40.93%	41.04%	40.46%	40.45%	42.07%	36.99%	34.86%	44.83%	39.51%	38.44%	42.34%	46.35%	32.60%	37.66%	48.78%	32.77%	38.34%	41.87%	44.0%	37.73%					
38	"21. ""Российская Конституционно-демократическая партия"""	68	2	1	4	3	1	0	0	1	0	3	0	0	0	1	0	0	0	2	4	3	0	0	3	1	2	2	1	1	3	1	2	1	3	0	1	2	0	1	5	1	1	2	0	0	1	1	2	3	0	0	0	0	1	0	2					
		0.24%	0.29%	0.16%	0.48%	0.38%	0.19%	0.0%	0.0%	0.11%	0.0%	0.26%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.40%	0.63%	0.30%	0.0%	0.0%	0.93%	0.40%	0.28%	0.30%	0.11%	0.12%	0.42%	0.16%	0.56%	0.16%	0.78%	0.0%	0.10%	0.21%	0.0%	0.17%	0.94%	0.18%	0.21%	0.39%	0.0%	0.0%	0.23%	0.14%	0.72%	2.17%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	1.88%					
39	"22. ""Развитие предпринимательства"""	90	3	0	1	1	2	1	2	6	3	5	2	1	1	3	1	3	4	2	3	4	0	1	0	0	3	1	2	4	5	1	0	3	1	0	6	2	1	1	0	1	1	1	1	0	1	2	0	0	0	0	2	0	1	0	1					
		0.32%	0.44%	0.0%	0.12%	0.12%	0.38%	0.11%	0.29%	0.69%	0.55%	0.44%	0.65%	0.26%	0.33%	0.52%	0.38%	0.55%	0.77%	0.40%	0.47%	0.40%	0.0%	0.46%	0.0%	0.0%	0.42%	0.15%	0.23%	0.50%	0.70%	0.16%	0.0%	0.49%	0.26%	0.0%	0.61%	0.21%	0.22%	0.17%	0.0%	0.18%	0.21%	0.19%	0.32%	0.0%	0.23%	0.28%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.19%	0.0%	0.94%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3932	68	80	98	79	52	79	81	97	67	112	37	55	21	44	25	58	61	92	83	154	25	18	45	44	155	145	178	158	125	128	51	80	68	93	132	142	73	82	93	73	89	71	42	37	54	76	30	27	0	4	25	3	90	12	21					
		14.10%	10.11%	13.24%	11.86%	10.15%	9.88%	8.96%	11.79%	11.20%	12.38%	10.05%	12.13%	14.78%	7.11%	7.71%	9.65%	10.64%	11.79%	18.58%	13.17%	15.60%	11.26%	8.29%	14.01%	17.88%	21.80%	22.23%	21.21%	19.79%	17.60%	20.67%	14.44%	13.09%	17.80%	17.54%	13.58%	15.41%	16.55%	14.61%	17.58%	13.77%	18.81%	14.14%	13.54%	18.04%	12.73%	10.87%	10.94%	19.56%	0.0%	4.87%	13.88%	2.25%	17.20%	9.6%	19.81%					
																																																														
41	Против всех	1027	24	28	33	45	22	43	28	42	17	56	12	7	12	14	11	15	20	22	25	25	7	9	7	7	22	32	32	34	35	16	9	29	14	13	30	44	13	19	16	6	9	21	4	12	21	21	6	3	0	2	4	4	16	9	0					
		3.68%	3.57%	4.63%	3.99%	5.78%	4.18%	4.88%	4.07%	4.84%	3.14%	5.02%	3.93%	1.88%	4.06%	2.45%	4.24%	2.75%	3.86%	4.44%	3.96%	2.53%	3.15%	4.14%	2.18%	2.84%	3.09%	4.90%	3.81%	4.26%	4.92%	2.58%	2.54%	4.74%	3.66%	2.45%	3.08%	4.77%	2.94%	3.38%	3.02%	1.13%	1.90%	4.18%	1.29%	5.85%	4.95%	3.00%	2.18%	2.17%	0.0%	2.43%	2.22%	3.00%	3.05%	7.2%	0.0%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
