Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Каргапольская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №368	УИК №370	УИК №371	УИК №374	УИК №376	УИК №377	УИК №378	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №1170	УИК №1171	УИК №1172	УИК №1173									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1506	4	24	37	46	20	20	47	53	9	34	36	60	48	30	33	25	56	33	45	18	27	20	33	46	49	16	15	31	73	73	60	56	48	55	27	15	58	60	44	22									
		12.57%	4.35%	12.18%	16.23%	11.36%	6.41%	10.81%	12.67%	13.28%	6.43%	8.90%	13.69%	15.83%	12.63%	11.72%	12.00%	8.20%	14.62%	9.22%	17.44%	6.19%	7.34%	8.00%	17.01%	18.04%	8.96%	10.88%	11.19%	11.36%	12.46%	19.84%	15.04%	18.48%	15.14%	13.75%	13.30%	17.05%	14.18%	15.38%	15.60%	10.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	1	1	0	2	0	0	0	0	0	0	0	5	2	1	0	0	3	2	0	2	0	0	2	3	1	0	0	2	1	3	0	2	1	1	1	0	4	0	0	2									
		0.35%	1.09%	0.51%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.53%	0.39%	0.00%	0.00%	0.78%	0.56%	0.00%	0.69%	0.00%	0.00%	1.03%	1.18%	0.18%	0.00%	0.00%	0.73%	0.17%	0.82%	0.00%	0.66%	0.32%	0.25%	0.49%	0.00%	0.98%	0.00%	0.00%	0.94%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1151	12	20	23	17	32	15	19	32	5	24	10	38	37	15	34	40	31	74	4	23	29	4	7	34	40	2	7	30	47	50	61	43	42	65	26	2	41	67	30	19									
		9.60%	13.04%	10.15%	10.09%	4.20%	10.26%	8.11%	5.12%	8.02%	3.57%	6.28%	3.80%	10.03%	9.74%	5.86%	12.36%	13.11%	8.09%	20.67%	1.55%	7.90%	7.88%	1.60%	3.61%	13.33%	7.31%	1.36%	5.22%	10.99%	8.02%	13.59%	15.29%	14.19%	13.25%	16.25%	12.81%	2.27%	10.02%	17.18%	10.64%	8.92%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
